id	typeStatus	typeDesignatedBy	scientificName	institutionCode	catalogNumber	locality	sex	recordedBy	verbatimEventDate	verbatimLongitude	verbatimLatitude
1161315	typeSpecies	Agassiz. 1846. Nomenclatoris Zoologici Index Universalis, Continens Nomina Systematica Classum, Ordinem, Familiarum et Generum Animalium Omnium, Tam Viventium Quam Fossilium, Secundum Ordinem Alphabeticum Unicum Disposita, Adjectis Homonymiis Plantarum, Nec Non Variis Adnotationibus Et Emendationibus, Jent et Gassmann, Soloduri 453	Chermes ulmi Linnaeus, 1758								
1161337	typeSpecies	Takahashi, R. 1966. Some Aphididae from Afghanistan (Homoptera). Results of Kyoto University Science Expedition to the Karakorum and Hindukush, 1955 8:267	Afghanaphis ulmi Takahashi, 1966								
1161338	typeSpecies		Aphis ulmi Fabricius, 1775								
1161339	typeSpecies	Hartig. 1839. Jahresberichte Über die Fortschritte der Firstwissenschaft und forstlichen Naturkunde im Jahre 1836 und 1837 nebst Original-Abhandlungen aus dem Gebiete dieser Wissenschaften, Förstner, Berlin 1(4):453	Chermes ulmi Linnaeus, 1758								
1161340	typeSpecies	Maxson & Hottes. 1926. Georgiaphis nom. n. for Georgia (Aphididae, Homop.). Entomological News 37(8):64	Georgia ulmi Wilson, 1911								
1161414	typeSpecies	Nieto Nafría, Favret, Akimoto, Barbagallo, Chakrabarti, Mier Durante, G.L. Miller, Pérez Hidalgo, Qiao, Sano, Stekolshchikov & Wegierek. 2009. Several nomenclatural clarifications on genus-group names in the Aphididae (Hemiptera Sternorrhyncha). Redia 92:61	Eriosoma mali Leach, 1820								
1161415	typeSpecies		Eriosoma mali Leach, 1820								
1161416	typeSpecies	Wilson, H.F. 1911. Two new genera and seven new species of the family Aphididae. The Canadian Entomologist 43(2):64	Georgia ulmi Wilson, 1911								
1161418	typeSpecies	Zhang, Guangxue. 1998. In Zhang, Guangxue & Qiao. Two new genera, five new species and one new subspecies of Fordinae (Homoptera: Pemphigidae) from China. Entomologia Sinica 5(1):1	Dimelaphis obtusifalcata Zhang, 1998								
1161440	typeSpecies	Essig. 1950. A new genus and species of Aphididae on aloe (Homoptera). Pan-Pacific Entomologist 26(1):22	Aloephagus myersi Essig, 1950								
