id	isExtinct	livingPeriod
1219980	FALSE	
1219981	TRUE	Fossil
1219982	TRUE	unspecified
1219983	TRUE	unspecified
1219984	TRUE	Fossil
1219985	TRUE	Fossil
1219986	TRUE	Fossil
1219987	TRUE	Fossil
1219988	TRUE	Fossil
1219989	TRUE	unspecified
1219990	TRUE	unspecified
1219992	TRUE	Fossil
1219993	FALSE	
1219994	FALSE	
1219995	FALSE	
1219996	TRUE	Fossil
1219997	TRUE	Fossil
1219998	TRUE	Fossil
1219999	FALSE	
1220000	TRUE	Fossil
1220001	TRUE	Fossil
1220002	TRUE	Fossil
1220003	TRUE	unspecified
1220004	TRUE	Fossil
1220005	TRUE	Fossil
1220006	TRUE	Fossil
1220007	TRUE	Fossil
1220008	TRUE	Fossil
1220009	TRUE	Fossil
1220010	TRUE	Fossil
1220011	TRUE	Fossil
1220012	TRUE	unspecified
1220013	TRUE	Fossil
1220014	TRUE	Fossil
1220015	TRUE	unspecified
1220016	TRUE	Fossil
1220017	TRUE	Fossil
1220018	TRUE	Fossil
1220019	TRUE	Fossil
1220020	TRUE	Fossil
1220021	TRUE	Fossil
1220022	TRUE	Fossil
1220023	TRUE	Fossil
1220024	TRUE	Fossil
1220025	TRUE	unspecified
1220026	TRUE	unspecified
1220027	TRUE	unspecified
1220028	TRUE	unspecified
1220029	TRUE	Fossil
1220030	TRUE	unspecified
1220031	TRUE	unspecified
1220032	TRUE	Fossil
1220033	TRUE	Fossil
1220034	TRUE	Fossil
1220035	TRUE	Fossil
1220036	TRUE	Fossil
1220037	FALSE	
1220038	TRUE	Fossil
1220039	TRUE	unspecified
1220040	TRUE	Fossil
1220041	TRUE	Fossil
1220042	TRUE	Fossil
1220043	TRUE	Fossil
1220044	TRUE	Fossil
1220045	TRUE	unspecified
1220046	TRUE	Fossil
1220047	TRUE	Fossil
1220048	TRUE	Fossil
1220050	TRUE	unspecified
1220054	TRUE	Fossil
1220055	TRUE	Fossil
1220056	TRUE	unspecified
1220058	TRUE	Fossil
1220059	TRUE	unspecified
1220060	TRUE	Fossil
1220061	TRUE	Fossil
1220062	TRUE	Fossil
1220063	TRUE	Fossil
1220064	TRUE	unspecified
1220065	TRUE	Fossil
1220066	TRUE	unspecified
1220067	TRUE	Fossil
1220068	TRUE	Fossil
1220069	TRUE	Fossil
1220070	TRUE	Fossil
1220071	TRUE	unspecified
1220072	TRUE	unspecified
1220073	TRUE	Fossil
1220074	TRUE	Fossil
1220075	TRUE	Fossil
1220076	TRUE	unspecified
1220077	TRUE	Fossil
1220078	TRUE	Fossil
1220079	TRUE	unspecified
1220080	TRUE	unspecified
1220081	TRUE	Fossil
1220082	TRUE	unspecified
1220083	TRUE	Fossil
1220084	TRUE	Fossil
1220085	TRUE	Fossil
1220086	TRUE	unspecified
1220087	TRUE	unspecified
1220088	TRUE	unspecified
1220089	TRUE	Fossil
1220090	TRUE	Fossil
1220091	TRUE	unspecified
1220092	TRUE	unspecified
1220093	TRUE	unspecified
1220094	TRUE	unspecified
1220095	TRUE	unspecified
1220096	TRUE	unspecified
1220097	TRUE	Fossil
1220098	TRUE	Fossil
1220099	TRUE	Fossil
1220100	TRUE	Fossil
1220101	TRUE	Fossil
1220102	TRUE	Fossil
1220103	TRUE	Fossil
1220104	TRUE	Fossil
