id	bibliographicCitation	title	creator	date	source	type
1171736	Lameere. 1900. Manuel de la faune de Belgique. Insectes inferieurs. Corrodonts, Dermapteres, Orthopteres, Plecopteres, Agnathes, Odonates, Thysanopteres, Hemipteres, Planipennes, Panorpates, Trichopteres, Coleopteres, Lamertin, Bruxelles 2:857	Manuel de la faune de Belgique. Insectes inferieurs. Corrodonts, Dermapteres, Orthopteres, Plecopteres, Agnathes, Odonates, Thysanopteres, Hemipteres, Planipennes, Panorpates, Trichopteres, Coleopteres	Lameere	1900	Manuel de la faune de Belgique. Insectes inferieurs. Corrodonts, Dermapteres, Orthopteres, Plecopteres, Agnathes, Odonates, Thysanopteres, Hemipteres, Planipennes, Panorpates, Trichopteres, Coleopteres, Lamertin, Bruxelles	publication
1171736	Kusnezov. 1903. A new species of Embia Latr. from the Crimea (Neuroptera, Embiodea) *). Revue Russe d’Entomologie (Rev. Russe Ent.) 3(3-4):208	A new species of Embia Latr. from the Crimea (Neuroptera, Embiodea) *)	Kusnezov	1903	Revue Russe d’Entomologie (Rev. Russe Ent.)	publication
1171736	Shipley. 1904. The Orders of Insects. Zoologischer Anzeiger (Zool. Anz.) 27:260	The Orders of Insects	Shipley	1904	Zoologischer Anzeiger (Zool. Anz.)	publication
1171736	Enderlein. 1909. Die Klassifikation der Embiidinen, nebst morphologischen und physiologischen Bemerkungen, besonders über das Spinnen derselben. Zoologischer Anzeiger (Zool. Anz.) 35:166-191	Die Klassifikation der Embiidinen, nebst morphologischen und physiologischen Bemerkungen, besonders über das Spinnen derselben	Enderlein	1909	Zoologischer Anzeiger (Zool. Anz.)	publication
1171736	Krauss. 1911. Monographie der Embien. Zoologica 60:27	Monographie der Embien	Krauss	1911	Zoologica	publication
1171736	Crampton. 1928. The grouping of the insect orders and their lines of descent. The Entomologist 61:84	The grouping of the insect orders and their lines of descent	Crampton	1928	The Entomologist	publication
1171736	Davis. 1936. Studies in Australian Embioptera. Part I. Systematics. Proceedings of the Linnean Society of New South Wales (Proc. Linn. Soc. N.S.W.) 61:229-253, 7 figs.	Studies in Australian Embioptera. Part I. Systematics.	Davis	1936	Proceedings of the Linnean Society of New South Wales (Proc. Linn. Soc. N.S.W.)	publication
1171736	Davis. 1940. Family Classification of the Order Embioptera. Annals of the Entomological Society of America (Ann. ent. Soc. Amer.) 33(4):677-682	Family Classification of the Order Embioptera	Davis	1940	Annals of the Entomological Society of America (Ann. ent. Soc. Amer.)	publication
1171736	Ross. 1940. A Revision of the Embioptera of North America. Annals of the Entomological Society of America (Ann. ent. Soc. Amer.) 33(4):629-676	A Revision of the Embioptera of North America	Ross	1940	Annals of the Entomological Society of America (Ann. ent. Soc. Amer.)	publication
1171736	Ross. 1944. A revision of the Embioptera, or webspinners, of the New World. Proceedings of the United States National Museum 94(3175):401-504	A revision of the Embioptera, or webspinners, of the New World	Ross	1944	Proceedings of the United States National Museum	publication
1171736	Ross. 1970. Biosystematics of the Embioptera. Annual Review of Entomology 15:157-172	Biosystematics of the Embioptera	Ross	1970	Annual Review of Entomology	publication
1171736	Ross. 1984. A Classification of the Embiidina of Mexico with Descriptions of New Taxa. Occasional papers of the California Academy of Sciences (Occ. Pap. Calif. Acad. Sci.) 140:x, 1-54, 16 figs.	A Classification of the Embiidina of Mexico with Descriptions of New Taxa	Ross	1984	Occasional papers of the California Academy of Sciences (Occ. Pap. Calif. Acad. Sci.)	publication
1171736	Carpenter. 1992. In Kaesler [Ed.]. Part R Arthropoda 4. Volume 3: Superclass Hexapoda. Treatise on Invertebrate Paleontology, The Geological Society of America and The University of Kansas, Boulder, Colorado and Lawrence, Kansas 189-191	Volume 3: Superclass Hexapoda	Carpenter	1992	Treatise on Invertebrate Paleontology, The Geological Society of America and The University of Kansas, Boulder, Colorado and Lawrence, Kansas	publication
