uid	|	parent_uid	|	name	|	rank	|	
22b77d5a-3034-4242-8162-7be762167ad2	|	16c1691f-c515-41aa-bab0-3deb6258678d	|	Nuculidae	|	family	|	
22b7d29f-15bc-47cc-8a5b-f5f0b8f2c702	|	9814ad1d-ac70-4f5a-9742-d4e1008793a5	|	Ascetosporea	|	class	|	
22b8ad0f-bf31-4ce0-9ada-ca0e032184e4	|	0c690cf2-efe4-49e3-9aca-04d07c2a386f	|	Brachyrhopalinae	|	subfamily	|	
22b8b220-c612-431d-b2af-2b8eae1f4a23	|	c229a22f-2185-434b-9355-6d0ccbffa615	|	Luxtoniidae	|	family	|	
22bd3907-299c-4467-ac54-9326df89af62	|	bc4a7c65-7547-4331-8816-f0ceebb7e16d	|	Karataothripidae	|	family	|	
22be180f-2fe8-4940-b008-e83fd80f13ba	|	65035ee8-04b9-470c-afef-b2556d383b5d	|	Oxyhaloinae	|	subfamily	|	
22c12f37-1992-4f3c-88bf-0dda0e62fe4a	|	05e3c1f6-7de1-4a9e-ad15-5fd37cd0606e	|	Foerstiales	|	order	|	
22c14ef0-572c-439e-b045-33ea6cfd73b3	|	ba89f857-e5e0-47a4-88bd-085e475bda0e	|	Euraxemydidae	|	family	|	
22c2b9f0-b46b-47cb-b6ff-bf9adc700ba2	|	1ea17f7f-4c4c-41c8-b6be-e29dc4f1da51	|	Anisembiidae	|	family	|	
22c8490c-b01f-4ca3-a5a3-0f462de94658	|	12eee391-91a9-4d99-84f4-4c57603d4ea4	|	Pseudodistomidae	|	family	|	
22c88e3b-8a6f-4620-845e-31c54d7dc8ba	|	3975bd7a-1653-40ec-b64d-d37c66be973f	|	Anisolabidoidea	|	superfamily	|	
22c8b524-bdf7-4680-b56e-15b7faf8e7e4	|	0f9249b8-94ca-4037-851a-ab3810036208	|	Phyllobothriidea	|	order	|	
22ca43df-3b36-47c2-a0d1-308c5f5b4a27	|	b03e975c-52a5-41db-9aea-fc283a7db739	|	Asteiidae	|	family	|	
22cc7e77-56e0-4ff1-814d-1aca15d0087c	|	5b5c4d74-eba7-4e17-ba64-2926b8c3054b	|	Foraminifera	|	class	|	
22cea878-e93e-4b11-9c78-ad023786a4ef	|	db773f42-9912-4ec8-b400-6d9e9842af53	|	Pinnotheridae	|	family	|	
22cfe441-79af-46ab-9e7b-34811eb57f43	|	9230adba-739a-4444-b869-e016436e5d59	|	Synchromaceae	|	family	|	
22d126c8-60a4-4381-8422-9a1f7e7f7f2b	|	823c3499-728b-426b-9ce6-20790e629741	|	Thalassocalycidae	|	family	|	
22d220a6-4a74-4849-a165-c8b0881a521b	|	13fc936a-4c72-4ac5-b3cc-2b79c7e34149	|	Cophylinae	|	subfamily	|	
22d646f8-f4e2-4e67-8e9c-04da49e64d6f	|	2f8940da-b67d-44a4-b263-3584554d8f7c	|	Mimarachnidae	|	family	|	
22d7b685-da6a-4dc4-a3f8-3c1b0e5b8689	|	cdbb69a5-508b-4994-8b30-e9f786b602d2	|	Phyllophorinae	|	subfamily	|	
22d99b77-f895-4e79-b40b-9d1d3c5afc24	|	ee543679-8303-4ea0-8416-de95ac120fa7	|	Tandanicolidae	|	family	|	
22da2cf5-18da-4900-b3e2-a3eea2963cc4	|	0b1b41d0-a7eb-4cfa-9b34-45efdb580829	|	Thyreophora	|	clade	|	
22df3fc0-21a8-4e10-89c7-980f016f53c8	|	5926e74a-e99c-42cf-8bbc-be56ffedbf92	|	Lyginopteridales	|	order	|	
22e06f96-e0bf-4f72-8f4b-ed6326e83be7	|	e8b0a557-87d4-4390-8018-47a782c6d570	|	Eoscorpiidae	|	family	|	
22e2faec-b899-42bd-aa16-d5d363543023	|	275f6d02-d432-4b7c-a5d7-8064aed247ff	|	Salicaceae	|	family	|	
22e54b1d-292a-4306-9086-9e474c0bb3f9	|	62f5d2b0-6f86-4a6a-b883-e20cac3717e1	|	Phallonemertidae	|	family	|	
22e69456-1c72-4274-8868-f38fb5743293	|	a9f433df-73eb-430d-8f30-5d0d0c8e5c3a	|	Jindongornipodidae	|	family	|	
22e71821-674d-4611-9f5b-e00d2c7644d9	|	8347a608-be74-4581-9f53-99b73d345670	|	Boreophthalmi	|	infraorder	|	
22e83a98-1121-4f3e-9e4e-4a6700d65d5c	|	4a7d4903-c597-4c9c-87ae-947ae6f818d1	|	Distephaninae	|	subtribe	|	
22e91d15-c11a-4e13-aa00-8209657c09b6	|	16456466-0d10-4e4c-93bb-be578c9ff6b2	|	Trichonotidae	|	family	|	
22e9200a-3b95-4374-93d3-cb822e6d1a7b	|	51179c49-82c2-45e8-8934-c8f25c2937da	|	Pompilidae	|	family	|	
22e9736b-cc83-42b2-b618-693599065e17	|	f13a95ba-94d5-4a8e-84a8-ad4d681fbca8	|	Micromalthidae	|	family	|	
22ed60f9-274f-4d05-85c0-c73e0e5a8774	|	f913a901-4f05-4931-9f5a-ac7e9e575a0b	|	Ectobiidae	|	family	|	
22f45c44-4492-4ae7-a8d1-3c9849a16aa6	|	b5263c05-a507-4b51-a984-baf85e27fd5d	|	Trepostomatida	|	order	|	
22f4d845-5a8e-4754-b907-8ba1cc09e85b	|	3f908227-db58-4abc-956f-ee68509365d3	|	Anystae	|	no rank	|	
22f5e464-460d-488c-a8d8-18d1cdd5ac3e	|	7f5dd406-6bdb-4e0c-8b2c-62ce71f5a560	|	Alosinae	|	subfamily	|	
22f69596-d628-44cf-8658-05d95b935e50	|	e9bff0b2-1964-4229-b192-742bbab06b76	|	Ophiocomidae	|	family	|	
22f70d58-7a9a-4a00-bc0b-a2321a1f2d5a	|	a77dc40a-04bb-4c6c-9157-34644e30e885	|	Cobaloblattidae	|	family	|	
22f981a5-1875-49cb-bc68-9288c18af71c	|	97a7acf0-ae3f-418d-a211-c3e578fb2fe5	|	Cladostephaceae	|	family	|	
22f9d3ec-1c63-4915-a370-c87ddf4a2308	|	28cd11d7-3218-470f-838f-b39a1d72599c	|	Gloeobacteria	|	class	|	
22fcf22b-c987-4fe4-b2e4-051491ae321d	|	995a73e3-6f7a-4cae-b0c0-82fae2a0d8b9	|	Durvillaeaceae	|	family	|	
22fe75e4-5b08-43b0-acc9-2c1eb93df46a	|	9b94c778-4969-422b-8db6-a165bcfb2d44	|	African cichlids	|	no rank	|	
22fedec9-7a1b-47cb-9c85-211ac7f37d45	|	5d0989be-58ca-4f1e-b4ac-aea82d84f1d8	|	Bdelloidea	|	superfamily	|	
2300e862-dc66-46cb-b1c1-e197e461d671	|	ae7b3e5d-f28c-40a8-a6b8-193113e3ff6a	|	Arthrocladiaceae	|	family	|	
23022d0d-212d-462a-9cfe-59d3300ca049	|	fe9b58e5-2ad4-45ef-a2da-83e2265d2f57	|	Dorippidae	|	family	|	
2305351d-6d4b-4289-ba33-c8bac84834f0	|	ebb92905-3de3-477b-b5c5-6545c22226a6	|	Photurinae	|	subfamily	|	
23060afc-92e4-4b4d-a8b2-037534282bcf	|	c62d12a6-0803-4962-a0b7-94e420fc4070	|	Cymidae	|	family	|	
230d3180-a922-4f8e-ad82-2b646af07f36	|	bb78d61d-79c9-485c-a47a-9c9e949a9226	|	Balaenophilidae	|	family	|	
230e542a-3fe5-4866-96c6-f05a310de7c8	|	a2f6654b-4d6e-4cc7-883e-c12425832678	|	Cycadophyta	|	division	|	
23132ba1-2b76-402c-9c6a-ab3d3c83fcef	|	2eae9645-36c4-48ed-a54b-6c16c5a71877	|	Lepicoleaceae	|	family	|	
2316d2d5-d69b-4749-b45f-4844ea2b80ff	|	ce9cb06d-b4ec-4118-8707-71d55804d69a	|	Meliolaceae	|	family	|	
23191f51-040c-46e3-95f9-506e33bb9374	|	9e1bfd56-1b5d-4cf1-b740-256f625041a4	|	Melanthiaceae	|	family	|	
231a5d1b-fb1f-4f2d-9434-5faade76e3f3	|	2c7b5539-371d-4da0-9d23-81a1bc6886ad	|	Walleriaceae	|	family	|	
231a7ced-46e7-4c01-afef-a2b5f90269a9	|	e6db37ce-a36c-4708-9002-336520a1c11c	|	Pseudogarypidae	|	family	|	
231ba77e-5fb8-4a22-bc91-858c7f7f0110	|	dc40108c-6124-48bf-bb78-a5b469846e75	|	Peltinae	|	subfamily	|	
2323e84d-354b-4aa7-8e34-4e22d9354186	|	6e741b34-7603-4525-92b9-9ffcef511631	|	Sylvioidea	|	clade	|	
232a3665-7492-41dd-b5b3-38feb1a8514f	|	854c70aa-8caa-4e9a-ad12-47f7cff84f66	|	Arctopityaceae	|	family	|	
232c68be-f930-45fd-ba85-f5cff936dac3	|	7efe3a0c-571b-4102-be43-0a65cdf2d930	|	Szelegiewicziidae	|	family	|	
232c9d3f-7c69-48a0-a346-d1a16edcafe4	|	47810ae8-60c8-494c-b735-59ed45b6fda5	|	Waiparaconidae	|	family	|	
23309ecc-e20d-47b6-801b-97d6314d9a04	|	8ac3de6f-52a1-4dbd-84e0-f68bc95e9333	|	Leptopodidae	|	family	|	
2332c589-b0e9-4297-8c89-d26e7bbb0799	|	b6d3dba8-112f-4eb3-9fc5-eababb0d6eb7	|	Rozellidae	|	family	|	
2332ca7b-259d-49ef-95d5-9ad5d24bedb0	|	a4ebb6c3-3b07-4255-980f-9a62570baa53	|	Psilostomatidae	|	family	|	
2333c491-8d16-4bfe-bb50-7b07a833bf7c	|	c1491830-06ac-4d92-b3f6-cb84c56d7696	|	Myobioidea	|	superfamily	|	
233668ad-4def-4578-9a63-94f21f8a5823	|	dde9f27f-2d98-4401-817d-5c35101e78c5	|	Cicerinidae	|	family	|	
2338287a-1b5e-4022-94b5-8b732b8c6aef	|	d038169a-2325-4e8e-aa50-a50feff93718	|	Chaetostephanidae	|	family	|	
233850e3-66b0-42fd-a9a9-2e85d9e92cb5	|	1af16201-84ee-4a60-9ca3-86a874a0033e	|	Gondolellidae	|	family	|	
2338f42f-328d-41a0-82a3-79946154cfb3	|	98e7c671-b58c-41dd-9f91-deb13e51d055	|	Boinae	|	subfamily	|	
2339780d-dec5-4166-b942-0ebd881e67f1	|	c916de4d-8331-46e8-a344-269b5b15c66e	|	Ikedidae	|	family	|	
233ab9c6-8030-49d3-a21a-09250159698f	|	8be20c34-1c5f-4ad0-84a0-b74200e8491e	|	Ophiodiplostomatidae	|	family	|	
233ba12c-104e-4771-ab16-909ee84648c3	|	e989a1f6-2b9a-4480-b3b5-349461ca34ac	|	Petromuridae	|	family	|	
233df905-d5cf-4a87-92e8-6edc37534a20	|	97ac701f-5085-4244-bc3c-d4e99be56503	|	Pontogammaridae	|	family	|	
23437b0e-9e1b-43da-9832-8c78e8b09b6b	|	ff17c4e3-5435-4f18-ad28-1710113b885f	|	Benedeniporoidea	|	superfamily	|	
2344722f-41b3-4633-95bd-72ca2ab0bf91	|	ca4ce9c6-fadb-4029-bbff-f6114127bc42	|	Phrynobatrachidae	|	family	|	
2345f4e7-455e-41b9-907f-d64ad7e23bb4	|	d1c27fea-d6eb-48f7-a0bf-1775f1200989	|	Parastylonuridae	|	family	|	
23478d51-65b4-4cba-8b51-9e5cb6547acb	|	63ea685c-81cb-431a-bde5-3e4f43f38a4e	|	Hemiopinae	|	subfamily	|	
2348d609-4b47-4540-8ea8-1a06874672f5	|	40aaf854-d33a-497e-8c0b-36c81146fe7b	|	Trematuridae	|	family	|	
234aca65-97c9-4559-a7d7-0e2ad2d6754e	|	5c258f4c-9008-41a1-a626-de8a6b668391	|	Astyanax clade	|	no rank	|	
234b7089-31ea-4584-b594-ee3f534f4be0	|	97ac701f-5085-4244-bc3c-d4e99be56503	|	Typhlogammaridae	|	family	|	
234beeec-0f9d-40fc-a850-e22ddffd65d2	|	2593dd93-2b14-478d-bb7d-67b907120736	|	Coliiformes	|	order	|	
234c9a1e-4d0a-4ff3-8a9a-c6a66315a9cd	|	9c967574-b2de-496d-bdfb-dcffee443b2d	|	Alinkidae	|	family	|	
234eda60-a89d-4d2f-b012-808c84dea5df	|	2e9d8378-6d83-4874-80df-4486184d83ea	|	Cithaeronidae	|	family	|	
2351f0f6-a64e-4cfa-a08b-e55e88cd4420	|	eba0d82e-5350-42db-bd0c-306668772bfa	|	Entomophthoromycota	|	phylum	|	
2357e48a-691a-4783-bae3-177e8946b329	|	4e8f711d-2632-4a1b-a536-70c73358f4a9	|	Hemiprocnidae	|	family	|	
23598488-7169-4da1-baae-bbadfbf168e0	|	e7569d01-b368-4d14-8874-eb67c3e45bee	|	Lithobiomorpha	|	order	|	
235e4865-1555-4c47-acfb-20c83b1a101b	|	804f8452-63d9-4ca8-9bf4-c27c7fd9b001	|	Julida	|	order	|	
235e75e0-7064-4c27-91f4-b6dc659bd4ae	|	dbc61951-27ae-470a-bd40-81074b568b94	|	Aulocalycoida	|	order	|	
2365867f-f745-46d1-95af-2e553c527502	|	e7c3168e-ff01-4944-ae12-c476d1c2f73e	|	Rhaphidophoridae	|	family	|	
236ca69c-aaf1-4852-bf0c-84a8edcc78b5	|	825d9804-bb35-48d7-828e-4d425c61f9b0	|	Glycymerididae	|	family	|	
236d3f3f-a825-47bf-97ed-977d1f7376d5	|	45246ef6-7b8c-414a-9a5d-73a98973342c	|	Streptophyta	|	clade	|	
236d6650-f34a-4359-8e97-e6346a66d059	|	b6dcc88f-7251-47c6-a315-84289b1d9736	|	Cystothalamiidae	|	family	|	
236e18a3-5b3b-4030-b4d9-b88fe90a0427	|	d86e684a-0cf3-450c-adbb-424058403f03	|	Petasmatheridae	|	family	|	
23732a2a-d16d-4220-90bf-825a44ea8c64	|	d544dc59-9a67-4daa-83b2-9350aae3f87b	|	Spalacidae	|	family	|	
237db47a-e34a-4556-b447-12e029e12c99	|	3f719d6e-5a9c-40e2-929c-d95170cb1621	|	Mitrocomidae	|	family	|	
2384b816-e165-4dfe-ac96-dc83c04d4d4f	|	7c0391b8-2c65-441e-b2dc-03a981eb77ed	|	Typhlonectidae	|	family	|	
238638ec-4f87-4274-9c56-a24be707dc2b	|	019ca917-5d0d-455d-8923-a524c30c2d66	|	Eupulmonata	|	no rank	|	
23874394-31dd-4cad-b1a6-11abeeaacfc6	|	76777c4f-0c2e-4eec-af42-9770414a07a5	|	Euphrosinidae	|	family	|	
23893cb8-5104-44be-858d-fb1fa98a17f7	|	ebb991d0-2e2d-404c-b393-1938ed1b27a6	|	Rhynchocalycaceae	|	family	|	
2389ba61-c2e5-46ea-9f15-3077ce910911	|	3e63ad42-876c-49ae-ab10-d09fcb4f2d26	|	Stifftieae	|	tribe	|	
238e2fec-bce1-4f4c-a063-17d5f90c8cc8	|	a900dd68-364e-4934-9807-b154c431a844	|	Mniaceae	|	family	|	
238e9101-bae1-41d1-8d38-9f4973a28df3	|	a13ee2d2-c2b0-47d3-a563-d24715f6fb1d	|	Bahieae	|	tribe	|	
238ed8ca-c35e-4db8-81f0-3df45f751fc0	|	62d54fe3-8dd0-4c36-bf57-52bc843d7ac4	|	Tricholimacidae	|	family	|	
23905d14-edc1-40e1-8cb9-60d2ff01631a	|	fb55c208-5d27-4b2f-9007-4c3abbe81a53	|	Labeninae	|	subfamily	|	
23948fcd-b34a-4227-9108-72dd29bf1f67	|	124215dc-d253-45a2-b448-03e01a00462b	|	Chaetiliidae	|	family	|	
2396b25f-e754-4481-9d2c-faa88e001294	|	3437b9d8-ad39-4948-82dd-6b6ed7d592e8	|	Perditini	|	tribe	|	
23981e4d-4ab2-4530-b1d1-d9d7707d21f0	|	aaa0e4a8-fbef-4355-9597-17476114cc66	|	Brownlowioideae	|	subfamily	|	
2398da3f-617e-487f-aac7-c7bd7e38911b	|	87dbef56-2a00-4481-9b84-6a29cb92f565	|	Mikrocytiidae	|	family	|	
239b6aa6-9ec3-4ccb-8d8f-ad3b7f8e4ab9	|	aec8552e-f064-44e9-b0d9-e447d0bf59be	|	Hamelieae	|	tribe	|	
239cde1e-eb5b-48c6-9ae8-ebb6e03210fe	|	6e5e943d-01c3-4f94-a325-6d9325704f11	|	Entocytheridae	|	family	|	
239fb1b9-6e65-43e2-a74c-be47f2a53d8d	|	07d307da-cea3-4402-8962-c40c77881950	|	Castillejinae	|	subtribe	|	
23a48323-d55a-49fd-b1e7-d26082ed0444	|	94b8c1a1-5f58-4fcc-a34f-3fe9c3f7b96d	|	Dryopteridoideae	|	subfamily	|	
23a49e42-7e5d-40ab-9bcf-69e5fe6d7bf1	|	2eae82d1-609a-4077-b352-51dfa0618472	|	Microgynioidea	|	superfamily	|	
23ae20ec-cd79-4c5d-b0ff-bfe577cde3b8	|	9836d0ab-271f-4372-b074-1589a6afca5b	|	Cossuridae	|	family	|	
23b54964-027a-4388-b44f-bb1aa6efd8fd	|	ff405a39-dfd3-4121-b389-cf08ce9112f3	|	Tripyloidoidea	|	superfamily	|	
23b64e1d-d26d-454f-9ae0-730e50357bfe	|	bb78d61d-79c9-485c-a47a-9c9e949a9226	|	Darcythompsoniidae	|	family	|	
23ba5c83-84de-48a2-8569-4310ec1f6413	|	f84b87ae-5534-4bb2-a9ba-42b6d23aad7b	|	Diphtherophoroidea	|	superfamily	|	
23bbada4-e6f0-473f-a01c-68674d35346f	|	e6e11232-abdd-41ef-b8ab-019ca3bc5e17	|	Cyclodorippidae	|	family	|	
23bf9747-9b48-4026-8d72-685e3454571b	|	b03e975c-52a5-41db-9aea-fc283a7db739	|	Clusiidae	|	family	|	
23c0da56-cc8d-4934-b1f9-6f56e11b0d41	|	c229a22f-2185-434b-9355-6d0ccbffa615	|	Platyameridae	|	family	|	
23c1830c-070d-4aad-ae09-900e853f284f	|	773f0317-c539-4d7f-b3fb-d11590c05c7c	|	Plantagineae	|	tribe	|	
23c21ba3-2700-4f62-b110-92e47b6182a7	|	d038169a-2325-4e8e-aa50-a50feff93718	|	Anningiidae	|	family	|	
23c2c66c-dd45-4cc2-942d-2000cb140282	|	d14b4387-3a77-403a-9959-b4c759cddccb	|	Tetrabrachiidae	|	family	|	
23c4ce97-7390-4d7d-9875-95a9179d1d99	|	2dbd51f5-9b8a-4f8f-82e4-8af6c2b5d80f	|	Gloeoheppiaceae	|	family	|	
23c800a9-524c-4da7-baf6-e3905c123c5a	|	1d6c5277-94b9-4db5-9de0-d02e94bc4ebe	|	Ypsilothuriidae	|	family	|	
23c920d2-1919-4ec9-b961-455281a06024	|	286d3c2d-2a9c-481e-a3dc-c966ece7baeb	|	Conocoryphidae	|	family	|	
23ccfd19-3dea-4e72-9bd6-1a36579897dd	|	1e149f24-ef7b-44f4-a037-1ece1838f14b	|	Periasteridae	|	family	|	
23ceabf6-f741-4cd9-a45d-af80c4d3e451	|	e8f98655-9a51-4ec6-a458-b5201ded26b7	|	Lagenina	|	suborder	|	
23d52129-1a7a-4538-96de-b81bfd0e472c	|	47bc364d-635f-49ae-90c2-9a1a669e81cf	|	Phyllidioidea	|	superfamily	|	
23db7ff5-a662-4b1e-9ded-4af5a8123e2b	|	15b5feb8-8239-490a-82e0-d7a06c681976	|	Termitaphididae	|	family	|	
23dbcb13-8e75-476e-a1de-17386408e723	|	7c2eebb4-6a39-40c6-8477-a0b05c7483f7	|	Carangidae	|	family	|	
23df7600-5865-45a9-a044-bf446013faca	|	21cad0f2-83e6-419f-a8ad-64ef39012cb5	|	Throscidae	|	family	|	
23e51e5d-6f05-4e8a-8a3e-640f34995766	|	203ff97f-1f10-487a-b47d-390a227e9102	|	Halocypridoidea	|	superfamily	|	
23e63e6a-d68e-43f2-b0d2-8b8be4e317c5	|	4446246f-ae81-4af7-8b9b-112ee97045f9	|	Tetillidae	|	family	|	
23e6a8de-6c31-4676-833d-affd0b90627d	|	f18162b7-c794-4d0d-8750-ce168ff8cb91	|	Karschiidae	|	family	|	
23e81a0d-d7de-4f7b-a554-4aed9aa525eb	|	df31176b-876f-4b92-aecb-ae08575ed6fc	|	Pseudocyclopidae	|	family	|	
23eddbbe-80e1-46be-9ee3-398589ffe268	|	740082f9-2b37-4798-b6d5-e55eb0fb8f38	|	Sorbarieae	|	no rank	|	
23f2c9cd-3a61-4fe6-b424-55e5ee25067e	|	773f0317-c539-4d7f-b3fb-d11590c05c7c	|	Oxycladeae	|	tribe	|	
23f37f50-c545-43af-b570-6f1216c00a1a	|	1cd7b1f9-296d-42f7-85c1-39af0763c1b8	|	Amylocorticiaceae	|	family	|	
23f7a900-15ff-4029-ad0b-9c9cd418b9fb	|	9f225418-0d3d-42c9-bbd5-f506b4d12554	|	Ctenosquamata	|	section	|	
23ff76a8-848f-4f94-a1b5-a82e968cc5f5	|	df31176b-876f-4b92-aecb-ae08575ed6fc	|	Discoidae	|	family	|	
24000819-5950-4afc-b757-fedbc382c4ab	|	2cd81168-5376-4f88-8c67-3a26996bb81a	|	Crustoidea	|	order	|	
2400f7a8-e7b1-4b63-b32d-271f11576d4b	|	06b9ac4f-e81c-4461-9565-8baa5556ba81	|	Postepithyrididae	|	family	|	
2401f482-be3d-46eb-b84f-26c4673e206a	|	21d4d42b-7eaa-4e9a-9cc6-725ca582311c	|	Pedetidae	|	family	|	
240233d2-5c1f-449a-b674-2925adcee1ec	|	26f5d123-827b-48e1-ba8b-59ba42a44125	|	Lemoniini	|	tribe	|	
24032b7f-374d-4af9-beb3-6eca03fe2e09	|	9911014c-d827-44ab-b3b0-71974a7b2650	|	Chitinivibrionaceae	|	family	|	
2407b785-e4ab-4a43-bf38-5d4a88d56875	|	b6062dfd-8cc9-4101-8180-8bf78b1457fd	|	Cainotheriidae	|	family	|	
240ecf67-6590-4c80-b357-b9ecfa15d461	|	1c808993-cfc9-4eff-9618-1f5b6b30f868	|	Meticonaxiidae	|	family	|	
2414c6a8-5275-4ae0-a70d-712f51ebd91a	|	1a5e68c9-1e37-401a-91cc-6e9ea7cad68c	|	Chthonomonadales	|	order	|	
24157331-d23e-4445-9ac3-37c0614dfc24	|	38fb3628-334f-44c6-98b9-1b3a7a41a66b	|	Rhodothalassiales	|	order	|	
2417f932-a194-4ee1-b495-c15844404939	|	c73e1fd2-8e60-4d07-be60-164930d0a1dd	|	Scaphelasmatidae	|	family	|	
24189650-d870-4c59-bcbb-a3a6805a9409	|	f35dc5d4-6bc6-4692-b83d-f535582dba35	|	Seirini	|	tribe	|	
241e79dd-866b-4a29-a30a-c5a44033dcd3	|	e3079ad6-7840-4515-b79b-19cec3dcf60b	|	Riodinidae	|	family	|	
2427123c-75fe-4875-9ef1-13bf4970e21a	|	34bc3cb6-0f54-4dc8-a50b-2f2d3d9d961d	|	Cnemidolestida	|	order	|	
2427e2e5-06d3-475d-a66a-fa7571f388e8	|	9c6286c4-3aee-40d7-80a6-29ca9d68c9fb	|	Juriniini	|	tribe	|	
242baaf8-6d0a-486b-b234-13dc8d623085	|	a47dbfd7-4a19-46fd-8f98-c5fca7622e7f	|	Koeberliniaceae	|	family	|	
242bbf3b-c5f2-4987-90a0-b335c55b4caa	|	d8f4edc4-d941-4279-98a1-144b0fb6276a	|	Lasiocampidae	|	family	|	
242c2fcb-3f08-45bf-81bb-84e495ab63cb	|	be1ccb00-fec2-4f1b-ac8d-e81c9ba4ffaf	|	Cirrhitioidei	|	suborder	|	
242ff359-7250-42c2-9784-e4a3fee9fc53	|	19fabf30-ca45-4b7f-af87-a14bcd80e785	|	Polypteriformes	|	order	|	
243143c1-6a8b-4349-865b-6f62b059fcb7	|	cd3fa435-4d7e-445e-b7da-24d55a2a5543	|	Bunostominae	|	subfamily	|	
24322408-fd4d-4095-aa25-772f8fe4f051	|	9c967574-b2de-496d-bdfb-dcffee443b2d	|	Tabanidae	|	family	|	
24345582-aff4-416b-b147-e6f786c25785	|	e208268f-12fe-4d6f-9c83-62effa0ed925	|	Keratosa	|	subclass	|	
2437116c-d624-4b54-a6d4-2b812cc7e80d	|	3ade1959-eec9-4e7f-b06b-62250267c599	|	Stegotrachelidae	|	family	|	
24386d8f-e683-4d2a-b19f-927ebffa38c6	|	1c808993-cfc9-4eff-9618-1f5b6b30f868	|	Coralaxiidae	|	family	|	
2438ab61-af80-4fbe-a50f-4de70da1546f	|	9ffb457b-9056-4f5e-959f-a8ef3194a13a	|	Spadellidae	|	family	|	
2439e014-c98c-4db3-aa4c-d596bce2ac7c	|	b41e815a-17c2-4ee2-a500-55fa032d5ad3	|	Horneophytopsida	|	class	|	
243c4437-b8b7-441f-a8dd-150fcc05b33d	|	a3c32613-5214-48d6-9c00-17380cc1260e	|	Saprolegniales	|	order	|	
243c88d7-ddf5-4c35-a089-04c7c4865766	|	45dda7ee-aaef-4f07-8c5b-2c665d9bb657	|	Inocelliidae	|	family	|	
243dca4e-0f8f-47d6-9d29-bf23550d565e	|	966b1dfe-a5ba-4ad7-9c8e-f859450ade57	|	Botryidiopsidaceae	|	family	|	
243fd779-be8a-4e0a-bfe4-583fe33966e8	|	cc709b5b-d74d-4916-80d6-25dec8a80458	|	Bacillariophytina	|	no rank	|	
244248b3-f7e6-47b2-b2a8-3926dc5b2385	|	2db51de7-a42a-458c-bb8b-f9ec87c420d4	|	Exilithecidae	|	family	|	
244419d8-2ba7-4d03-9e56-7047a2883a69	|	2365867f-f745-46d1-95af-2e553c527502	|	Ceuthophilinae	|	subfamily	|	
244aaf5b-c972-444b-ab38-54b0ca8d30d9	|	1620f1ee-16e1-4d07-9e12-7988b920c01b	|	Tironuculidae	|	family	|	
244b7710-85cf-406c-ba39-c6ed36f18d04	|	d85e4f0e-79f9-4370-9e70-11fc08779390	|	Omaliinae	|	subfamily	|	
244bd9f5-7f7c-4490-a607-602aa538006d	|	65addd45-7c60-4aca-9eb5-b39bbe0384a9	|	Thracidae	|	family	|	
244d7d3c-3cac-4b81-9b56-7efd5adc2195	|	ade2f7ad-93d0-43e5-9234-2c532a434d6c	|	Hanyangaspidae	|	family	|	
24530390-d1a6-488e-a34e-078e54ba156c	|	000fefc0-70ce-4f5d-aede-37715d6c58a9	|	Choctellidae	|	family	|	
245475be-0093-43ef-a708-ef244163b806	|	896341e1-8459-4c92-9943-4757431be11a	|	Cunnolitidae	|	family	|	
24595a7d-548c-4b15-ba2e-9e6fd28ac787	|	40ad7bd5-a05f-4df2-bf24-f142399e8291	|	Leucodontaceae	|	family	|	
245a90c7-ebcd-4ba4-9ad5-bebf3445d928	|	e108f810-be38-48ed-92e5-140a2a6db1cd	|	Folliculinidae	|	family	|	
245ac3ec-1533-469a-b3d2-9806c27be078	|	c6597631-218f-4df3-8f0e-5e34da37e17b	|	Massospondylidae	|	family	|	
245ac726-7764-452d-a642-f1b3f21b9dd6	|	c2034e04-a6ae-4919-941e-48090a5038b4	|	Limacodidae	|	family	|	
245b8e30-b749-4c90-9749-84453addf429	|	64ddde99-8e40-46ba-a0f3-20829924dcf2	|	Rhaphipodini	|	tribe	|	
245fc6de-fac4-4ae6-a2b1-22c102d0e450	|	3c87e81b-9a22-4592-884b-a4684e5ad88c	|	Steindachneriidae	|	family	|	
24607cea-1525-4140-918e-46a57ce89e57	|	41645125-8ad8-46fc-9930-7488b426d05a	|	Dactylidinae	|	subtribe	|	
24633ce2-30bf-4fcd-9f36-4eec73ec1dde	|	009e3346-3ee0-4802-a31f-98e1129b7ee8	|	Aphididae	|	family	|	
2467092a-b929-4f95-a024-7c74b1027dae	|	3840c2f4-aa5c-4e5f-b23b-438ae202a500	|	Cephidae	|	family	|	
24693720-2211-4cb3-ae99-1e422158db10	|	eefd664c-f8e7-4a46-b4a6-f1aeff006725	|	Rhinosporidaceae	|	family	|	
246b4ca1-fb6a-4c08-b1d6-b276991ade7c	|	286d3c2d-2a9c-481e-a3dc-c966ece7baeb	|	Shumardiidae	|	family	|	
246c03f7-095e-46b4-988b-55c602bbf394	|	a6afa886-6a94-43a1-b1e5-33e1590cf692	|	Caryoteae	|	tribe	|	
246ed83e-30a4-4927-9dbb-bd7285c3b3ca	|	3e8ae721-4472-4ac4-be26-b89472500e27	|	Iberomesornithidae	|	family	|	
