log.tsv|version1
source_name	source_qid	parity	target_name	target_qid	target_uid	reason	witness	
Leptotettigini	ORTH:1139701	=>	Leptotettigini	ORTH:1139701	-974617	reject/absorbed	null
Austromenopon	PSO:1230554	=>	Austromenopon	PSO:1230554	-873791	new/import	null
Austromenopon	WOR:384795	-		null	-	promoted/internal	Menoponidae
		-	Austromenopon	PSO:1230554	-873791	move to parent of former container, instead of to container	null
Atopderma ellipta	DER:1182172	=>	Atopderma ellipta	DER:1182172	-563348	new/impornull
Thermodesulfobacteriales	trunk:95ef4264-5b7e-4193-8672-0a04aeb558d3	=>	Thermodesulfobacteriales	trunk:95ef4264-5b7e-4193-8672-0a04aeb558d3	-6219	new/import	null
Thermodesulfobacteriales	WOR:567372	=>	Thermodesulfobacteriales	trunk:95ef4264-5b7e-4193-8672-0a04aeb558d3	-6219	same/parent+parent	Bacteria|Bacteria
Nitrospira	trunk:5361fb20-0654-4709-9376-e87a468b6873	=>	Nitrospira	trunk:5361fb20-0654-4709-9376-e87a468b6873	-2382	new/import	null
Nitrospira	WOR:743074	not=>	Nitrospira	trunk:5361fb20-0654-4709-9376-e87a468b6873	-2382	not-same/ranks	genus|class
Nitrospira	WOR:571374	=>	Nitrospira	trunk:5361fb20-0654-4709-9376-e87a468b6873	-2382	same/parent+parent	Nitrospirae|Nitrospirae
Nitrospira	WOR:743074	=>	Nitrospira	WOR:743074	-10970	new/import	null
Chlamydiae	trunk:4ec0dd50-bbbb-44a5-a949-af81631d99e6	=>	Chlamydiae	trunk:4ec0dd50-bbbb-44a5-a949-af81631d99e6	-2386	new/import	null
Chlamydiae	trunk:e26678a0-c1e4-4639-80d9-2f4003b8588d	=>	Chlamydiae	trunk:e26678a0-c1e4-4639-80d9-2f4003b8588d	-1321	new/import	null
Chlamydiae	WOR:564164	-	Chlamydiae	trunk:4ec0dd50-bbbb-44a5-a949-af81631d99e6	-2386	noinfo	null
Chlamydiae	WOR:564164	-	Chlamydiae	trunk:e26678a0-c1e4-4639-80d9-2f4003b8588d	-1321	noinfo	null
Chlamydiae	WOR:564164	-		null	-	ambiguous internal	2
Chlamydiae	WOR:564164	=>	Chlamydiae	WOR:564164	-6416	reject/absorbed	null
		-	Chlamydiae	WOR:564164	-6416	rank inversion	null
Raptophasma groehni	MAN:1220601	=>	Raptophasma groehni	MAN:1220601	-904227	new/impornull
Sigmella	BLA:1175612	=>	Sigmella	BLA:1175612	-866905	new/import	null
Sigmella	WOR:721995	-		null	-	not-placed/does-not-descend	null
Dendrolycopodium	PPG:Pteridophyte-Phylogeny-Group1-11	=>	Dendrolycopodium	PPG:Pteridophyte-Phylogeny-Group1-11	-63224	new/import	null
Dendrolycopodium	TPL:T6913	=>	Dendrolycopodium	PPG:Pteridophyte-Phylogeny-Group1-11	-63224	same/primary-name	Dendrolycopodium
Heterochaetinae	MNT:1184962	-		null	-	sibling-sink mismatch	null
Heterochaetinae	MNT:1184962	=>	Heterochaetinae	MNT:1184962	-866785	reject/absorbed	null
Diphasiastrum	PPG:Pteridophyte-Phylogeny-Group1-12	=>	Diphasiastrum	PPG:Pteridophyte-Phylogeny-Group1-12	-63226	new/import	null
Diphasiastrum	TPL:T7358	=>	Diphasiastrum	PPG:Pteridophyte-Phylogeny-Group1-12	-63226	same/primary-name	Diphasiastrum
Heterocheilidae	trunk:7202fa6a-75e7-4f62-adb3-a9c0cca08e73	=>	Heterocheilidae	trunk:7202fa6a-75e7-4f62-adb3-a9c0cca08e73	-64465	new/import	null
Heterocheilidae	trunk:75acc2e8-5e02-4860-967a-161d4ad5f537	=>	Heterocheilidae	trunk:75acc2e8-5e02-4860-967a-161d4ad5f537	-937918	new/import	null
Heterocheilidae	WOR:458824	-	Heterocheilidae	trunk:7202fa6a-75e7-4f62-adb3-a9c0cca08e73	-64465	noinfo	null
Heterocheilidae	WOR:458824	-	Heterocheilidae	trunk:75acc2e8-5e02-4860-967a-161d4ad5f537	-937918	noinfo	null
Heterocheilidae	WOR:458824	-		null	-	ambiguous internal	2
Heterocheilidae	WOR:593484	-	Heterocheilidae	trunk:7202fa6a-75e7-4f62-adb3-a9c0cca08e73	-64465	noinfo/lineage	Sciomyzoidea|Spirurida
Heterocheilidae	WOR:593484	=>	Heterocheilidae	trunk:75acc2e8-5e02-4860-967a-161d4ad5f537	-937918	same/parent+parent	Sciomyzoidea|Sciomyzoidea
Heterocheilidae	WOR:458824	=>	Heterocheilidae	WOR:458824	-64435	new/import	null
Minititan	ORTH:1144042	=>	Minititan	ORTH:1144042	-908346	new/import	null
Zorotypus (Zorotypus) medoensis	ZOR:1218761	=>	Zorotypus (Zorotypus) medoensis	ZOR:1218761	-902214	new/import	null
Wuhan mosquito orthophasmavirus 2	ictv:ICTV:20164812	=>	Wuhan mosquito orthophasmavirus 2ictv:ICTV:20164812	-2642	new/import	null
Hoploridium	COL:1171553	=>	Hoploridium	COL:1171553	-909918	new/import	null
Polyphaga	trunk:061089ae-20a9-4ead-831b-77b81dd7e55f	=>	Polyphaga	trunk:061089ae-20a9-4ead-831b-77b81dd7e55f	-495852	new/import	null
Polyphaga	BLA:1178116	not=>	Polyphaga	trunk:061089ae-20a9-4ead-831b-77b81dd7e55f	-495852	not-same/ranks	genus|suborder
Polyphaga	BLA:1178116	=>	Polyphaga	BLA:1178116	-928745	new/import	null
Heliocypha angusta	ODO:S0078-1	=>	Heliocypha angusta	ODO:S0078-1	-880572	new/impornull
Diplaziopsidaceae	TPL:T547	=>	Diplaziopsidaceae	TPL:T547	-140225	reject/inconsistent	null
Zichya	TPL:T24019	=>	Zichya	TPL:T24019	-1040220	new/import	null
Zichya	ORTH:1132612	-		null	-	not-placed/does-not-descend	null
Epideigma	GRY:1220065	=>	Epideigma	GRY:1220065	-495907	new/import	null
Perlapsocidae	PLE:1152758	=>	Perlapsocidae	PLE:1152758	-495423	new/import	null
Zetoborinae	BLA:1172686	-		null	-	sibling-sink mismatch	null
Zetoborinae	BLA:1172686	=>	Zetoborinae	BLA:1172686	-866954	reject/absorbed	null
Rhombifera	trunk:100a4ddf-a06a-4e05-9fd7-a8494e9c65c2	=>	Rhombifera	trunk:100a4ddf-a06a-4e05-9fd7-a8494e9c65c2	-24456	new/import	null
Rhombifera	WOR:103468	not=>	Rhombifera	trunk:100a4ddf-a06a-4e05-9fd7-a8494e9c65c2	-24456	not-same/ranks	genus|class
Rhombifera	WOR:103468	=>	Rhombifera	WOR:103468	-24495	new/import	null
Ichthyophis mindanaoensis	AMP:1992	=>	Ichthyophis mindanaoensis	AMP:1992	-576786	new/import	null
Bohadschia	TPL:T3503	=>	Bohadschia	TPL:T3503	-545763	new/import	null
Bohadschia	WOR:528629	=>	Bohadschia	TPL:T3503	-545763	lumped	null
Ichthyophis chaloensis	AMP:8303	=>	Ichthyophis chaloensis	AMP:8303	-576781	new/impornull
Labyrinthulea	WOR:449154	=>	Labyrinthulea	WOR:449154	-9558	reject/absorbed	null
Jonchet orthojonvirus	ictv:ICTV:20164801	=>	Jonchet orthojonvirus	ictv:ICTV:20164801	-2637	new/import	null
Machaeridia	trunk:eaa191cf-6fd1-4c25-9d33-8f11f1c6514f	=>	Machaeridia	trunk:eaa191cf-6fd1-4c25-9d33-8f11f1c6514f	-30944	new/import	null
Machaeridia	ORTH:1111910	not=>	Machaeridia	trunk:eaa191cf-6fd1-4c25-9d33-8f11f1c6514f	-30944	not-same/ranks	genus|class
Machaeridia	ORTH:1111910	=>	Machaeridia	ORTH:1111910	-564676	new/import	null
Machaeridia	WOR:819076	not=>	Machaeridia	ORTH:1111910	-564676	not-same/ranks	class|genus
Machaeridia	WOR:819076	=>	Machaeridia	trunk:eaa191cf-6fd1-4c25-9d33-8f11f1c6514f	-30944	same/parent+parent	Annelida|Annelida
Succinipatopsis	ONY:G051	=>	Succinipatopsis	ONY:G051	-48024	new/import	null
Phaeoceros	TPL:T17077	=>	Phaeoceros	TPL:T17077	-95191	new/import	null
Phaeoceros	WOR:163030	=>	Phaeoceros	TPL:T17077	-95191	lumped	null
Longimenopon	PSO:1230634	=>	Longimenopon	PSO:1230634	-873783	new/import	null
Longimenopon	WOR:384797	-		null	-	promoted/internal	Menoponidae
		-	Longimenopon	PSO:1230634	-873783	move to parent of former container, instead of to container	null
Hygrophila	TPL:T11040	=>	Hygrophila	TPL:T11040	-505326	new/import	null
Hygrophila	WOR:382243	not=>	Hygrophila	TPL:T11040	-505326	not-same/ranks	order|genus
Hygrophila	WOR:382243	=>	Hygrophila	WOR:382243	-72211	new/import	null
Mesoforficula	DER:1181595	=>	Mesoforficula	DER:1181595	-495394	new/import	null
Phaeodaria	WOR:345868	=>	Phaeodaria	WOR:345868	-17773	reject/absorbed	null
		-	Phaeodaria	WOR:345868	-17773	rank inversion	null
Ennepta	TPL:T8225	=>	Ennepta	TPL:T8225	-504346	new/import	null
Ichthyophis atricollaris	AMP:1974	=>	Ichthyophis atricollaris	AMP:1974	-576784	new/import	null
Prinos punctatus	TPL:kew-2405274	=>	Prinos punctatus	TPL:kew-2405274	-618508	new/impornull
Lygaeinae	LYG:1210512	=>	Lygaeinae	LYG:1210512	-935993	reject/inconsistent	null
Proboscidea	trunk:1057d03c-267c-4e0b-a4fb-55ec14a4620a	=>	Proboscidea	trunk:1057d03c-267c-4e0b-a4fb-55ec14a4620a	-983276	new/import	null
Proboscidea	TPL:T18309	not=>	Proboscidea	trunk:1057d03c-267c-4e0b-a4fb-55ec14a4620a	-983276	not-same/ranks	genus|order
Proboscidea	TPL:T18309	=>	Proboscidea	TPL:T18309	-504923	new/import	null
Proboscidea	WOR:325990	not=>	Proboscidea	trunk:1057d03c-267c-4e0b-a4fb-55ec14a4620a	-983276	not-same/ranks	genus|order
Proboscidea	WOR:325990	=>	Proboscidea	TPL:T18309	-504923	same/primary-name	Proboscidea
Tertiapatus	ONY:G052	=>	Tertiapatus	ONY:G052	-48025	new/import	null
Lycopodioideae	PPG:Pteridophyte-Phylogeny-Group1-9	=>	Lycopodioideae	PPG:Pteridophyte-Phylogeny-Group1-9	-47228	new/import	null
Ricinidae	PSO:1223817	-		null	-	sibling-sink mismatch	null
Ricinidae	PSO:1223817	=>	Ricinidae	PSO:1223817	-873755	reject/absorbed	null
Oomycota	WOR:22154	=>	Oomycota	WOR:22154	-15339	reject/inconsistent	null
		-	Oomycota	WOR:22154	-15339	rank inversion	null
Hyalochaete	TPL:T10975	=>	Hyalochaete	TPL:T10975	-123287	new/import	null
Hyalochaete	WOR:370366	-		null	-	not-placed/does-not-descend	null
Oxyphyllum	TPL:T16200	=>	Oxyphyllum	TPL:T16200	-123138	new/import	null
Oxyphyllum	ORTH:1100590	-		null	-	not-placed/does-not-descend	null
Millerieae	WOR:867943	=>	Millerieae	WOR:867943	-123666	new/import	null
		-	Millerieae	WOR:867943	-123666	move to parent of former container, instead of to container	null
Tritogenia zuluensis	EET:EOL-Earthworm-Patch-5731	=>	Tritogenia zuluensis	EET:EOL-Earthworm-Patch-5731	-161096	new/import	null
Penicillaria	TPL:T16765	=>	Penicillaria	TPL:T16765	-336153	new/import	null
Penicillaria	WOR:366466	not=>	Penicillaria	TPL:T16765	-336153	not-same/ranks	order|genus
Penicillaria	WOR:366466	=>	Penicillaria	WOR:366466	-17586	new/import	null
Metoligotoma reducta reducta	EMB:1171928	=>	Metoligotoma reducta reducta	EMB:1171928	-902344	new/import	null
Timema tahoe	PHA:1203901	=>	Timema tahoe	PHA:1203901	-975988	new/import	null
name	TPL:9999	=>	name	TPL:9999	-15640	reject/inconsistent	null
Hyalymenus (Hyalymenus) dentatus	COR:1186456	=>	Hyalymenus (Hyalymenus) dentatus	COR:1186456	-959474	new/import	null
Tritogenia ngomensis	EET:EOL-Earthworm-Patch-5721	=>	Tritogenia ngomensis	EET:EOL-Earthworm-Patch-5721	-161092	new/import	null
Austrolycopodium	PPG:Pteridophyte-Phylogeny-Group1-10	=>	Austrolycopodium	PPG:Pteridophyte-Phylogeny-Group1-10	-63225	new/import	null
Austrolycopodium	TPL:T2871	=>	Austrolycopodium	PPG:Pteridophyte-Phylogeny-Group1-10	-63225	same/primary-name	Austrolycopodium
Metapsocidium loxoneurum	PSO:1223116	=>	Metapsocidium loxoneurum	PSO:1223116	-874287	new/import	null
Schizoneurites similis	APH:1159425	=>	Schizoneurites similis	APH:1159425	-962316	new/impornull
Lycopodiastrum	PPG:Pteridophyte-Phylogeny-Group1-14	=>	Lycopodiastrum	PPG:Pteridophyte-Phylogeny-Group1-14	-63222	new/import	null
Lycopodiastrum	TPL:T13220	=>	Lycopodiastrum	PPG:Pteridophyte-Phylogeny-Group1-14	-63222	same/primary-name	Lycopodiastrum
Unplaced extinct	ONY:P001	=>	Unplaced extinct	ONY:P001	-30863	new/impornull
Pronoctiluca	trunk:e27fb695-ed5d-4417-8a1b-ba73a012c7b5	=>	Pronoctiluca	trunk:e27fb695-ed5d-4417-8a1b-ba73a012c7b5	-9122	new/import	null
Pronoctiluca	WOR:109487	not=>	Pronoctiluca	trunk:e27fb695-ed5d-4417-8a1b-ba73a012c7b5	-9122	not-same/ranks	genus|class
Pronoctiluca	WOR:109487	=>	Pronoctiluca	WOR:109487	-21198	new/import	null
Actinella	TPL:T1020	=>	Actinella	TPL:T1020	-121871	new/import	null
Actinella	WOR:593829	-		null	-	not-placed/does-not-descend	null
Dromaius novaehollandiae novaehollandiae	IOC:3378e0456dfbfcc5f66cd71571439a2e	=>	Dromaius novaehollandiae novaehollandiae	IOC:3378e0456dfbfcc5f66cd71571439a2e	-1094230	new/import	null
Inthaeron rossi	SPI:S06064	=>	Inthaeron rossi	SPI:S06064	-856651	new/import	null
Bicosidia	WOR:591169	=>	Bicosidia	WOR:591169	-9498	reject/absorbed	null
		-	Bicosidia	WOR:591169	-9498	rank inversion	null
Heterotheca	TPL:T10594	=>	Heterotheca	TPL:T10594	-122316	new/import	null
Heterotheca	WOR:556140	-		null	-	not-placed/does-not-descend	null
Tettigoniinae	ORTH:1141619	=>	Tettigoniinae	ORTH:1141619	-957001	new/refinement	null
Ichthyophis sumatranus	AMP:2001	=>	Ichthyophis sumatranus	AMP:2001	-576783	new/impornull
Trigonidiinae	ORTH:1126753	=>	Trigonidiinae	ORTH:1126753	-957103	new/refinement	null
Thespis	TPL:T22349	=>	Thespis	TPL:T22349	-121728	new/import	null
Thespis	MNT:1185900	-		null	-	not-placed/does-not-descend	null
Zorotypus (Zorotypus) philippinensis	ZOR:1218766	=>	Zorotypus (Zorotypus) philippinensis	ZOR:1218766	-902209	new/import	null
Zachaenus carvalhoi	AMP:2739	=>	Zachaenus carvalhoi	AMP:2739	-558	new/impornull
Bruguiera parviflora	TPL:kew-2684048	=>	Bruguiera parviflora	TPL:kew-2684048	-762031	new/impornull
Bruguiera parviflora	TPL:tro-27600059	=>	Bruguiera parviflora	TPL:tro-27600059	-762037	new/import	null
Bruguiera parviflora	WOR:235084	-	Bruguiera parviflora	TPL:kew-2684048	-762031	noinfo	null
Bruguiera parviflora	WOR:235084	-	Bruguiera parviflora	TPL:tro-27600059	-762037	noinfo	null
Bruguiera parviflora	WOR:235084	-		null	-	ambiguous tip	2
Metoligotoma rooksi	EMB:1171902	=>	Metoligotoma rooksi	EMB:1171902	-865670	new/impornull
Diplura	trunk:02259fc5-8d31-4c96-9d10-3870f51aba6a	=>	Diplura	trunk:02259fc5-8d31-4c96-9d10-3870f51aba6a	-64706	new/import	null
Diplura	SPI:G0804	not=>	Diplura	trunk:02259fc5-8d31-4c96-9d10-3870f51aba6a	-64706	not-same/ranks	genus|class
Diplura	SPI:G0804	=>	Diplura	SPI:G0804	-419951	new/import	null
Diplura	WOR:369589	not=>	Diplura	trunk:02259fc5-8d31-4c96-9d10-3870f51aba6a	-64706	not-same/ranks	genus|class
Diplura	WOR:369589	=>	Diplura	SPI:G0804	-419951	same/primary-name	Diplura
Casuarius bennetti	IOC:a97db864c2ecf826028f5a599f6c698d	=>	Casuarius bennetti	IOC:a97db864c2ecf826028f5a599f6c698d	-1088338	new/import	null
Proteomyxidea	WOR:591230	=>	Proteomyxidea	WOR:591230	-14610	reject/absorbed	null
		-	Proteomyxidea	WOR:591230	-14610	rank inversion	null
Mesoforficula sinkianensis	DER:1181596	=>	Mesoforficula sinkianensis	DER:1181596	-563349	new/import	null
Heliocypha biforata	ODO:S0078-2	=>	Heliocypha biforata	ODO:S0078-2	-880579	new/impornull
Antonaphis affinis	APH:1159434	=>	Antonaphis affinis	APH:1159434	-962313	new/impornull
Pirkimerus parviceps	LYG:1208599	=>	Pirkimerus parviceps	LYG:1208599	-961277	new/impornull
Lepidotermes vastus	TER:S0117-9	=>	Lepidotermes vastus	TER:S0117-9	-953669	new/impornull
Actornithophilus	PSO:1230535	=>	Actornithophilus	PSO:1230535	-873790	new/impornull
Actornithophilus	WOR:384793	-		null	-	promoted/internal	Menoponidae
		-	Actornithophilus	PSO:1230535	-873790	move to parent of former container, instead of to container	null
Bedfordiella	PSO:1224237	=>	Bedfordiella	PSO:1224237	-873785	new/import	null
Bedfordiella	WOR:384796	-		null	-	promoted/internal	Menoponidae
		-	Bedfordiella	PSO:1224237	-873785	move to parent of former container, instead of to container	null
Oxystigma	TPL:T16211	=>	Oxystigma	TPL:T16211	-1040418	new/import	null
Oxystigma	ODO:G0104	-		null	-	not-placed/does-not-descend	null
Psocidae	PSO:1196728	=>	Psocidae	PSO:1196728	-873847	new/refinement	null
Kolbeini	PSO:1193872	-		null	-	sibling-sink mismatch	null
Kolbeini	PSO:1193872	=>	Kolbeini	PSO:1193872	-932540	reject/absorbed	null
Trapellitermes	TER:G0312	=>	Trapellitermes	TER:G0312	-928019	new/import	null
Tettoedischiinae	ORTH:1143983	=>	Tettoedischiinae	ORTH:1143983	-931830	new/impornull
Perlapsocus formosoi	PLE:1152760	=>	Perlapsocus formosoi	PLE:1152760	-865651	new/impornull
Pterophyllini	ORTH:1140788	-		null	-	sibling-sink mismatch	null
Pterophyllini	ORTH:1140788	=>	Pterophyllini	ORTH:1140788	-974619	reject/absorbed	null
Cithaeron indicus	SPI:S06060	=>	Cithaeron indicus	SPI:S06060	-856652	new/impornull
Bicoecea	WOR:590695	=>	Bicoecea	WOR:590695	-9500	reject/absorbed	null
		-	Bicoecea	WOR:590695	-9500	rank inversion	null
Spinulum	PPG:Pteridophyte-Phylogeny-Group1-18	=>	Spinulum	PPG:Pteridophyte-Phylogeny-Group1-18	-63219	new/import	null
Spinulum	TPL:T21162	=>	Spinulum	PPG:Pteridophyte-Phylogeny-Group1-18	-63219	same/primary-name	Spinulum
Tritogenia qudeni	EET:EOL-Earthworm-Patch-5724	=>	Tritogenia qudeni	EET:EOL-Earthworm-Patch-5724	-161095	new/import	null
Herpetosiphonales	trunk:214cdb92-8691-4463-8d8e-28c032fa7d32	=>	Herpetosiphonales	trunk:214cdb92-8691-4463-8d8e-28c032fa7d32	-6222	new/import	null
Herpetosiphonales	WOR:564347	=>	Herpetosiphonales	trunk:214cdb92-8691-4463-8d8e-28c032fa7d32	-6222	same/parent+parent	Chloroflexi|Chloroflexi
Dromaius novaehollandiae	IOC:11bc12441402e6cf2229a5dddd382c9a	=>	Dromaius novaehollandiae	IOC:11bc12441402e6cf2229a5dddd382c9a	-1088341	new/import	null
Rhacophysa	COL:1171569	=>	Rhacophysa	COL:1171569	-909920	new/import	null
Lycopodium	PPG:Pteridophyte-Phylogeny-Group1-15	=>	Lycopodium	PPG:Pteridophyte-Phylogeny-Group1-15	-63223	new/import	null
Lycopodium	TPL:T13224	=>	Lycopodium	PPG:Pteridophyte-Phylogeny-Group1-15	-63223	same/primary-name	Lycopodium
Sunopterites	GRY:1221122	=>	Sunopterites	GRY:1221122	-495492	new/import	null
Shuangao insect orthophasmavirus 2	ictv:ICTV:20164809	=>	Shuangao insect orthophasmavirus ictv:ICTV:20164809	-2640	new/import	null
Loftusioidea	WOR:465785	=>	Loftusioidea	WOR:465785	-60428	new/refinement	null
Lampridacea	trunk:e6ce01dd-6f19-4ea3-8b65-4a48712ea05f	=>	Lampridacea	trunk:e6ce01dd-6f19-4ea3-8b65-4a48712ea05f	-967536	new/import	null
		-	Lampridacea	trunk:e6ce01dd-6f19-4ea3-8b65-4a48712ea05f	-967536	rank inversion	null
Orthoferavirus	ictv:ICTV:Orthoferavirus	=>	Orthoferavirus	ictv:ICTV:Orthoferavirus	-1480	new/import	null
Aulopiformes	trunk:762b60a7-85c8-414f-b635-ad7a4d63d35d	=>	Aulopiformes	trunk:762b60a7-85c8-414f-b635-ad7a4d63d35d	-946466	new/import	null
		-	Aulopiformes	trunk:762b60a7-85c8-414f-b635-ad7a4d63d35d	-946466	rank inversion	null
Aulopiformes	WOR:10308	=>	Aulopiformes	trunk:762b60a7-85c8-414f-b635-ad7a4d63d35d	-946466	same/ancestor+parent	Actinopterygii|Teleostei
Goniomonadophyceae	WOR:582422	=>	Goniomonadophyceae	WOR:582422	-2599	new/impornull
Psocinae	PSO:1197043	-		null	-	sibling-sink mismatch	null
Psocinae	PSO:1197043	=>	Psocinae	PSO:1197043	-909788	reject/absorbed	null
Centrohelea	WOR:582428	=>	Centrohelea	WOR:582428	-2435	reject/absorbed	null
Termitoidae	TER:R0001	=>	Termitoidae	TER:R0001	-866846	reject/absorbed	null
Anisacanthinae	PHA:1200198	=>	Anisacanthinae	PHA:1200198	-957345	new/refinement	null
Termes	BLA:1178164	=>	Termes	BLA:1178164	-928015	new/import	null
Termes	TER:C0006	=>	Termes	BLA:1178164	-928015	lumped	null
Biwadrilus bathybates	EET:EOL-Earthworm-Patch-1320	=>	Biwadrilus bathybates	EET:EOL-Earthworm-Patch-1320	-161710	new/import	null
Myriactis	TPL:T14739	=>	Myriactis	TPL:T14739	-121441	new/import	null
Myriactis	WOR:267608	=>	Myriactis	TPL:T14739	-121441	lumped	null
Myriactis	WOR:369922	-		null	-	not-placed/does-not-descend	null
Myriactis	WOR:267608	-		null	-	not-placed/does-not-descend	null
Heliozoa	WOR:341274	=>	Heliozoa	WOR:341274	-2439	reject/absorbed	null
Xiphophoraceae	WOR:599654	-		null	-	sibling-sink mismatch	null
Xiphophoraceae	WOR:599654	=>	Xiphophoraceae	WOR:599654	-15274	reject/absorbed	null
Simsia	TPL:T20755	=>	Simsia	TPL:T20755	-123126	new/import	null
Simsia	EET:EOL-Earthworm-Patch-4605	-		null	-	not-placed/does-not-descend	null
Chloroflexales	trunk:3d6e8b4a-1fad-4b3d-8e00-9cd61c87ad6d	=>	Chloroflexales	trunk:3d6e8b4a-1fad-4b3d-8e00-9cd61c87ad6d	-6223	new/import	null
Chloroflexales	WOR:571104	=>	Chloroflexales	trunk:3d6e8b4a-1fad-4b3d-8e00-9cd61c87ad6d	-6223	same/parent+parent	Chloroflexi|Chloroflexi
Mirperus demetrii	COR:1186362	=>	Mirperus demetrii	COR:1186362	-934494	new/impornull
Hyalymenus (Hyalymenus) dubius	COR:1186458	=>	Hyalymenus (Hyalymenus) dubius	COR:1186458	-959469	new/import	null
Catantopinae	ORTH:1107471	=>	Catantopinae	ORTH:1107471	-957251	reject/inconsistent	null
Centropogon australis	TPL:kew-366870	=>	Centropogon australis	TPL:kew-366870	-578208	new/impornull
Centropogon australis	TPL:tro-5501809	=>	Centropogon australis	TPL:tro-5501809	-578239	new/impornull
Centropogon australis	WOR:280056	-	Centropogon australis	TPL:kew-366870	-578208	noinfo	null
Centropogon australis	WOR:280056	-	Centropogon australis	TPL:tro-5501809	-578239	noinfo	null
Centropogon australis	WOR:280056	-		null	-	ambiguous tip	2
Microcentrini	ORTH:1220721	-		null	-	sibling-sink mismatch	null
Microcentrini	ORTH:1220721	=>	Microcentrini	ORTH:1220721	-563952	reject/absorbed	null
Lessertia	TPL:T12650	=>	Lessertia	TPL:T12650	-1041623	new/import	null
Lessertia	SPI:G3042	-		null	-	not-placed/does-not-descend	null
Liturgusini	MNT:1183082	-		null	-	sibling-sink mismatch	null
Liturgusini	MNT:1183082	=>	Liturgusini	MNT:1183082	-902867	reject/absorbed	null
Lepidotermes goliathi	TER:S0117-2	=>	Lepidotermes goliathi	TER:S0117-2	-953674	new/impornull
Rotaliidae	WOR:111948	=>	Rotaliidae	WOR:111948	-45308	new/refinement	null
Metoligotoma pugionifer	EMB:1171918	=>	Metoligotoma pugionifer	EMB:1171918	-865669	new/impornull
Prinos rugosus	TPL:kew-2405244	=>	Prinos rugosus	TPL:kew-2405244	-618512	new/import	null
Schlechtendalia	TPL:T20208	=>	Schlechtendalia	TPL:T20208	-122606	new/import	null
Schlechtendalia	APH:1161563	-		null	-	not-placed/does-not-descend	null
Metoligotoma reducta	EMB:1171927	=>	Metoligotoma reducta	EMB:1171927	-865667	new/impornull
Viruses	trunk:569ff377-7016-4092-a55f-c0d58e237bbc	=>	Viruses	trunk:569ff377-7016-4092-a55f-c0d58e237bbc	-531	new/import	null
Viruses	ictv:ICTV:Viruses	=>	Viruses	trunk:569ff377-7016-4092-a55f-c0d58e237bbc	-531	same/primary-name	Viruses
Viruses	WOR:10	=>	Viruses	trunk:569ff377-7016-4092-a55f-c0d58e237bbc	-531	same/primary-nameViruses
Panesthia minutipennis	BLA:1179262	=>	Panesthia minutipennis	BLA:1179262	-563904	new/impornull
Chitinosiphon	APH:1167254	=>	Chitinosiphon	APH:1167254	-874130	new/import	null
Chitinosiphon	WOR:596051	-		null	-	not-placed/does-not-descend	null
Rhaphidophorinae	ORTH:1129902	=>	Rhaphidophorinae	ORTH:1129902	-931884	new/refinement	null
Lepidotermes pretoriensis	TER:S0117-6	=>	Lepidotermes pretoriensis	TER:S0117-6	-953670	new/import	null
Ensiferophasma velociraptor	MAN:1220588	=>	Ensiferophasma velociraptor	MAN:1220588	-866990	new/import	null
Macroedischia elongata	ORTH:1143987	=>	Macroedischia elongata	ORTH:1143987	-974157	new/impornull
Ramirezia	TPL:T19087	=>	Ramirezia	TPL:T19087	-1040736	new/import	null
Ramirezia	WOR:267798	=>	Ramirezia	TPL:T19087	-1040736	lumped	null
Ramirezia	WOR:836479	-		null	-	not-placed/does-not-descend	null
Ramirezia	WOR:267798	-		null	-	not-placed/does-not-descend	null
Rivetinini	MNT:1184500	-		null	-	sibling-sink mismatch	null
Rivetinini	MNT:1184500	=>	Rivetinini	MNT:1184500	-902782	reject/absorbed	null
Goniomonadaceae	WOR:22579	=>	Goniomonadaceae	WOR:22579	-9929	new/import	null
Procellariphaga	PSO:1230668	=>	Procellariphaga	PSO:1230668	-873788	new/import	null
Procellariphaga	WOR:385094	-		null	-	promoted/internal	Menoponidae
		-	Procellariphaga	PSO:1230668	-873788	move to parent of former container, instead of to container	null
Perlodinae	PLE:1157353	=>	Perlodinae	PLE:1157353	-927120	new/refinement	null
Chloracantha	TPL:T5195	=>	Chloracantha	TPL:T5195	-123183	new/import	null
Chloracantha	ORTH:1140905	-		null	-	not-placed/does-not-descend	null
Thraustochytriida	WOR:591176	=>	Thraustochytriida	WOR:591176	-9554	reject/absorbed	null
Prokinetoplastina	trunk:a47d07ab-2176-4c8c-9f9a-6503a01d641b	=>	Prokinetoplastina	trunk:a47d07ab-2176-4c8c-9f9a-6503a01d641b	-17672	new/import	null
		-	Prokinetoplastina	trunk:a47d07ab-2176-4c8c-9f9a-6503a01d641b	-17672	rank inversion	null
Prokinetoplastina	WOR:582203	=>	Prokinetoplastina	trunk:a47d07ab-2176-4c8c-9f9a-6503a01d641b	-17672	same/parent+parent	Kinetoplastea|Kinetoplastea
Prinos lacunosa	TPL:kew-2405316	=>	Prinos lacunosa	TPL:kew-2405316	-618510	new/import	null
Perlapsocus	PLE:1152759	=>	Perlapsocus	PLE:1152759	-563451	new/import	null
Lepidotermes planifacies	TER:S0117-5	=>	Lepidotermes planifacies	TER:S0117-5	-953675	new/import	null
