uid	|	parent_uid	|	name	|	rank	|	sourceinfo	|	
1171454	|		|	Coleorrhyncha	|	suborder	|		|	
1171455	|	1171454	|	Progonocimicidae	|	family	|		|	
1171460	|	1171455	|	Progonocimicinae	|	subfamily	|		|	
1171461	|	1171460	|	Heteronella	|	genus	|		|	
1171462	|	1171461	|	Heteronella marksei	|	species	|		|	
1171463	|	1171460	|	Pelorisca	|	genus	|		|	
1171464	|	1171463	|	Pelorisca connectens	|	species	|		|	
1171465	|	1171460	|	Woottonia	|	genus	|		|	
1171466	|	1171465	|	Woottonia phalerata	|	species	|		|	
1171467	|	1171460	|	Progonocimex	|	genus	|		|	
1171468	|	1171467	|	Progonocimex jurassicus	|	species	|		|	
1171470	|	1171467	|	Progonocimex liasinus	|	species	|		|	
1171471	|	1171460	|	Actinoscytina	|	genus	|		|	
1171472	|	1171471	|	Actinoscytina belmontensis	|	species	|		|	
1171475	|	1171460	|	Archicercopis	|	genus	|		|	
1171476	|	1171475	|	Archicercopis falcata	|	species	|		|	
1171477	|	1171460	|	Eocercopis	|	genus	|		|	
1171480	|	1171477	|	Eocercopis ovalis	|	species	|		|	
1171481	|	1171477	|	Eocercopis similis	|	species	|		|	
1171482	|	1171477	|	Eocercopis ancyloptera	|	species	|		|	
1171483	|	1171460	|	Heterojassus	|	genus	|		|	
1171484	|	1171483	|	Heterojassus membranaceus	|	species	|		|	
1171485	|	1171460	|	Heteroscytina	|	genus	|		|	
1171486	|	1171485	|	Heteroscytina tillyardi	|	species	|		|	
1171487	|	1171460	|	Platyscytinella	|	genus	|		|	
1171488	|	1171487	|	Platyscytinella paradoxa	|	species	|		|	
1171489	|	1171460	|	Triscytina	|	genus	|		|	
1171490	|	1171489	|	Triscytina rotundata	|	species	|		|	
1171491	|	1171460	|	Triassocoecus	|	genus	|		|	
1171492	|	1171491	|	Triassocoecus chinai	|	species	|		|	
1171493	|	1171460	|	Hexascytina	|	genus	|		|	
1171494	|	1171493	|	Hexascytina transecta	|	species	|		|	
1171495	|	1171460	|	Microscytinella	|	genus	|		|	
