id	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	scientificName	namePublishedIn	taxonRank	scientificNameAuthorship	taxonomicStatus	nomenclaturalStatus	taxonRemarks	modified
1171454	1171454	urn:lsid:Coleorrhyncha.speciesfile.org:TaxonName:1	1171454		Coleorrhyncha		suborder		valid			2016-04-04T12:24:00
1171455	1171455	urn:lsid:Coleorrhyncha.speciesfile.org:TaxonName:16	1171455	1171454	Progonocimicidae	Handlirsch. 1906. Die fossilen Insekten und die Phylogenie der Rezenten Formen. Ein Handbuch für Paläontologen und Zoologen., Engelmann, Leipzig, Germany 1430 pp.	family	Handlirsch, 1906	valid			2016-04-04T12:16:00
1171456	1171456	urn:lsid:Coleorrhyncha.speciesfile.org:TaxonName:33	1171455	1171454	Cicadocoridae	Becker-Migdisova. 1958. New fossil Hemiptera. Materialy k Osnovam Paleontologii (Mater. Osnov. Paleont.) 2:57-67	family	Becker-Migdisova, 1958	junior synonym			2013-07-20T16:40:00
1171457	1171457	urn:lsid:Coleorrhyncha.speciesfile.org:TaxonName:117	1171455	1171454	Eocimicidae	Handlirsch. 1906. Die fossilen Insekten und die Phylogenie der Rezenten Formen. Ein Handbuch für Paläontologen und Zoologen., Engelmann, Leipzig, Germany 1430 pp.	family	Handlirsch, 1906	junior synonym			2013-07-20T16:40:00
1171458	1171458	urn:lsid:Coleorrhyncha.speciesfile.org:TaxonName:118	1171455	1171454	Actinoscytinidae	Evans. 1956. Palaeozoic and Mesozoic Hemiptera (Insecta). Australian Journal of Zoology (Aust. J. Zool.) 4:165-258	family	Evans, 1956	junior synonym			2013-07-20T16:40:00
1171459	1171459	urn:lsid:Coleorrhyncha.speciesfile.org:TaxonName:119	1171455	1171454	Actinocytinidae	Evans. 1956. Palaeozoic and Mesozoic Hemiptera (Insecta). Australian Journal of Zoology (Aust. J. Zool.) 4:165-258	family	Evans, 1956	synonym			2015-11-18T14:41:00
1171460	1171460	urn:lsid:Coleorrhyncha.speciesfile.org:TaxonName:34	1171460	1171455	Progonocimicinae	Handlirsch. 1906. Die fossilen Insekten und die Phylogenie der Rezenten Formen. Ein Handbuch für Paläontologen und Zoologen., Engelmann, Leipzig, Germany 1430 pp.	subfamily	Handlirsch, 1906	valid			2013-07-20T16:40:00
1171461	1171461	urn:lsid:Coleorrhyncha.speciesfile.org:TaxonName:67	1171461	1171460	Heteronella	Evans. 1961. Some Upper Triassic Hemiptera from Queensland. Memoirs of the Queensland Museum (Mem. Queensland Mus.) 14:13-23	genus	Evans, 1961	valid			2013-07-20T16:40:00
1171462	1171462	urn:lsid:Coleorrhyncha.speciesfile.org:TaxonName:66	1171462	1171461	Heteronella marksei	Evans. 1961. Some Upper Triassic Hemiptera from Queensland. Memoirs of the Queensland Museum (Mem. Queensland Mus.) 14:13-23	species	Evans, 1961	valid			2013-07-20T16:40:00
1171463	1171463	urn:lsid:Coleorrhyncha.speciesfile.org:TaxonName:59	1171463	1171460	Pelorisca	Popov & Shcherbakov. 1991. Mesozoic Peloridioidea and their ancestors (Insecta: Hemiptera, Coleorrhyncha). Geologica et Palaeontologica (Geol. Palaeont.) 25:215-235	genus	Popov & Shcherbakov, 1991	valid			2013-07-20T16:40:00
1171464	1171464	urn:lsid:Coleorrhyncha.speciesfile.org:TaxonName:58	1171464	1171463	Pelorisca connectens	Popov & Shcherbakov. 1991. Mesozoic Peloridioidea and their ancestors (Insecta: Hemiptera, Coleorrhyncha). Geologica et Palaeontologica (Geol. Palaeont.) 25:215-235	species	Popov & Shcherbakov, 1991	valid			2013-07-20T16:40:00
1171465	1171465	urn:lsid:Coleorrhyncha.speciesfile.org:TaxonName:45	1171465	1171460	Woottonia	Popov & Shcherbakov. 1991. Mesozoic Peloridioidea and their ancestors (Insecta: Hemiptera, Coleorrhyncha). Geologica et Palaeontologica (Geol. Palaeont.) 25:215-235	genus	Popov & Shcherbakov, 1991	valid			2013-07-20T16:40:00
