id	typeStatus	typeDesignatedBy	scientificName	institutionCode	catalogNumber	locality	sex	recordedBy	verbatimEventDate	verbatimLongitude	verbatimLatitude
1171455	typeGenus	Handlirsch. 1906. Die fossilen Insekten und die Phylogenie der Rezenten Formen. Ein Handbuch für Paläontologen und Zoologen., Engelmann, Leipzig, Germany 1430 pp.	†Progonocimicidae Handlirsch, 1906								
1171456	typeGenus	Becker-Migdisova. 1958. New fossil Hemiptera. Materialy k Osnovam Paleontologii (Mater. Osnov. Paleont.) 2:57-67	Cicadocoridae Becker-Migdisova, 1958								
1171457	typeGenus	Handlirsch. 1906. Die fossilen Insekten und die Phylogenie der Rezenten Formen. Ein Handbuch für Paläontologen und Zoologen., Engelmann, Leipzig, Germany 1430 pp.	Eocimicidae Handlirsch, 1906								
1171458	typeGenus	Evans. 1956. Palaeozoic and Mesozoic Hemiptera (Insecta). Australian Journal of Zoology (Aust. J. Zool.) 4:165-258	Actinoscytinidae Evans, 1956								
1171554	typeGenus	Popov & Shcherbakov. 1991. Mesozoic Peloridioidea and their ancestors (Insecta: Hemiptera, Coleorrhyncha). Geologica et Palaeontologica (Geol. Palaeont.) 25:215-235	Hoploridiinae Popov & Shcherbakov, 1991								
1171555	typeGenus	Popov. 1985. In Rasnitsyn [Ed.]. The Jurassic Insects of Siberia and Mongolia. Jurassic bugs and Coleorrhyncha of southern Siberia and western Mongolia  . Trudy Paleontologicheskogo Instituta Akademia Nauk SSSR (Trud. Paleont. Inst. Akad. Nauk SSSR) 211:28-47	†Karabasiidae Popov, 1985								
1171559	typeGenus	Breddin. 1897. In Michaelsen [Ed.]. Hemipteren. Ergebnisse der Hamburger magalhaensischen Sammelreise, 1892/93, 2., L. Friederichsen & Co., Hamburg, Germany 1-36	Peloridiidae Breddin, 1897								
1171461	typeSpecies	Evans. 1961. Some Upper Triassic Hemiptera from Queensland. Memoirs of the Queensland Museum (Mem. Queensland Mus.) 14:13-23	Heteronella marksei Evans, 1961								
1171463	typeSpecies	Popov & Shcherbakov. 1991. Mesozoic Peloridioidea and their ancestors (Insecta: Hemiptera, Coleorrhyncha). Geologica et Palaeontologica (Geol. Palaeont.) 25:215-235	Pelorisca connectens Popov & Shcherbakov, 1991								
1171465	typeSpecies	Popov & Shcherbakov. 1991. Mesozoic Peloridioidea and their ancestors (Insecta: Hemiptera, Coleorrhyncha). Geologica et Palaeontologica (Geol. Palaeont.) 25:215-235	Woottonia phalerata Popov & Shcherbakov, 1991								
