id	typeStatus	typeDesignatedBy	scientificName	institutionCode	catalogNumber	locality	sex	recordedBy	verbatimEventDate	verbatimLongitude	verbatimLatitude
1185993	typeGenus	Grimaldi. 2003. American Museum Novitates 3412	†Santanmantidae Grimaldi, 2003								
1182270	typeSpecies	Bolivar. 1890. An. Soc. esp. Hist. Nat. 19:306	Blepharode candelarius (Bolivar, 1890)								
1182271	typeSpecies	Giglio-Tos. 1917. Bull. Soc. ent. Ital. 48:248	[?] [?]   (Werner, 1907)								
1182279	typeSpecies	Rehn. 1902. Can. Ent. 34:275	Mantis mendica Fabricius, 1775								
1182280	typeSpecies	Serville. 1831. Annls Sci. nat. 22:275	Mantis mendica Fabricius, 1775								
1182285	typeSpecies	Uvarov. 1940. Ann. Mag. nat. Hist. 11 5:60	Idolum Saussure, 1869								
1182286	typeSpecies	Saussure. 1869. Mitt. schweiz. ent. Ges. 3:60	Idolum Saussure, 1869								
1182290	typeSpecies	Gistel. 1856. Myst. Eur. Ins.-Welt. 427	[?] [?]   (Gistel, 1856)								
1182295	typeSpecies	Roy. 2004. Revue Francaise D’Entomologie. 26(1):69	[?] [?]   (Giglio-Tos, 1917)								
1182300	typeSpecies	Illiger. 1798. Verz. Kafer Preuss. 346	[?] [?]   (Fabricius, 1781)								
1182302	typeSpecies	Risso. 1826. Hist. nat. Eur. merid. 5:212	[?] [?]   (Risso, 1826)								
1182357	typeSpecies	Thunberg. 1815. Mem. Acad. Sci. St. Petersb. 5:426	[?] [?]   (Linne, 1758)								
1182362	typeSpecies	Krauss. 1892. Zool. Anz. 15:547	[?] [?]   (Burmeister, 1838)								
1182368	typeSpecies	Paulian. 1958. Naturaliste malgache 10:32	Empusa (Chopardempusa) neglecta Paulian, 1958								
1182370	typeSpecies	Saussure & Zehntner. 1895. Hist. Madag. 23:547	[?] [?]   (Burmeister, 1838)								
1182373	typeSpecies	Burmeister. 1838. Handb. Ent., Burm. 2:547	[?] [?]   (Burmeister, 1838)								
1182382	typeSpecies	Lefebvre. 1835. Annls. Soc. ent. Fr. 4:482	[?] [?]   (Lefebvre, 1835)								
1182466	typeSpecies	Lefebvre. 1835. Annls. Soc. ent. Fr. 4:503	Heteronutarsu aegyptiacus (Lefebvre, 1835)								
1182476	typeSpecies	Saussure. 1870. Mitt. schweiz. ent. Ges. 3:90	[?] [?]   (Haan, 1842)								
1182501	typeSpecies	Giglio-Tos. 1915. Boll. Musei Zool. Anat. comp. R. Univ. Torino 30(702):54	[?] [?]   (Werner, 1908)								
1182502	typeSpecies	Werner. 1915. Arch. Naturg. 81A(5):84	[?] [?]   (Werner, 1915)								
1182517	typeSpecies	Stal. 1877. Bih. K. svenska VetenskAkad. Handl. 4(10):87	[?] [?]   (Stal, 1877)								
1182518	typeSpecies	Kirby. 1904. Syn. Cat. Orth. 1:81	[?] [?]   (Stal, 1877)								
1182519	typeSpecies	Werner. 1922. Zool. Mededeel. Mus. Leiden 7:119	[?] [?]   (Werner, 1922)								
1182532	typeSpecies	Werner. 1928. Mitt. zool. Mus. Berl. 14:23	[?] [?]   (Werner, 1928)								
1182534	typeSpecies	Giglio-Tos. 1927. Tierreich 50:259	[?] [?]   (Wood-Mason, 1879)								
1182536	typeSpecies	Wood-Mason. 1879. Proc. Asiatic Soc. Bengal 1879:259	[?] [?]   (Wood-Mason, 1879)								
1182554	typeSpecies	Giglio-Tos. 1915. Bull. Soc. ent. Ital. 46:103	[?] [?]   (Giglio-Tos, 1915)								
1182555	typeSpecies	Beier. 1930. Ann. Mag. nat. Hist. 10 6:457	[?] [?]   (Beier, 1930)								
1182564	typeSpecies	Rehn. 1909. Bull. Amer. Mus. nat. Hist. 26:185	[?] [?]   (Rehn, 1909)								
1182566	typeSpecies	Werner. 1922. Zool. Mededeel. Mus. Leiden 7:123	[?] [?]   (Werner, 1922)								
1182568	typeSpecies	Giglio-Tos. 1915. Boll. Musei Zool. Anat. comp. R. Univ. Torino 30(702):132	[?] [?]   (Navas, 1904)								
1182569	typeSpecies	Werner. 1916. Verh. zool.-bot. Ges. Wien 66:283	[?] [?]   (Werner, 1916)								
