id	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	scientificName	namePublishedIn	taxonRank	scientificNameAuthorship	taxonomicStatus	nomenclaturalStatus	taxonRemarks	modified
1182267	1182267	urn:lsid:Mantodea.speciesfile.org:TaxonName:1	1182267		Mantodea		order		valid			2016-10-08T13:32:00
1182268	1182268	urn:lsid:Mantodea.speciesfile.org:TaxonName:3189	1182268	1182267	Empusidae		family		valid			2015-12-02T11:42:00
1182269	1182269	urn:lsid:Mantodea.speciesfile.org:TaxonName:3243	1182269	1182268	Blepharodinae		subfamily		valid			2015-12-02T11:42:00
1182270	1182270	urn:lsid:Mantodea.speciesfile.org:TaxonName:179958	1182270	1182269	Blepharodes	Bolivar. 1890. An. Soc. esp. Hist. Nat. 19	genus	Bolivar, 1890	valid			2015-12-02T11:42:00
1182271	1182271		1182270	1182269	Phlaebarodes	Giglio-Tos. 1917. Bull. Soc. ent. Ital. 48	genus	Giglio-Tos, 1917	junior synonym			2015-12-02T11:42:00
1182272	1182272	urn:lsid:Mantodea.speciesfile.org:TaxonName:179976	1182272	1182270	Blepharodes candelarius	Bolivar. 1890. An. Soc. esp. Hist. Nat. 19	species	Bolivar, 1890	valid			2015-12-02T11:42:00
1182273	1182273	urn:lsid:Mantodea.speciesfile.org:TaxonName:3383	1182272	1182270	kotschyi	Schulthess. 1894. Zool. Jb., Syst. 8	species	Schulthess, 1894	junior synonym			2015-12-02T11:42:00
1182274	1182274	urn:lsid:Mantodea.speciesfile.org:TaxonName:179975	1182274	1182270	Blepharodes cornutus	Schulthess. 1894. Zool. Jb., Syst. 8	species	(Schulthess, 1894)	valid			2015-12-02T11:42:00
1182275	1182275	urn:lsid:Mantodea.speciesfile.org:TaxonName:179985	1182275	1182274	Blepharodes cornutus cornutus	Schulthess. 1894. Zool. Jb., Syst. 8	subspecies	(Schulthess, 1894)	valid			2015-12-02T11:42:00
1182276	1182276	urn:lsid:Mantodea.speciesfile.org:TaxonName:179986	1182276	1182274	Blepharodes cornutus minor	Kevan. 1954. Ann. Mag. nat. Hist. 12 7	subspecies	Kevan, 1954	valid			2015-12-02T11:42:00
1182277	1182277	urn:lsid:Mantodea.speciesfile.org:TaxonName:469168	1182277	1182270	Blepharodes parumspinosus	Beier. 1930. Ann. Mag. nat. Hist. 10 6	species	Beier, 1930	valid			2015-12-02T11:42:00
1182278	1182278	urn:lsid:Mantodea.speciesfile.org:TaxonName:179974	1182278	1182270	Blepharodes sudanensis	Werner. 1907. Sber. Akad. Wiss. Wien 116	species	Werner, 1907	valid			2015-12-02T11:42:00
1182279	1182279	urn:lsid:Mantodea.speciesfile.org:TaxonName:3248	1182279	1182269	Blepharopsis	Rehn. 1902. Can. Ent. 34	genus	Rehn, 1902	valid			2015-12-02T11:42:00
