uid	|	parent_uid	|	name	|	rank	|	sourceinfo	|	
1182267	|		|	Mantodea	|	order	|		|	
1182268	|	1182267	|	Empusidae	|	family	|		|	
1182269	|	1182268	|	Blepharodinae	|	subfamily	|		|	
1182270	|	1182269	|	Blepharodes	|	genus	|		|	
1182272	|	1182270	|	Blepharodes candelarius	|	species	|		|	
1182274	|	1182270	|	Blepharodes cornutus	|	species	|		|	
1182275	|	1182274	|	Blepharodes cornutus cornutus	|	subspecies	|		|	
1182276	|	1182274	|	Blepharodes cornutus minor	|	subspecies	|		|	
1182277	|	1182270	|	Blepharodes parumspinosus	|	species	|		|	
1182278	|	1182270	|	Blepharodes sudanensis	|	species	|		|	
1182279	|	1182269	|	Blepharopsis	|	genus	|		|	
1182281	|	1182279	|	Blepharopsis mendica	|	species	|		|	
1182282	|	1182281	|	Blepharopsis mendica mendica	|	subspecies	|		|	
1182284	|	1182281	|	Blepharopsis mendica nuda	|	subspecies	|		|	
1182285	|	1182269	|	Idolomantis	|	genus	|		|	
1182287	|	1182285	|	Idolomantis diabolica	|	species	|		|	
1182289	|	1182268	|	Empusinae	|	subfamily	|		|	
1182294	|	1182289	|	Empusini	|	tribe	|		|	
1182295	|	1182294	|	Dilatempusa	|	genus	|		|	
1182296	|	1182295	|	Dilatempusa aegyptiaca	|	species	|		|	
1182300	|	1182294	|	Empusa	|	genus	|		|	
1182303	|	1182300	|	Empusa binotata	|	species	|		|	
1182304	|	1182300	|	Empusa fasciata	|	species	|		|	
1182305	|	1182300	|	Empusa guttula	|	species	|		|	
1182307	|	1182300	|	Empusa hedenborgii	|	species	|		|	
1182310	|	1182300	|	Empusa longicollis	|	species	|		|	
1182311	|	1182300	|	Empusa pennata	|	species	|		|	
1182325	|	1182300	|	Empusa pennicornis	|	species	|		|	
1182326	|	1182325	|	Empusa pennicornis pennicornis	|	subspecies	|		|	
1182331	|	1182325	|	Empusa pennicornis angulata	|	subspecies	|		|	
1182332	|	1182325	|	Empusa pennicornis baysunica	|	subspecies	|		|	
1182333	|	1182325	|	Empusa pennicornis brevidorsa	|	subspecies	|		|	
1182334	|	1182325	|	Empusa pennicornis buharica	|	subspecies	|		|	
1182335	|	1182325	|	Empusa pennicornis caputobtusa	|	subspecies	|		|	
1182336	|	1182325	|	Empusa pennicornis condarinica	|	subspecies	|		|	
1182337	|	1182325	|	Empusa pennicornis copetdagica	|	subspecies	|		|	
1182338	|	1182325	|	Empusa pennicornis hodshamuminica	|	subspecies	|		|	
1182339	|	1182325	|	Empusa pennicornis iliense	|	subspecies	|		|	
1182340	|	1182325	|	Empusa pennicornis lindti	|	subspecies	|		|	
1182342	|	1182325	|	Empusa pennicornis longidorsa	|	subspecies	|		|	
1182343	|	1182325	|	Empusa pennicornis longoapicale	|	subspecies	|		|	
1182344	|	1182325	|	Empusa pennicornis luppovae	|	subspecies	|		|	
1182345	|	1182325	|	Empusa pennicornis mujuncumica	|	subspecies	|		|	
1182346	|	1182325	|	Empusa pennicornis similis	|	subspecies	|		|	
1182347	|	1182300	|	Empusa romboidea	|	species	|		|	
1182348	|	1182347	|	Empusa romboidea romboidea	|	subspecies	|		|	
1182349	|	1182347	|	Empusa romboidea nana	|	subspecies	|		|	
1182350	|	1182300	|	Empusa simonyi	|	species	|		|	
1182351	|	1182300	|	Empusa spinosa	|	species	|		|	
1182356	|	1182300	|	Empusa uvarovi	|	species	|		|	
1182357	|	1182294	|	Gongylus	|	genus	|		|	
1182358	|	1182357	|	Gongylus gongylodes	|	species	|		|	
1182360	|	1182357	|	Gongylus pauperatus	|	species	|		|	
1182361	|	1182357	|	Gongylus trachelophyllus	|	species	|		|	
1182362	|	1182294	|	Hypsicorypha	|	genus	|		|	
1182363	|	1182362	|	Hypsicorypha gracilis	|	species	|		|	
1182367	|	1182289	|	Idolomorphini	|	tribe	|		|	
1182368	|	1182367	|	Chopardempusa	|	genus	|		|	
1182369	|	1182368	|	Chopardempusa neglecta	|	species	|		|	
1182370	|	1182367	|	Hemiempusa	|	genus	|		|	
1182371	|	1182370	|	Hemiempusa capensis	|	species	|		|	
1182373	|	1182367	|	Idolomorpha	|	genus	|		|	
1182374	|	1182373	|	Idolomorpha dentifrons	|	species	|		|	
1182375	|	1182373	|	Idolomorpha lateralis	|	species	|		|	
1182378	|	1182373	|	Idolomorpha madagascariensis	|	species	|		|	
1182379	|	1182373	|	Idolomorpha sagitta	|	species	|		|	
1182380	|	1182267	|	Eremiaphilidae	|	family	|		|	
1182381	|	1182380	|	Eremiaphilinae	|	subfamily	|		|	
1182382	|	1182381	|	Eremiaphila	|	genus	|		|	
1182385	|	1182382	|	Eremiaphila berndstiewi	|	species	|		|	
1182386	|	1182382	|	Eremiaphila dagi	|	species	|		|	
1182387	|	1182382	|	Eremiaphila ammonita	|	species	|		|	
1182388	|	1182382	|	Eremiaphila andresi	|	species	|		|	
1182389	|	1182382	|	Eremiaphila anubis	|	species	|		|	
1182390	|	1182382	|	Eremiaphila arabica	|	species	|		|	
1182392	|	1182382	|	Eremiaphila aristidis	|	species	|		|	
1182393	|	1182382	|	Eremiaphila audouini	|	species	|		|	
1182394	|	1182382	|	Eremiaphila barbara	|	species	|		|	
1182395	|	1182382	|	Eremiaphila bifasciata	|	species	|		|	
1182396	|	1182382	|	Eremiaphila bovei	|	species	|		|	
1182397	|	1182382	|	Eremiaphila braueri	|	species	|		|	
1182399	|	1182382	|	Eremiaphila brevipennis	|	species	|		|	
1182400	|	1182382	|	Eremiaphila brunneri	|	species	|		|	
1182403	|	1182382	|	Eremiaphila cairina	|	species	|		|	
1182404	|	1182382	|	Eremiaphila cerisyi	|	species	|		|	
1182405	|	1182382	|	Eremiaphila collenettei	|	species	|		|	
1182406	|	1182382	|	Eremiaphila cordofana	|	species	|		|	
1182407	|	1182382	|	Eremiaphila cycloptera	|	species	|		|	
1182408	|	1182382	|	Eremiaphila dentata	|	species	|		|	
1182409	|	1182382	|	Eremiaphila denticollis	|	species	|		|	
1182410	|	1182409	|	Eremiaphila denticollis denticollis	|	subspecies	|		|	
1182411	|	1182409	|	Eremiaphila denticollis tunetana	|	subspecies	|		|	
1182412	|	1182382	|	Eremiaphila foureaui	|	species	|		|	
1182413	|	1182382	|	Eremiaphila fraseri	|	species	|		|	
1182414	|	1182382	|	Eremiaphila genei	|	species	|		|	
