taxonID	source	parentNameUsageID	scientificName	higherClassification	taxonRank
ICTV:20164769	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164769	ICTV:Orthoferavirus	Ferak orthoferavirus	Viruses|Bunyavirales|Feraviridae|Orthoferavirus	species
ICTV:20164770	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164770	ICTV:Emaravirus	Actinidia chlorotic ringspot-associated emaravirus	Viruses|Bunyavirales|Fimoviridae|Emaravirus	species
ICTV:20164483	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164483	ICTV:Emaravirus	European mountain ash ringspot-associated emaravirus	Viruses|Bunyavirales|Fimoviridae|Emaravirus	species
ICTV:20164484	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164484	ICTV:Emaravirus	Fig mosaic emaravirus	Viruses|Bunyavirales|Fimoviridae|Emaravirus	species
ICTV:20164485	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164485	ICTV:Emaravirus	High Plains wheat mosaic emaravirus	Viruses|Bunyavirales|Fimoviridae|Emaravirus	species
ICTV:20164486	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164486	ICTV:Emaravirus	Pigeonpea sterility mosaic emaravirus 1	Viruses|Bunyavirales|Fimoviridae|Emaravirus	species
ICTV:20164771	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164771	ICTV:Emaravirus	Pigeonpea sterility mosaic emaravirus 2	Viruses|Bunyavirales|Fimoviridae|Emaravirus	species
ICTV:20164487	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164487	ICTV:Emaravirus	Raspberry leaf blotch emaravirus	Viruses|Bunyavirales|Fimoviridae|Emaravirus	species
ICTV:20164772	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164772	ICTV:Emaravirus	Redbud yellow ringspot-associated emaravirus	Viruses|Bunyavirales|Fimoviridae|Emaravirus	species
ICTV:20164488	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164488	ICTV:Emaravirus	Rose rosette emaravirus	Viruses|Bunyavirales|Fimoviridae|Emaravirus	species
ICTV:20164773	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164773	ICTV:Orthohantavirus	Amga orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20162090	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162090	ICTV:Orthohantavirus	Andes orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164774	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164774	ICTV:Orthohantavirus	Asama orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164775	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164775	ICTV:Orthohantavirus	Asikkala orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20162091	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162091	ICTV:Orthohantavirus	Bayou orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20162092	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162092	ICTV:Orthohantavirus	Black Creek Canal orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164776	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164776	ICTV:Orthohantavirus	Bowe orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164777	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164777	ICTV:Orthohantavirus	Bruges orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20162093	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162093	ICTV:Orthohantavirus	Cano Delgadito orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164778	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164778	ICTV:Orthohantavirus	Cao Bang orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164779	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164779	ICTV:Orthohantavirus	Choclo orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164780	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164780	ICTV:Orthohantavirus	Dabieshan orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20162094	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162094	ICTV:Orthohantavirus	Dobrava-Belgrade orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20162095	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162095	ICTV:Orthohantavirus	El Moro Canyon orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164781	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164781	ICTV:Orthohantavirus	Fugong orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164782	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164782	ICTV:Orthohantavirus	Fusong orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20162096	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162096	ICTV:Orthohantavirus	Hantaan orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164783	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164783	ICTV:Orthohantavirus	Imjin orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164784	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164784	ICTV:Orthohantavirus	Jeju orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164785	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164785	ICTV:Orthohantavirus	Kenkeme orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20162098	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162098	ICTV:Orthohantavirus	Khabarovsk orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20162099	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162099	ICTV:Orthohantavirus	Laguna Negra orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164786	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164786	ICTV:Orthohantavirus	Laibin orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164787	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164787	ICTV:Orthohantavirus	Longquan orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164788	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164788	ICTV:Orthohantavirus	Luxi orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164789	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164789	ICTV:Orthohantavirus	Maporal orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164790	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164790	ICTV:Orthohantavirus	Montano orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164791	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164791	ICTV:Orthohantavirus	Necocli orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164792	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164792	ICTV:Orthohantavirus	Nova orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164793	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164793	ICTV:Orthohantavirus	Oxbow orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20162102	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162102	ICTV:Orthohantavirus	Prospect Hill orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20162103	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162103	ICTV:Orthohantavirus	Puumala orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164794	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164794	ICTV:Orthohantavirus	Quezon orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164795	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164795	ICTV:Orthohantavirus	Rockport orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20162107	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162107	ICTV:Orthohantavirus	Sangassou orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20162108	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162108	ICTV:Orthohantavirus	Seoul orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20162109	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162109	ICTV:Orthohantavirus	Sin Nombre orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20162110	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162110	ICTV:Orthohantavirus	Thailand orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20162111	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162111	ICTV:Orthohantavirus	Thottapalayam orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20162113	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162113	ICTV:Orthohantavirus	Tula orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164796	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164796	ICTV:Orthohantavirus	Yakeshi orthohantavirus	Viruses|Bunyavirales|Hantaviridae|Orthohantavirus	species
ICTV:20164801	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164801	ICTV:Orthojonvirus	Jonchet orthojonvirus	Viruses|Bunyavirales|Jonviridae|Orthojonvirus	species
ICTV:20164802	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164802	ICTV:Orthonairovirus	Burana orthonairovirus	Viruses|Bunyavirales|Nairoviridae|Orthonairovirus	species
ICTV:20162115	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162115	ICTV:Orthonairovirus	Crimean-Congo hemorrhagic fever orthonairovirus	Viruses|Bunyavirales|Nairoviridae|Orthonairovirus	species
ICTV:20162116	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162116	ICTV:Orthonairovirus	Dera Ghazi Khan orthonairovirus	Viruses|Bunyavirales|Nairoviridae|Orthonairovirus	species
ICTV:20162117	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162117	ICTV:Orthonairovirus	Dugbe orthonairovirus	Viruses|Bunyavirales|Nairoviridae|Orthonairovirus	species
ICTV:20164803	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164803	ICTV:Orthonairovirus	Hazara orthonairovirus	Viruses|Bunyavirales|Nairoviridae|Orthonairovirus	species
ICTV:20162118	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162118	ICTV:Orthonairovirus	Hughes orthonairovirus	Viruses|Bunyavirales|Nairoviridae|Orthonairovirus	species
ICTV:20164804	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164804	ICTV:Orthonairovirus	Kasokero orthonairovirus	Viruses|Bunyavirales|Nairoviridae|Orthonairovirus	species
ICTV:20164805	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164805	ICTV:Orthonairovirus	Keterah orthonairovirus	Viruses|Bunyavirales|Nairoviridae|Orthonairovirus	species
ICTV:20164806	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164806	ICTV:Orthonairovirus	Nairobi sheep disease orthonairovirus	Viruses|Bunyavirales|Nairoviridae|Orthonairovirus	species
ICTV:20162119	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162119	ICTV:Orthonairovirus	Qalyub orthonairovirus	Viruses|Bunyavirales|Nairoviridae|Orthonairovirus	species
ICTV:20162120	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162120	ICTV:Orthonairovirus	Sakhalin orthonairovirus	Viruses|Bunyavirales|Nairoviridae|Orthonairovirus	species
ICTV:20162121	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162121	ICTV:Orthonairovirus	Thiafora orthonairovirus	Viruses|Bunyavirales|Nairoviridae|Orthonairovirus	species
ICTV:20164797	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164797	ICTV:Herbevirus	Herbert herbevirus	Viruses|Bunyavirales|Peribunyaviridae|Herbevirus	species
ICTV:20164798	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164798	ICTV:Herbevirus	Kibale herbevirus	Viruses|Bunyavirales|Peribunyaviridae|Herbevirus	species
ICTV:20164799	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164799	ICTV:Herbevirus	Shuangao insect herbevirus 1	Viruses|Bunyavirales|Peribunyaviridae|Herbevirus	species
ICTV:20164800	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164800	ICTV:Herbevirus	Tai herbevirus	Viruses|Bunyavirales|Peribunyaviridae|Herbevirus	species
ICTV:20162123	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162123	ICTV:Orthobunyavirus	Acara orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162124	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162124	ICTV:Orthobunyavirus	Akabane orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162125	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162125	ICTV:Orthobunyavirus	Alajuela orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162126	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162126	ICTV:Orthobunyavirus	Anopheles A orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162127	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162127	ICTV:Orthobunyavirus	Anopheles B orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162128	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162128	ICTV:Orthobunyavirus	Bakau orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162129	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162129	ICTV:Orthobunyavirus	Batama orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162130	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162130	ICTV:Orthobunyavirus	Benevides orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162131	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162131	ICTV:Orthobunyavirus	Bertioga orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162132	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162132	ICTV:Orthobunyavirus	Bimiti orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162133	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162133	ICTV:Orthobunyavirus	Botambi orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162134	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162134	ICTV:Orthobunyavirus	Bunyamwera orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162135	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162135	ICTV:Orthobunyavirus	Bushbush orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162136	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162136	ICTV:Orthobunyavirus	Bwamba orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162137	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162137	ICTV:Orthobunyavirus	California encephalitis orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162138	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162138	ICTV:Orthobunyavirus	Capim orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162139	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162139	ICTV:Orthobunyavirus	Caraparu orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162140	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162140	ICTV:Orthobunyavirus	Catu orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162141	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162141	ICTV:Orthobunyavirus	Estero Real orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162142	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162142	ICTV:Orthobunyavirus	Gamboa orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162143	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162143	ICTV:Orthobunyavirus	Guajara orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162144	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162144	ICTV:Orthobunyavirus	Guama orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162145	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162145	ICTV:Orthobunyavirus	Guaroa orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162146	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162146	ICTV:Orthobunyavirus	Kaeng Khoi orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162147	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162147	ICTV:Orthobunyavirus	Kairi orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162148	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162148	ICTV:Orthobunyavirus	Koongol orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162149	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162149	ICTV:Orthobunyavirus	Madrid orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162150	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162150	ICTV:Orthobunyavirus	Main Drain orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162151	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162151	ICTV:Orthobunyavirus	Manzanilla orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162152	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162152	ICTV:Orthobunyavirus	Marituba orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162153	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162153	ICTV:Orthobunyavirus	Minatitlan orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162154	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162154	ICTV:Orthobunyavirus	MPoko orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162155	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162155	ICTV:Orthobunyavirus	Nyando orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162156	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162156	ICTV:Orthobunyavirus	Olifantsvlei orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162157	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162157	ICTV:Orthobunyavirus	Oriboca orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162158	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162158	ICTV:Orthobunyavirus	Oropouche orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162159	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162159	ICTV:Orthobunyavirus	Patois orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162160	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162160	ICTV:Orthobunyavirus	Sathuperi orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162161	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162161	ICTV:Orthobunyavirus	Shamonda orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162162	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162162	ICTV:Orthobunyavirus	Shuni orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162163	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162163	ICTV:Orthobunyavirus	Simbu orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162164	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162164	ICTV:Orthobunyavirus	Tacaiuma orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162165	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162165	ICTV:Orthobunyavirus	Tete orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162166	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162166	ICTV:Orthobunyavirus	Thimiri orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162167	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162167	ICTV:Orthobunyavirus	Timboteua orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162168	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162168	ICTV:Orthobunyavirus	Turlock orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162169	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162169	ICTV:Orthobunyavirus	Wyeomyia orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20162170	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20162170	ICTV:Orthobunyavirus	Zegla orthobunyavirus	Viruses|Bunyavirales|Peribunyaviridae|Orthobunyavirus	species
ICTV:20164807	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164807	ICTV:Orthophasmavirus	Kigluaik phantom orthophasmavirus	Viruses|Bunyavirales|Phasmaviridae|Orthophasmavirus	species
ICTV:20164808	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164808	ICTV:Orthophasmavirus	Nome phantom orthophasmavirus	Viruses|Bunyavirales|Phasmaviridae|Orthophasmavirus	species
ICTV:20164809	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164809	ICTV:Orthophasmavirus	Shuangao insect orthophasmavirus 2	Viruses|Bunyavirales|Phasmaviridae|Orthophasmavirus	species
ICTV:20164810	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164810	ICTV:Orthophasmavirus	Wuchang cockroach orthophasmavirus 1	Viruses|Bunyavirales|Phasmaviridae|Orthophasmavirus	species
ICTV:20164811	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164811	ICTV:Orthophasmavirus	Wuhan mosquito orthophasmavirus 1	Viruses|Bunyavirales|Phasmaviridae|Orthophasmavirus	species
ICTV:20164812	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164812	ICTV:Orthophasmavirus	Wuhan mosquito orthophasmavirus 2	Viruses|Bunyavirales|Phasmaviridae|Orthophasmavirus	species
ICTV:20164813	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164813	ICTV:Goukovirus	Cumuto goukovirus	Viruses|Bunyavirales|Phenuiviridae|Goukovirus	species
ICTV:20164814	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164814	ICTV:Goukovirus	Gouleako goukovirus	Viruses|Bunyavirales|Phenuiviridae|Goukovirus	species
ICTV:20164815	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164815	ICTV:Goukovirus	Yichang insect goukovirus	Viruses|Bunyavirales|Phenuiviridae|Goukovirus	species
ICTV:20164816	https://talk.ictvonline.org/taxonomy/p/taxonomy-history?taxnode_id=20164816	ICTV:Phasivirus	Badu phasivirus	Viruses|Bunyavirales|Phenuiviridae|Phasivirus	species
