id	description	type
1191706	Terrestrial.	habitat
1191707	Terrestrial.	habitat
1191708	Terrestrial.	habitat
1191709	Terrestrial.	habitat
1191710	Terrestrial.	habitat
1191712	Terrestrial.	habitat
1191713	Terrestrial.	habitat
1191714	Terrestrial.	habitat
1191715	Terrestrial.	habitat
1191716	Terrestrial.	habitat
1191717	Terrestrial.	habitat
1191718	Terrestrial.	habitat
1191719	Terrestrial.	habitat
1191720	Terrestrial.	habitat
1191721	Terrestrial.	habitat
1191722	Terrestrial.	habitat
1191723	Terrestrial.	habitat
1191724	Terrestrial.	habitat
1191725	Terrestrial.	habitat
1191727	Terrestrial.	habitat
1191728	Terrestrial.	habitat
1191729	Terrestrial.	habitat
1191730	Terrestrial.	habitat
1191731	Terrestrial.	habitat
1191732	Terrestrial.	habitat
1191733	Terrestrial.	habitat
1191734	Terrestrial.	habitat
1191735	Terrestrial.	habitat
1191736	Terrestrial.	habitat
1191737	Terrestrial.	habitat
1191738	Terrestrial.	habitat
1191739	Terrestrial.	habitat
1191740	Terrestrial.	habitat
1191741	Terrestrial.	habitat
1191742	Terrestrial.	habitat
1191743	Terrestrial.	habitat
1191744	Terrestrial.	habitat
1191745	Terrestrial.	habitat
1191746	Terrestrial.	habitat
1191747	Terrestrial.	habitat
1191748	Terrestrial.	habitat
1191749	Terrestrial.	habitat
1191750	Terrestrial.	habitat
1191751	Terrestrial.	habitat
1191752	Terrestrial.	habitat
1191753	Terrestrial.	habitat
1191754	Terrestrial.	habitat
1191755	Terrestrial.	habitat
1191756	Terrestrial.	habitat
1191757	Terrestrial.	habitat
1191758	Terrestrial.	habitat
1191759	Terrestrial.	habitat
1191760	Terrestrial.	habitat
1191761	Terrestrial.	habitat
1191762	Terrestrial.	habitat
1191763	Terrestrial.	habitat
1191764	Terrestrial.	habitat
1191765	Terrestrial.	habitat
1191766	Terrestrial.	habitat
1191767	Terrestrial.	habitat
1191768	Terrestrial.	habitat
1191769	Terrestrial.	habitat
1191770	Terrestrial.	habitat
1191771	Terrestrial.	habitat
1191772	Terrestrial.	habitat
1191773	Terrestrial.	habitat
1191774	Terrestrial.	habitat
1191775	Terrestrial.	habitat
1191776	Terrestrial.	habitat
1191777	Terrestrial.	habitat
1191778	Terrestrial.	habitat
1191779	Terrestrial.	habitat
1191780	Terrestrial.	habitat
1191781	Terrestrial.	habitat
1191782	Terrestrial.	habitat
1191783	Terrestrial.	habitat
1191784	Terrestrial.	habitat
1191785	Terrestrial.	habitat
1191786	Terrestrial.	habitat
1191787	Terrestrial.	habitat
1191788	Terrestrial.	habitat
1191789	Terrestrial.	habitat
1191790	Terrestrial.	habitat
1191791	Terrestrial.	habitat
1191792	Terrestrial.	habitat
1191793	Terrestrial.	habitat
1191794	Terrestrial.	habitat
1191795	Terrestrial.	habitat
1191796	Terrestrial.	habitat
1191797	Terrestrial.	habitat
1191798	Terrestrial.	habitat
1191799	Terrestrial.	habitat
1191800	Terrestrial.	habitat
1191801	Terrestrial.	habitat
1191802	Terrestrial.	habitat
1191803	Terrestrial.	habitat
1191804	Terrestrial.	habitat
1191805	Terrestrial.	habitat
1191806	Terrestrial.	habitat
1191807	Terrestrial.	habitat
1191808	Terrestrial.	habitat
1191809	Terrestrial.	habitat
1191810	Terrestrial.	habitat
1191811	Terrestrial.	habitat
1191812	Terrestrial.	habitat
1191813	Terrestrial.	habitat
1191814	Terrestrial.	habitat
1191815	Terrestrial.	habitat
1191816	Terrestrial.	habitat
1191817	Terrestrial.	habitat
1191818	Terrestrial.	habitat
1191819	Terrestrial.	habitat
1191820	Terrestrial.	habitat
1191821	Terrestrial.	habitat
1191822	Terrestrial.	habitat
1191823	Terrestrial.	habitat
1191824	Terrestrial.	habitat
1191825	Terrestrial.	habitat
1191826	Terrestrial.	habitat
1191827	Terrestrial.	habitat
1191828	Terrestrial.	habitat
1191829	Terrestrial.	habitat
1191830	Terrestrial.	habitat
1191831	Terrestrial.	habitat
1191832	Terrestrial.	habitat
1191833	Terrestrial.	habitat
1191834	Terrestrial.	habitat
1191835	Terrestrial.	habitat
1191836	Terrestrial.	habitat
1191837	Terrestrial.	habitat
1191838	Terrestrial.	habitat
1191839	Terrestrial.	habitat
1191840	Terrestrial.	habitat
1191841	Terrestrial.	habitat
1191842	Terrestrial.	habitat
1191843	Terrestrial.	habitat
1191844	Terrestrial.	habitat
1191845	Terrestrial.	habitat
1191846	Terrestrial.	habitat
1191847	Terrestrial.	habitat
1191848	Terrestrial.	habitat
1191849	Terrestrial.	habitat
1191850	Terrestrial.	habitat
1191851	Terrestrial.	habitat
1191852	Terrestrial.	habitat
1191853	Terrestrial.	habitat
1191854	Terrestrial.	habitat
1191855	Terrestrial.	habitat
1191856	Terrestrial.	habitat
1191857	Terrestrial.	habitat
1191858	Terrestrial.	habitat
1191859	Terrestrial.	habitat
1191860	Terrestrial.	habitat
1191861	Terrestrial.	habitat
1191862	Terrestrial.	habitat
1191863	Terrestrial.	habitat
1191864	Terrestrial.	habitat
1191865	Terrestrial.	habitat
1191866	Terrestrial.	habitat
1191867	Terrestrial.	habitat
1191868	Terrestrial.	habitat
1191869	Terrestrial.	habitat
1191870	Terrestrial.	habitat
1191871	Terrestrial.	habitat
1191872	Terrestrial.	habitat
1191873	Terrestrial.	habitat
1191874	Terrestrial.	habitat
1191875	Terrestrial.	habitat
1191876	Terrestrial.	habitat
1191877	Terrestrial.	habitat
1191878	Terrestrial.	habitat
1191879	Terrestrial.	habitat
1191880	Terrestrial.	habitat
1191881	Terrestrial.	habitat
1191882	Terrestrial.	habitat
1191883	Terrestrial.	habitat
1191884	Terrestrial.	habitat
1191885	Terrestrial.	habitat
1191886	Terrestrial.	habitat
1191887	Terrestrial.	habitat
1191888	Terrestrial.	habitat
1191889	Terrestrial.	habitat
1191890	Terrestrial.	habitat
1191891	Terrestrial.	habitat
1191892	Terrestrial.	habitat
1191893	Terrestrial.	habitat
1191894	Terrestrial.	habitat
1191895	Terrestrial.	habitat
1191896	Terrestrial.	habitat
1191897	Terrestrial.	habitat
1191898	Terrestrial.	habitat
1191899	Terrestrial.	habitat
1191900	Terrestrial.	habitat
1191901	Terrestrial.	habitat
1191902	Terrestrial.	habitat
1191903	Terrestrial.	habitat
1191904	Terrestrial.	habitat
1191905	Terrestrial.	habitat
1191906	Terrestrial.	habitat
1191907	Terrestrial.	habitat
1191908	Terrestrial.	habitat
1191909	Terrestrial.	habitat
1191910	Terrestrial.	habitat
1191911	Terrestrial.	habitat
1191912	Terrestrial.	habitat
1191913	Terrestrial.	habitat
1191914	Terrestrial.	habitat
1191915	Terrestrial.	habitat
1191916	Terrestrial.	habitat
1191917	Terrestrial.	habitat
1191918	Terrestrial.	habitat
1191919	Terrestrial.	habitat
1191920	Terrestrial.	habitat
1191921	Terrestrial.	habitat
1191922	Terrestrial.	habitat
1191923	Terrestrial.	habitat
1191924	Terrestrial.	habitat
1191925	Terrestrial.	habitat
1191926	Terrestrial.	habitat
1191927	Terrestrial.	habitat
1191928	Terrestrial.	habitat
1191929	Terrestrial.	habitat
1191930	Terrestrial.	habitat
1191931	Terrestrial.	habitat
1191932	Terrestrial.	habitat
1191933	Terrestrial.	habitat
1191934	Terrestrial.	habitat
1191935	Terrestrial.	habitat
1191936	Terrestrial.	habitat
1191937	Terrestrial.	habitat
1191938	Terrestrial.	habitat
1191939	Terrestrial.	habitat
1191940	Terrestrial.	habitat
1191941	Terrestrial.	habitat
1191942	Terrestrial.	habitat
1191943	Terrestrial.	habitat
1191944	Terrestrial.	habitat
1191945	Terrestrial.	habitat
1191946	Terrestrial.	habitat
1191947	Terrestrial.	habitat
1191948	Terrestrial.	habitat
1191949	Terrestrial.	habitat
1191950	Terrestrial.	habitat
1191951	Terrestrial.	habitat
1191952	Terrestrial.	habitat
1191953	Terrestrial.	habitat
1191954	Terrestrial.	habitat
1191955	Terrestrial.	habitat
1191956	Terrestrial.	habitat
1191957	Terrestrial.	habitat
1191958	Terrestrial.	habitat
1191959	Terrestrial.	habitat
1191960	Terrestrial.	habitat
1191961	Terrestrial.	habitat
1191962	Terrestrial.	habitat
1191963	Terrestrial.	habitat
1191964	Terrestrial.	habitat
1191965	Terrestrial.	habitat
1191966	Terrestrial.	habitat
1191967	Terrestrial.	habitat
1191968	Terrestrial.	habitat
1191969	Terrestrial.	habitat
1191970	Terrestrial.	habitat
1191971	Terrestrial.	habitat
1191972	Terrestrial.	habitat
1191973	Terrestrial.	habitat
1191974	Terrestrial.	habitat
1191975	Terrestrial.	habitat
1191976	Terrestrial.	habitat
1191977	Terrestrial.	habitat
1191978	Terrestrial.	habitat
1191979	Terrestrial.	habitat
1191980	Terrestrial.	habitat
1191981	Terrestrial.	habitat
1191982	Terrestrial.	habitat
1191983	Terrestrial.	habitat
1191984	Terrestrial.	habitat
1191985	Terrestrial.	habitat
1191986	Terrestrial.	habitat
1191987	Terrestrial.	habitat
1191988	Terrestrial.	habitat
1191989	Terrestrial.	habitat
1191990	Terrestrial.	habitat
1191991	Terrestrial.	habitat
1191992	Terrestrial.	habitat
1191993	Terrestrial.	habitat
1191994	Terrestrial.	habitat
1191995	Terrestrial.	habitat
1191996	Terrestrial.	habitat
1191997	Terrestrial.	habitat
1191998	Terrestrial.	habitat
1191999	Terrestrial.	habitat
1192000	Terrestrial.	habitat
1192001	Terrestrial.	habitat
1192002	Terrestrial.	habitat
1192003	Terrestrial.	habitat
1192004	Terrestrial.	habitat
1192005	Terrestrial.	habitat
1192006	Terrestrial.	habitat
1192008	Terrestrial.	habitat
1192009	Terrestrial.	habitat
1192010	Terrestrial.	habitat
1192011	Terrestrial.	habitat
1192012	Terrestrial.	habitat
1192013	Terrestrial.	habitat
1192014	Terrestrial.	habitat
1192015	Terrestrial.	habitat
1192016	Terrestrial.	habitat
1192017	Terrestrial.	habitat
1192018	Terrestrial.	habitat
1192019	Terrestrial.	habitat
1192020	Terrestrial.	habitat
1192021	Terrestrial.	habitat
1192022	Terrestrial.	habitat
1192023	Terrestrial.	habitat
1192024	Terrestrial.	habitat
1192025	Terrestrial.	habitat
1192026	Terrestrial.	habitat
1192027	Terrestrial.	habitat
1192028	Terrestrial.	habitat
1192029	Terrestrial.	habitat
1192030	Terrestrial.	habitat
1192031	Terrestrial.	habitat
1192032	Terrestrial.	habitat
1192035	Terrestrial.	habitat
1192036	Terrestrial.	habitat
1192037	Terrestrial.	habitat
1192038	Terrestrial.	habitat
1192039	Terrestrial.	habitat
1192040	Terrestrial.	habitat
1192041	Terrestrial.	habitat
1192042	Terrestrial.	habitat
1192043	Terrestrial.	habitat
1192044	Terrestrial.	habitat
1192045	Terrestrial.	habitat
1192046	Terrestrial.	habitat
1192047	Terrestrial.	habitat
1192048	Terrestrial.	habitat
1192049	Terrestrial.	habitat
1192050	Terrestrial.	habitat
1192051	Terrestrial.	habitat
1192052	Terrestrial.	habitat
1192053	Terrestrial.	habitat
1192054	Terrestrial.	habitat
1192055	Terrestrial.	habitat
1192056	Terrestrial.	habitat
1192057	Terrestrial.	habitat
1192058	Terrestrial.	habitat
1192059	Terrestrial.	habitat
1192060	Terrestrial.	habitat
1192061	Terrestrial.	habitat
1192062	Terrestrial.	habitat
1192063	Terrestrial.	habitat
1192064	Terrestrial.	habitat
1192065	Terrestrial.	habitat
1192066	Terrestrial.	habitat
1192067	Terrestrial.	habitat
1192068	Terrestrial.	habitat
1192069	Terrestrial.	habitat
1192070	Terrestrial.	habitat
1192071	Terrestrial.	habitat
1192072	Terrestrial.	habitat
1192073	Terrestrial.	habitat
1192074	Terrestrial.	habitat
1192075	Terrestrial.	habitat
1192076	Terrestrial.	habitat
1192077	Terrestrial.	habitat
1192078	Terrestrial.	habitat
1192079	Terrestrial.	habitat
1192080	Terrestrial.	habitat
1192081	Terrestrial.	habitat
1192082	Terrestrial.	habitat
1192083	Terrestrial.	habitat
1192084	Terrestrial.	habitat
1192085	Terrestrial.	habitat
1192086	Terrestrial.	habitat
1192087	Terrestrial.	habitat
1192088	Terrestrial.	habitat
1192089	Terrestrial.	habitat
1192090	Terrestrial.	habitat
1192091	Terrestrial.	habitat
1192092	Terrestrial.	habitat
1192093	Terrestrial.	habitat
1192094	Terrestrial.	habitat
1192095	Terrestrial.	habitat
1192096	Terrestrial.	habitat
1192097	Terrestrial.	habitat
1192098	Terrestrial.	habitat
1192099	Terrestrial.	habitat
1192100	Terrestrial.	habitat
1192101	Terrestrial.	habitat
1192102	Terrestrial.	habitat
1192103	Terrestrial.	habitat
1192104	Terrestrial.	habitat
1192105	Terrestrial.	habitat
1192106	Terrestrial.	habitat
1192107	Terrestrial.	habitat
1192108	Terrestrial.	habitat
1192109	Terrestrial.	habitat
1192110	Terrestrial.	habitat
1192111	Terrestrial.	habitat
1192112	Terrestrial.	habitat
1192113	Terrestrial.	habitat
1192114	Terrestrial.	habitat
1192115	Terrestrial.	habitat
1192116	Terrestrial.	habitat
1192117	Terrestrial.	habitat
1192118	Terrestrial.	habitat
1192119	Terrestrial.	habitat
1192120	Terrestrial.	habitat
1192121	Terrestrial.	habitat
1192122	Terrestrial.	habitat
1192123	Terrestrial.	habitat
1192124	Terrestrial.	habitat
1192125	Terrestrial.	habitat
1192126	Terrestrial.	habitat
1192127	Terrestrial.	habitat
1192128	Terrestrial.	habitat
1192129	Terrestrial.	habitat
1192130	Terrestrial.	habitat
1192131	Terrestrial.	habitat
1192132	Terrestrial.	habitat
1192133	Terrestrial.	habitat
1192134	Terrestrial.	habitat
1192135	Terrestrial.	habitat
1192136	Terrestrial.	habitat
1192137	Terrestrial.	habitat
1192138	Terrestrial.	habitat
1192139	Terrestrial.	habitat
1192140	Terrestrial.	habitat
1192141	Terrestrial.	habitat
1192142	Terrestrial.	habitat
1192143	Terrestrial.	habitat
1192144	Terrestrial.	habitat
1192145	Terrestrial.	habitat
1192146	Terrestrial.	habitat
1192147	Terrestrial.	habitat
1192148	Terrestrial.	habitat
1192149	Terrestrial.	habitat
1192150	Terrestrial.	habitat
1192151	Terrestrial.	habitat
1192152	Terrestrial.	habitat
1192153	Terrestrial.	habitat
1192154	Terrestrial.	habitat
1192155	Terrestrial.	habitat
1192156	Terrestrial.	habitat
1192157	Terrestrial.	habitat
1192158	Terrestrial.	habitat
1192159	Terrestrial.	habitat
1192160	Terrestrial.	habitat
1192161	Terrestrial.	habitat
1192162	Terrestrial.	habitat
1192163	Terrestrial.	habitat
1192164	Terrestrial.	habitat
1192165	Terrestrial.	habitat
1192166	Terrestrial.	habitat
1192167	Terrestrial.	habitat
1192168	Terrestrial.	habitat
1192169	Terrestrial.	habitat
1192170	Terrestrial.	habitat
1192171	Terrestrial.	habitat
1192172	Terrestrial.	habitat
1192173	Terrestrial.	habitat
1192174	Terrestrial.	habitat
1192175	Terrestrial.	habitat
1192176	Terrestrial.	habitat
1192177	Terrestrial.	habitat
1192178	Terrestrial.	habitat
1192179	Terrestrial.	habitat
1192180	Terrestrial.	habitat
1192181	Terrestrial.	habitat
1192182	Terrestrial.	habitat
1192183	Terrestrial.	habitat
1192184	Terrestrial.	habitat
1192185	Terrestrial.	habitat
1192186	Terrestrial.	habitat
1192187	Terrestrial.	habitat
1192188	Terrestrial.	habitat
1192189	Terrestrial.	habitat
1192190	Terrestrial.	habitat
1192191	Terrestrial.	habitat
1192192	Terrestrial.	habitat
1192193	Terrestrial.	habitat
1192194	Terrestrial.	habitat
1192195	Terrestrial.	habitat
1192196	Terrestrial.	habitat
1192197	Terrestrial.	habitat
1192198	Terrestrial.	habitat
1192199	Terrestrial.	habitat
1192200	Terrestrial.	habitat
1192201	Terrestrial.	habitat
1192202	Terrestrial.	habitat
1192203	Terrestrial.	habitat
1192204	Terrestrial.	habitat
1192205	Terrestrial.	habitat
1192206	Terrestrial.	habitat
1192207	Terrestrial.	habitat
1192208	Terrestrial.	habitat
1192209	Terrestrial.	habitat
1192210	Terrestrial.	habitat
1192211	Terrestrial.	habitat
1192212	Terrestrial.	habitat
1192213	Terrestrial.	habitat
1192214	Terrestrial.	habitat
1192215	Terrestrial.	habitat
1192216	Terrestrial.	habitat
1192217	Terrestrial.	habitat
1192218	Terrestrial.	habitat
1192219	Terrestrial.	habitat
1192220	Terrestrial.	habitat
1192221	Terrestrial.	habitat
1192223	Terrestrial.	habitat
1192224	Terrestrial.	habitat
1192225	Terrestrial.	habitat
1192226	Terrestrial.	habitat
1192227	Terrestrial.	habitat
1192228	Terrestrial.	habitat
1192229	Terrestrial.	habitat
1192230	Terrestrial.	habitat
1192231	Terrestrial.	habitat
1192232	Terrestrial.	habitat
1192233	Terrestrial.	habitat
1192234	Terrestrial.	habitat
1192235	Terrestrial.	habitat
1192236	Terrestrial.	habitat
1192237	Terrestrial.	habitat
1192238	Terrestrial.	habitat
1192239	Terrestrial.	habitat
1192240	Terrestrial.	habitat
1192241	Terrestrial.	habitat
1192242	Terrestrial.	habitat
1192243	Terrestrial.	habitat
1192244	Terrestrial.	habitat
1192245	Terrestrial.	habitat
1192246	Terrestrial.	habitat
1192247	Terrestrial.	habitat
1192248	Terrestrial.	habitat
1192249	Terrestrial.	habitat
1192250	Terrestrial.	habitat
1192251	Terrestrial.	habitat
1192252	Terrestrial.	habitat
1192253	Terrestrial.	habitat
1192254	Terrestrial.	habitat
1192255	Terrestrial.	habitat
1192256	Terrestrial.	habitat
1192257	Terrestrial.	habitat
1192258	Terrestrial.	habitat
1192259	Terrestrial.	habitat
1192260	Terrestrial.	habitat
1192261	Terrestrial.	habitat
1192262	Terrestrial.	habitat
1192263	Terrestrial.	habitat
1192264	Terrestrial.	habitat
1192265	Terrestrial.	habitat
1192266	Terrestrial.	habitat
1192267	Terrestrial.	habitat
1192268	Terrestrial.	habitat
1192269	Terrestrial.	habitat
1192270	Terrestrial.	habitat
1192271	Terrestrial.	habitat
1192272	Terrestrial.	habitat
1192273	Terrestrial.	habitat
1192274	Terrestrial.	habitat
1192275	Terrestrial.	habitat
1192276	Terrestrial.	habitat
1192277	Terrestrial.	habitat
1192278	Terrestrial.	habitat
1192279	Terrestrial.	habitat
1192280	Terrestrial.	habitat
1192281	Terrestrial.	habitat
1192282	Terrestrial.	habitat
1192283	Terrestrial.	habitat
1192284	Terrestrial.	habitat
1192285	Terrestrial.	habitat
1192286	Terrestrial.	habitat
1192287	Terrestrial.	habitat
1192288	Terrestrial.	habitat
1192289	Terrestrial.	habitat
1192290	Terrestrial.	habitat
1192291	Terrestrial.	habitat
1192292	Terrestrial.	habitat
1192293	Terrestrial.	habitat
1192294	Terrestrial.	habitat
1192295	Terrestrial.	habitat
1192296	Terrestrial.	habitat
1192297	Terrestrial.	habitat
1192298	Terrestrial.	habitat
1192299	Terrestrial.	habitat
1192300	Terrestrial.	habitat
1192301	Terrestrial.	habitat
1192302	Terrestrial.	habitat
1192303	Terrestrial.	habitat
1192304	Terrestrial.	habitat
1192305	Terrestrial.	habitat
1192306	Terrestrial.	habitat
1192307	Terrestrial.	habitat
1192308	Terrestrial.	habitat
1192309	Terrestrial.	habitat
1192310	Terrestrial.	habitat
1192311	Terrestrial.	habitat
1192312	Terrestrial.	habitat
1192313	Terrestrial.	habitat
1192314	Terrestrial.	habitat
1192315	Terrestrial.	habitat
1192316	Terrestrial.	habitat
1192317	Terrestrial.	habitat
1192318	Terrestrial.	habitat
1192319	Terrestrial.	habitat
1192321	Terrestrial.	habitat
1192322	Terrestrial.	habitat
1192323	Terrestrial.	habitat
1192324	Terrestrial.	habitat
1192325	Terrestrial.	habitat
1192326	Terrestrial.	habitat
1192327	Terrestrial.	habitat
1192328	Terrestrial.	habitat
1192329	Terrestrial.	habitat
1192330	Terrestrial.	habitat
1192331	Terrestrial.	habitat
1192332	Terrestrial.	habitat
1192333	Terrestrial.	habitat
1192334	Terrestrial.	habitat
1192335	Terrestrial.	habitat
1192336	Terrestrial.	habitat
1192337	Terrestrial.	habitat
1192338	Terrestrial.	habitat
1192339	Terrestrial.	habitat
1192340	Terrestrial.	habitat
1192341	Terrestrial.	habitat
1192342	Terrestrial.	habitat
1192343	Terrestrial.	habitat
1192344	Terrestrial.	habitat
1192345	Terrestrial.	habitat
1192346	Terrestrial.	habitat
1192347	Terrestrial.	habitat
1192348	Terrestrial.	habitat
1192349	Terrestrial.	habitat
1192350	Terrestrial.	habitat
1192351	Terrestrial.	habitat
1192352	Terrestrial.	habitat
1192353	Terrestrial.	habitat
1192354	Terrestrial.	habitat
1192355	Terrestrial.	habitat
1192356	Terrestrial.	habitat
1192357	Terrestrial.	habitat
1192358	Terrestrial.	habitat
1192359	Terrestrial.	habitat
1192360	Terrestrial.	habitat
1192361	Terrestrial.	habitat
1192362	Terrestrial.	habitat
1192363	Terrestrial.	habitat
1192364	Terrestrial.	habitat
1192365	Terrestrial.	habitat
1192366	Terrestrial.	habitat
1192367	Terrestrial.	habitat
1192368	Terrestrial.	habitat
1192369	Terrestrial.	habitat
1192370	Terrestrial.	habitat
1192371	Terrestrial.	habitat
1192372	Terrestrial.	habitat
1192373	Terrestrial.	habitat
1192374	Terrestrial.	habitat
1192375	Terrestrial.	habitat
1192376	Terrestrial.	habitat
1192377	Terrestrial.	habitat
1192378	Terrestrial.	habitat
1192379	Terrestrial.	habitat
1192380	Terrestrial.	habitat
1192381	Terrestrial.	habitat
1192382	Terrestrial.	habitat
1192383	Terrestrial.	habitat
1192384	Terrestrial.	habitat
1192385	Terrestrial.	habitat
1192386	Terrestrial.	habitat
1192387	Terrestrial.	habitat
1192388	Terrestrial.	habitat
1192389	Terrestrial.	habitat
1192390	Terrestrial.	habitat
1192391	Terrestrial.	habitat
1192392	Terrestrial.	habitat
1192393	Terrestrial.	habitat
1192394	Terrestrial.	habitat
1192395	Terrestrial.	habitat
1192396	Terrestrial.	habitat
1192397	Terrestrial.	habitat
1192398	Terrestrial.	habitat
1192399	Terrestrial.	habitat
1192400	Terrestrial.	habitat
1192401	Terrestrial.	habitat
1192402	Terrestrial.	habitat
1192403	Terrestrial.	habitat
1192404	Terrestrial.	habitat
1192405	Terrestrial.	habitat
1192406	Terrestrial.	habitat
1192407	Terrestrial.	habitat
1192408	Terrestrial.	habitat
1192409	Terrestrial.	habitat
1192410	Terrestrial.	habitat
1192411	Terrestrial.	habitat
1192412	Terrestrial.	habitat
1192413	Terrestrial.	habitat
1192414	Terrestrial.	habitat
1192415	Terrestrial.	habitat
1192416	Terrestrial.	habitat
1192417	Terrestrial.	habitat
1192418	Terrestrial.	habitat
1192419	Terrestrial.	habitat
1192420	Terrestrial.	habitat
1192421	Terrestrial.	habitat
1192422	Terrestrial.	habitat
1192423	Terrestrial.	habitat
1192424	Terrestrial.	habitat
1192425	Terrestrial.	habitat
1192426	Terrestrial.	habitat
1192427	Terrestrial.	habitat
1192428	Terrestrial.	habitat
1192429	Terrestrial.	habitat
1192430	Terrestrial.	habitat
1192431	Terrestrial.	habitat
1192432	Terrestrial.	habitat
1192433	Terrestrial.	habitat
1192434	Terrestrial.	habitat
1192435	Terrestrial.	habitat
1192436	Terrestrial.	habitat
1192437	Terrestrial.	habitat
1192438	Terrestrial.	habitat
1192439	Terrestrial.	habitat
1192440	Terrestrial.	habitat
1192441	Terrestrial.	habitat
1192442	Terrestrial.	habitat
1192443	Terrestrial.	habitat
1192444	Terrestrial.	habitat
1192445	Terrestrial.	habitat
1192446	Terrestrial.	habitat
1192447	Terrestrial.	habitat
1192448	Terrestrial.	habitat
1192449	Terrestrial.	habitat
1192450	Terrestrial.	habitat
1192451	Terrestrial.	habitat
1192452	Terrestrial.	habitat
1192453	Terrestrial.	habitat
1192454	Terrestrial.	habitat
1192455	Terrestrial.	habitat
1192456	Terrestrial.	habitat
1192457	Terrestrial.	habitat
1192458	Terrestrial.	habitat
1192459	Terrestrial.	habitat
1192460	Terrestrial.	habitat
1192461	Terrestrial.	habitat
1192462	Terrestrial.	habitat
1192463	Terrestrial.	habitat
1192464	Terrestrial.	habitat
1192465	Terrestrial.	habitat
1192466	Terrestrial.	habitat
1192467	Terrestrial.	habitat
1192468	Terrestrial.	habitat
1192469	Terrestrial.	habitat
1192470	Terrestrial.	habitat
1192471	Terrestrial.	habitat
1192472	Terrestrial.	habitat
1192473	Terrestrial.	habitat
1192474	Terrestrial.	habitat
1192475	Terrestrial.	habitat
1192476	Terrestrial.	habitat
1192477	Terrestrial.	habitat
1192478	Terrestrial.	habitat
1192479	Terrestrial.	habitat
1192480	Terrestrial.	habitat
1192481	Terrestrial.	habitat
1192482	Terrestrial.	habitat
1192483	Terrestrial.	habitat
1192484	Terrestrial.	habitat
1192485	Terrestrial.	habitat
1192486	Terrestrial.	habitat
1192487	Terrestrial.	habitat
1192488	Terrestrial.	habitat
1192489	Terrestrial.	habitat
1192490	Terrestrial.	habitat
1192491	Terrestrial.	habitat
1192492	Terrestrial.	habitat
1192493	Terrestrial.	habitat
1192494	Terrestrial.	habitat
1192495	Terrestrial.	habitat
1192496	Terrestrial.	habitat
1192497	Terrestrial.	habitat
1192498	Terrestrial.	habitat
1192499	Terrestrial.	habitat
1192500	Terrestrial.	habitat
1192501	Terrestrial.	habitat
1192502	Terrestrial.	habitat
1192503	Terrestrial.	habitat
1192504	Terrestrial.	habitat
1192505	Terrestrial.	habitat
1192506	Terrestrial.	habitat
1192507	Terrestrial.	habitat
1192508	Terrestrial.	habitat
1192509	Terrestrial.	habitat
1192510	Terrestrial.	habitat
1192511	Terrestrial.	habitat
1192512	Terrestrial.	habitat
1192513	Terrestrial.	habitat
1192514	Terrestrial.	habitat
1192515	Terrestrial.	habitat
1192516	Terrestrial.	habitat
1192517	Terrestrial.	habitat
1192518	Terrestrial.	habitat
1192519	Terrestrial.	habitat
