uid	|	name	|	type	|	rank	|	
1156277	|	Perlodes simplicior	|	synonym	|		|	
1156265	|	Adelungia	|	synonym	|		|	
1156301	|	Kamimuria schenklingi	|	synonym	|		|	
1156301	|	Tylopyge signata	|	synonym	|		|	
1156311	|	Harrisiola klapaleki	|	synonym	|		|	
1156313	|	Harrisiola abbreviata	|	synonym	|		|	
1156313	|	Harrisiola modesta	|	synonym	|		|	
1156313	|	Harrisiola nigrescens	|	synonym	|		|	
1156313	|	Perla americana	|	synonym	|		|	
1156313	|	Perla hieroglyphica	|	synonym	|		|	
1156313	|	Perla illustris	|	synonym	|		|	
1156313	|	Perla innota	|	synonym	|		|	
1156313	|	Perla marginipes	|	synonym	|		|	
1156313	|	Perla tristis	|	synonym	|		|	
1156323	|	Perla navasa	|	synonym	|		|	
1156323	|	Perla costalis	|	synonym	|		|	
1156323	|	Kamimuria sibirica	|	synonym	|		|	
1156327	|	Acroneuria mongolica	|	synonym	|		|	
1156327	|	Marthamea producta	|	synonym	|		|	
1156334	|	Agnetina acutipennis	|	synonym	|		|	
1156346	|	Kamimuria costulata	|	synonym	|		|	
1156346	|	Phasganophora undata	|	synonym	|		|	
1156308	|	Phasganophora	|	synonym	|		|	
1156308	|	Neophasganophora	|	synonym	|		|	
1156308	|	Harrisiola	|	synonym	|		|	
1156356	|	Agnetina dubia	|	synonym	|		|	
1156359	|	Phasganophora media	|	synonym	|		|	
1156364	|	Perla baetica	|	synonym	|		|	
1156364	|	Dinocras neurodes	|	synonym	|		|	
1156364	|	Dinocras bosnica	|	synonym	|		|	
1156368	|	Dinocras domenechi	|	synonym	|		|	
1156370	|	Dinocras klapaleki	|	synonym	|		|	
1156373	|	Perla latisulcata	|	synonym	|		|	
1156373	|	Perla nigritarsis	|	synonym	|		|	
1156373	|	Perla paui	|	synonym	|		|	
1156373	|	Perla theryana	|	synonym	|		|	
1156373	|	Perla vidali	|	synonym	|		|	
1156380	|	Euryplax ochrostoma	|	synonym	|		|	
1156380	|	Neoperla nangina	|	synonym	|		|	
1156380	|	Etrocorema ahenobarba	|	synonym	|		|	
1156380	|	Neoperla modiglianina	|	synonym	|		|	
1156379	|	Neoeuryplax	|	synonym	|		|	
1156379	|	Euryplax	|	synonym	|		|	
1156390	|	Perla (Perla) terminalis	|	synonym	|		|	
1156390	|	Perla bicolor	|	synonym	|		|	
1156390	|	Perla angustata	|	synonym	|		|	
1156394	|	Perla selysii mosellae	|	synonym	|		|	
1156389	|	Perla (Lerpa)	|	synonym	|		|	
1156401	|	Perla lezeyi	|	synonym	|		|	
1156403	|	Oyamia coreana	|	synonym	|		|	
1156403	|	Oyamia amurica	|	synonym	|		|	
1156406	|	Perla gibba	|	synonym	|		|	
1156415	|	Caucasoperla spinulifera	|	synonym	|		|	
1156417	|	Paragnetina ocellata	|	synonym	|		|	
1156421	|	Perla lurida	|	synonym	|		|	
1156426	|	Paragnetina fattigi	|	synonym	|		|	
1156430	|	Acroneuria salvelini	|	synonym	|		|	
1156432	|	Paragnetina biplagiata	|	synonym	|		|	
1156432	|	Paragnetina lobata	|	synonym	|		|	
1156437	|	Paragnetina burmana	|	synonym	|		|	
1156437	|	Paragnetina rubriceps	|	synonym	|		|	
1156409	|	Banksiella	|	synonym	|		|	
1156409	|	Banksiana	|	synonym	|		|	
1156409	|	Caucasoperla	|	synonym	|		|	
1156409	|	Tylopyge	|	synonym	|		|	
1156456	|	Marthamea luteicauda	|	synonym	|		|	
1156463	|	Kamimuria latior	|	synonym	|		|	
1156469	|	Kamimuria chingtechnensis	|	synonym	|		|	
1156495	|	Perla brevata	|	synonym	|		|	
1156495	|	Perla spinulata	|	synonym	|		|	
1156451	|	Hamimuria	|	synonym	|		|	
1156538	|	Perla maxima carlukiana	|	synonym	|		|	
1156543	|	Perla abdominalis	|	synonym	|		|	
1156545	|	Perla alpicola	|	synonym	|		|	
1156549	|	Phryganea maxima	|	synonym	|		|	
1156549	|	Perla barcinonensis	|	synonym	|		|	
1156549	|	Perla guitarti	|	synonym	|		|	
1156549	|	Perla hagenii	|	synonym	|		|	
1156549	|	Perla kheili	|	synonym	|		|	
1156549	|	Perla luteipes	|	synonym	|		|	
1156549	|	Perla malaccensis	|	synonym	|		|	
1156549	|	Esera fraterna	|	synonym	|		|	
1156558	|	Perla bureschi	|	synonym	|		|	
