uid	|	name	|	type	|	rank	|	
1152749	|	Perlaria	|	synonym	|		|	
1152749	|	Perlina	|	synonym	|		|	
1152749	|	Neuroptera	|	synonym	|		|	
1152749	|	Perlides	|	synonym	|		|	
1152749	|	Perlarides	|	synonym	|		|	
1152749	|	Perlidae	|	synonym	|		|	
1152749	|	Perlida	|	synonym	|		|	
1152749	|	Perlites	|	synonym	|		|	
1152771	|	Perlopsididae	|	synonym	|		|	
1152749	|	Perlariae	|	synonym	|		|	
1152789	|	Tasmanoperla ruficosta	|	synonym	|		|	
1152800	|	Heteroperla	|	synonym	|		|	
1152806	|	Klapopteryx costalis	|	synonym	|		|	
1152811	|	Pseudopentura	|	synonym	|		|	
1152813	|	Tasmanoperla diversipes	|	synonym	|		|	
1152813	|	Tasmanoperla tillyardi	|	synonym	|		|	
1152813	|	Eusthenia diversipes	|	synonym	|		|	
1152785	|	Penturoperlidae	|	synonym	|		|	
1152819	|	Leptoperlidae	|	synonym	|		|	
1152843	|	Dinotoperla elegans	|	synonym	|		|	
1152856	|	Dinotoperla arenaria	|	synonym	|		|	
1152863	|	Dinotoperla nigricoxa	|	synonym	|		|	
1152873	|	Dinotoperla fusca	|	synonym	|		|	
1152921	|	Holocoperla	|	synonym	|		|	
1152942	|	Gripoptera	|	synonym	|		|	
1152948	|	Gripopteryx zurbitui	|	synonym	|		|	
1152959	|	Klapopteryx zikanina	|	synonym	|		|	
1152966	|	Aldia	|	synonym	|		|	
1152977	|	Trinotoperla groomi	|	synonym	|		|	
1152980	|	Trinotoperla agricola	|	synonym	|		|	
1152994	|	Gripopteryx enderleini	|	synonym	|		|	
1152997	|	Gripopteryx venulata	|	synonym	|		|	
1152997	|	Gripopteryx pirioni	|	synonym	|		|	
1153004	|	Jewettoperla	|	synonym	|		|	
1153014	|	Gripopteryx cancellata	|	synonym	|		|	
1153019	|	Gripopteryx michelbacheri	|	synonym	|		|	
1153019	|	Gripopteryx oncina	|	synonym	|		|	
1153019	|	Gripopteryx tigrina hyalinipennis	|	synonym	|		|	
1153031	|	Tupiperla	|	synonym	|		|	
1153035	|	Gripopteryx neofriburgensis	|	synonym	|		|	
1153060	|	Illiesoperla perkinsi	|	synonym	|		|	
1152937	|	Paragripopteryginae	|	synonym	|		|	
1153068	|	Cardioperla diversa	|	synonym	|		|	
1153070	|	Cardioperla dubia	|	synonym	|		|	
1153078	|	Paranotoperla	|	synonym	|		|	
1153081	|	Leptoperla tasmanica	|	synonym	|		|	
1153113	|	Abranchioperla	|	synonym	|		|	
1153113	|	Senzilla	|	synonym	|		|	
1153119	|	Notoperla bovei	|	synonym	|		|	
1153119	|	Notoperla conspicua	|	synonym	|		|	
1153124	|	Neoperla werneri	|	synonym	|		|	
1153066	|	Leptoperlini	|	synonym	|		|	
1153066	|	Abranchioperlidae	|	synonym	|		|	
1153066	|	Senzillidae	|	synonym	|		|	
1153182	|	Zelandobius pallidus	|	synonym	|		|	
1153211	|	Gripopteryx ruizi	|	synonym	|		|	
1153211	|	Antarctoperla anderssoni	|	synonym	|		|	
1153266	|	Euxenoperlinae	|	synonym	|		|	
1152784	|	Leptoperloidea	|	synonym	|		|	
1152783	|	Gondwanoperlaria	|	synonym	|		|	
1153286	|	Eustheniopsis	|	synonym	|		|	
1153289	|	Eusthenia lunulata	|	synonym	|		|	
1153289	|	Eusthenia reticulata	|	synonym	|		|	
1153293	|	Eusthenia purpurescens purpurescens	|	synonym	|		|	
1153293	|	Eusthenia extensa	|	synonym	|		|	
1153296	|	Eusthenia spectabilis eulegnica	|	synonym	|		|	
1153285	|	Eusthenini	|	synonym	|		|	
1153285	|	Thaumatoperlinae	|	synonym	|		|	
1153333	|	Diamphipnoa lichenalis	|	synonym	|		|	
1153327	|	Diamphipnoinae	|	synonym	|		|	
1153283	|	Archiperlaria	|	synonym	|		|	
1153342	|	Baleyopterigidae	|	synonym	|		|	
1153437	|	Nemuridae	|	synonym	|		|	
1153449	|	Nemoura gracilis	|	synonym	|		|	
1153451	|	Nemoura asakawae	|	synonym	|		|	
1153497	|	Nemoura risi	|	synonym	|		|	
1153501	|	Nemoura hirayamai	|	synonym	|		|	
1153501	|	Nemoura pseudofulva	|	synonym	|		|	
1153505	|	Nemoura navasi	|	synonym	|		|	
1153508	|	Nemoura brevicercia	|	synonym	|		|	
1153508	|	Nemoura pekinensis	|	synonym	|		|	
1153525	|	Nemoura bolivari	|	synonym	|		|	
1153525	|	Nemoura caudata	|	synonym	|		|	
1153525	|	Nemoura monspessulana	|	synonym	|		|	
1153530	|	Nemoura riverai	|	synonym	|		|	
1153530	|	Nemoura sigma	|	synonym	|		|	
1153530	|	Nemoura sigma pedestris	|	synonym	|		|	
1153538	|	Nemoura banatica	|	synonym	|		|	
1153540	|	Nemura pallida	|	synonym	|		|	
1153558	|	Nemoura silana	|	synonym	|		|	
1153560	|	Nemoura levanidovae	|	synonym	|		|	
1153560	|	Nemoura (Nemoura) denticulata	|	synonym	|		|	
1230075	|	Nemoura japonica	|	synonym	|		|	
1153603	|	Nemoura latior	|	synonym	|		|	
1153606	|	Nemoura humeralis	|	synonym	|		|	
1153447	|	Nemura	|	synonym	|		|	
1153660	|	Nemoura schmidi	|	synonym	|		|	
1153650	|	Nemoura bidentata	|	synonym	|		|	
1154030	|	Nemoura cocaviuscula	|	synonym	|		|	
1153631	|	Nemoura magnispina	|	synonym	|		|	
1153668	|	Nemoura macrophthalma	|	synonym	|		|	
1153668	|	Nemoura variegata	|	synonym	|		|	
1153668	|	Nemoura bureschi	|	synonym	|		|	
1153668	|	Nemoura cruciata	|	synonym	|		|	
1153668	|	Nemoura fuliginosa	|	synonym	|		|	
1153668	|	Nemoura lapazarani	|	synonym	|		|	
1153668	|	Nemoura lobulata	|	synonym	|		|	
1153668	|	Nemoura lunata	|	synonym	|		|	
1153668	|	Nemoura nebulosa	|	synonym	|		|	
1153668	|	Nemoura pusilla	|	synonym	|		|	
1153668	|	Nemoura umbrosa	|	synonym	|		|	
1153668	|	Semblis pallipes	|	synonym	|		|	
1153668	|	Nemoura castanea	|	synonym	|		|	
1153668	|	Nemoura uninervulata	|	synonym	|		|	
1153668	|	Nemoura variegata caucasica	|	synonym	|		|	
1153668	|	Nemoura affinis	|	synonym	|		|	
1153668	|	Nemoura annulata	|	synonym	|		|	
1153668	|	Nemoura cinerea iberica	|	synonym	|		|	
1153447	|	Gemnra	|	synonym	|		|	
1153708	|	Nemoura duclosi	|	synonym	|		|	
1153708	|	Nemoura rodriguezi	|	synonym	|		|	
1153708	|	Nemurella samali	|	synonym	|		|	
1153708	|	Nemoura nitida	|	synonym	|		|	
1153708	|	Nemura (Nemurella) inconspicua	|	synonym	|		|	
1153716	|	Nemoura serrata	|	synonym	|		|	
1153723	|	Nemoura punctipennis	|	synonym	|		|	
1153727	|	Nemoura (Podmosta) rossi	|	synonym	|		|	
1153734	|	Nemoura glabra	|	synonym	|		|	
1153738	|	Nemoura divergens	|	synonym	|		|	
1153744	|	Nemoura pseudoproducta	|	synonym	|		|	
1153747	|	Nemoura tuberculata	|	synonym	|		|	
1153749	|	Nemoura washingtoniana	|	synonym	|		|	
1153437	|	Nemourini	|	synonym	|		|	
1153832	|	Nemoura (Protonemura) spinosa	|	synonym	|		|	
1153834	|	Amphinemura calvigera	|	synonym	|		|	
1153851	|	Nemoura (Amphinemura) sinensis	|	synonym	|		|	
1153859	|	Amphinemura nigritula	|	synonym	|		|	
1153884	|	Nemoura venosa	|	synonym	|		|	
1153884	|	Nemoura stylata	|	synonym	|		|	
1153893	|	Amphinemura pseudoleuteipes	|	synonym	|		|	
1153904	|	Nemoura pallipes	|	synonym	|		|	
1153904	|	Nemoura osorioi	|	synonym	|		|	
1153904	|	Nemoura vicina	|	synonym	|		|	
1153911	|	Amphinemura zhiltzovae	|	synonym	|		|	
1153916	|	Nemoura (Amphinemura) schmidi	|	synonym	|		|	
1153922	|	Amphinemura sinuata	|	synonym	|		|	
1153925	|	Nemoura (Amphinemura) dichotoma	|	synonym	|		|	
1153977	|	Nemoura (Amphinemura) tetraspinosa	|	synonym	|		|	
1153996	|	Nemoura (Amphinemura) linda	|	synonym	|		|	
1153996	|	Amphinemura norvegica	|	synonym	|		|	
1154009	|	Nemoura fumosa	|	synonym	|		|	
1154009	|	Nemura angulosa	|	synonym	|		|	
1154009	|	Nemoura cinerea	|	synonym	|		|	
1153956	|	Indonemoura guangxiensis	|	synonym	|		|	
1154032	|	Protonemura godavariensis	|	synonym	|		|	
1154042	|	Nemoura atrissima	|	synonym	|		|	
1154061	|	Indonemoura collina	|	synonym	|		|	
1154084	|	Nemoura lobata	|	synonym	|		|	
1154095	|	Nemoura salai	|	synonym	|		|	
1154095	|	Nemoura subulata	|	synonym	|		|	
1154113	|	Protonemura fumosa	|	synonym	|		|	
1154143	|	Protonemura medialis	|	synonym	|		|	
1154155	|	Protonemura fumosa	|	synonym	|		|	
1154155	|	Nemoura occidentalis	|	synonym	|		|	
1154175	|	Nemoura clavata	|	synonym	|		|	
1154183	|	Protonemura penalara	|	synonym	|		|	
1154214	|	Protonemura breviuscula	|	synonym	|		|	
1154214	|	Protonemura falciformis	|	synonym	|		|	
1154232	|	Protonemura oreas longispinosa	|	synonym	|		|	
1154235	|	Protonemura karabagi	|	synonym	|		|	
1154266	|	Afronemura	|	synonym	|		|	
1154361	|	Madenemura perrieri	|	synonym	|		|	
1154359	|	Madeneura	|	synonym	|		|	
1154366	|	Fulla	|	synonym	|		|	
1154366	|	Illiesia	|	synonym	|		|	
1154372	|	Varioperla	|	synonym	|		|	
1154372	|	Neonemoura	|	synonym	|		|	
1154381	|	Notonemoura latipennis paludis	|	synonym	|		|	
1154378	|	Notonemura	|	synonym	|		|	
1154359	|	Tsaranemura	|	synonym	|		|	
1154263	|	Notonemourinae	|	synonym	|		|	
1154425	|	Allocapniella babaensis	|	synonym	|		|	
1154427	|	Apteroperla elongata	|	synonym	|		|	
1154430	|	Apteroperla verdea	|	synonym	|		|	
1154423	|	Allocapniella	|	synonym	|		|	
1154437	|	Capnella	|	synonym	|		|	
1154437	|	Capnellula	|	synonym	|		|	
1154468	|	Allocapnia zekia	|	synonym	|		|	
1154475	|	Allocapnia forbesi cornuta	|	synonym	|		|	
1154496	|	Allocapnia torontonensis	|	synonym	|		|	
1154500	|	Capnella incisura	|	synonym	|		|	
1154512	|	Capnia nepalensis	|	synonym	|		|	
1154609	|	Capnia limata	|	synonym	|		|	
1154571	|	Capnia barbata	|	synonym	|		|	
1154601	|	Capnia hantzchi	|	synonym	|		|	
1154605	|	Capnia ligulata	|	synonym	|		|	
1154605	|	Capnia lingulata	|	synonym	|		|	
1154609	|	Nemoura tenuis	|	synonym	|		|	
1154621	|	Capnia apicalis	|	synonym	|		|	
1154621	|	Capnia conica	|	synonym	|		|	
1154621	|	Capnia maynari	|	synonym	|		|	
1154625	|	Capnia praerupta	|	synonym	|		|	
1154628	|	Capnia sparre-schneideri	|	synonym	|		|	
1154628	|	Capnia tenuis	|	synonym	|		|	
1154631	|	Capnia oeklandi	|	synonym	|		|	
1154649	|	Allocapnia sikokuensis	|	synonym	|		|	
1154649	|	Capnia yokouchii	|	synonym	|		|	
1154655	|	Capnia dusmeti	|	synonym	|		|	
1154655	|	Capnia quadrangularis	|	synonym	|		|	
1154667	|	Capnia swani	|	synonym	|		|	
1154677	|	Takagripopteryx minor	|	synonym	|		|	
1154675	|	Neocapniella	|	synonym	|		|	
1154694	|	Capnioneura balcanica balcanica	|	synonym	|		|	
1154681	|	Napcia	|	synonym	|		|	
1154699	|	Capnioneura veronicae	|	synonym	|		|	
1154701	|	Capnodes	|	synonym	|		|	
1154713	|	Capnia cygna	|	synonym	|		|	
1154723	|	Capnella bulba	|	synonym	|		|	
1154728	|	Capnia fumigata	|	synonym	|		|	
1154728	|	Isocapnia fumosa	|	synonym	|		|	
1154740	|	Isocapnia fraseri	|	synonym	|		|	
1154740	|	Isocapnia missourii	|	synonym	|		|	
1154747	|	Isocapnia spenceri thujae	|	synonym	|		|	
1154764	|	Capnia beringi	|	synonym	|		|	
1154779	|	Paracapnia curvata	|	synonym	|		|	
1154783	|	Capnia oswegaptera	|	synonym	|		|	
1154791	|	Allocapnia (Allocapnopsis) uenoi	|	synonym	|		|	
1154790	|	Allocapnia (Allocapnopsis)	|	synonym	|		|	
1154419	|	Capniinae	|	synonym	|		|	
1154419	|	Capnini	|	synonym	|		|	
1154817	|	Megaleuctra spectabilis	|	synonym	|		|	
1154817	|	Megaleuctra sierra	|	synonym	|		|	
1154830	|	Leuctra glabra	|	synonym	|		|	
1154834	|	Leuctra fonscolumbii	|	synonym	|		|	
1154857	|	Leuctra morae	|	synonym	|		|	
1154870	|	Leuctra procera	|	synonym	|		|	
1154875	|	Leuctra carinthiaca	|	synonym	|		|	
1154892	|	Leuctra variabilis	|	synonym	|		|	
1154894	|	Leuctra beaumonti	|	synonym	|		|	
1154899	|	Leuctra evae	|	synonym	|		|	
1154833	|	Euleuctra	|	synonym	|		|	
1154963	|	Leuctra hamula	|	synonym	|		|	
1154963	|	Leuctra tenuis	|	synonym	|		|	
1154967	|	Leuctra crosbyi	|	synonym	|		|	
1154990	|	Leuctra decepta	|	synonym	|		|	
1155029	|	Leuctra balcarica	|	synonym	|		|	
1155055	|	Nemoura (Leuctra) brunnea	|	synonym	|		|	
1155055	|	Leuctra biellensis	|	synonym	|		|	
1155055	|	Leuctra acuminata	|	synonym	|		|	
1155055	|	Semblis nitida	|	synonym	|		|	
1155073	|	Leuctra cincta	|	synonym	|		|	
1155086	|	Perla cylindrica	|	synonym	|		|	
1155086	|	Leuctra abdominalis	|	synonym	|		|	
1155086	|	Leuctra carpentieri	|	synonym	|		|	
1155086	|	Leuctra fusciventris	|	synonym	|		|	
1155086	|	Leuctra klapaleki	|	synonym	|		|	
1155106	|	Leuctra (Pachyleuctra) montana	|	synonym	|		|	
1155112	|	Leuctra bilobata	|	synonym	|		|	
1155115	|	Paraleuctra gracilis	|	synonym	|		|	
1155115	|	Leuctra abdominalis	|	synonym	|		|	
1155125	|	Leuctra forficularis	|	synonym	|		|	
1155125	|	Leuctra higashiyamae	|	synonym	|		|	
1155134	|	Leuctra bradleyi	|	synonym	|		|	
1155136	|	Paraleuctra rickeri	|	synonym	|		|	
1155149	|	Perlomyia sobrina	|	synonym	|		|	
1155149	|	Perlomyia solitaria	|	synonym	|		|	
1155155	|	Perlomyia utahnensis	|	synonym	|		|	
1155267	|	Rhopalopsole longicercia	|	synonym	|		|	
1155178	|	Rhopalopsole longicercia	|	synonym	|		|	
1155269	|	Strobliella	|	synonym	|		|	
1222562	|	Nephelopteryx angarensis	|	synonym	|		|	
1222562	|	Nemoura minuta	|	synonym	|		|	
1222562	|	Nemoura nigripes	|	synonym	|		|	
1222562	|	Nemoura socia	|	synonym	|		|	
1222562	|	Semblis praetexta	|	synonym	|		|	
1155326	|	Nephelopteryx garumnica	|	synonym	|		|	
1155302	|	Nephopteryx	|	synonym	|		|	
1155302	|	Nephelopteryx	|	synonym	|		|	
1155335	|	Nephotheryx hispanica	|	synonym	|		|	
1155340	|	Brachyptera mussardi	|	synonym	|		|	
1155343	|	Taeniopteryx dusmeti	|	synonym	|		|	
1155343	|	Taeniopteryx madritensis	|	synonym	|		|	
1155343	|	Taeniopteryx ornata	|	synonym	|		|	
1155356	|	Taeniopteryx kempnyi	|	synonym	|		|	
1155360	|	Nemoura variegata	|	synonym	|		|	
1155362	|	Taeniopteryx costaborrasi	|	synonym	|		|	
1155334	|	Zhiltzovia	|	synonym	|		|	
1155334	|	Nephotheryx	|	synonym	|		|	
1155390	|	Rhabdiopteryx lunata	|	synonym	|		|	
1155400	|	Obipteryx yugawae	|	synonym	|		|	
1155400	|	Kohnoperla yugawae	|	synonym	|		|	
1155407	|	Taeniopteryx praetexta	|	synonym	|		|	
1155410	|	Brachyptera zelona	|	synonym	|		|	
1155412	|	Perla chicoutimiensis	|	synonym	|		|	
1155412	|	Taeniopteryx (Oemopteryx) alex	|	synonym	|		|	
1155420	|	Rhabdiopteryx anglica	|	synonym	|		|	
1155429	|	Rhabdiopteryx neglecta italica	|	synonym	|		|	
1155429	|	Nemura armata	|	synonym	|		|	
1155429	|	Nemoura praetexta	|	synonym	|		|	
1155436	|	Taeniopteryx frigida	|	synonym	|		|	
1155438	|	Strophopteryx ostra	|	synonym	|		|	
1155441	|	Strophopteryx inaya	|	synonym	|		|	
1228182	|	Rhabdiopteryx japonicum	|	synonym	|		|	
1228182	|	Nuria frigidum	|	synonym	|		|	
1228182	|	Rhabdiopteryx quadrata	|	synonym	|		|	
1155449	|	Taenionema analis	|	synonym	|		|	
1155458	|	Taeniopteryx (Rhabdiopteryx) nigripennis	|	synonym	|		|	
1155458	|	Taenionema palidura	|	synonym	|		|	
1155458	|	Taeniopteryx (Taeniopteryx) pallida	|	synonym	|		|	
1155458	|	Taeniopteryx (Taenionema) banksii	|	synonym	|		|	
1155445	|	Allonuria	|	synonym	|		|	
1155445	|	Nuria	|	synonym	|		|	
1155333	|	Brachypterinae	|	synonym	|		|	
1155515	|	Mesoleuctrinae	|	synonym	|		|	
1155545	|	Scopuroidea	|	synonym	|		|	
1155553	|	Scopura prolifera	|	synonym	|		|	
1155603	|	Paraperlini	|	synonym	|		|	
1155633	|	Alloperla milnei	|	synonym	|		|	
1155645	|	Alloperla alexanderi	|	synonym	|		|	
1155648	|	Alloperla lodgei	|	synonym	|		|	
1155672	|	Alloperla quadrata	|	synonym	|		|	
1155672	|	Alloperla sylvia	|	synonym	|		|	
1155706	|	Alloperla novascotiana	|	synonym	|		|	
1155712	|	Alloperla spatulata	|	synonym	|		|	
1155738	|	Isopteryx tubulosa	|	synonym	|		|	
1155738	|	Leptomeres flaveola	|	synonym	|		|	
1155738	|	Perla flava	|	synonym	|		|	
1155738	|	Semblis viridis	|	synonym	|		|	
1155738	|	Chloroperla tripunctata peninsula	|	synonym	|		|	
1155738	|	Perla lutea	|	synonym	|		|	
1155747	|	Isopteryx kimminsi kimminsi	|	synonym	|		|	
1155747	|	Isopteryx kimminsi debilis	|	synonym	|		|	
1155747	|	Chloroperla calceata	|	synonym	|		|	
1155737	|	Dodecatoma	|	synonym	|		|	
1155737	|	Isopteryx	|	synonym	|		|	
1155737	|	Leptomeres	|	synonym	|		|	
1155771	|	Hastaperla calcarea	|	synonym	|		|	
1155771	|	Isopteryx oculata	|	synonym	|		|	
1155762	|	Hastaperla	|	synonym	|		|	
1155785	|	Alloperla nimbilis	|	synonym	|		|	
1155795	|	Leptomeres rufeola	|	synonym	|		|	
1155802	|	Chloroperla (Isopteryx) acuminata	|	synonym	|		|	
1155809	|	Chloroperla (Isopteryx) mariana	|	synonym	|		|	
1155809	|	Chloroperla petita	|	synonym	|		|	
1155809	|	Chloroperla brevis	|	synonym	|		|	
1155821	|	Chloroperla bengtssonia	|	synonym	|		|	
1155821	|	Chloroperla borealis	|	synonym	|		|	
1155821	|	Chloroperla pallida	|	synonym	|		|	
1155821	|	Isopteryx hamulata	|	synonym	|		|	
1155821	|	Leptomeres albida	|	synonym	|		|	
1155821	|	Leptomeres pallidella	|	synonym	|		|	
1155829	|	Isopteryx montana	|	synonym	|		|	
1155831	|	Isopteryx tripunctata	|	synonym	|		|	
1155845	|	Alloperla infirma	|	synonym	|		|	
1155861	|	(?) Alloperla tsudai	|	synonym	|		|	
1155867	|	Neoperlinae	|	synonym	|		|	
1155881	|	Neoperla basalis	|	synonym	|		|	
1155881	|	Neoperla tristis	|	synonym	|		|	
1155884	|	Sinoperla furcomaculata	|	synonym	|		|	
1155878	|	Sinoperla	|	synonym	|		|	
1155897	|	Ochthopetina violaris	|	synonym	|		|	
1155897	|	Tropidogynoplax fuscipes	|	synonym	|		|	
1155909	|	Neoperla yangae	|	synonym	|		|	
1155955	|	Neoperla indica	|	synonym	|		|	
1155964	|	Neoperla trilobata	|	synonym	|		|	
1155964	|	Ochthopetina multidentata	|	synonym	|		|	
1156163	|	Neoperla mitis	|	synonym	|		|	
1155983	|	Neoperla apoana	|	synonym	|		|	
1155987	|	Neoperla freytagi	|	synonym	|		|	
1156005	|	Neoperla incerta	|	synonym	|		|	
1156005	|	Neoperla viscayana	|	synonym	|		|	
1156012	|	Neoperla complicata	|	synonym	|		|	
1156022	|	Neoperla seyrigiana	|	synonym	|		|	
1156022	|	Ochthopetina conradti	|	synonym	|		|	
1156022	|	Ochthopetina didita	|	synonym	|		|	
1156022	|	Neoperla camerunensis	|	synonym	|		|	
1156022	|	Ochthopetina transvaalensis	|	synonym	|		|	
1156022	|	Neoperla africana	|	synonym	|		|	
1156022	|	Neoperla arambourgana	|	synonym	|		|	
1156022	|	Neoperla bottegoana	|	synonym	|		|	
1156022	|	Neoperla bredoana	|	synonym	|		|	
1156022	|	Neoperla burgeoni	|	synonym	|		|	
1156022	|	Neoperla dubia	|	synonym	|		|	
1156022	|	Neoperla excisa	|	synonym	|		|	
1156022	|	Neoperla lacroixi	|	synonym	|		|	
1156022	|	Neoperla laticollis	|	synonym	|		|	
1156022	|	Neoperla leopoldina	|	synonym	|		|	
1156022	|	Neoperla leroiana	|	synonym	|		|	
1156022	|	Neoperla lujana	|	synonym	|		|	
1156022	|	Neoperla luluana	|	synonym	|		|	
1156022	|	Neoperla needhami	|	synonym	|		|	
1156022	|	Neoperla nigricauda	|	synonym	|		|	
1156022	|	Neoperla sjöstedti	|	synonym	|		|	
1156022	|	Ochthopetina annulata	|	synonym	|		|	
1156022	|	Ochthopetina caudalis	|	synonym	|		|	
1156022	|	Ochthopetina haugi	|	synonym	|		|	
1156022	|	Ochthopetina innexa	|	synonym	|		|	
1156022	|	Ochthopetina kunensis	|	synonym	|		|	
1156022	|	Ochthopetina petiolata	|	synonym	|		|	
1156022	|	Ochthopetina tenera	|	synonym	|		|	
1156060	|	Neoperla ussurica	|	synonym	|		|	
1156062	|	Neoperla (Oodeia?) centralis	|	synonym	|		|	
1156062	|	Neoperla lebangina	|	synonym	|		|	
1155896	|	Pseudoperla	|	synonym	|		|	
1155896	|	Ochthopetina	|	synonym	|		|	
1155896	|	Javanita	|	synonym	|		|	
1155896	|	Tropidogynoplax	|	synonym	|		|	
1155896	|	Formosina	|	synonym	|		|	
1155896	|	Formosita	|	synonym	|		|	
1155896	|	Oodeia	|	synonym	|		|	
1155896	|	Simpliperla	|	synonym	|		|	
1156080	|	Neoperla sumatrana	|	synonym	|		|	
1156089	|	Neoperla kachin	|	synonym	|		|	
1156117	|	Oodeia klapaleki	|	synonym	|		|	
1156155	|	Javanita costalis	|	synonym	|		|	
1156159	|	Neoperla enderleini	|	synonym	|		|	
1156163	|	Neoperla rubens	|	synonym	|		|	
1155940	|	Neoperla flexicrotata	|	synonym	|		|	
1156199	|	Dyaperla	|	synonym	|		|	
1156215	|	Neoperla claggi	|	synonym	|		|	
1156222	|	Phanoperla siwalika	|	synonym	|		|	
1156232	|	Neoperla consimilis	|	synonym	|		|	
1156232	|	Neoperla hageni	|	synonym	|		|	
1156232	|	Ochthopetina clarissa	|	synonym	|		|	
1156268	|	Acroneuria brevipennis	|	synonym	|		|	
1156272	|	Acroneuria manchuriana	|	synonym	|		|	
1156274	|	Adelungia arctica	|	synonym	|		|	
1156274	|	Perla languida	|	synonym	|		|	
1156277	|	Perlodes brevipennis	|	synonym	|		|	
1156277	|	Perlodes debilior	|	synonym	|		|	
