id	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	scientificName	namePublishedIn	taxonRank	scientificNameAuthorship	taxonomicStatus	nomenclaturalStatus	taxonRemarks	modified
1152763	1152763	urn:lsid:Plecoptera.speciesfile.org:TaxonName:7302	1152749		Perlaria		order		junior synonym			2013-07-20T16:40:00
1152764	1152764	urn:lsid:Plecoptera.speciesfile.org:TaxonName:7301	1152749		Perlina		order		junior synonym			2013-07-20T16:40:00
1152765	1152765	urn:lsid:Plecoptera.speciesfile.org:TaxonName:7300	1152749		Neuroptera		order		junior synonym			2013-07-20T16:40:00
1152766	1152766	urn:lsid:Plecoptera.speciesfile.org:TaxonName:7299	1152749		Perlides		order		junior synonym			2013-07-20T16:40:00
1152767	1152767	urn:lsid:Plecoptera.speciesfile.org:TaxonName:7298	1152749		Perlarides		order		junior synonym			2013-07-20T16:40:00
1152768	1152768	urn:lsid:Plecoptera.speciesfile.org:TaxonName:7297	1152749		Perlidae		order		junior synonym			2013-07-20T16:40:00
1152769	1152769	urn:lsid:Plecoptera.speciesfile.org:TaxonName:7296	1152749		Perlida		order		junior synonym			2013-07-20T16:40:00
1152770	1152770	urn:lsid:Plecoptera.speciesfile.org:TaxonName:7295	1152749		Perlites		order		junior synonym			2013-07-20T16:40:00
1152771	1152771	urn:lsid:Plecoptera.speciesfile.org:TaxonName:7289	1152771	1152749	Perlopseidae	Martynov. 1940. Permskie iskopaemye nasekomye Chekardy [Permian fossil insects from Chekarda]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 11:1-63	family	Martynov, 1940	valid	correctum		2014-02-28T15:38:00
1152772	1152772	urn:lsid:Plecoptera.speciesfile.org:TaxonName:7294	1152771	1152749	Perlopsididae	Martynov. 1940. Permskie iskopaemye nasekomye Chekardy [Permian fossil insects from Chekarda]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 11:1-63	family	Martynov, 1940	synonym	negatum		2014-02-28T15:38:00
1152773	1152773	urn:lsid:Plecoptera.speciesfile.org:TaxonName:7290	1152773	1152771	Perlopsis	Martynov. 1940. Permskie iskopaemye nasekomye Chekardy [Permian fossil insects from Chekarda]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 11:1-63	genus	Martynov, 1940	valid			2013-07-20T16:40:00
1152774	1152774	urn:lsid:Plecoptera.speciesfile.org:TaxonName:7293	1152774	1152773	Perlopsis calamitosa	Sinitshenkova. 1987. Istoricheskoe razvitie vesnyanok [Historical development of stoneflies.]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 221:1-144	species	Sinitshenkova, 1987	valid			2013-07-20T16:40:00
1152775	1152775	urn:lsid:Plecoptera.speciesfile.org:TaxonName:7292	1152775	1152773	Perlopsis oppressa	Sinitshenkova. 1987. Istoricheskoe razvitie vesnyanok [Historical development of stoneflies.]. Trudy Paleontologicheskogo Instituta Akedemii Nauk SSSR (Tr.Pal.Inst.Ak. Nauk SSSR) 221:1-144	species	Sinitshenkova, 1987	valid			2013-07-20T16:40:00
