uid	|	parent_uid	|	name	|	rank	|	sourceinfo	|	
R0001	|		|	Termitoidae	|	epifamily	|		|	
F0001	|	R0001	|	Archotermopsidae	|	family	|		|	
G0001	|	F0001	|	Archotermopsis	|	genus	|		|	
S0001-1	|	G0001	|	Archotermopsis kuznetsovi	|	species	|		|	
S0001-2	|	G0001	|	Archotermopsis tornquisti	|	species	|		|	
S0001-3	|	G0001	|	Archotermopsis wroughtoni	|	species	|		|	
G0002	|	F0001	|	Hodotermopsis	|	genus	|		|	
S0002-1	|	G0002	|	Hodotermopsis iwatensis	|	species	|		|	
S0002-2	|	G0002	|	Hodotermopsis sjostedti	|	species	|		|	
G0003	|	F0001	|	Parotermes	|	genus	|		|	
S0003-1	|	G0003	|	Parotermes insignis	|	species	|		|	
G0004	|	F0001	|	Zootermopsis	|	genus	|		|	
S0004-1	|	G0004	|	Zootermopsis angusticollis	|	species	|		|	
S0004-2	|	G0004	|	Zootermopsis coloradensis	|	species	|		|	
S0004-3	|	G0004	|	Zootermopsis laticeps	|	species	|		|	
S0004-4	|	G0004	|	Zootermopsis nevadensis	|	species	|		|	
S0004-4-1	|	S0004-4	|	Zootermopsis nevadensis nevadensis	|	subspecies	|		|	
S0004-4-2	|	S0004-4	|	Zootermopsis nevadensis nuttingi	|	subspecies	|		|	
F0002	|	R0001	|	Cratomastotermitidae	|	family	|		|	
G0005	|	F0002	|	Cratomastotermes	|	genus	|		|	
S0005-1	|	G0005	|	Cratomastotermes wolfschwenningeri	|	species	|		|	
F0003	|	R0001	|	Hodotermitidae	|	family	|		|	
G0006	|	F0003	|	Anacanthotermes	|	genus	|		|	
S0006-1	|	G0006	|	Anacanthotermes ahngerianus	|	species	|		|	
S0006-2	|	G0006	|	Anacanthotermes baeckmannianus	|	species	|		|	
S0006-3	|	G0006	|	Anacanthotermes baluchistanicus	|	species	|		|	
S0006-4	|	G0006	|	Anacanthotermes esmailii	|	species	|		|	
S0006-5	|	G0006	|	Anacanthotermes gurganiensis	|	species	|		|	
S0006-6	|	G0006	|	Anacanthotermes iranicus	|	species	|		|	
S0006-7	|	G0006	|	Anacanthotermes macrocephalus	|	species	|		|	
S0006-8	|	G0006	|	Anacanthotermes murgabicus	|	species	|		|	
S0006-9	|	G0006	|	Anacanthotermes ochraceus	|	species	|		|	
S0006-10	|	G0006	|	Anacanthotermes saudiensis	|	species	|		|	
S0006-11	|	G0006	|	Anacanthotermes septentrionalis	|	species	|		|	
S0006-12	|	G0006	|	Anacanthotermes sawensis	|	species	|		|	
S0006-13	|	G0006	|	Anacanthotermes turkestanicus	|	species	|		|	
S0006-14	|	G0006	|	Anacanthotermes ubachi	|	species	|		|	
S0006-15	|	G0006	|	Anacanthotermes vagans	|	species	|		|	
S0006-16	|	G0006	|	Anacanthotermes viarum	|	species	|		|	
G0007	|	F0003	|	Hodotermes	|	genus	|		|	
S0007-1	|	G0007	|	Hodotermes erithreensis	|	species	|		|	
S0007-2	|	G0007	|	Hodotermes mossambicus	|	species	|		|	
G0008	|	F0003	|	Microhodotermes	|	genus	|		|	
S0008-1	|	G0008	|	Microhodotermes maroccanus	|	species	|		|	
S0008-2	|	G0008	|	Microhodotermes viator	|	species	|		|	
S0008-3	|	G0008	|	Microhodotermes wasmanni	|	species	|		|	
F0004	|	R0001	|	Kalotermitidae	|	family	|		|	
G0009	|	F0004	|	Allotermes	|	genus	|		|	
S0009-1	|	G0009	|	Allotermes denticulatus	|	species	|		|	
S0009-2	|	G0009	|	Allotermes papillifer	|	species	|		|	
S0009-3	|	G0009	|	Allotermes paradoxus	|	species	|		|	
G0010	|	F0004	|	Bicornitermes	|	genus	|		|	
S0010-1	|	G0010	|	Bicornitermes bicornis	|	species	|		|	
S0010-2	|	G0010	|	Bicornitermes emersoni	|	species	|		|	
S0010-3	|	G0010	|	Bicornitermes exsertifrons	|	species	|		|	
S0010-4	|	G0010	|	Bicornitermes spinicollis	|	species	|		|	
G0011	|	F0004	|	Bifiditermes	|	genus	|		|	
S0011-1	|	G0011	|	Bifiditermes angulatus	|	species	|		|	
S0011-2	|	G0011	|	Bifiditermes beesoni	|	species	|		|	
S0011-3	|	G0011	|	Bifiditermes durbanensis	|	species	|		|	
S0011-4	|	G0011	|	Bifiditermes improbus	|	species	|		|	
S0011-5	|	G0011	|	Bifiditermes indicus	|	species	|		|	
S0011-6	|	G0011	|	Bifiditermes jeannelanus	|	species	|		|	
S0011-7	|	G0011	|	Bifiditermes madagascariensis	|	species	|		|	
S0011-8	|	G0011	|	Bifiditermes mutubae	|	species	|		|	
S0011-9	|	G0011	|	Bifiditermes pintoi	|	species	|		|	
S0011-10	|	G0011	|	Bifiditermes rogierae	|	species	|		|	
S0011-11	|	G0011	|	Bifiditermes sibayiensis	|	species	|		|	
S0011-12	|	G0011	|	Bifiditermes sylvaticus	|	species	|		|	
G0012	|	F0004	|	Calcaritermes	|	genus	|		|	
S0012-1	|	G0012	|	Calcaritermes brevicollis	|	species	|		|	
S0012-2	|	G0012	|	Calcaritermes colei	|	species	|		|	
S0012-3	|	G0012	|	Calcaritermes emarginicollis	|	species	|		|	
S0012-4	|	G0012	|	Calcaritermes guatemalae	|	species	|		|	
S0012-5	|	G0012	|	Calcaritermes imminens	|	species	|		|	
S0012-6	|	G0012	|	Calcaritermes krishnai	|	species	|		|	
S0012-7	|	G0012	|	Calcaritermes nearcticus	|	species	|		|	
S0012-8	|	G0012	|	Calcaritermes nigriceps	|	species	|		|	
S0012-9	|	G0012	|	Calcaritermes parvinotus	|	species	|		|	
S0012-10	|	G0012	|	Calcaritermes rioensis	|	species	|		|	
S0012-11	|	G0012	|	Calcaritermes snyderi	|	species	|		|	
S0012-12	|	G0012	|	Calcaritermes temnocephalus	|	species	|		|	
S0012-13	|	G0012	|	Calcaritermes vetus	|	species	|		|	
G0013	|	F0004	|	Ceratokalotermes	|	genus	|		|	
S0013-1	|	G0013	|	Ceratokalotermes spoliator	|	species	|		|	
G0014	|	F0004	|	Comatermes	|	genus	|		|	
S0014-1	|	G0014	|	Comatermes perfectus	|	species	|		|	
G0015	|	F0004	|	Cratokalotermes	|	genus	|		|	
S0015-1	|	G0015	|	Cratokalotermes santanensis	|	species	|		|	
G0016	|	F0004	|	Cryptotermes	|	genus	|		|	
