scientificName
Neornithes
Paleognathae
Neognathae
Neoaves
Struthioniformes
Struthionidae
Pyrocephalus obscurus obscurus Gould, 1839
Pyrocephalus obscurus cocachacrae Zimmer, JT, 1941
Pyrocephalus nanus Gould, 1838
Pyrocephalus dubius Gould & Gray, GR, 1839
Lessonia Swainson, 1832
Lessonia rufa (Gmelin, JF, 1789)
Lessonia oreas (Sclater, PL & Salvin, 1869)
Knipolegus Boie, F, 1826
Knipolegus striaticeps (d'Orbigny & Lafresnaye, 1837)
Knipolegus hudsoni Sclater, PL, 1872
Knipolegus poecilocercus (Pelzeln, 1868)
Knipolegus signatus (Taczanowski, 1875)
Knipolegus cabanisi Schulz, 1882
Knipolegus cyanirostris (Vieillot, 1818)
Knipolegus poecilurus (Sclater, PL, 1862)
Knipolegus poecilurus poecilurus (Sclater, PL, 1862)
Knipolegus poecilurus venezuelanus (Hellmayr, 1927)
Knipolegus poecilurus paraquensis Phelps & Phelps Jr, 1949
Knipolegus poecilurus salvini (Sclater, PL, 1888)
Knipolegus poecilurus peruanus (von Berlepsch & Stolzmann, 1896)
Knipolegus orenocensis von Berlepsch, 1884
Knipolegus orenocensis orenocensis von Berlepsch, 1884
Knipolegus orenocensis xinguensis von Berlepsch, 1912
Knipolegus orenocensis sclateri Hellmayr, 1906
Knipolegus aterrimus Kaup, 1853
Knipolegus aterrimus heterogyna von Berlepsch, 1907
Knipolegus aterrimus anthracinus Heine, 1860
Knipolegus aterrimus aterrimus Kaup, 1853
Knipolegus franciscanus Snethlage, E, 1928
Knipolegus lophotes Boie, F, 1828
Knipolegus nigerrimus (Vieillot, 1818)
Knipolegus nigerrimus hoflingae Lencioni-Neto, 1996
Knipolegus nigerrimus nigerrimus (Vieillot, 1818)
Hymenops Lesson, R, 1828
Hymenops perspicillatus (Gmelin, JF, 1789)
Hymenops perspicillatus perspicillatus (Gmelin, JF, 1789)
Hymenops perspicillatus andinus (Ridgway, 1879)
Ochthornis Sclater, PL, 1888
Ochthornis littoralis (Pelzeln, 1868)
Satrapa Strickland, 1844
Satrapa icterophrys (Vieillot, 1818)
Muscisaxicola d'Orbigny & Lafresnaye, 1837
Muscisaxicola fluviatilis Sclater, PL & Salvin, 1866
Muscisaxicola maculirostris d'Orbigny & Lafresnaye, 1837
Muscisaxicola maculirostris niceforoi Zimmer, JT, 1947
Muscisaxicola maculirostris rufescens von Berlepsch & Stolzmann, 1896
Muscisaxicola maculirostris maculirostris d'Orbigny & Lafresnaye, 1837
Muscisaxicola griseus Taczanowski, 1884
Muscisaxicola juninensis Taczanowski, 1884
Muscisaxicola cinereus Philippi & Landbeck, 1864
Muscisaxicola cinereus cinereus Philippi & Landbeck, 1864
Muscisaxicola cinereus argentina Hellmayr, 1932
Muscisaxicola albifrons (Tschudi, 1844)
Muscisaxicola flavinucha Lafresnaye, 1855
Muscisaxicola flavinucha flavinucha Lafresnaye, 1855
Muscisaxicola flavinucha brevirostris Olrog, 1949
Muscisaxicola rufivertex d'Orbigny & Lafresnaye, 1837
Muscisaxicola rufivertex occipitalis Ridgway, 1887
Muscisaxicola rufivertex pallidiceps Hellmayr, 1927
Muscisaxicola rufivertex achalensis Nores & Yzurieta, 1983
Muscisaxicola rufivertex rufivertex d'Orbigny & Lafresnaye, 1837
Muscisaxicola maclovianus (Garnot, 1826)
Muscisaxicola maclovianus mentalis d'Orbigny & Lafresnaye, 1837
Muscisaxicola maclovianus maclovianus (Garnot, 1826)
Muscisaxicola albilora Lafresnaye, 1855
Muscisaxicola alpinus (Jardine, 1849)
Muscisaxicola alpinus columbianus Chapman, 1912
Muscisaxicola alpinus quesadae Meyer de Schauensee, 1942
Muscisaxicola alpinus alpinus (Jardine, 1849)
Muscisaxicola capistratus (Burmeister, 1860)
Muscisaxicola frontalis (Burmeister, 1860)
Agriornis Gould, 1839
Agriornis montanus (d'Orbigny & Lafresnaye, 1837)
Agriornis montanus solitarius Sclater, PL, 1859
Agriornis montanus insolens Sclater, PL & Salvin, 1869
Agriornis montanus intermedius Hellmayr, 1927
Agriornis montanus montanus (d'Orbigny & Lafresnaye, 1837)
Agriornis montanus maritimus (d'Orbigny & Lafresnaye, 1837)
Agriornis montanus fumosus Nores & Yzurieta, 1983
Agriornis albicauda (Philippi & Landbeck, 1863)
Agriornis albicauda pollens Sclater, PL, 1869
Agriornis albicauda albicauda (Philippi & Landbeck, 1863)
Agriornis lividus (Kittlitz, 1835)
Agriornis lividus lividus (Kittlitz, 1835)
Agriornis lividus fortis von Berlepsch, 1907
Agriornis micropterus Gould, 1839
Agriornis micropterus andecola (d'Orbigny, 1840)
Agriornis micropterus micropterus Gould, 1839
Agriornis murinus (d'Orbigny & Lafresnaye, 1837)
Xolmis Boie, F, 1826
Xolmis pyrope (Kittlitz, 1830)
Xolmis pyrope pyrope (Kittlitz, 1830)
Xolmis pyrope fortis Philippi Bañados & Johnson, AW, 1946
Xolmis cinereus (Vieillot, 1816)
Xolmis cinereus cinereus (Vieillot, 1816)
Xolmis cinereus pepoaza (Vieillot, 1823)
Xolmis coronatus (Vieillot, 1823)
Xolmis velatus (Lichtenstein, MHK, 1823)
Xolmis irupero (Vieillot, 1823)
Xolmis irupero niveus (von Spix, 1825)
Xolmis irupero irupero (Vieillot, 1823)
Xolmis rubetra (Burmeister, 1860)
Xolmis salinarum Nores & Yzurieta, 1979
Heteroxolmis Lanyon, W, 1986
Heteroxolmis dominicana (Vieillot, 1823)
Myiotheretes Reichenbach, 1850
Myiotheretes striaticollis (Sclater, PL, 1853)
Myiotheretes striaticollis striaticollis (Sclater, PL, 1853)
Myiotheretes striaticollis pallidus von Berlepsch, 1906
Myiotheretes pernix (Bangs, 1899)
Myiotheretes fumigatus (Boissonneau, 1840)
Myiotheretes fumigatus olivaceus (Phelps & Phelps Jr, 1953)
Myiotheretes fumigatus fumigatus (Boissonneau, 1840)
Myiotheretes fumigatus lugubris (von Berlepsch, 1883)
Myiotheretes fumigatus cajamarcae (Chapman, 1927)
Myiotheretes fuscorufus (Sclater, PL & Salvin, 1876)
Cnemarchus Ridgway, 1905
Cnemarchus erythropygius (Sclater, PL, 1853)
Cnemarchus erythropygius orinomus Wetmore, 1946
Cnemarchus erythropygius erythropygius (Sclater, PL, 1853)
Polioxolmis Lanyon, W, 1986
Polioxolmis rufipennis (Taczanowski, 1874)
Polioxolmis rufipennis rufipennis (Taczanowski, 1874)
Polioxolmis rufipennis bolivianus Fjeldså, 1990
Neoxolmis Hellmayr, 1927
Neoxolmis rufiventris (Vieillot, 1823)
Gubernetes Such, 1825
Gubernetes yetapa (Vieillot, 1818)
Muscipipra Lesson, R, 1831
Muscipipra vetula (Lichtenstein, MHK, 1823)
Fluvicola Swainson, 1827
Fluvicola pica (Boddaert, 1783)
Fluvicola albiventer (von Spix, 1825)
Fluvicola nengeta (Linnaeus, 1766)
Fluvicola nengeta atripennis Sclater, PL, 1860
Fluvicola nengeta nengeta (Linnaeus, 1766)
Arundinicola d'Orbigny, 1840
Arundinicola leucocephala (Linnaeus, 1764)
Alectrurus Vieillot, 1816
Alectrurus tricolor (Vieillot, 1816)
Alectrurus risora (Vieillot, 1824)
Tumbezia Chapman, 1925
Tumbezia salvini (Taczanowski, 1877)
Silvicultrix Lanyon, W, 1986
Silvicultrix frontalis (Lafresnaye, 1847)
Silvicultrix frontalis albidiadema (Lafresnaye, 1848)
Silvicultrix frontalis frontalis (Lafresnaye, 1847)
Silvicultrix spodionota (von Berlepsch & Stolzmann, 1896)
Silvicultrix spodionota spodionota (von Berlepsch & Stolzmann, 1896)
Silvicultrix spodionota boliviana (Carriker, 1935)
Silvicultrix pulchella (Sclater, PL & Salvin, 1876)
Silvicultrix pulchella similis (Carriker, 1933)
Silvicultrix pulchella pulchella (Sclater, PL & Salvin, 1876)
Silvicultrix diadema (Hartlaub, 1843)
Silvicultrix diadema jesupi (Allen, JA, 1900)
Silvicultrix diadema rubellula (Wetmore, 1946)
Silvicultrix diadema tovarensis (Gilliard, 1940)
Silvicultrix diadema diadema (Hartlaub, 1843)
Silvicultrix diadema gratiosa (Sclater, PL, 1862)
Silvicultrix jelskii (Taczanowski, 1883)
Ochthoeca Cabanis, 1847
Ochthoeca cinnamomeiventris (Lafresnaye, 1843)
Ochthoeca nigrita Sclater, PL & Salvin, 1871
Ochthoeca thoracica Taczanowski, 1874
Ochthoeca thoracica angustifasciata Chapman, 1926
Ochthoeca thoracica thoracica Taczanowski, 1874
Ochthoeca rufipectoralis (d'Orbigny & Lafresnaye, 1837)
Ochthoeca rufipectoralis poliogastra Salvin & Godman, 1880
Ochthoeca rufipectoralis rubicundula Wetmore, 1946
Ochthoeca rufipectoralis obfuscata Zimmer, JT, 1942
Ochthoeca rufipectoralis rufopectus (Lesson, R, 1844)
Ochthoeca rufipectoralis centralis Hellmayr, 1927
Ochthoeca rufipectoralis tectricialis Chapman, 1921
Ochthoeca rufipectoralis rufipectoralis (d'Orbigny & Lafresnaye, 1837)
Ochthoeca fumicolor Sclater, PL, 1856
Ochthoeca fumicolor ferruginea Zimmer, JT, 1937
Ochthoeca fumicolor superciliosa Sclater, PL & Salvin, 1871
Ochthoeca fumicolor fumicolor Sclater, PL, 1856
Ochthoeca fumicolor brunneifrons von Berlepsch & Stolzmann, 1896
Ochthoeca fumicolor berlepschi Hellmayr, 1914
Ochthoeca oenanthoides (d'Orbigny & Lafresnaye, 1837)
Ochthoeca oenanthoides polionota Sclater, PL & Salvin, 1870
Ochthoeca oenanthoides oenanthoides (d'Orbigny & Lafresnaye, 1837)
Ochthoeca leucophrys (d'Orbigny & Lafresnaye, 1837)
Ochthoeca leucophrys dissors Zimmer, JT, 1940
Ochthoeca leucophrys interior Zimmer, JT, 1930
Ochthoeca leucophrys urubambae Zimmer, JT, 1937
Ochthoeca leucophrys leucometopa Sclater, PL & Salvin, 1877
Ochthoeca leucophrys leucophrys (d'Orbigny & Lafresnaye, 1837)
Ochthoeca leucophrys tucumana von Berlepsch, 1906
Ochthoeca piurae Chapman, 1924
Colorhamphus Sundevall, 1872
Colorhamphus parvirostris (Gould & Gray, GR, 1839)
Colonia Gray, JE, 1828
Colonia colonus (Vieillot, 1818)
Colonia colonus leuconota (Lafresnaye, 1842)
Colonia colonus fuscicapillus (Sclater, PL, 1862)
Colonia colonus poecilonota (Cabanis, 1849)
Colonia colonus niveiceps Zimmer, JT, 1930
Colonia colonus colonus (Vieillot, 1818)
Muscigralla d'Orbigny & Lafresnaye, 1837
Muscigralla brevicauda d'Orbigny & Lafresnaye, 1837
Machetornis Gray, GR, 1841
Machetornis rixosa (Vieillot, 1819)
Machetornis rixosa flavigularis Todd, 1912
Machetornis rixosa obscurodorsalis Phelps & Phelps Jr, 1948
Machetornis rixosa rixosa (Vieillot, 1819)
Legatus Sclater, PL, 1859
Legatus leucophaius (Vieillot, 1818)
Legatus leucophaius variegatus (Sclater, PL, 1857)
Legatus leucophaius leucophaius (Vieillot, 1818)
Phelpsia Lanyon, W, 1984
Phelpsia inornata (Lawrence, 1869)
Myiozetetes Sclater, PL, 1859
Myiozetetes cayanensis (Linnaeus, 1766)
Myiozetetes cayanensis rufipennis Lawrence, 1869
Myiozetetes cayanensis hellmayri Hartert & Goodson, 1917
Myiozetetes cayanensis cayanensis (Linnaeus, 1766)
Myiozetetes cayanensis erythropterus (Lafresnaye, 1853)
Myiozetetes similis (von Spix, 1825)
Myiozetetes similis primulus van Rossem, 1930
Myiozetetes similis hesperis Phillips, AR, 1966
Myiozetetes similis texensis (Giraud Jr, 1841)
Myiozetetes similis columbianus Cabanis & Heine, 1859
Myiozetetes similis similis (von Spix, 1825)
Myiozetetes similis grandis Lawrence, 1871
Myiozetetes similis pallidiventris Pinto, 1935
Myiozetetes granadensis Lawrence, 1862
Myiozetetes granadensis granadensis Lawrence, 1862
Myiozetetes granadensis occidentalis Zimmer, JT, 1937
Myiozetetes granadensis obscurior Todd, 1925
Myiozetetes luteiventris (Sclater, PL, 1858)
Myiozetetes luteiventris luteiventris (Sclater, PL, 1858)
Myiozetetes luteiventris septentrionalis Blake, 1961
Pitangus Swainson, 1827
Pitangus sulphuratus (Linnaeus, 1766)
Pitangus sulphuratus texanus van Rossem, 1940
Pitangus sulphuratus derbianus (Kaup, 1852)
Pitangus sulphuratus guatimalensis (Lafresnaye, 1852)
Pitangus sulphuratus rufipennis (Lafresnaye, 1851)
Pitangus sulphuratus caucensis Chapman, 1914
Pitangus sulphuratus trinitatis Hellmayr, 1906
Pitangus sulphuratus sulphuratus (Linnaeus, 1766)
Pitangus sulphuratus maximiliani (Cabanis & Heine, 1859)
Pitangus sulphuratus bolivianus (Lafresnaye, 1852)
Pitangus sulphuratus argentinus Todd, 1952
Philohydor Lanyon, W, 1984
Philohydor lictor (Lichtenstein, MHK, 1823)
Philohydor lictor panamensis (Bangs & Penard, TE, 1918)
Philohydor lictor lictor (Lichtenstein, MHK, 1823)
Conopias Cabanis & Heine, 1859
Conopias albovittatus (Lawrence, 1862)
Conopias albovittatus distinctus (Ridgway, 1908)
Conopias albovittatus albovittatus (Lawrence, 1862)
Conopias parvus (Pelzeln, 1868)
Conopias trivirgatus (zu Wied-Neuwied, 1831)
Conopias trivirgatus berlepschi Snethlage, E, 1914
Conopias trivirgatus trivirgatus (zu Wied-Neuwied, 1831)
Conopias cinchoneti (Tschudi, 1844)
Conopias cinchoneti icterophrys (Lafresnaye, 1845)
Conopias cinchoneti cinchoneti (Tschudi, 1844)
Myiodynastes Bonaparte, 1857
Myiodynastes hemichrysus (Cabanis, 1861)
Myiodynastes chrysocephalus (Tschudi, 1844)
Myiodynastes chrysocephalus minor Taczanowski & von Berlepsch, 1885
Myiodynastes chrysocephalus cinerascens Todd, 1912
Myiodynastes chrysocephalus chrysocephalus (Tschudi, 1844)
Myiodynastes bairdii (Gambel, 1847)
Myiodynastes luteiventris Sclater, PL, 1859
Myiodynastes maculatus (Statius Müller, PL, 1776)
Myiodynastes maculatus insolens Ridgway, 1887
Myiodynastes maculatus difficilis Zimmer, JT, 1937
Myiodynastes maculatus nobilis Sclater, PL, 1859
Myiodynastes maculatus chapmani Zimmer, JT, 1937
Myiodynastes maculatus maculatus (Statius Müller, PL, 1776)
Myiodynastes maculatus tobagensis Zimmer, JT, 1937
Myiodynastes maculatus solitarius (Vieillot, 1819)
Megarynchus Thunberg, 1824
Megarynchus pitangua (Linnaeus, 1766)
Megarynchus pitangua tardiusculus Moore, RT, 1941
Megarynchus pitangua caniceps Ridgway, 1906
Megarynchus pitangua mexicanus (Lafresnaye, 1851)
Megarynchus pitangua deserticola Griscom, 1930
Megarynchus pitangua pitangua (Linnaeus, 1766)
Megarynchus pitangua chrysogaster Sclater, PL, 1860
Tyrannopsis Ridgway, 1905
Tyrannopsis sulphurea (von Spix, 1825)
Empidonomus Cabanis & Heine, 1859
Empidonomus varius (Vieillot, 1818)
Empidonomus varius varius (Vieillot, 1818)
Empidonomus varius rufinus (von Spix, 1825)
Griseotyrannus Lanyon, W, 1984
Griseotyrannus aurantioatrocristatus (d'Orbigny & Lafresnaye, 1837)
Griseotyrannus aurantioatrocristatus pallidiventris (Hellmayr, 1929)
Griseotyrannus aurantioatrocristatus aurantioatrocristatus (d'Orbigny & Lafresnaye, 1837)
Tyrannus Lacépède, 1799
Tyrannus niveigularis Sclater, PL, 1860
Tyrannus albogularis Burmeister, 1856
Tyrannus melancholicus Vieillot, 1819
Tyrannus melancholicus satrapa (Cabanis & Heine, 1859)
Tyrannus melancholicus despotes (Lichtenstein, MHK, 1823)
Tyrannus melancholicus melancholicus Vieillot, 1819
Tyrannus couchii Baird, SF, 1858
Tyrannus vociferans Swainson, 1826
Tyrannus vociferans vociferans Swainson, 1826
Tyrannus vociferans xenopterus Griscom, 1934
Tyrannus crassirostris Swainson, 1826
Tyrannus crassirostris pompalis Bangs & Peters, JL, 1928
Tyrannus crassirostris crassirostris Swainson, 1826
Tyrannus verticalis Say, 1822
Tyrannus forficatus (Gmelin, JF, 1789)
Tyrannus savana Daudin, 1802
Tyrannus savana monachus Hartlaub, 1844
Tyrannus savana sanctaemartae (Zimmer, JT, 1937)
Tyrannus savana circumdatus (Zimmer, JT, 1937)
Tyrannus savana savana Daudin, 1802
Tyrannus tyrannus (Linnaeus, 1758)
Tyrannus dominicensis (Gmelin, JF, 1788)
Tyrannus dominicensis dominicensis (Gmelin, JF, 1788)
Tyrannus dominicensis vorax Vieillot, 1819
Tyrannus cubensis Richmond, 1898
Tyrannus caudifasciatus d'Orbigny, 1839
Tyrannus caudifasciatus bahamensis (Bryant, H, 1864)
Tyrannus caudifasciatus caudifasciatus d'Orbigny, 1839
Tyrannus caudifasciatus caymanensis (Nicoll, 1904)
Tyrannus caudifasciatus jamaicensis (Chapman, 1892)
Tyrannus caudifasciatus taylori (Sclater, PL, 1864)
Tyrannus caudifasciatus gabbii (Lawrence, 1876)
Rhytipterna Reichenbach, 1850
Rhytipterna simplex (Lichtenstein, MHK, 1823)
Rhytipterna simplex frederici (Bangs & Penard, TE, 1918)
Rhytipterna simplex simplex (Lichtenstein, MHK, 1823)
Rhytipterna immunda (Sclater, PL & Salvin, 1873)
Rhytipterna holerythra (Sclater, PL & Salvin, 1860)
Rhytipterna holerythra holerythra (Sclater, PL & Salvin, 1860)
Rhytipterna holerythra rosenbergi (Hartert, 1905)
Sirystes Cabanis & Heine, 1859
Sirystes sibilator (Vieillot, 1818)
Sirystes sibilator sibilator (Vieillot, 1818)
Sirystes sibilator atimastus Oberholser, 1902
Sirystes albocinereus Sclater, PL & Salvin, 1880
Sirystes subcanescens Todd, 1920
Sirystes albogriseus (Lawrence, 1863)
Casiornis Des Murs, 1856
Casiornis rufus (Vieillot, 1816)
Casiornis fuscus Sclater, PL & Salvin, 1873
Myiarchus Cabanis, 1844
Myiarchus semirufus Sclater, PL & Salvin, 1878
Myiarchus yucatanensis Lawrence, 1871
Myiarchus yucatanensis yucatanensis Lawrence, 1871
Myiarchus yucatanensis lanyoni Parkes & Phillips, AR, 1967
Myiarchus yucatanensis navai Parkes, 1982
Myiarchus barbirostris (Swainson, 1827)
Myiarchus tuberculifer (d'Orbigny & Lafresnaye, 1837)
Myiarchus tuberculifer olivascens Ridgway, 1884
Myiarchus tuberculifer lawrenceii (Giraud Jr, 1841)
Myiarchus tuberculifer querulus Nelson, 1904
Myiarchus tuberculifer platyrhynchus Ridgway, 1885
Myiarchus tuberculifer manens Parkes, 1982
Myiarchus tuberculifer connectens Miller, W & Griscom, 1925
Myiarchus tuberculifer littoralis Zimmer, JT, 1953
Myiarchus tuberculifer nigricapillus Cabanis, 1861
Myiarchus tuberculifer brunneiceps Lawrence, 1861
Myiarchus tuberculifer pallidus Zimmer, JT & Phelps, 1946
Myiarchus tuberculifer tuberculifer (d'Orbigny & Lafresnaye, 1837)
Myiarchus tuberculifer nigriceps Sclater, PL, 1860
Myiarchus tuberculifer atriceps Cabanis, 1883
Myiarchus swainsoni Cabanis & Heine, 1859
Myiarchus swainsoni phaeonotus Salvin & Godman, 1883
Myiarchus swainsoni pelzelni von Berlepsch, 1883
Myiarchus swainsoni ferocior Cabanis, 1883
Myiarchus swainsoni swainsoni Cabanis & Heine, 1859
Myiarchus venezuelensis Lawrence, 1865
Myiarchus panamensis Lawrence, 1861
Myiarchus panamensis actiosus Ridgway, 1906
Myiarchus panamensis panamensis Lawrence, 1861
Myiarchus ferox (Gmelin, JF, 1789)
Myiarchus ferox brunnescens Zimmer, JT & Phelps, 1946
Myiarchus ferox ferox (Gmelin, JF, 1789)
Myiarchus ferox australis Hellmayr, 1927
Myiarchus apicalis Sclater, PL & Salvin, 1881
Myiarchus cephalotes Taczanowski, 1880
Myiarchus cephalotes caribbaeus Hellmayr, 1925
Myiarchus cephalotes cephalotes Taczanowski, 1880
Myiarchus phaeocephalus Sclater, PL, 1860
Myiarchus phaeocephalus phaeocephalus Sclater, PL, 1860
Myiarchus phaeocephalus interior Zimmer, JT, 1938
Myiarchus cinerascens (Lawrence, 1851)
Myiarchus cinerascens cinerascens (Lawrence, 1851)
Myiarchus cinerascens pertinax Baird, SF, 1860
Myiarchus nuttingi Ridgway, 1882
Myiarchus nuttingi inquietus Salvin & Godman, 1889
Myiarchus nuttingi nuttingi Ridgway, 1882
Myiarchus nuttingi flavidior van Rossem, 1936
Myiarchus crinitus (Linnaeus, 1758)
Myiarchus tyrannulus (Statius Müller, PL, 1776)
Myiarchus tyrannulus magister Ridgway, 1884
Myiarchus tyrannulus cooperi Baird, SF, 1858
Myiarchus tyrannulus cozumelae Parkes, 1982
Myiarchus tyrannulus insularum Bond, 1936
Myiarchus tyrannulus brachyurus Ridgway, 1887
Myiarchus tyrannulus tyrannulus (Statius Müller, PL, 1776)
Myiarchus tyrannulus bahiae von Berlepsch & Leverkühn, 1890
Myiarchus magnirostris (Gould, 1838)
Myiarchus nugator Riley, 1904
Myiarchus validus Cabanis, 1847
Myiarchus sagrae (Gundlach, 1852)
Myiarchus sagrae lucaysiensis (Bryant, H, 1867)
Myiarchus sagrae sagrae (Gundlach, 1852)
Myiarchus stolidus (Gosse, 1847)
Myiarchus stolidus dominicensis (Bryant, H, 1867)
Myiarchus stolidus stolidus (Gosse, 1847)
Myiarchus antillarum (Bryant, H, 1866)
Myiarchus oberi Lawrence, 1877
Myiarchus oberi berlepschii Cory, 1888
Myiarchus oberi oberi Lawrence, 1877
Myiarchus oberi sclateri Lawrence, 1879
Myiarchus oberi sanctaeluciae Hellmayr & Seilern, 1915
Deltarhynchus Ridgway, 1893
Deltarhynchus flammulatus (Lawrence, 1875)
Ramphotrigon Gray, GR, 1855
Ramphotrigon megacephalum (Swainson, 1835)
Ramphotrigon megacephalum pectorale Zimmer, JT & Phelps, 1947
Ramphotrigon megacephalum venezuelense Phelps & Gilliard, 1941
Ramphotrigon megacephalum bolivianum Zimmer, JT, 1939
Ramphotrigon megacephalum megacephalum (Swainson, 1835)
Ramphotrigon ruficauda (von Spix, 1825)
Ramphotrigon fuscicauda Chapman, 1925
Attila Lesson, R, 1831
Attila phoenicurus Pelzeln, 1868
Attila cinnamomeus (Gmelin, JF, 1789)
Attila torridus Sclater, PL, 1860
Attila citriniventris Sclater, PL, 1859
Attila bolivianus Lafresnaye, 1848
Attila bolivianus nattereri Hellmayr, 1902
Attila bolivianus bolivianus Lafresnaye, 1848
Attila rufus (Vieillot, 1819)
Attila rufus hellmayri Pinto, 1935
Attila rufus rufus (Vieillot, 1819)
Attila spadiceus (Gmelin, JF, 1789)
Attila spadiceus pacificus Hellmayr, 1929
Attila spadiceus cozumelae Ridgway, 1885
Attila spadiceus gaumeri Salvin & Godman, 1891
Attila spadiceus flammulatus Lafresnaye, 1848
Attila spadiceus salvadorensis Dickey & van Rossem, 1929
Attila spadiceus citreopyga (Bonaparte, 1854)
Attila spadiceus sclateri Lawrence, 1862
Attila spadiceus caniceps Todd, 1917
Attila spadiceus parvirostris Allen, JA, 1900
Attila spadiceus parambae Hartert, 1900
Attila spadiceus spadiceus (Gmelin, JF, 1789)
Attila spadiceus uropygiatus (zu Wied-Neuwied, 1831)
Cotingidae
Ampelion Tschudi, 1845
Ampelion rubrocristatus (d'Orbigny & Lafresnaye, 1837)
Ampelion rufaxilla (Tschudi, 1844)
Ampelion rufaxilla antioquiae (Chapman, 1924)
Ampelion rufaxilla rufaxilla (Tschudi, 1844)
Phibalura Vieillot, 1816
Phibalura flavirostris Vieillot, 1816
Phibalura boliviana Chapman, 1930
Zaratornis Koepcke, 1954
Zaratornis stresemanni Koepcke, 1954
Doliornis Taczanowski, 1874
Doliornis remseni Robbins, Rosenberg, GH & Molina, FS, 1994
Doliornis sclateri Taczanowski, 1874
Phytotoma Molina, 1782
Phytotoma raimondii Taczanowski, 1883
Phytotoma rutila Vieillot, 1818
Phytotoma rutila angustirostris d'Orbigny & Lafresnaye, 1837
Phytotoma rutila rutila Vieillot, 1818
Phytotoma rara Molina, 1782
Carpornis Gray, GR, 1846
Carpornis cucullata (Swainson, 1821)
Carpornis melanocephala (zu Wied-Neuwied, 1820)
Pipreola Swainson, 1838
Pipreola riefferii (Boissonneau, 1840)
Pipreola riefferii occidentalis (Chapman, 1914)
Pipreola riefferii riefferii (Boissonneau, 1840)
Pipreola riefferii melanolaema Sclater, PL, 1856
Pipreola riefferii confusa Zimmer, JT, 1936
Pipreola riefferii chachapoyas (Hellmayr, 1915)
Pipreola riefferii tallmanorum O'Neill & Parker, TA, 1981
Pipreola intermedia Taczanowski, 1884
Pipreola intermedia intermedia Taczanowski, 1884
Pipreola intermedia signata (Hellmayr, 1917)
Pipreola arcuata (Lafresnaye, 1843)
Pipreola arcuata arcuata (Lafresnaye, 1843)
Pipreola arcuata viridicauda Meyer de Schauensee, 1953
Pipreola aureopectus (Lafresnaye, 1843)
Pipreola aureopectus decora Bangs, 1899
Pipreola aureopectus festiva (Todd, 1912)
Pipreola aureopectus aureopectus (Lafresnaye, 1843)
Pipreola jucunda Sclater, PL, 1860
Pipreola lubomirskii Taczanowski, 1879
Pipreola pulchra (Hellmayr, 1917)
Pipreola frontalis (Sclater, PL, 1859)
Pipreola frontalis squamipectus (Chapman, 1925)
Pipreola frontalis frontalis (Sclater, PL, 1859)
Pipreola chlorolepidota Swainson, 1838
Pipreola formosa (Hartlaub, 1849)
Pipreola formosa formosa (Hartlaub, 1849)
Pipreola formosa rubidior (Chapman, 1925)
Pipreola formosa pariae Phelps & Phelps Jr, 1949
Pipreola whitelyi Salvin & Godman, 1884
Pipreola whitelyi kathleenae Zimmer, JT & Phelps, 1944
Pipreola whitelyi whitelyi Salvin & Godman, 1884
Ampelioides Verreaux, J, 1867
Ampelioides tschudii (Gray, GR, 1846)
Rupicola Brisson, 1760
Rupicola rupicola (Linnaeus, 1766)
Rupicola peruvianus (Latham, 1790)
Rupicola peruvianus sanguinolentus Gould, 1859
Rupicola peruvianus aequatorialis Taczanowski, 1889
Rupicola peruvianus peruvianus (Latham, 1790)
Rupicola peruvianus saturatus Cabanis & Heine, 1859
Phoenicircus Swainson, 1832
Phoenicircus carnifex (Linnaeus, 1758)
Phoenicircus nigricollis Swainson, 1832
Cotinga Brisson, 1760
Cotinga amabilis Gould, 1857
Cotinga ridgwayi Ridgway, 1887
Cotinga nattererii (Boissonneau, 1840)
Cotinga maynana (Linnaeus, 1766)
Cotinga cotinga (Linnaeus, 1766)
Cotinga maculata (Statius Müller, PL, 1776)
Cotinga cayana (Linnaeus, 1766)
Procnias Illiger, 1811
Procnias tricarunculatus (Verreaux, J & Verreaux, E, 1853)
Procnias albus (Hermann, 1783)
Procnias albus albus (Hermann, 1783)
Procnias albus wallacei Oren & Novaes, 1985
Procnias averano (Hermann, 1783)
Procnias averano carnobarba (Cuvier, 1816)
Procnias averano averano (Hermann, 1783)
Procnias nudicollis (Vieillot, 1817)
Tijuca Férussac, 1829
Tijuca atra Férussac, 1829
Tijuca condita Snow, 1980
Lipaugus Boie, F, 1828
Lipaugus weberi Cuervo, Salaman, Donegan & Ochoa, 2001
Lipaugus fuscocinereus (Lafresnaye, 1843)
Lipaugus uropygialis (Sclater, PL & Salvin, 1876)
Lipaugus unirufus Sclater, PL, 1860
Lipaugus unirufus unirufus Sclater, PL, 1860
Lipaugus unirufus castaneotinctus (Hartert, 1902)
Lipaugus vociferans (zu Wied-Neuwied, 1820)
Lipaugus lanioides (Lesson, R, 1844)
Lipaugus streptophorus (Salvin & Godman, 1884)
Conioptilon Lowery & O'Neill, 1966
Conioptilon mcilhennyi Lowery & O'Neill, 1966
Snowornis Prum, 2001
Snowornis subalaris (Sclater, PL, 1861)
Snowornis cryptolophus (Sclater, PL & Salvin, 1877)
Snowornis cryptolophus mindoensis (Hellmayr & Seilern, 1914)
