scientificName
Neornithes
Paleognathae
Neognathae
Neoaves
Struthioniformes
Struthionidae
Campethera Gray, GR, 1841
Campethera punctuligera (Wagler, 1827)
Campethera punctuligera punctuligera (Wagler, 1827)
Campethera punctuligera balia (Heuglin, 1871)
Campethera bennettii (Smith, A, 1836)
Campethera bennettii bennettii (Smith, A, 1836)
Campethera bennettii capricorni Strickland, 1853
Campethera scriptoricauda (Reichenow, 1896)
Campethera nubica (Boddaert, 1783)
Campethera nubica nubica (Boddaert, 1783)
Campethera nubica pallida (Sharpe, 1902)
Campethera abingoni (Smith, A, 1836)
Campethera abingoni chrysura (Swainson, 1837)
Campethera abingoni kavirondensis van Someren, 1926
Campethera abingoni suahelica (Reichenow, 1902)
Campethera abingoni abingoni (Smith, A, 1836)
Campethera abingoni anderssoni (Roberts, 1936)
Campethera abingoni constricta Clancey, 1965
Campethera mombassica (Fischer, GA & Reichenow, 1884)
Campethera notata (Lichtenstein, MHK, 1823)
Campethera cailliautii (Malherbe, 1849)
Campethera cailliautii permista (Reichenow, 1876)
Campethera cailliautii nyansae (Neumann, 1900)
Campethera cailliautii cailliautii (Malherbe, 1849)
Campethera cailliautii loveridgei Hartert, 1920
Campethera maculosa (Valenciennes, 1826)
Campethera tullbergi Sjöstedt, 1892
Campethera tullbergi tullbergi Sjöstedt, 1892
Campethera tullbergi taeniolaema Reichenow & Neumann, 1895
Campethera tullbergi hausburgi Sharpe, 1900
Campethera nivosa (Swainson, 1837)
Campethera nivosa nivosa (Swainson, 1837)
Campethera nivosa poensis Alexander, 1903
Campethera nivosa herberti (Alexander, 1908)
Campethera caroli (Malherbe, 1852)
Campethera caroli arizela (Oberholser, 1899)
Campethera caroli caroli (Malherbe, 1852)
Geocolaptes Swainson, 1832
Geocolaptes olivaceus (Gmelin, JF, 1788)
Yungipicus Bonaparte, 1854
Yungipicus temminckii (Malherbe, 1849)
Yungipicus nanus (Vigors, 1832)
Yungipicus nanus nanus (Vigors, 1832)
Yungipicus nanus hardwickii (Jerdon, 1845)
Yungipicus nanus cinereigula (Malherbe, 1849)
Yungipicus nanus gymnopthalmos (Blyth, 1849)
Yungipicus canicapillus (Blyth, 1845)
Yungipicus canicapillus doerriesi Hargitt, 1881
Yungipicus canicapillus scintilliceps (Swinhoe, 1863)
Yungipicus canicapillus kaleensis (Swinhoe, 1863)
Yungipicus canicapillus swinhoei Hartert, 1910
Yungipicus canicapillus mitchellii (Malherbe, 1849)
Yungipicus canicapillus semicoronatus (Malherbe, 1849)
Yungipicus canicapillus canicapillus (Blyth, 1845)
Yungipicus canicapillus delacouri (Meyer de Schauensee, 1938)
Yungipicus canicapillus auritus (Eyton, 1845)
Yungipicus canicapillus volzi (Stresemann, 1920)
Yungipicus canicapillus aurantiiventris (Salvadori, 1868)
Yungipicus maculatus (Scopoli, 1786)
Yungipicus maculatus validirostris (Blyth, 1849)
Yungipicus maculatus fulvifasciatus Hargitt, 1881
Yungipicus maculatus maculatus (Scopoli, 1786)
Yungipicus ramsayi Hargitt, 1881
Yungipicus moluccensis (Gmelin, JF, 1788)
Yungipicus moluccensis moluccensis (Gmelin, JF, 1788)
Yungipicus moluccensis grandis Hargitt, 1882
Yungipicus kizuki (Temminck, 1836)
Yungipicus kizuki permutatus (Meise, 1934)
Yungipicus kizuki seebohmi Hargitt, 1884
Yungipicus kizuki nippon Kuroda, 1922
Yungipicus kizuki shikokuensis Kuroda, 1922
Yungipicus kizuki kizuki (Temminck, 1836)
Yungipicus kizuki matsudairai Kuroda, 1921
Yungipicus kizuki kotataki Kuroda, 1922
Yungipicus kizuki amamii Kuroda, 1922
Yungipicus kizuki nigrescens Seebohm, 1887
Yungipicus kizuki orii Kuroda, 1923
Picoides Lacépède, 1799
Picoides tridactylus (Linnaeus, 1758)
Picoides tridactylus tridactylus (Linnaeus, 1758)
Picoides tridactylus alpinus Brehm, CL, 1831
Picoides tridactylus crissoleucus (Reichenbach, 1854)
Picoides tridactylus albidior Stejneger, 1885
Picoides tridactylus tianschanicus Buturlin, 1907
Picoides tridactylus kurodai Yamashina, 1930
Picoides tridactylus inouyei Yamashina, 1943
Picoides tridactylus funebris Verreaux, J, 1871
Picoides dorsalis Baird, SF, 1858
Picoides dorsalis fasciatus Baird, SF, 1870
Picoides dorsalis dorsalis Baird, SF, 1858
Picoides dorsalis bacatus Bangs, 1900
Picoides arcticus (Swainson, 1832)
Dendrocoptes Cabanis and Heine, 1863
Dendrocoptes dorae (Bates & Kinnear, 1935)
Dendrocoptes auriceps (Vigors, 1831)
Dendrocoptes auriceps auriceps (Vigors, 1831)
Dendrocoptes auriceps incognitus (Scully, 1879)
Dendrocoptes medius (Linnaeus, 1758)
Dendrocoptes medius medius (Linnaeus, 1758)
Dendrocoptes medius caucasicus Bianchi, 1905
Dendrocoptes medius anatoliae (Hartert, 1912)
Dendrocoptes medius sanctijohannis (Blanford, 1873)
Leiopicus Bonaparte, 1854
Leiopicus mahrattensis (Latham, 1801)
Leiopicus mahrattensis pallescens (Biswas, 1951)
Leiopicus mahrattensis mahrattensis (Latham, 1801)
Chloropicus Malherbe, 1845
Chloropicus namaquus (Lichtenstein, AAH, 1793)
Chloropicus namaquus schoensis (Rüppell, 1842)
Chloropicus namaquus namaquus (Lichtenstein, AAH, 1793)
Chloropicus namaquus coalescens (Clancey, 1958)
Chloropicus xantholophus Hargitt, 1883
Chloropicus pyrrhogaster (Malherbe, 1845)
Dendropicos Malherbe, 1849
Dendropicos elachus Oberholser, 1919
Dendropicos poecilolaemus Reichenow, 1893
Dendropicos abyssinicus (Stanley, 1814)
Dendropicos fuscescens (Vieillot, 1818)
Dendropicos fuscescens lafresnayi Malherbe, 1849
Dendropicos fuscescens sharpii Oustalet, 1879
Dendropicos fuscescens lepidus (Cabanis & Heine, 1863)
Dendropicos fuscescens hemprichii (Ehrenberg, 1833)
Dendropicos fuscescens massaicus Neumann, 1900
Dendropicos fuscescens loandae Grant, CHB, 1915
Dendropicos fuscescens hartlaubii Malherbe, 1849
Dendropicos fuscescens intermedius Roberts, 1924
Dendropicos fuscescens fuscescens (Vieillot, 1818)
Dendropicos gabonensis (Verreaux, J & Verreaux, E, 1851)
Dendropicos gabonensis reichenowi Sjöstedt, 1893
Dendropicos gabonensis gabonensis (Verreaux, J & Verreaux, E, 1851)
Dendropicos lugubris Hartlaub, 1857
Dendropicos stierlingi Reichenow, 1901
Dendropicos elliotii (Cassin, 1863)
Dendropicos elliotii johnstoni (Shelley, 1887)
Dendropicos elliotii elliotii (Cassin, 1863)
Dendropicos goertae (Statius Müller, PL, 1776)
Dendropicos goertae koenigi (Neumann, 1903)
Dendropicos goertae abessinicus (Reichenow, 1900)
Dendropicos goertae goertae (Statius Müller, PL, 1776)
Dendropicos goertae centralis (Reichenow, 1900)
Dendropicos goertae meridionalis Louette & Prigogine, 1982
Dendropicos spodocephalus (Bonaparte, 1850)
Dendropicos spodocephalus spodocephalus (Bonaparte, 1850)
Dendropicos spodocephalus rhodeogaster (Fischer, GA & Reichenow, 1884)
Dendropicos griseocephalus (Boddaert, 1783)
Dendropicos griseocephalus ruwenzori (Sharpe, 1902)
Dendropicos griseocephalus kilimensis (Neumann, 1926)
Dendropicos griseocephalus griseocephalus (Boddaert, 1783)
Dendropicos obsoletus (Wagler, 1829)
Dendropicos obsoletus obsoletus (Wagler, 1829)
Dendropicos obsoletus heuglini (Neumann, 1904)
Dendropicos obsoletus ingens (Hartert, 1900)
Dendropicos obsoletus crateri (Sclater, WL & Moreau, 1935)
Dryobates Boie, F, 1826
Dryobates nuttallii (Gambel, 1843)
Dryobates scalaris (Wagler, 1829)
Dryobates scalaris cactophilus Oberholser, 1911
Dryobates scalaris eremicus Oberholser, 1911
Dryobates scalaris lucasanus (Xántus de Vésey, 1860)
Dryobates scalaris soulei (Banks, 1963)
Dryobates scalaris graysoni (Baird, SF, 1874)
Dryobates scalaris sinaloensis Ridgway, 1887
Dryobates scalaris scalaris (Wagler, 1829)
Dryobates scalaris parvus (Cabot, S, 1844)
Dryobates scalaris leucoptilurus Oberholser, 1911
Dryobates pubescens (Linnaeus, 1766)
Dryobates pubescens glacialis Grinnell, 1910
Dryobates pubescens medianus (Swainson, 1832)
Dryobates pubescens fumidus Maynard, 1889
Dryobates pubescens gairdnerii (Audubon, 1839)
Dryobates pubescens turati (Malherbe, 1860)
Dryobates pubescens leucurus (Hartlaub, 1852)
Dryobates pubescens pubescens (Linnaeus, 1766)
Dryobates cathpharius (Blyth, 1843)
Dryobates cathpharius cathpharius (Blyth, 1843)
Dryobates cathpharius ludlowi (Vaurie, 1959)
Dryobates cathpharius pyrrhothorax (Hume, 1881)
Dryobates cathpharius tenebrosus Rothschild, 1926
Dryobates cathpharius pernyii (Verreaux, J, 1867)
Dryobates cathpharius innixus Bangs & Peters, JL, 1928
Dryobates minor (Linnaeus, 1758)
Dryobates minor comminutus (Hartert, 1907)
Dryobates minor minor (Linnaeus, 1758)
Dryobates minor kamtschatkensis (Malherbe, 1860)
Dryobates minor immaculatus (Stejneger, 1884)
Dryobates minor amurensis (Buturlin, 1908)
Dryobates minor hortorum (Brehm, CL, 1831)
Dryobates minor buturlini Hartert, 1912
Dryobates minor danfordi (Hargitt, 1883)
Dryobates minor colchicus (Buturlin, 1908)
Dryobates minor quadrifasciatus (Radde, 1884)
Dryobates minor hyrcanus (Zarudny & Bilkevitch, 1913)
Dryobates minor morgani (Zarudny & Loudon, 1904)
Dryobates minor ledouci (Malherbe, 1855)
Veniliornis Bonaparte, 1854
Veniliornis passerinus (Linnaeus, 1766)
Veniliornis passerinus fidelis (Hargitt, 1889)
Veniliornis passerinus modestus Zimmer, JT, 1942
Veniliornis passerinus diversus Zimmer, JT, 1942
Veniliornis passerinus agilis (Cabanis & Heine, 1863)
Veniliornis passerinus insignis Zimmer, JT, 1942
Veniliornis passerinus tapajozensis Gyldenstolpe, 1941
Veniliornis passerinus passerinus (Linnaeus, 1766)
Veniliornis passerinus taenionotus (Reichenbach, 1854)
Veniliornis passerinus olivinus (Natterer & Malherbe, 1845)
Veniliornis frontalis (Cabanis, 1883)
Veniliornis spilogaster (Wagler, 1827)
Veniliornis mixtus (Boddaert, 1783)
Veniliornis mixtus cancellatus (Wagler, 1829)
Veniliornis mixtus mixtus (Boddaert, 1783)
Veniliornis mixtus malleator (Wetmore, 1922)
Veniliornis mixtus berlepschi (Hellmayr, 1915)
Veniliornis lignarius (Molina, 1782)
Veniliornis callonotus (Waterhouse, 1841)
Veniliornis callonotus callonotus (Waterhouse, 1841)
Veniliornis callonotus major (von Berlepsch & Taczanowski, 1884)
Veniliornis dignus (Sclater, PL & Salvin, 1877)
Veniliornis dignus dignus (Sclater, PL & Salvin, 1877)
Veniliornis dignus baezae Chapman, 1923
Veniliornis dignus valdizani (von Berlepsch & Stolzmann, 1894)
Veniliornis nigriceps (d'Orbigny, 1840)
Veniliornis nigriceps equifasciatus Chapman, 1912
Veniliornis nigriceps pectoralis (von Berlepsch & Stolzmann, 1902)
Veniliornis nigriceps nigriceps (d'Orbigny, 1840)
Veniliornis sanguineus (Lichtenstein, AAH, 1793)
Veniliornis kirkii (Malherbe, 1845)
Veniliornis kirkii neglectus Bangs, 1901
Veniliornis kirkii cecilii (Malherbe, 1849)
Veniliornis kirkii continentalis Hellmayr, 1906
Veniliornis kirkii monticola Hellmayr, 1918
Veniliornis kirkii kirkii (Malherbe, 1845)
Veniliornis affinis (Swainson, 1821)
Veniliornis affinis orenocensis von Berlepsch & Hartert, 1902
Veniliornis affinis hilaris (Cabanis & Heine, 1863)
Veniliornis affinis ruficeps (von Spix, 1824)
Veniliornis affinis affinis (Swainson, 1821)
Veniliornis chocoensis Todd, 1919
Veniliornis cassini (Malherbe, 1862)
Veniliornis maculifrons (von Spix, 1824)
Leuconotopicus Malherbe, 1845
Leuconotopicus borealis (Vieillot, 1809)
Leuconotopicus fumigatus (d'Orbigny, 1840)
Leuconotopicus fumigatus oleagineus (Reichenbach, 1854)
Leuconotopicus fumigatus sanguinolentus (Sclater, PL, 1859)
Leuconotopicus fumigatus reichenbachi (Cabanis & Heine, 1863)
Leuconotopicus fumigatus fumigatus (d'Orbigny, 1840)
Leuconotopicus fumigatus obscuratus (Chapman, 1927)
Leuconotopicus arizonae (Hargitt, 1886)
Leuconotopicus arizonae arizonae (Hargitt, 1886)
Leuconotopicus arizonae fraterculus (Ridgway, 1887)
Leuconotopicus stricklandi (Malherbe, 1845)
Leuconotopicus villosus (Linnaeus, 1766)
Leuconotopicus villosus septentrionalis (Nuttall, 1840)
Leuconotopicus villosus picoideus (Osgood, 1901)
Leuconotopicus villosus harrisi (Audubon, 1838)
Leuconotopicus villosus terraenovae (Batchelder, 1908)
Leuconotopicus villosus villosus (Linnaeus, 1766)
Leuconotopicus villosus orius (Oberholser, 1911)
Leuconotopicus villosus monticola (Anthony, 1898)
Leuconotopicus villosus leucothorectis (Oberholser, 1911)
Leuconotopicus villosus audubonii (Swainson, 1832)
Leuconotopicus villosus hyloscopus (Cabanis & Heine, 1863)
Leuconotopicus villosus icastus (Oberholser, 1911)
Leuconotopicus villosus intermedius (Nelson, 1900)
Leuconotopicus villosus jardinii Malherbe, 1845
Leuconotopicus villosus sanctorum (Nelson, 1897)
Leuconotopicus villosus extimus (Bangs, 1902)
Leuconotopicus villosus piger (Allen, GM, 1905)
Leuconotopicus villosus maynardi (Ridgway, 1887)
Leuconotopicus albolarvatus (Cassin, 1850)
Leuconotopicus albolarvatus albolarvatus (Cassin, 1850)
Leuconotopicus albolarvatus gravirostris (Grinnell, 1902)
Dendrocopos Koch, 1816
Dendrocopos hyperythrus (Vigors, 1831)
Dendrocopos hyperythrus marshalli (Hartert, 1912)
Dendrocopos hyperythrus hyperythrus (Vigors, 1831)
Dendrocopos hyperythrus subrufinus (Cabanis & Heine, 1863)
Dendrocopos hyperythrus annamensis (Kloss, 1925)
Dendrocopos macei (Vieillot, 1818)
Dendrocopos macei westermani (Blyth, 1870)
Dendrocopos macei macei (Vieillot, 1818)
Dendrocopos analis (Bonaparte, 1850)
Dendrocopos analis longipennis Hesse, 1912
Dendrocopos analis andamanensis (Blyth, 1859)
Dendrocopos analis analis (Bonaparte, 1850)
Dendrocopos atratus (Blyth, 1849)
Dendrocopos atratus atratus (Blyth, 1849)
Dendrocopos atratus vietnamensis Stepanyan, 1988
Dendrocopos darjellensis (Blyth, 1845)
Dendrocopos darjellensis darjellensis (Blyth, 1845)
Dendrocopos darjellensis desmursi (Verreaux, J, 1871)
Dendrocopos himalayensis (Jardine & Selby, 1831)
Dendrocopos himalayensis albescens (Baker, ECS, 1926)
Dendrocopos himalayensis himalayensis (Jardine & Selby, 1831)
Dendrocopos assimilis (Blyth, 1849)
Dendrocopos syriacus (Hemprich & Ehrenberg, 1833)
Dendrocopos syriacus syriacus (Hemprich & Ehrenberg, 1833)
Dendrocopos syriacus transcaucasicus Buturlin, 1910
Dendrocopos syriacus milleri Zarudny, 1909
Dendrocopos leucopterus (Salvadori, 1871)
Dendrocopos major (Linnaeus, 1758)
Dendrocopos major major (Linnaeus, 1758)
Dendrocopos major brevirostris (Reichenbach, 1854)
Dendrocopos major kamtschaticus (Dybowski, 1883)
Dendrocopos major anglicus Hartert, 1900
Dendrocopos major pinetorum (Brehm, CL, 1831)
Dendrocopos major parroti Hartert, 1911
Dendrocopos major harterti Arrigoni degli Oddi, 1902
Dendrocopos major italiae (Stresemann, 1919)
Dendrocopos major hispanus (Schluter, 1908)
Dendrocopos major canariensis (Koenig, AF, 1889)
Dendrocopos major thanneri le Roi, 1911
Dendrocopos major mauritanus (Brehm, CL, 1855)
Dendrocopos major numidus (Malherbe, 1843)
Dendrocopos major candidus (Stresemann, 1919)
Dendrocopos major paphlagoniae (Kummerlöwe & Niethammer, 1935)
Dendrocopos major tenuirostris Buturlin, 1906
Dendrocopos major poelzami (Bogdanov, 1879)
Dendrocopos major japonicus (Seebohm, 1883)
Dendrocopos major wulashanicus Cheng, Xian, Zhang, Y & Jiang, 1975
Dendrocopos major cabanisi (Malherbe, 1854)
Dendrocopos major beicki (Stresemann, 1927)
Dendrocopos major mandarinus (Malherbe, 1857)
Dendrocopos major stresemanni (Rensch, 1923)
Dendrocopos major hainanus Hartert & Hesse, 1911
Dendrocopos noguchii (Seebohm, 1887)
Dendrocopos leucotos (Bechstein, 1802)
Dendrocopos leucotos leucotos (Bechstein, 1802)
Dendrocopos leucotos uralensis (Malherbe, 1860)
Dendrocopos leucotos lilfordi (Sharpe & Dresser, 1871)
Dendrocopos leucotos tangi Cheng, 1956
Dendrocopos leucotos subcirris (Stejneger, 1886)
Dendrocopos leucotos stejnegeri (Kuroda, 1921)
Dendrocopos leucotos namiyei (Stejneger, 1886)
Dendrocopos leucotos takahashii (Kuroda & Mori, 1920)
Dendrocopos leucotos owstoni (Ogawa, 1905)
Dendrocopos leucotos quelpartensis (Kuroda & Mori, 1918)
Dendrocopos leucotos fohkiensis (Buturlin, 1908)
Dendrocopos leucotos insularis (Gould, 1863)
Piculus von Spix, 1824
Piculus simplex (Salvin, 1870)
Piculus callopterus (Lawrence, 1862)
Piculus leucolaemus (Natterer & Malherbe, 1845)
Piculus litae (Rothschild, 1901)
Piculus flavigula (Boddaert, 1783)
Piculus flavigula flavigula (Boddaert, 1783)
Piculus flavigula magnus (Cherrie & Reichenberger, 1921)
Piculus flavigula erythropis (Vieillot, 1818)
Piculus chrysochloros (Vieillot, 1818)
Piculus chrysochloros xanthochlorus (Sclater, PL & Salvin, 1875)
Piculus chrysochloros capistratus (Malherbe, 1862)
Piculus chrysochloros laemostictus Todd, 1937
Piculus chrysochloros paraensis (Snethlage, E, 1907)
Piculus chrysochloros polyzonus (Valenciennes, 1826)
Piculus chrysochloros chrysochloros (Vieillot, 1818)
Piculus aurulentus (Temminck, 1821)
Colaptes Vigors, 1825
Colaptes rubiginosus (Swainson, 1820)
Colaptes rubiginosus yucatanensis (Cabot, S, 1844)
Colaptes rubiginosus alleni (Bangs, 1902)
Colaptes rubiginosus buenavistae (Chapman, 1915)
Colaptes rubiginosus meridensis (Ridgway, 1911)
Colaptes rubiginosus rubiginosus (Swainson, 1820)
Colaptes rubiginosus deltanus (Aveledo & Ginés, 1953)
Colaptes rubiginosus paraquensis (Phelps & Phelps Jr, 1948)
Colaptes rubiginosus guianae (Hellmayr, 1918)
Colaptes rubiginosus viridissimus (Chapman, 1939)
Colaptes rubiginosus nigriceps (Blake, 1941)
Colaptes rubiginosus trinitatis (Ridgway, 1911)
Colaptes rubiginosus tobagensis (Ridgway, 1911)
Colaptes rubiginosus gularis (Hargitt, 1889)
Colaptes rubiginosus rubripileus (Salvadori & Festa, 1900)
Colaptes rubiginosus coloratus (Chapman, 1923)
Colaptes rubiginosus chrysogaster (von Berlepsch & Stolzmann, 1902)
Colaptes rubiginosus canipileus (d'Orbigny, 1840)
Colaptes rubiginosus tucumanus (Cabanis, 1883)
Colaptes auricularis (Salvin & Godman, 1889)
Colaptes aeruginosus (Malherbe, 1862)
Colaptes rivolii (Boissonneau, 1840)
Colaptes rivolii quindiuna (Chapman, 1923)
Colaptes rivolii zuliensis (Aveledo & Perez, 1989)
Colaptes rivolii rivolii (Boissonneau, 1840)
Colaptes rivolii meridae (Chapman, 1923)
Colaptes rivolii brevirostris (Taczanowski, 1875)
Colaptes rivolii atriceps (Sclater, PL & Salvin, 1876)
Colaptes atricollis (Malherbe, 1850)
Colaptes atricollis atricollis (Malherbe, 1850)
Colaptes atricollis peruvianus (Reichenbach, 1854)
Colaptes punctigula (Boddaert, 1783)
Colaptes punctigula ujhelyii (Madarász, 1912)
Colaptes punctigula striatigularis (Chapman, 1914)
Colaptes punctigula punctipectus (Cabanis & Heine, 1863)
Colaptes punctigula zuliae (Cory, 1915)
Colaptes punctigula punctigula (Boddaert, 1783)
Colaptes punctigula guttatus (von Spix, 1824)
Colaptes melanochloros (Gmelin, JF, 1788)
Colaptes melanochloros melanochloros (Gmelin, JF, 1788)
Colaptes melanochloros nattereri (Malherbe, 1845)
Colaptes melanochloros melanolaimus (Malherbe, 1857)
Colaptes melanochloros nigroviridis (Grant, CHB, 1911)
Colaptes melanochloros leucofrenatus Leybold, 1873
Colaptes auratus (Linnaeus, 1758)
Colaptes auratus cafer (Gmelin, JF, 1788)
Colaptes auratus collaris Vigors, 1829
Colaptes auratus rufipileus Ridgway, 1876
Colaptes auratus nanus Griscom, 1934
Colaptes auratus mexicanoides Lafresnaye, 1844
Colaptes auratus mexicanus Swainson, 1827
Colaptes auratus luteus Bangs, 1898
Colaptes auratus auratus (Linnaeus, 1758)
Colaptes auratus chrysocaulosus Gundlach, 1858
Colaptes auratus gundlachi Cory, 1886
Colaptes chrysoides (Malherbe, 1852)
Colaptes chrysoides mearnsi Ridgway, 1911
Colaptes chrysoides tenebrosus van Rossem, 1930
Colaptes chrysoides brunnescens Anthony, 1895
Colaptes chrysoides chrysoides (Malherbe, 1852)
Colaptes fernandinae Vigors, 1827
Colaptes pitius (Molina, 1782)
Colaptes rupicola d'Orbigny, 1840
Colaptes rupicola cinereicapillus Reichenbach, 1854
Colaptes rupicola puna Cabanis, 1883
Colaptes rupicola rupicola d'Orbigny, 1840
Colaptes campestris (Vieillot, 1818)
Colaptes campestris campestris (Vieillot, 1818)
Colaptes campestris campestroides (Malherbe, 1849)
Celeus Boie, F, 1831
Celeus loricatus (Reichenbach, 1854)
Celeus loricatus diversus Ridgway, 1914
Celeus loricatus mentalis Cassin, 1860
Celeus loricatus innotatus Todd, 1917
Celeus loricatus loricatus (Reichenbach, 1854)
Celeus undatus (Linnaeus, 1766)
Celeus undatus amacurensis Phelps & Phelps Jr, 1950
Celeus undatus undatus (Linnaeus, 1766)
Celeus undatus multifasciatus (Natterer & Malherbe, 1845)
Celeus grammicus (Natterer & Malherbe, 1845)
Celeus grammicus verreauxii (Malherbe, 1858)
Celeus grammicus grammicus (Natterer & Malherbe, 1845)
Celeus grammicus subcervinus Todd, 1937
Celeus grammicus latifasciatus Seilern, 1936
Celeus castaneus (Wagler, 1829)
Celeus elegans (Statius Müller, PL, 1776)
Celeus elegans hellmayri von Berlepsch, 1908
Celeus elegans deltanus Phelps & Phelps Jr, 1950
Celeus elegans leotaudi Hellmayr, 1906
Celeus elegans elegans (Statius Müller, PL, 1776)
Celeus elegans citreopygius Sclater, PL & Salvin, 1867
Celeus elegans jumanus (von Spix, 1824)
Celeus lugubris (Malherbe, 1851)
Celeus lugubris lugubris (Malherbe, 1851)
Celeus lugubris kerri Hargitt, 1891
Celeus flavescens (Gmelin, JF, 1788)
Celeus flavescens intercedens Hellmayr, 1908
Celeus flavescens flavescens (Gmelin, JF, 1788)
Celeus ochraceus (von Spix, 1824)
Celeus flavus (Statius Müller, PL, 1776)
Celeus flavus flavus (Statius Müller, PL, 1776)
Celeus flavus subflavus Sclater, PL & Salvin, 1877
Celeus spectabilis Sclater, PL & Salvin, 1880
Celeus spectabilis spectabilis Sclater, PL & Salvin, 1880
Celeus spectabilis exsul Bond & Meyer de Schauensee, 1941
Celeus obrieni Short, 1973
Celeus torquatus (Boddaert, 1783)
Celeus torquatus torquatus (Boddaert, 1783)
Celeus torquatus occidentalis (Hargitt, 1889)
Celeus torquatus tinnunculus (Wagler, 1829)
Celeus galeatus (Temminck, 1822)
Dryocopus Boie, F, 1826
Dryocopus schulzii (Cabanis, 1882)
Dryocopus lineatus (Linnaeus, 1766)
Dryocopus lineatus scapularis (Vigors, 1829)
Dryocopus lineatus similis (Lesson, R, 1847)
Dryocopus lineatus lineatus (Linnaeus, 1766)
Dryocopus lineatus fuscipennis Sclater, PL, 1860
Dryocopus lineatus erythrops (Valenciennes, 1826)
Dryocopus pileatus (Linnaeus, 1758)
Dryocopus pileatus abieticola (Bangs, 1898)
Dryocopus pileatus pileatus (Linnaeus, 1758)
Dryocopus javensis (Horsfield, 1821)
Dryocopus javensis hodgsonii (Jerdon, 1840)
Dryocopus javensis richardsi Tristram, 1879
Dryocopus javensis forresti Rothschild, 1922
Dryocopus javensis feddeni (Blyth, 1863)
Dryocopus javensis javensis (Horsfield, 1821)
Dryocopus javensis parvus (Richmond, 1902)
Dryocopus javensis hargitti (Sharpe, 1884)
Dryocopus javensis esthloterus Parkes, 1971
Dryocopus javensis confusus (Stresemann, 1913)
Dryocopus javensis pectoralis (Tweeddale, 1878)
Dryocopus javensis multilunatus (McGregor, 1907)
Dryocopus javensis suluensis (Blasius, W, 1890)
Dryocopus javensis philippinensis (Steere, 1890)
Dryocopus javensis cebuensis Kennedy, 1987
Dryocopus javensis mindorensis (Steere, 1890)
Dryocopus hodgei (Blyth, 1860)
Dryocopus martius (Linnaeus, 1758)
Dryocopus martius martius (Linnaeus, 1758)
Dryocopus martius khamensis (Buturlin, 1908)
Campephilus Gray, GR, 1840
Campephilus pollens (Bonaparte, 1845)
Campephilus pollens pollens (Bonaparte, 1845)
Campephilus pollens peruvianus (Cory, 1915)
Campephilus haematogaster (Tschudi, 1844)
Campephilus haematogaster splendens Hargitt, 1889
Campephilus haematogaster haematogaster (Tschudi, 1844)
Campephilus rubricollis (Boddaert, 1783)
Campephilus rubricollis rubricollis (Boddaert, 1783)
Campephilus rubricollis trachelopyrus (Malherbe, 1857)
Campephilus rubricollis olallae (Gyldenstolpe, 1945)
Campephilus robustus (Lichtenstein, MHK, 1818)
Campephilus melanoleucos (Gmelin, JF, 1788)
Campephilus melanoleucos malherbii Gray, GR, 1845
Campephilus melanoleucos melanoleucos (Gmelin, JF, 1788)
Campephilus melanoleucos cearae (Cory, 1915)
Campephilus guatemalensis (Hartlaub, 1844)
Campephilus guatemalensis regius Reichenbach, 1854
Campephilus guatemalensis nelsoni (Ridgway, 1911)
Campephilus guatemalensis guatemalensis (Hartlaub, 1844)
Campephilus gayaquilensis (Lesson, R, 1845)
Campephilus leucopogon (Valenciennes, 1826)
Campephilus magellanicus (King, PP, 1827)
Campephilus principalis (Linnaeus, 1758)
Campephilus principalis principalis (Linnaeus, 1758)
Campephilus principalis bairdii Cassin, 1864
Campephilus imperialis (Gould, 1832)
Chrysophlegma Gould, 1850
Chrysophlegma miniaceum (Pennant, 1769)
Chrysophlegma miniaceum perlutum (Kloss, 1918)
Chrysophlegma miniaceum malaccense (Latham, 1790)
Chrysophlegma miniaceum niasense Büttikofer, 1896
Chrysophlegma miniaceum miniaceum (Pennant, 1769)
Chrysophlegma mentale (Temminck, 1826)
Chrysophlegma mentale humii Hargitt, 1889
Chrysophlegma mentale mentale (Temminck, 1826)
Chrysophlegma flavinucha (Gould, 1834)
Chrysophlegma flavinucha kumaonense Koelz, 1950
Chrysophlegma flavinucha flavinucha (Gould, 1834)
Chrysophlegma flavinucha ricketti Styan, 1898
Chrysophlegma flavinucha styani Ogilvie-Grant, 1899
Chrysophlegma flavinucha pierrei (Oustalet, 1889)
Chrysophlegma flavinucha wrayi Sharpe, 1888
Chrysophlegma flavinucha mystacale Salvadori, 1879
Chrysophlegma flavinucha korinchi Chasen, 1940
Picus Linnaeus, 1758
Picus chlorolophus Vieillot, 1818
Picus chlorolophus simlae Meinertzhagen, R, 1924
Picus chlorolophus chlorolophus Vieillot, 1818
Picus chlorolophus chlorigaster Jerdon, 1845
Picus chlorolophus wellsi Meinertzhagen, R, 1924
Picus chlorolophus citrinocristatus (Rickett, 1901)
Picus chlorolophus longipennis (Hartert, 1910)
Picus chlorolophus annamensis Meinertzhagen, R, 1924
Picus chlorolophus rodgeri (Hartert & Butler, AL, 1898)
Picus chlorolophus vanheysti (Robinson & Kloss, 1919)
Picus puniceus Horsfield, 1821
Picus puniceus observandus (Hartert, 1896)
Picus puniceus soligae Meyer de Schauensee & Ripley, 1940
Picus puniceus puniceus Horsfield, 1821
Picus viridanus Blyth, 1843
