vernacularName	language	taxonID
Palawan Frogmouth	en	cc507017d17eb36dcec02f522aee62af
Sunda Frogmouth	en	be04c5a3965015404392192904bd6e5f
Oilbird	en	d83d796debaef987cce4f23b34ad1d81
Oilbird	en	467746cefd6ee07da04cfb6fef49122e
Potoos	en	3a5b99e779f7a1d0b8229f326a73c9f6
Great Potoo	en	bb3ef860817fb7f0558bfe0b6fee58e7
Long-tailed Potoo	en	e39d137ced9ac6af2bab5b6280d39ba9
Northern Potoo	en	89b286eb2c3be883bb8f41e2f8a5f842
Common Potoo	en	23bc2546f4923edc9468b0f601c97ffe
Andean Potoo	en	a1ed4e28fb4255cdbffa8a9441e3f496
White-winged Potoo	en	c5c236581769ca886a694a4a6d66180f
Rufous Potoo	en	2256b68e7373425f6193795cfc388944
Nightjars	en	86e3533ab0cc884236a7e62bf6c7d651
Spotted Nightjar	en	71e1babac66b0a2f48ff3077abf81a6e
White-throated Nightjar	en	075434a51753c68bbb6b062b8e273072
Solomons Nightjar	en	19756907a9e41eb57b49610bd5308dd0
New Caledonian Nightjar	en	c37f262e772bd6831c9051ab5655911c
Satanic Nightjar	en	9175e8a1f93382c64e5b0b5c4b0380e3
Papuan Nightjar	en	1af9ac8467234464727169dee38efda0
Archbold's Nightjar	en	0e287ed3c3b867da7dd6608449f448c4
Malaysian Eared Nightjar	en	65c0d85630dea540c93513d2d2cd7c5d
Great Eared Nightjar	en	d8d2e9e38ed4223cf889a96502b05c8f
Collared Nightjar	en	a86e5eef38a556867744f504366e54ee
Nacunda Nighthawk	en	79aae23bf4803ae38d015e105346fb01
Least Nighthawk	en	c24f1989466f5cb167a8a968bb0aa005
Sand-colored Nighthawk	en	f27c0c0f31e7b63c9beeff8fa3223b0a
Lesser Nighthawk	en	76a794e8083df51a2b3a88e2dae801b1
Common Nighthawk	en	7e680813d8bb47b50b160789b10d26c9
Antillean Nighthawk	en	bbc552d6796f4ed788e75cd3569dd211
Short-tailed Nighthawk	en	2d0e9a1a654ad4948208415d496eda58
Rufous-bellied Nighthawk	en	2211e522b344ca4a1f0e6cfab1b10781
Band-tailed Nighthawk	en	732aa93ed9b9e371320e8c73ae57d8e1
Plain-tailed Nighthawk	en	9ca18719131486a83830bf695d69579e
Blackish Nightjar	en	98a9115a380a4db56fed6281cebabaa3
Pygmy Nightjar	en	c514e50ab5de4b656677dfef3b3eeb90
Pauraque	en	6bc6d6a5f66321b6dc6570836e7f87b4
Anthony's Nightjar	en	fd456be798a2cd497dab12469464d81d
Todd's Nightjar	en	e19e34140fdf8d62e308190ebc453cc0
Little Nightjar	en	53b04892b9125c6adde5519b2ef17eef
Roraiman Nightjar	en	8472a91391bd87c9b005e5fcc2e87f49
Cayenne Nightjar	en	4edf8b5586a07cd612099ca2b084eaff
Sickle-winged Nightjar	en	0cfd09ad7162a72c82cacf8379075e06
White-winged Nightjar	en	730ed5ae37072e227d14aa7cf3c799bc
Band-winged Nightjar	en	63339cdb16200ed3fdcda8a79f79b735
Tschudi's Nightjar	en	188978d805bab0f672800799c31d2705
Swallow-tailed Nightjar	en	5b1495a30946551778b2930ac38ecbbf
Lyre-tailed Nightjar	en	0b7798fd6f72e1ebe5f550c50d22fe1f
White-tailed Nightjar	en	4210238f3ebc965c479c77fd90df7ef2
Spot-tailed Nightjar	en	26966fa3eaaf2d5cb1b6dcd8863fbe0f
Ladder-tailed Nightjar	en	59165622f6aba9f5561acd1299ee6e97
Scissor-tailed Nightjar	en	03703da7ae366b6a9cbf986330d32831
Long-trained Nightjar	en	beb3e63e72f53971dfe0412dcc7120a6
Least Poorwill	en	e06e3e55d987256e9fea2152aea41235
Jamaican Poorwill	en	d2a4109b25b7d5585e99492991e93ba0
Choco Poorwill	en	c9db7a3fa7a91015aebcb31ef90aaa5a
Eared Poorwill	en	77e959afa4350954ffc192cb2d32dc3e
Yucatan Poorwill	en	73f0577063cd9247f03ceb44be655764
Ocellated Poorwill	en	5b3074ec05f79bf92df4fc511875f8d1
Common Poorwill	en	89277074ac47212bbe656da8edbc3957
Chuck-will's-widow	en	4b8e9e82788cae03deefec5945e0b138
Rufous Nightjar	en	74b9de841ca0aeacf0e4ef84095fe6cd
Cuban Nightjar	en	7d74fca96cbd25f1fecf473034e30b4c
Hispaniolan Nightjar	en	6a4ee42c1726e52ac9ebfeb3237d217f
Tawny-collared Nightjar	en	03629a9852969eaaa65fcee641283509
Yucatan Nightjar	en	ea10e979ae45ea167e3413d7a4bd0c6f
Silky-tailed Nightjar	en	f35901922d879e3af37732e649d5016c
Buff-collared Nightjar	en	b606b7ce627daa87fbc3b7e270ea8e5f
Eastern Whip-poor-will	en	3fe8abdd22e6e93b7b03f4e25898bd50
Mexican Whip-poor-will	en	59e1d2ffa07465450f3b305b524fc651
Puerto Rican Nightjar	en	b80a497c1e68142eb77eb3110d2d136a
Dusky Nightjar	en	47e6ec2211eaa83a478c0dcf5aa950b1
Brown Nightjar	en	7294be445c3290b8c82e57fe0dd27684
Red-necked Nightjar	en	bcb57e139894ab32ab862b1350dbd2e4
Jungle Nightjar	en	93f691ab4f7ac1dd6549050afc152a9c
Grey Nightjar	en	ff7e9fe61b50946d690a569ad265076d
Palau Nightjar	en	aee65eeef58acbc627ffcdd719ad2c22
European Nightjar	en	63f1a10a6194d5394abdf47f2799eadc
Sombre Nightjar	en	708270df22265c9ed9c158175c8454ad
Rufous-cheeked Nightjar	en	35607ea148a39471b67274b9994c1605
Egyptian Nightjar	en	8c9f76cd24617369000a31f74246aa3f
Sykes's Nightjar	en	0acd52fa6a6caeb6ae5de437fd929376
Vaurie's Nightjar	en	b97d1b3fe5f34464d59caa37476fbf5f
Nubian Nightjar	en	d581d0c773e4ce578a7b23615ce3adde
Golden Nightjar	en	9481fb64a82ff65a744f1a391ffea041
Jerdon's Nightjar	en	e98a80420cff50ea64a1430479ab76e8
Large-tailed Nightjar	en	a3b7f0e19ea6c93efd4a2d3972ee6998
Mees's Nightjar	en	54dec044e06e7b2246e5be8c13e06d73
Andaman Nightjar	en	a0e58080e8e052f9fd120ed370d4f7aa
Philippine Nightjar	en	3e27f5f053b662343332709ffbe805ab
Sulawesi Nightjar	en	d439bf4ff81e1719bf998178c0f0d40a
Donaldson Smith's Nightjar	en	bc337f29d8d689dd47f9549c776259da
Black-shouldered Nightjar	en	424aae3cb940f6fe36fc693be34aa01b
Fiery-necked Nightjar	en	a55e1fa2eaa5fcd90c5ae3845612b35f
Montane Nightjar	en	8c02357e07d80ea2f05925dae01ab1da
Ruwenzori Nightjar	en	25030b5771de87ac0df922adf0f92040
Indian Nightjar	en	6ff1fdafe884c8075a54a2c2f50c3ea2
Madagascan Nightjar	en	7ba26b2405f156c3cc168af977ac3ea2
Swamp Nightjar	en	54b0c89ee2a153ad31ca2f8999493ae0
Nechisar Nightjar	en	15cc225eac218febbdeb0c213a40b78a
Plain Nightjar	en	3ad449a02e1a0bce6340782d40dc08a4
Star-spotted Nightjar	en	ecf09e62dfea8790710a599a59f00f52
Savanna Nightjar	en	0aa3a726acfeddcf6b9fcf75eefe2240
Freckled Nightjar	en	e021f1ec658eab89900f7b2609cda071
Bonaparte's Nightjar	en	ef9931ace88c73085b9c5226e69fe082
Salvadori's Nightjar	en	8f6bcbeddf7d77ccccac2f3812a19a07
Prigogine's Nightjar	en	ea1e69d9310b5a169f9096f1f6d3433d
Bates's Nightjar	en	be32222901b3254da6cdffb683ebd931
Long-tailed Nightjar	en	70802882b5702e54194fded1d1d08620
Slender-tailed Nightjar	en	0c3979e458cb0f726810eaf6676467e0
Square-tailed Nightjar	en	e5720f8a0f39787cd306ba1ddecf90c8
Standard-winged Nightjar	en	2a2d1adfa721978348a736c740d75dc8
Pennant-winged Nightjar	en	00a92a37a659ac88c04e874e0805a342
Owlet-nightjars	en	38b24ee007586e870b9ffaf0ab43a655
Feline Owlet-nightjar	en	abb95cbdbc04c412e41d261a941ded00
Starry Owlet-nightjar	en	dd33f7919fd1693b713e2d7fa109b74c
Moluccan Owlet-nightjar	en	745807a8e5862f85cfbe9a515f85ab35
Wallace's Owlet-nightjar	en	3461131697f54ad0f074f9fd7ab06af9
Archbold's Owlet-nightjar	en	48e573e61d7c5061223cd4c72cc91bc4
Mountain Owlet-nightjar	en	c9059c011afd4f9e9eee84f43086b478
New Caledonian Owlet-nightjar	en	de6e60f6f2ed63307c6e0451c2f5cb92
Barred Owlet-nightjar	en	317a427e9e3c25cc6938328503a0dfdc
Vogelkop Owlet-nightjar	en	4485d77d1ebe35f7413edfa6474f27cb
Australian Owlet-nightjar	en	c4492e80ce3b8abe7904780bc1c060ce
Treeswifts	en	8eb12d7f066bfcea5e94f38470701e1a
Crested Treeswift	en	6f8285a2ee88fde8ef9c9c87c0fc9743
Grey-rumped Treeswift	en	dd8608e5055fc866435838c1db4cc194
Whiskered Treeswift	en	216024bec99fb5c58c51ebd76bc691d9
Moustached Treeswift	en	2af4a7efc0542914b5de3342903f6a5b
Swifts	en	69551871fb9c5e16cac78889bd8b44fd
Spot-fronted Swift	en	9db5b45805843b3cefab5f3623b7066c
White-chinned Swift	en	9cc2eca736b353999261bd6bbff1f976
White-fronted Swift	en	eb5db6267f49d01a641d26b4bc632305
Sooty Swift	en	6a01fe2f2d2c6e67c0d1ec3d7a5e27de
Rothschild's Swift	en	97fe2b08ef3033c3f6650b2d9c6f1b79
American Black Swift	en	5408144f8ac05b46a34c203ee26bfe4f
White-chested Swift	en	3e67b1a2200f74555b25c1409b124e6a
Great Dusky Swift	en	9ba7fd3e962ad239a49f7924e99f7b3c
Tepui Swift	en	d5f393ab2dba8a8f7c48c22620214321
Chestnut-collared Swift	en	76b536a87de391d4d920e84c91083af2
White-collared Swift	en	b3f0b55936307fec8913932dfb37624b
Biscutate Swift	en	ce5a76238aa066a962cdd1e24c4f39f7
White-naped Swift	en	1543259d42100f9a7e7dfbc0ffb2de0b
Giant Swiftlet	en	fcec59937419bbe6035b075fdab07664
Glossy Swiftlet	en	dab60b4040f478e2ad88b6460dbb964b
Cave Swiftlet	en	5619bbbc1c866907987c84aec8208b08
Bornean Swiftlet	en	d767abf4fdc66f7c6527966df83c9830
Pygmy Swiftlet	en	641de93d4edc6abc92c71b3f3572f6c3
Seychelles Swiftlet	en	9ab1652016ebf6da43349ae25beffb23
Mascarene Swiftlet	en	1e59e7f4d156afd77a8941a78a527fc9
Indian Swiftlet	en	6824998dd23c1e0a449398373a34086c
Philippine Swiftlet	en	2a56b2941d3e99223e6c9beba9c1ac54
Halmahera Swiftlet	en	75c7410b1851cdd34a5df24be6f55b5c
Sulawesi Swiftlet	en	095cd1b2d479bf03e0bf9636bf2842f4
Seram Swiftlet	en	e790d362fb66e33e4ea4b03159148c54
Mountain Swiftlet	en	507f50298e630e0b956be7c5ee813e29
White-rumped Swiftlet	en	4618174da4fde77148897110f4c1874c
Australian Swiftlet	en	e22caa43d9b1c975dd9e4890630062a5
Himalayan Swiftlet	en	bcc02fd5c5b274e5955b3a9f758f9c72
Volcano Swiftlet	en	7a96ef1095c907e751b4b86810e2cb5b
Whitehead's Swiftlet	en	0269ab3aea6d51ccc9835e14da4ce6fe
Bare-legged Swiftlet	en	5a3cb18ebe64138f99f1bd1d710a9da2
Mayr's Swiftlet	en	747194fefdb53e69ab890267036bf5c2
Mossy-nest Swiftlet	en	9a89d413afecef9231611101d2558083
Uniform Swiftlet	en	deaeea0c808f1a115beff39c299ada78
Ameline Swiftlet	en	6da118d1d2d28623acf12dbd97a79af2
Palau Swiftlet	en	4440d1079092ae53749f65598c483ffe
Mariana Swiftlet	en	edb17b0a55b8799dc621978f921bd924
Island Swiftlet	en	e4e5390d122fcf33775b2c7b5968c520
Tahiti Swiftlet	en	a06d1c5fe8645a0b94e8c2fea931f810
Atiu Swiftlet	en	8eabf30f4f1b593887259cd94cee6bab
Marquesan Swiftlet	en	112bfef831476889fb1b8586d50811f9
Black-nest Swiftlet	en	73d38f3e9c8a76b5ac327ed8800a5483
Edible-nest Swiftlet	en	132c9acd52303740892e7b0988e43cda
Germain's Swiftlet	en	a436459cb51e4984a5d375a1dda4b288
Three-toed Swiftlet	en	451493be552811fa68762e75dac307a5
Scarce Swift	en	ed40bc95ac3c5032021c8270338a5014
Schouteden's Swift	en	24ce6331a6f4afe86a161231501a6f57
Philippine Spine-tailed Swift	en	ead59ceb96c694e38f9f4184e5e13ec2
Papuan Spine-tailed Swift	en	138000caea34dbd544a03a841e3ab4ce
Madagascan Spinetail	en	23cc1e0d6237f842ad73852db01db970
Sao Tome Spinetail	en	8c318aa842505ba82a688b94289b51dd
White-rumped Spinetail	en	1fda5ceea743a6970d7c383813adf652
Mottled Spinetail	en	cb04c5550deeea8a0dda0e51136368ca
Black Spinetail	en	15d012493f0b6a55b0b98aa77f7459e8
Silver-rumped Spinetail	en	6007f0fed7e660aa089b1080b63cee48
Sabine's Spinetail	en	571c63499a28b5a572a2359353a1e24c
Cassin's Spinetail	en	e377d52ab3c3422c41fc9957894a02a2
Böhm's Spinetail	en	90ce13f542e4ee6fecb26d5f46850c4e
White-throated Needletail	en	37088f19b5ca54250ac5624782378859
Silver-backed Needletail	en	b4a29dd5fc2ff82f48191e70a041f28e
Brown-backed Needletail	en	1c73373e8f89d80ccd0511cc8bf5fdda
Purple Needletail	en	b74e2536a8a446b294abc76500f98ecb
Lesser Antillean Swift	en	e292ba54ebc5d775a676080c1bfec065
Band-rumped Swift	en	c0e83fc9084cc8b81d45c409d9f6663f
Costa Rican Swift	en	a804db247598c5da6176ba1c5e2b63dc
Pale-rumped Swift	en	f9f321fa40447bcb75b95a361d9549fd
Grey-rumped Swift	en	d4b0fc297a4077598b412496a78d86dc
Vaux's Swift	en	92048cb4a50107c5c17fd83d1071b08c
Sick's Swift	en	1033522a5b560b2ff8335681db99c10e
Chimney Swift	en	3b117b86761c39504dddb3c617475040
Chapman's Swift	en	506733c111982b50fa3781b6e8e7cb23
Mato Grosso Swift	en	9457f8cef1737f3619a51c784153779d
Short-tailed Swift	en	271cb74522e3d6c35ea5de60b2d5a4d0
White-throated Swift	en	cd0307387f7a0153be01c0b8a6e1bcb5
White-tipped Swift	en	505cedca675c705321d685f1e5748b24
Andean Swift	en	524f715345b51e30206db90ec18f5427
Antillean Palm Swift	en	968bbef733268204429ec675d3ca5ea2
Pygmy Palm Swift	en	32c4286b852e321a71172c47e5f68c7d
Neotropical Palm Swift	en	10bae72c80da738c495cf93aa767b1fe
Great Swallow-tailed Swift	en	a01d9dbb1edee6f031d8e44d686e528e
Lesser Swallow-tailed Swift	en	72cfec18674287b9dfcc244596bfb317
African Palm Swift	en	3a217583b4e4d383217c697315193681
Asian Palm Swift	en	d5cd8412cb1f51bfd685c279bca5fec3
Alpine Swift	en	97b269a2d23f5db12a3ff6fcc35e0eb7
Mottled Swift	en	17c640dac12578131997003bbee1480a
Cape Verde Swift	en	26c54c31fd8321591ad506fc85ac7f0b
Common Swift	en	9e894c33f395f4210e5d1a991d075e37
Plain Swift	en	8512b781664a3d8c456ada2f1ed3b974
Nyanza Swift	en	5c74cb4122d693d31b2dc963584f3ba5
Pallid Swift	en	04cb78fcb4df58be3cae537345f12744
African Black Swift	en	2b6c7a23e34f387a57cd4b877214140a
Malagasy Black Swift	en	a32925c708ba6561522edad334adc59d
Fernando Po Swift	en	d8714ce59c96db024bd52ee02e213c40
Forbes-Watson's Swift	en	b64d712c060299b80fcd397799a69cd9
Bradfield's Swift	en	8ee3ed5f5278215a998069dafdd9093b
Pacific Swift	en	5980715b8da16e8ff9b81fb84668ad4d
Salim Ali's Swift	en	018be5eaf8c955640129c459d440410c
Blyth's Swift	en	e8f85901d0ba1dbcfe71441c11adf10c
Cook's Swift	en	ed48ea15eec1414717c0c07ff70ea58e
Dark-rumped Swift	en	83a2960a50cd6a5ee9e6768cbabd5352
Little Swift	en	0d4b4be60bd8f1e50367b330970452af
House Swift	en	341917fbfb330350c4e6a59dd23ec46e
Horus Swift	en	a7f0f630bd0ff7195d5095424a4bbf06
White-rumped Swift	en	994fbdc863d772f1b95bc28868f01f13
Bates's Swift	en	95e11c8e3de1102827f36c1b7202fa94
Hummingbirds	en	f4c887e7408e97870aa76b6516c739e4
Saw-billed Hermit	en	043ff8cc56076f10d44df2845ec0cdc9
White-tipped Sicklebill	en	53dc87de946cb53ef96cc943f886f72f
Buff-tailed Sicklebill	en	52f42182e8b84c5f3af74cfeae17be71
Hook-billed Hermit	en	187a71d487c7463490d64681fe5ba9e2
Rufous-breasted Hermit	en	a7ca920ed7be1aa3cae545e968dd0aae
Bronzy Hermit	en	0b6f3180fe1d41fdbbb9a2a344101838
Band-tailed Barbthroat	en	392da6e6dfb4125250da23c2f0a24a22
Sooty Barbthroat	en	7bc88322d9db63dd64d1c5fe847d25ad
Pale-tailed Barbthroat	en	b29d9850a04833f236f9521084e9cf12
Broad-tipped Hermit	en	b022490bf85bbbe36796477b29f48837
White-whiskered Hermit	en	919cdaf5d43d5906018aa88c9f901a9f
Green Hermit	en	551749b804cd5973ea159de5bea86f29
White-bearded Hermit	en	118bf38f487141d32fe6f9c4552f8ede
Long-billed Hermit	en	16105869d43d9bfae5dfb584dfd0999c
Mexican Hermit	en	a64177e8fb822839bf5205d1e9d4c5d0
Long-tailed Hermit	en	71948f1b81bcc961f0832cd8d2edf72b
Great-billed Hermit	en	d40412607582b99de58a3882029b129e
Tawny-bellied Hermit	en	1bde10fdf0307643ee67f3d76225b605
Koepcke's Hermit	en	00a83bee24ad42513045a720884eba2d
Needle-billed Hermit	en	89bdec7b79afc59bfcf42acb95e23186
Straight-billed Hermit	en	8937f197b9dda0bac3950c9c35fcbc01
Pale-bellied Hermit	en	20e0889ef9631f1a9138328e6267cb86
Scale-throated Hermit	en	1fb95c28af00f45b8da59b7d27549d61
Planalto Hermit	en	ea87483dffd1e874156301e07667b01d
Sooty-capped Hermit	en	2765bed293193428cee6812f8097a230
Buff-bellied Hermit	en	a3a239325cfa913336537cf29d09fadd
Dusky-throated Hermit	en	c9712b4f16ba9cb0772a13e40c01d857
Streak-throated Hermit	en	b64f38e88a7d0fb58cb13b167e83fbea
Little Hermit	en	bb2b2891618fa2fd9c3801e5b3737a1c
Minute Hermit	en	15d7b81973ea0da1e579e7bb35240de9
Cinnamon-throated Hermit	en	aa9ba3ae279b42b657656efad0f3a85d
Reddish Hermit	en	0bfd4bbec6cfc4e291be50bf6e37c949
White-browed Hermit	en	8181882bb3b3ce870d2e0dfac778f174
Black-throated Hermit	en	634f6cc7fd838a0b655f1756db5ca63c
Tapajos Hermit	en	58d56e5d9b4694ca1ea400347f383562
Stripe-throated Hermit	en	8c514085c5c241552cbd8423328c5397
Grey-chinned Hermit	en	25ca0b39149c6d19de852a1316f7f169
Tooth-billed Hummingbird	en	299ce7aaaad885d4b464ee9f32ab9184
Green-fronted Lancebill	en	7178628ce589281eb886f24ecd78d3e5
Blue-fronted Lancebill	en	ede696fcdc0556fb7c43148fbcedb30b
Scaly-breasted Hummingbird	en	7f2ab0f49c00fdeabcd03bb3bcc95183
Curve-winged Sabrewing	en	328784eccd742fb6a82312e35e2f5cf3
Wedge-tailed Sabrewing	en	0583793e8e460d7d3073826ba275411a
Long-tailed Sabrewing	en	075853d756c687d56d03e6bfca63ea27
Grey-breasted Sabrewing	en	913f7902c325cebe0a824ea9219a5898
Rufous Sabrewing	en	9b963c9b6b95565a11002450e1c2eed9
Rufous-breasted Sabrewing	en	90f3b567c205788f2a286d92bda66c81
Violet Sabrewing	en	054cedbaeedc20f10c461699fccdd899
White-tailed Sabrewing	en	5af14df58115f9d401d2d6b150800581
Lazuline Sabrewing	en	77955c676bf7a0347ecc9540d5dee048
Santa Marta Sabrewing	en	cda5fef7a50d927836fa0306a6d28ae1
Napo Sabrewing	en	fc4a7767e1619b1242f22dd4d38a352e
Buff-breasted Sabrewing	en	6778e314a52a071f5a974137007768b9
Sombre Hummingbird	en	c9141e3a217160c64b73ee6eb1950dc0
Swallow-tailed Hummingbird	en	717a7dab1831deff07ca1fefce61dd05
White-necked Jacobin	en	74ebd160dcf8b5f9566ffd54cbc15369
Black Jacobin	en	c484b240f687e9db103a6fda845c86f3
Brown Violetear	en	fff8a3a2c3359a0e95214f01209f53f4
Mexican Violetear	en	a50102fe08b751317e3c4d779e84ed00
Lesser Violetear	en	fbeacb1a46bdcf8c38517e15c16a23ca
Sparkling Violetear	en	a066a0f7556730b7b4088d44030f1c7a
White-vented Violetear	en	d48d31b58ee8196a6183e147b3a2c31e
Green-throated Mango	en	7332e06eadc38acb216f879b4ba7d58c
Green-breasted Mango	en	d3982f5144c9b5d2b4e3c3440b5692a3
Black-throated Mango	en	8213b47376f759a3247b5c836e28a874
Veraguan Mango	en	a6c254d56834505109a109d3c786844c
Antillean Mango	en	8ecf32d0e0246bebfc55c7de2dae5412
Green Mango	en	8f58ca0612398c52ef4a7d975e537e7f
Jamaican Mango	en	0767535356e2a10d23e071e94976c799
Fiery-tailed Awlbill	en	d5af3f3013d433dc7483d3c060f91e84
Crimson Topaz	en	d2813cb713d58b53d248fb642380daae
Fiery Topaz	en	dd1c464d79aaa08fa2f54eeb2458b967
Purple-throated Carib	en	3d1e3983c3c06b64d83e13781dd87afc
Green-throated Carib	en	9b9b33b6face528f8ec526ca062a7700
Ruby-topaz Hummingbird	en	4b6c2a4662657876f9e5c343cea92918
Antillean Crested Hummingbird	en	b2674c913192d3ed61fff59e5ee7f331
Violet-headed Hummingbird	en	bf8e4d7d2a552fbee362a88c7ee28e71
Green-crowned Plovercrest	en	ab9e1f3a78f698bb5eed8aaf38693aae
Purple-crowned Plovercrest	en	8dc73b481c2b6d80bd5df138e4caa188
Emerald-chinned Hummingbird	en	1c1e3f8c036278e77ad57c3cb4f27a87
Tufted Coquette	en	14d732c4841767f0ec2fe75e36a715fa
Dot-eared Coquette	en	6e0deaf8a0b6f1bf8ee68db6dc932af2
Frilled Coquette	en	7335dbaf585606f3d46827e4318b5873
Short-crested Coquette	en	796899b9b292270e6341b11be9bb814d
Rufous-crested Coquette	en	e9a38d0dbf75fde0852f437af08dca79
Spangled Coquette	en	673d1395721cf63d84a00b0d2bc5b735
Festive Coquette	en	4284ecd1ebaff2345e3d97460e4b87ba
Peacock Coquette	en	517e0055983ad9cabecbad88299018fc
Black-crested Coquette	en	11857911fe9a133a0dc3588b968f3ac6
White-crested Coquette	en	9c404ff51455a2d6914567b9a8fd02fb
Wire-crested Thorntail	en	ba2e43c858e60f26ec3f75a5a2b139b4
Black-bellied Thorntail	en	40dd880c70065e77513d41fb2849c2c2
Letitia's Thorntail	en	dbd6fd46e704e67d0f4c0d99f6bc2fef
Green Thorntail	en	fadd914ea62f2f5270a3bfa7e3b7ee9f
Racket-tailed Coquette	en	a5bbe512c505c8ab658394361229ae11
Red-billed Streamertail	en	7fcb1998ebeb072d473611215d611f98
Black-billed Streamertail	en	cdc7a30a9c7fb27ae71bc6c7216e457d
Blue-chinned Sapphire	en	e691b9189f72a1922a7934354200c7f3
Golden-crowned Emerald	en	e7cc1009ee1fec213a4de3874030d4c6
Cozumel Emerald	en	7de437255f086eeabaac5201371c7046
Canivet's Emerald	en	26eda90bdca033bf9f873c90aabf4644
Garden Emerald	en	245411996e00eb7de7266d6cda6f9a4c
Blue-tailed Emerald	en	4a5380920e72a8687a883205bc2c248d
Western Emerald	en	fd3b0bc1bee4f50b0f7e4a7538817aa6
Red-billed Emerald	en	eacb97272bd43bc9c11e1c3a1797ea2c
Chiribiquete Emerald	en	58d8ebd568cc823a9ac7bce144434b03
Glittering-bellied Emerald	en	77fc2711cd53308f959598335b9d1d23
Gould's Emerald	en	d94af318c7581b81b93499c9b89ebaf9
Brace's Emerald	en	28015e29903d9901c9195b97b468673d
Cuban Emerald	en	a593561a28474d5526d897de44155b2f
Hispaniolan Emerald	en	e5e33328f1c794802f2c49d08f240338
Puerto Rican Emerald	en	56e4522692545f069f7aae0994801604
Coppery Emerald	en	8cb71983a3e419c12900cdc133842da6
Narrow-tailed Emerald	en	09bfff6d1d47c90baa3441c094a55f3d
Green-tailed Emerald	en	42b9fc4fe8c9bb96561520a85e1563a7
Short-tailed Emerald	en	2662e567dd367b4d1db1e8df3ff620a7
Fiery-throated Hummingbird	en	6d56720d9c0143aee12fae69993f06b7
White-tailed Emerald	en	69803c003bcaec3d442891bf608428f2
Coppery-headed Emerald	en	77a82e9c06167567684d4b3710fbe7b4
Oaxaca Hummingbird	en	7795b391a5bf84a3d45bac3f1aeb869c
White-tailed Hummingbird	en	6314ce5539955ee438b110217a2c493d
Stripe-tailed Hummingbird	en	b78af3da2b787964ad5dfdd53e583069
Black-bellied Hummingbird	en	1f294c450ac1c0cb060afe5c65e0a55d
Pirre Hummingbird	en	dc072256bdcbd9df0c32d2dc37b69966
Violet-capped Hummingbird	en	9bb26525035dc84f6d3af8931c9ed99d
Dusky Hummingbird	en	009ec385cb305bcf272ae9160433c853
Broad-billed Hummingbird	en	a3b8f0cb83accdf9a3d52ea89ad121dd
Doubleday's Hummingbird	en	acec9d794f5ad8d0f79c9d28710b9a70
Blue-headed Hummingbird	en	ee9c1755a9cb1c7b48f79631b1f237a0
Mexican Woodnymph	en	4c6994b48b1c30192ed4e7053c954aa8
Crowned Woodnymph	en	76204e713d6fbcab58c5290b7032c0fa
Fork-tailed Woodnymph	en	90fbb657c6efdaa273d63f9249ef95eb
Long-tailed Woodnymph	en	fdaac6c352f00e0db3caafa6b2ab7654
Violet-capped Woodnymph	en	5322aa13f1a43c5ede86dc58097cb990
Violet-bellied Hummingbird	en	3ee90cda5ee19fa80ec538fe5d90b69e
Sapphire-throated Hummingbird	en	25632e357498a56ac8d0f2f57de4ae1a
Sapphire-bellied Hummingbird	en	2d2cbdc1542c7a2ba2f25af74d242614
Shining-green Hummingbird	en	688d059cb2a8a73904ae54734121ac1a
Blue-throated Sapphire	en	3a207cec980a479b6a738693ce4be99a
Rufous-throated Sapphire	en	228a41f3946d6ef3924b2d24b3b63e7f
White-chinned Sapphire	en	436d991e43b33331809d1f1ed5826b3d
Gilded Sapphire	en	f5b20a0ffe590bfb5b1e9bce821a6c5e
Blue-headed Sapphire	en	14c5a5bf6cf98507351efbbe31f87bf7
Humboldt's Sapphire	en	d0499a9ab4f90ffccb606802515aaeca
Golden-tailed Sapphire	en	5f9769ed3941511c5629683361141e38
White-throated Hummingbird	en	61acd25c9232f7e3df4c47051cdd3011
White-tailed Goldenthroat	en	a8124dbcfd05a175e2f23a8175c035bb
Tepui Goldenthroat	en	2524ca34a0b1c9b2da82cdee386169eb
Green-tailed Goldenthroat	en	9a84a51134dce3a457376d4dacf67dbd
Buffy Hummingbird	en	9f95f4904180d84d76532d47d21ed2b1
Tumbes Hummingbird	en	182851c2914ef3d636a5256d24289c88
Spot-throated Hummingbird	en	4b10c02c88a952315a3d7d379c6db8e9
Olive-spotted Hummingbird	en	70070e8289367f41dca46ab8eff2da9c
Many-spotted Hummingbird	en	50aa5b461583c030e4c10c79750e9a3b
White-bellied Hummingbird	en	e412a5f4d29cff5cad01cd2a83a58693
Green-and-white Hummingbird	en	6c9a1457f9e920fc99d68abfb5f4f320
Cinnamon Hummingbird	en	914ff3512ddbd82732d920da91009554
Buff-bellied Hummingbird	en	7296b09c4808eda3180933fdc47b7c12
Rufous-tailed Hummingbird	en	ff74c159b5643f6224c784135c735b33
Chestnut-bellied Hummingbird	en	a5a3600dd33732977eac1248aa7db39e
Amazilia Hummingbird	en	4e123a234c547dbddfac11310ca959c6
Plain-bellied Emerald	en	d073220d0bcd6bcd29ac0ab7e45cef82
Versicolored Emerald	en	b1601e7dbd093a54d559f8dab9e8752e
White-chested Emerald	en	1db2b482d2c2f4ccdd2da7204427e3b4
Andean Emerald	en	58996bba4614d87ce1d187ee543c5032
