vernacularName	language	taxonID
Yellow-bellied Gerygone	en	df272126620a18ac4ebf95b3b1907495
Green-backed Gerygone	en	350655a3b522ea4bde0e309786e0085d
White-throated Gerygone	en	8a6406179ebc4a0f7c33a916ca5223fc
Fairy Gerygone	en	a3e58c105ca782bd1522345a6a77ddf7
Mountain Thornbill	en	54ded213dbe6e96d9f64d3499f26abe3
Brown Thornbill	en	6ad3aa278447369d2b22bbec5da0b06a
Inland Thornbill	en	a1c7a0803897013b66c6416531a867d6
Tasmanian Thornbill	en	3f9790e09b6eac4ce7d38d61a096ff4a
New Guinea Thornbill	en	5a0b3357f09701a10fce3069000b446c
Chestnut-rumped Thornbill	en	1f983e30da6c20a2589ccd8f2c68341d
Buff-rumped Thornbill	en	c265d57169ab0f5957f841cbb4d179da
Western Thornbill	en	63cf483f6a98df3e00fef3d4f0b3c47a
Slender-billed Thornbill	en	2aa9184de4a80a72f746bb8af5d40f5c
Yellow-rumped Thornbill	en	a6bf625d5a7f995fb12c4e5e5b3f3ebb
Yellow Thornbill	en	1df707b71c270f481ab73da6327435f2
Grey Thornbill	en	f0f3894abbb368ddb7c788e5dbddf604
Striated Thornbill	en	aa3974064506078e36d95331eb26e578
Slaty-backed Thornbill	en	2216703d4612e0b466959345b1ea408d
Southern Whiteface	en	9e444484fb67114c4e8a8e30053cd70a
Chestnut-breasted Whiteface	en	77cacd0c1471734c1b7027352b53335d
Banded Whiteface	en	ba01037a01e18cd003f1d2eb4d9b68e5
Australasian Babblers	en	c45c979d7031bc1df30abcebf4c51458
Papuan Babbler	en	46ca12a40994b9964f3a251c6cd1cd48
Grey-crowned Babbler	en	5d62a043fc9237940ffba885809cf4d2
Hall's Babbler	en	2f779eebf4fc97e27cd1c9c931319130
White-browed Babbler	en	65eb421ff4183259ae04c4726fc3faa7
Chestnut-crowned Babbler	en	65cf59f8b49865e7b11f17b5315cbbda
Logrunners	en	c77c1084b34fbfc2b780a3e8dc3dfdb5
Papuan Logrunner	en	c7e88ce6acde3e44e4d9b8482bb6979f
Australian Logrunner	en	abba6b9637f0662dd3500d13a0bcecac
Chowchilla	en	66842b1f5d22dae34f17fc1201e89f50
Satinbirds	en	6b9808e77b617be650b5313f9c29258e
Loria's Satinbird	en	b4e55d28c0185ea291e7ab1e19a3d2aa
Crested Satinbird	en	ef0fc267293b1166948b413254aa9131
Yellow-breasted Satinbird	en	2714b2944dd4baf0a21620e4b575dc8c
Berrypeckers, Longbills	en	69cfa21069d2ac684f31f007bbadbfbc
Obscure Berrypecker	en	581edaff4067db4a32c289d37d4c97c6
Black Berrypecker	en	719fb20ddb6b6a2fe627cc602c0c8b1e
Mid-mountain Berrypecker	en	285c90339df293f7265cf88d19b78a28
Fan-tailed Berrypecker	en	cecfcd495cb52da0b0856fcf3935af11
Streaked Berrypecker	en	12e1ebc2cde1f2d25e8a3117bbca50d3
Spotted Berrypecker	en	220b7a297a97fff134e1e9da8bf31570
Dwarf Longbill	en	e22116569455cd4bdece8e8f15b03818
Pygmy Longbill	en	8dea427c9e9bef682573cdf788b25178
Yellow-bellied Longbill	en	788796201b1f6f0c5d17c38b87af5ce5
Slaty-headed Longbill	en	e63adf9eb0595dd02e3cb291bf975f02
Painted Berrypeckers	en	170ce640653502e3054a37eb20cb1a64
Tit Berrypecker	en	8299df15082d95b6ef5272815f5c1cf0
Crested Berrypecker	en	4dcba228dfbab826a04010fcbb99b3a9
New Zealand Wattlebirds	en	39c137e9a31b69569794c90bdabcef95
North Island Kokako	en	5b8e10aa4ff67e23f306a9005a69383e
South Island Kokako	en	0f16cb87e2daf7d46ae973cb572277fd
North Island Saddleback	en	ac74a5e0ccfca8888527ecb183309d65
South Island Saddleback	en	e08264fb8c392a2b81838f7bc9fce6e9
Huia	en	3ec926eda3934c1cd4977e861866c939
Stitchbird	en	ddb1b9bdc50e55548c84a6b19f8246e2
Stitchbird	en	0020ad3e63a5c430e37e5f4ce695e15c
Whipbirds, Jewel-babblers and Quail-thrushes	en	60033e423f845cbb0a1c101a3269e053
Papuan Whipbird	en	308954f7cac602ce38f967168b4e53f8
Eastern Whipbird	en	b40068a7ae5fb3cc730e25e45d3d75b5
Western Whipbird	en	0cf8bf3a3d43bbdaccf2a609da6074cd
Chirruping Wedgebill	en	c11eb4883f2a3ce9ac7aa30619a40bca
Chiming Wedgebill	en	19473833920952ba79800f882cf68831
Spotted Jewel-babbler	en	841879b60e4a75f837eb91482a32695a
Blue Jewel-babbler	en	51c11e405b6961b4415c1b02fe022c5d
Brown-headed Jewel-babbler	en	28aa6eb759dc3f979a52a56df00ba880
Chestnut-backed Jewel-babbler	en	1f77affe6022afa373bed727ea390cea
Spotted Quail-thrush	en	57601928cf7fe71c1b00b7160471eb03
Chestnut Quail-thrush	en	e4e2352709f50a66a398a0f0ae6c2693
Copperback Quail-thrush	en	092444dff0390ff3a1997ec546fe610f
Cinnamon Quail-thrush	en	2165332a265ce9fc1bc284e6fb787315
Nullarbor Quail-thrush	en	aa4a81d5b3bcac05eb6f681b6ad7adca
Chestnut-breasted Quail-thrush	en	a7e8e7ca0271b4c5426b41cf95088c69
Western Quail-thrush	en	762a319511147bf462846c87329ec419
Painted Quail-thrush	en	04e885efdb6ec591b6db5666378528f2
Wattle-eyes, Batises	en	8c43a97186d87cfabd9445e24a814ecd
African Shrike-flycatcher	en	c80def0cf2d997b0ae1af65797fc073b
Black-and-white Shrike-flycatcher	en	a354ebb1303c056644f1889460283499
Ruwenzori Batis	en	557ba85f22f918eb0944e17e6fe92278
Margaret's Batis	en	3d5dbb3a4d0413e1a35ebec4fd7a30bc
Forest Batis	en	2d4073947bf41829cda1ee1acca45d1b
Reichenow's Batis	en	5c00801ca1a3d7b63ffc1ac736038c7c
Dark Batis	en	db4378b23b228d134df96c05a27dda98
Cape Batis	en	1463aabc09b642ea701fd814031aac6e
Woodward's Batis	en	66f77c82ad06f730ca3865c1be37382e
Chinspot Batis	en	78126a671f8be0dc62dd7de38c618cea
Senegal Batis	en	c23acf5a8ca512a862b8a89ef3399a8c
Grey-headed Batis	en	06434cb4ecb88f0cb9d94611f0c51ee3
Pale Batis	en	e2a7679b09d379fbbaac685ae0d35f7d
Pririt Batis	en	b9b9f6eb977c9f1f3156d7ae2b3ec84e
Eastern Black-headed Batis	en	e911d5583c0a11b59fb9abf19caa75f2
Western Black-headed Batis	en	c4c48227814604b57f9ed980d5ed8d05
Pygmy Batis	en	f39a6f47676f977f8e83e566682c9e44
Angolan Batis	en	355c0b3fdb405b5e18a691a86fe1c6da
Gabon Batis	en	2ac90a9cea7778ac93a2f2659a393883
Ituri Batis	en	36466031a3ebb1d50c0cbc0ab0760023
Fernando Po Batis	en	453428bf1205ffb79d21941f5d49294a
White-tailed Shrike	en	de7bcbb5e93c737673070dfb9799968b
West African Wattle-eye	en	12d1eb3acd625281385231f38678a9eb
Chestnut Wattle-eye	en	edd159483ab23a08731f24274d6b674f
White-spotted Wattle-eye	en	a10e31fc0bce70170e6f8c7f286aca1b
Banded Wattle-eye	en	1b52d4a436df27fd10104cd9da02c754
Black-throated Wattle-eye	en	2fd188c69d056fd73ed4e9059224195b
White-fronted Wattle-eye	en	191dfc8e7bb6bea74d2336d5c0881a0d
Brown-throated Wattle-eye	en	b9611a4430628a050986691c7c0db849
Yellow-bellied Wattle-eye	en	6f60522b37d8e94d95f0a875cf5c3e9c
Red-cheeked Wattle-eye	en	cbdb046cddfca14c07002cbf02e33ddd
Black-necked Wattle-eye	en	b720416cf68ea199518c542058ca217e
Jameson's Wattle-eye	en	b9ff01f33171dbc146fb8c58557a6c97
Woodshrikes and allies	en	4f350af0352ed3dbb95676e836f1808c
Bar-winged Flycatcher-shrike	en	d16cad1b22994c2d871f92768eab01d9
Black-winged Flycatcher-shrike	en	61c868e5f9752003c068eb5b152d9e2f
Large Woodshrike	en	ecd735016dd403fbc676ec43cbfe6a54
Malabar Woodshrike	en	7d6b4ce4addb2198a5cf454d19635d2c
Common Woodshrike	en	a138cd6fbdf9e030e1b68feb50620b3f
Sri Lanka Woodshrike	en	ef7948a16efcf8c191a71c04c5ba4737
Rufous-winged Philentoma	en	1a8aadffc585bbb634bf4b187d7c15b3
Maroon-breasted Philentoma	en	91d47651f2e119ca059da12584d31564
Helmetshrikes	en	3d13b2ad0932149fddc1b072340bf5f3
White-crested Helmetshrike	en	1c06fe10a27ba280a4437a79f6074d98
Grey-crested Helmetshrike	en	160520c59b071bccda94049891bacfbd
Yellow-crested Helmetshrike	en	1d2252ac720a985774b241967a9e47f0
Red-billed Helmetshrike	en	f35461296610654265122f7ae0760caa
Rufous-bellied Helmetshrike	en	3d923cd61f7152aee3aa04e61a1e8701
Retz's Helmetshrike	en	701751e7ed642dc2698226019525b843
Gabela Helmetshrike	en	2d2f64445f49298b5c625090c7a156a6
Chestnut-fronted Helmetshrike	en	8f4127cf8b43b67df5db39510ba357d4
Bushshrikes	en	23ccd07f35c307e08c0aa64234905388
Fiery-breasted Bushshrike	en	0549a762c38dc0513d58139c3c32615b
Monteiro's Bushshrike	en	62013754cd689d163b1a76deb39e7717
Grey-headed Bushshrike	en	25902c04422be5ad5ec257dcbe25967d
Lagden's Bushshrike	en	f0cbecd5d63edac9a460f2ba4a2d5539
Green-breasted Bushshrike	en	1e00673c493928f90bc062b3f7246b98
Uluguru Bushshrike	en	4e53452f384c5e1e1679f7e11236183b
Mount Kupe Bushshrike	en	621f8d37284f3c4348eca9ec3e63affd
Many-colored Bushshrike	en	78f0320d62b211277efb86c44afeec14
Black-fronted Bushshrike	en	457e2c14ee5102631872e11a2396c158
Olive Bushshrike	en	cbc22f16061a363ba17d44d88ec9b872
Bocage's Bushshrike	en	78e0c41dc7720c42cb0fdb766421dd1f
Orange-breasted Bushshrike	en	7d7e89f2f057eb857a5ffe89c244e775
Gorgeous Bushshrike	en	65f8da544887370050946246a87352a6
Doherty's Bushshrike	en	f2f5524eb9168e393fb6a2f4f4c575ec
Bokmakierie	en	bdc70b6d15faf7cfd298d8f53bdccf4f
Rosy-patched Bushshrike	en	2e04ef76b772a5b2d540c13656a4b8cf
Marsh Tchagra	en	127059fbab41ebd5d6bc29c20198356f
Brown-crowned Tchagra	en	e839d2419a0dc7d0b0cdbd524f0597e8
Three-streaked Tchagra	en	21805679f20e5e3bfbb89f5ea9caea68
Southern Tchagra	en	6570b186f90424614fc1541e0a5beea9
Black-crowned Tchagra	en	321bbf3868fef4569de02ff0f72b3534
Sabine's Puffback	en	9b5c0030c10ca06480fc731e739d61a3
Pink-footed Puffback	en	285ee73475bb19d877f58fb0c941bf1e
Red-eyed Puffback	en	5d903f849c9c452e050dd7d1ace68a66
Black-backed Puffback	en	837d444890d5f7a70b5433dc7088f2c3
Northern Puffback	en	5b9d81ed5887940a0345a74657ea348f
Pringle's Puffback	en	30dc73f4c5e2b33bf8b6399471b361c3
Lowland Sooty Boubou	en	48afa520f5472024ecb17dc8f7dbf3be
Mountain Sooty Boubou	en	dab37c105b35df64f63c37118ae605d6
Willard's Sooty Boubou	en	6787c21456eda5cd553289db6e66b1b5
Fülleborn's Boubou	en	ff28b85248afb112e5d17c7b86174f5d
Slate-colored Boubou	en	3568a75bfc9cfd09ba9ff01a8ab61508
Lühder's Bushshrike	en	229620bc762d62229cea46576db6ab7f
Braun's Bushshrike	en	84b58533dd25d00686333c64cd4e1fdc
Gabela Bushshrike	en	80931a7bc975e2f6d969504a2b713484
Red-naped Bushshrike	en	01b3193a167f92bfaf9b5efe6bb5f452
Black Boubou	en	1a5a355048612cd81211d2d75a5fc851
Ethiopian Boubou	en	ad8c00bbf4744d3cd7385c7bdecc16f9
Tropical Boubou	en	7b20476040091330589c162e7f7fc9f6
East Coast Boubou	en	e007572c88559906753b3d2f85deddb0
Southern Boubou	en	f24b7144e552e6ef2c99b1c2c929e2fc
Swamp Boubou	en	b41d6fa5f39d59217ae8b4faa5d195f9
Turati's Boubou	en	8611a8c92935374c8c4352590788ac58
Yellow-crowned Gonolek	en	bd0bd71374565ffe8684b35732db728b
Papyrus Gonolek	en	774ecce21616caaf652a7e62ecd70244
Black-headed Gonolek	en	1f9a29eae368fc921f90f1271598808c
Crimson-breasted Shrike	en	423755c63e6c8e680a206c6bed942cf4
Yellow-breasted Boubou	en	97ec73a3633160250596e89335fd13f1
Brubru	en	46d96c742306a20790904b9d2480a975
Boatbills	en	33bae1901cb586380728dd4f139765f1
Yellow-breasted Boatbill	en	9880fd67e0ee9f017beea5fa5bf75253
Black-breasted Boatbill	en	a572d4ab10e8afe5f396dffb336ccea4
Vangas	en	6c30efba8c0770b79b7cdcc6b925f9eb
Red-tailed Vanga	en	28cb77db3b164d820a27c430cd89eebb
Red-shouldered Vanga	en	8b891df158ffe45355802c6db95479d7
Hook-billed Vanga	en	2c128daaa927affdc208968d3576e16d
Bernier's Vanga	en	1125cccd6c02ed505137dc29d2dd6f10
Lafresnaye's Vanga	en	ccff6abf8dc47d58e59b25dab3ba9727
Van Dam's Vanga	en	b4e36ac4dae356e863ff025af0e777c6
Pollen's Vanga	en	84c8fd987276f67c7b3238bc90d6d58f
Sickle-billed Vanga	en	7e0b11ec1b7f0b6925c5bd719bcaac20
White-headed Vanga	en	757956ba2a78f9158aa5c7a45cfc12db
Chabert Vanga	en	67cae525634ff199b212602c62b15872
Blue Vanga	en	e60335f6581f046ae7085166ac3cc623
Rufous Vanga	en	36b5b690fe797a0af4347c9e5ee05faf
Helmet Vanga	en	1e21ccb35f74a67637bd05f2e8ec463c
Tylas Vanga	en	0b2db240a9f91cf0f2d4a863e0a3d524
Nuthatch Vanga	en	cf58e43f8ac8fc15d4d381afae8129f1
Dark Newtonia	en	5207fc4d0dabb4f13c3c6335058ce4d8
Common Newtonia	en	80eb5568ca41d94a09157d86df26b6f8
Archbold's Newtonia	en	50d3a31e333cf2a3662f27e05ea415dd
Red-tailed Newtonia	en	b2f7a18c80b17a4846dd2f17e1877f18
Ward's Flycatcher	en	5e32fbd08dfd7c590f122ba85ed451db
Crossley's Vanga	en	956c7ec4da7c948edb04542b5a904aa2
Bristlehead	en	6038774844b8651e35efa0c7464d8653
Bornean Bristlehead	en	11f105e84ea439f39241ffd982b42d38
Woodswallows, Butcherbirds and Allies	en	67554d736f207e2912e997f5c00f62af
Ashy Woodswallow	en	085cc5633921446281b49d35faf13b1d
White-breasted Woodswallow	en	e69fb49a7f531a077e7c7847f32d5484
Fiji Woodswallow	en	de727be1776160ea4d66511579d6cb5c
Ivory-backed Woodswallow	en	84927e01ea64f3dec270f43abc7b2b6e
Great Woodswallow	en	89195b2cfdb115df50cc8d6996064068
White-backed Woodswallow	en	417ab999a47c9d1bde5a495bdbf65568
Masked Woodswallow	en	da71e542ad3ef5845569a6684542e869
White-browed Woodswallow	en	0e36c67f185fbda904f2486c476a25be
Black-faced Woodswallow	en	372af28678fd62599527340047763d0d
Dusky Woodswallow	en	11a1bb764acf9dc3b3bdc00c7c06d1a4
Little Woodswallow	en	b1794cceaff5ef0035f69d9edca1ddc0
Lowland Peltops	en	01308238c50712eed1544b077fd60a61
Mountain Peltops	en	bcbc396ffba746d77ccb2b8b4570cc42
Black Butcherbird	en	f16d5e3747615238573c2eb255ec6a60
Australian Magpie	en	c212cc17978c31302e323ac3d58c92a5
Grey Butcherbird	en	0bf4fa05aea342078de7d5c59771accb
Silver-backed Butcherbird	en	f979ca4324e92b0fe19c21313c8f0f78
Black-backed Butcherbird	en	61c62eadb1964b407277c73e3e4ee745
Pied Butcherbird	en	26a952e83cf0d017540a72531729fde6
Hooded Butcherbird	en	64a54822672f174a1ece79f85e1e37c5
Tagula Butcherbird	en	effebfb56c8e4ce70857ad3b22ff58a3
Pied Currawong	en	792025bb76ab95b127e547feb6b5d470
Black Currawong	en	bc8d64dcdbcd828a553e0b7d0546d7bf
Grey Currawong	en	6cc0947fa99a6660643450f2c7ab3305
Mottled Berryhunter	en	dc4ff00a314054a18c3af42b6d6b17d6
Mottled Berryhunter	en	274f4089c6a4bbe9d452120052784b7e
Ioras	en	254f3064639161bea386a636faa4fdf6
Common Iora	en	8edb70dee017960d5bcb2640d9ff25bd
Marshall's Iora	en	4ff0c2b1d15a25bb037e71a1dcfd6860
Green Iora	en	fd749499f181c42fa94ee8c83a66d5f4
Great Iora	en	c478203a02c602dabcea9c030709e90e
Cuckooshrikes	en	09fd295263d054c51f76581b1f7b3c75
Ground Cuckooshrike	en	c6636eac66707ea6e65d6941ef896ca1
Large Cuckooshrike	en	691795390965b9ae7384cfe8229319d6
Javan Cuckooshrike	en	0598c73d20dde50270a7ba946560aa47
Black-faced Cuckooshrike	en	ad25654b844e47711047cc623d2aba04
Wallacean Cuckooshrike	en	853397eed5784088d91016d9eaa63a62
Buru Cuckooshrike	en	2e3c1d07d8f1e7b7c077dcb1dc5aebd5
Moluccan Cuckooshrike	en	08c59bf382d730120c1a54fcb4da1d9b
Slaty Cuckooshrike	en	21dce334e53d0a089fb56aed01196d84
South Melanesian Cuckooshrike	en	664ec9d549ad12ba4d169a748c81165a
North Melanesian Cuckooshrike	en	34e0e2a3b4e91f94620fb4056f72d27c
Stout-billed Cuckooshrike	en	d1931e50262e3f88af6909a1b118b651
Cerulean Cuckooshrike	en	ec81efcf919468d087dce7a3300f4aa7
Sunda Cuckooshrike	en	4478a65feb89ac59b9573a8301fa101f
Bar-bellied Cuckooshrike	en	0102b0645ba63eef1560af9f795f69f9
Andaman Cuckooshrike	en	20a15c7d275d60a37a90d4c5a3676245
Pied Cuckooshrike	en	8146e16655e7b8366995511e7425e4e0
Barred Cuckooshrike	en	d9281d3fbc874e261273629b93ceedda
Boyer's Cuckooshrike	en	d7b2a502b5e60d016e34b308a5cd026f
White-rumped Cuckooshrike	en	587e2b13abc01cebc8084978d57fd780
White-bellied Cuckooshrike	en	6461afd0d01281962e2a902066c320b6
Manus Cuckooshrike	en	9f76fe8a8d6d1716fc0d0ef69b59767b
Hooded Cuckooshrike	en	0d529734d9ff13a9608381c6f6de5cac
Halmahera Cuckooshrike	en	4e0561fe9d703f9e1fec28f980b1dde2
Pygmy Cuckooshrike	en	4fbf3854461db59a3481007a076333a9
New Caledonian Cuckooshrike	en	114f8ff7d66da414fd19277e661dae0f
Grey Cuckooshrike	en	6ab85cccccd94428ded08a7f35f03ef1
White-breasted Cuckooshrike	en	8029b7753efccdbe07b6d5d27d8fb71b
Grauer's Cuckooshrike	en	a75c81729e5e207d39429fafddd3c6b2
Madagascan Cuckooshrike	en	782f0f8d89ccd96e9f56b7b5dc1b2a09
Comoros Cuckooshrike	en	8cad547eb949e1cc8a7402b5337e8022
Blue Cuckooshrike	en	1de410194e947af742a52d83f53d991d
Mauritius Cuckooshrike	en	bafdb4b7e3febdb4a7976b8af4024722
Reunion Cuckooshrike	en	26704ae27ec6d9bb8df552c30c862d9c
Blackish Cuckooshrike	en	fb0afa1cbbb13503b719ebc875040aa5
Pale-shouldered Cicadabird	en	58a85849c11d983ef0917cb7817f331d
Kai Cicadabird	en	f5098eb89aca3dc9227a365a5b9cb67a
Common Cicadabird	en	85805ca28e378bb9c457e5c0c07c3bc0
Palau Cicadabird	en	da22b3dfbe7ebfe4bda04d87a3a82cf9
Yap Cicadabird	en	d044b395b8f281e44ba4df4a62b3995c
Pohnpei Cicadabird	en	ed7fde037cdc73f949d9c585c67f079a
Grey-capped Cicadabird	en	123e08c6e54c2e26c025ebe44e36cb80
Makira Cicadabird	en	1edcc1fa0bfeb394285e6dcd4e5b9f8c
Black-bibbed Cicadabird	en	db673aeb50b69cb0cdcde1978ad7d9f6
Sulawesi Cicadabird	en	927a11a8292f60d9e144c6a2b97c3133
Sula Cicadabird	en	ebbf9544945a5b8fea72a7b57b679b64
Pale Cicadabird	en	84d3ab8ba74e08f6b13145ad1c669d08
Black-shouldered Cicadabird	en	f6a1731e067ecc1a70073ca21e6ca09d
Grey-headed Cuckooshrike	en	d2cbd6cfd65d014a12690189e09bcfbd
Black Cicadabird	en	71ca18308425c677c394273dfba92d12
Black-bellied Cuckooshrike	en	71aaa2071de7cd2cd2f626ae70ed18b9
Solomons Cuckooshrike	en	5201b698e91ec7b995703dff4684a94e
White-winged Cuckooshrike	en	548bb739bf446a2203dd54c6b3600f19
McGregor's Cuckooshrike	en	0812f835aa2f891b9e8e93c9f1d48fa9
Indochinese Cuckooshrike	en	d683de195e6ec7ec12de042b6e0c05db
Black-winged Cuckooshrike	en	caf75e52a1a5d00200834bb80dba1a13
Lesser Cuckooshrike	en	8c9c339fe31d61d4b2250949ed08fbcd
Black-headed Cuckooshrike	en	1333a94a78d8329abb8f1e0e96e166e7
Golden Cuckooshrike	en	b448ddf8de0fd40beef7306b54e0538b
Black-and-white Triller	en	2719e85d9ca486e531744bf007085d17
Pied Triller	en	0cb37fefd96c55ce72b41f8379418b8b
White-rumped Triller	en	7082bf384466f304fc96fd47cf25fe52
White-shouldered Triller	en	36b8ed65eeef7722e6b28fa548405777
White-winged Triller	en	342cce3ffe8c6bbee43404fb2c874e7a
Rufous-bellied Triller	en	284dd178d3a52f15a922d3516e3d346a
Black-browed Triller	en	89fd0eadea0c9d0dfa52a79234e66ad8
White-browed Triller	en	86d35d4c3bd88a2b745fb12acfd499de
Varied Triller	en	90dcefa31d80c32e60f1d8e796dd19ba
Mussau Triller	en	57cc95b33bb8bd255ad3a55e07047f7b
Polynesian Triller	en	e163f59bb276d786bd2847349d170a68
Samoan Triller	en	6fccb70a38ee647faec9fd7353f75569
Long-tailed Triller	en	560c8ad0400521167338c4869828cbd2
Black Cuckooshrike	en	78729868e9c901a19e8c5513913c3ea4
Red-shouldered Cuckooshrike	en	54a53716115bdd6d806984e6bd67d3ec
Petit's Cuckooshrike	en	bf5bbe94f4fa229bfff6dc2c88618206
Purple-throated Cuckooshrike	en	09cf26267c62d9acb28daa1f45f13397
Western Wattled Cuckooshrike	en	e259ba625bb8467a254f6e514459230c
Eastern Wattled Cuckooshrike	en	9aa509b06d1c58204e2328541c5c82f0
Rosy Minivet	en	fd1f0a6c7278e8c123a2571997a46bc1
Swinhoe's Minivet	en	95281f90cd76e811e42306661618afc7
Ashy Minivet	en	d603982097828ae681d581e5e70ab4b7
Ryukyu Minivet	en	5510e61ac4150d879144910d3ba5d2f6
Small Minivet	en	a30f22ba4ad5ef197b2f3c3fbb0b26b6
Fiery Minivet	en	3227a48ab2cedb96636bdd9a4da379ee
Little Minivet	en	ab908e7df1885ef61ede9fd6ab45e18f
White-bellied Minivet	en	884d24ea406b67a93fc172c0c6890125
Jerdon's Minivet	en	fd733b4deafd787699376c2d3e09f01f
Grey-chinned Minivet	en	5200c71b7304a97dca6fa6eb34d90b76
Long-tailed Minivet	en	e0e213145b0d75a2c957c7a4d612b404
Short-billed Minivet	en	d84bbf483a4349542567b0834fc2af53
Sunda Minivet	en	24b743aea4689085e3de12e3166539a1
Orange Minivet	en	f118f0ef6a1df25e8e6f5795267e704b
Scarlet Minivet	en	a0759100b7fc46a4943d947a827624fd
Whiteheads	en	8fe039b14c9d15baf15fbe5bb79ff219
Yellowhead	en	8dcbc7fc645abeaacbb9491e23d751ff
Whitehead	en	c42e376714cee2d65da73af195702815
Pipipi	en	7db1e7ec90fa9770f0826005b18b9a4a
Sittellas	en	b51adf50e9033f96da077e8d65879850
Varied Sittella	en	81d7d407ca2885953940d516442d2373
Papuan Sittella	en	7e2e3a84b0a66b811e593ad42cd5c3fe
Black Sittella	en	1cdac535d086a72ea63319de39995f22
Ploughbill	en	d0303a571d3c3b777407253595fd592c
Wattled Ploughbill	en	f0223920f143df4d90392d6a763de83c
Australo-Papuan Bellbirds	en	9eb1449fcfbe5c10ab52c137974e753d
Rufous-naped Whistler	en	56e11ade28bf8e8cd24face6638b7be7
Crested Pitohui	en	b19ab824fef20d250f46e71d3ca66547
Crested Bellbird	en	bfea2d91361175fe4fbcb91751439586
Whistlers and allies	en	03a24d9b950b7cc540e18e0a28eb7108
Crested Shriketit	en	86ed9a1ab49f46ef290196f3d277a1c5
Maroon-backed Whistler	en	8f22c9a97b284106fe80c93d43f0b6d7
Sangihe Shrikethrush	en	600e9a94770eff1727a14d3a96beff9d
Black Pitohui	en	a53e0ddbee01082b9943addb21ef740d
Olive Whistler	en	72eeff54c602cbeba42efdbace04698f
Red-lored Whistler	en	ff864fd7bce23ce50c28c63da3751cfa
Gilbert's Whistler	en	154a626a12d6dc25c2458a7bc15a32e0
Mangrove Whistler	en	b91acad79742394dc8e837cbf3c96c87
Green-backed Whistler	en	60982a31029166b44f7853846cb7bae7
White-vented Whistler	en	a887eff0f1f3f263291cca19210c7dbd
Island Whistler	en	14c123e0fbdf92151d602c5e29f43591
Rusty Whistler	en	351845bf746b3598b4dd1ed17697add5
Brown-backed Whistler	en	87066bbd99771bb227404bf6c5e41700
Yellow-bellied Whistler	en	332eaa93f7458e5bd714257efb800357
Sulphur-vented Whistler	en	6e8ee1b081f151bb152d30d67de8dd7b
Bornean Whistler	en	8a6a28a38ab189112e6569e313b2f4a1
Vogelkop Whistler	en	0f7435dd97e6f2a60aa5d1491edd5c01
Grey Whistler	en	8c27ba5b610d9bf1a9e29c6324106d99
Fawn-breasted Whistler	en	b09a33934e0d5e9298fc95e224287489
Sclater's Whistler	en	810445da5663e35809d23e17ff6002a1
Rusty-breasted Whistler	en	5cf091cac6e583d8351a084b7360ddee
Yellow-throated Whistler	en	e8fe001fc1cbdb2cad02a6325e60493d
Baliem Whistler	en	bc2d62615ab1ce8c7554e9586c84e14c
Black-chinned Whistler	en	d55560d99dfa90aefb34e577cf930d89
Australian Golden Whistler	en	05a4364e8cd7a248e0e2516e25f3d038
Western Whistler	en	d334d27b5c183897848bdab539313133
Bismarck Whistler	en	c3914911bff9071c40eba940656b7f80
Oriole Whistler	en	700c8d91559b3303b08049af541ac22d
Louisiade Whistler	en	79d6f6756934a0595443336fd40626e7
Rennell Whistler	en	15155ac6668d1b28ae03115c3d55ae88
Melanesian Whistler	en	cb16715e0c497b6e493f48dd4aa2cb7e
New Caledonian Whistler	en	2fd9f13268dad4def702eb5d24dbbcb9
Fiji Whistler	en	13d3220a5b95cf19fb7392f8a5e17210
Temotu Whistler	en	13274394d15c13f9cc390e8b7ff0fbe4
Tongan Whistler	en	dd9aac199874dd59b8b973ae8613c350
Mangrove Golden Whistler	en	cd61de39b9c69769fc7fbc067bd0badd
Samoan Whistler	en	e4d9e1166073a44c4318eaaedfa8f613
Hooded Whistler	en	f17e3c2f533ccc7dc39e4e036ab8e49f
Bougainville Whistler	en	9520cfeef2df3dc3a35d8e375a7da2f0
Bare-throated Whistler	en	578c5aa5b3e6b39c968d452fca1ab1fb
Lorentz's Whistler	en	a6a6f14c6ce3046ebaa6e461b60501fd
Regent Whistler	en	7b72a4e057077d47a8f9886243dbbbaf
Golden-backed Whistler	en	43a20721a67f543584466f21689c5dc4
Rufous Whistler	en	2b42cbd33a7f99d8d90a976810a9a8d5
Black-headed Whistler	en	7834087cf8ca2576e20dd79e0bf11845
White-bellied Whistler	en	1571c7179af9666e7b24fdec49013a8a
Wallacean Whistler	en	c74a96989d228af8a16abe76c2a6b77c
Drab Whistler	en	712cf03380b8fe3a46fbb68933875055
Cinnamon-breasted Whistler	en	84fb5bc2b3102d9d973b99da1767cbcd
White-breasted Whistler	en	e5e82dfa0d52d5ce4c3f0a0cd5e10659
Morningbird	en	970eb6648d8282ac9c7000a1671ea919
White-bellied Pitohui	en	c6e3c04bef0c3c85dab5a7a38aef877b
Rusty Pitohui	en	67b3140b46af58b0bc3e7d32a5d2ae30
Bower's Shrikethrush	en	0ccedfbb64dd013e6a462855b6509dda
Sooty Shrikethrush	en	364cc286413290bc5a374c6bf8e6845b
Little Shrikethrush	en	c77d9e266b00fb1ea463096b189f76c5
