id	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	scientificName	namePublishedIn	kingdom	taxonRank	scientificNameAuthorship	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	modified
1210232	1210232	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487343	1210232	1220388	Nysius pacificus	China, W.E. 1930. Insects of Samoa & other Samoan terrestrial Arthropoda Pt. II. Insects of Samoa & other Samoan terrestrial Arthropoda Pt. II. Hemiptera. Fasc. 2(3):81-162	Animalia	species	China, 1930	ICZN	valid			2016-11-08T15:21:00
1210233	1210233	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487340	1210233	1220388	Nysius raphanus	Howard *. 1872.	Animalia	species	Howard *, 1872	ICZN	valid			2016-11-18T08:59:00
1210234	1210234	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487342	1210233	1220388	Nysius strigosus	Uhler, P.R. 1894. Observations upon the Heteropterous Hemiptera of Lower California, with descriptions of new species. Proceedings of the California Academy of Sciences (Proc. Calif. Acad. Sci.)	Animalia	species	Uhler, 1894	ICZN	junior synonym			2016-11-08T15:21:00
1210235	1210235	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487341	1210233	1220388	Nysius minutus	Uhler. 1895. In Gillette, C.P. & C.F. Baker. A preliminary list of the Hemiptera of Colorado. Descriptions of new genera and species of Hemiptera. Colorado Agricultural Experiment Station Bulletin 24-5	Animalia	species	Uhler, 1895	ICZN	junior synonym			2016-11-17T11:57:00
1210236	1210236	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487679	1210236	1209963	Xyonysius adjunctor	Barber, H.G. 1947. Revision of the genus Nysius in the United States & Canada (Hemiptera Heteroptera: Lygaeidae). J. Wash. Acad. Sci.	Animalia	species	(Barber, 1947)	ICZN	valid			2016-11-18T08:47:00
1210237	1210237	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487338	1210237	1220388	Nysius angustellus	Blanchard, E. 1852. Hemipteros: In: Gay, Historia de Chile. Hemipteros: In: Gay, Historia de Chile. Zoologica V.	Animalia	species	(Blanchard, 1852)	ICZN	valid			2016-11-08T15:21:00
1210238	1210238	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487337	1210238	1220388	Nysius insoletus	Barber, H.G. 1947. Revision of the genus Nysius in the United States & Canada (Hemiptera Heteroptera: Lygaeidae). J. Wash. Acad. Sci.	Animalia	species	Barber, 1947	ICZN	valid			2016-11-18T08:55:00
1210239	1210239	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487252	1210209	1210421	Nysius gastricus	Bergroth, E. 1920. Hemiptera from British East Africa collected by Prof. E. Lonnberg. Arkiv För Zoologi (Ark. Zool.)	Animalia	species	Bergroth, 1920	ICZN	junior synonym			2016-11-08T15:21:00
1210240	1210240	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487336	1210240	1220388	Nysius dissimilis	Izzard. 1936. The Hemiptera of Christmas Island. Ann. Mag. Nat. Hist.	Animalia	species	Izzard, 1936	ICZN	valid			2016-11-08T15:21:00
1210241	1210241	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487334	1210241	1220388	Nysius ceylanicus	Motschulsky, V. 1863. Essai d'un catalogue des insectes de l'ile Ceylan. Bull. Soc. Nat. Moscou	Animalia	species	(Motschulsky, 1863)	ICZN	valid			2016-11-08T15:21:00
1210242	1210242	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487333	1210242	1220388	Nysius mixtus	Usinger, R.L. 1942. The genus Nysius and its allies in the Hawaiian Islands (Hemiptera, Lygaeidae, Orsillini). Bull. Bishop Mus.	Animalia	species	Usinger, 1942	ICZN	valid			2016-11-08T15:21:00
1210243	1210243	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487331	1210243	1220388	Nysius steeleae	China, W.E. 1934. A new species of Nysius Dall. (Heteroptera Lygaeidae) from West Africa. Entomologist	Animalia	species	China, 1934	ICZN	valid			2016-11-08T15:21:00
1210244	1210244	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487660	1210244	1220436	Xyonysius californicus californicus	Stal, C. 1859. Hemiptera species novas descriptsit. Konglika Svenska Fregattens Eugenies resa omkring jorden. III. Hemiptera species novas descriptsit. Konglika Svenska Fregattens Eugenies resa omkring jorden. III (Zoologi, Insekter) 219-298	Animalia	subspecies	(Stal, 1859)	ICZN	valid			2016-11-08T15:21:00
1210245	1210245	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487657	1210245	1220436	Xyonysius californicus alabamensis	Baker, C.F. 1906. Notes on the Nysius & Ortholomus of America. Invert. pacif.	Animalia	subspecies	(Baker, 1906)	ICZN	valid			2016-11-18T08:49:00
1210247	1210247	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487677	1210247	1209963	Xyonysius sordidus	Stal, C. 1859. Hemiptera species novas descriptsit. Konglika Svenska Fregattens Eugenies resa omkring jorden. III. Hemiptera species novas descriptsit. Konglika Svenska Fregattens Eugenies resa omkring jorden. III (Zoologi, Insekter) 219-298	Animalia	species	(Stal, 1859)	ICZN	valid			2016-11-08T15:20:00
1210248	1210248	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487675	1210248	1209963	Xyonysius major	Berg, C. 1879. Hemiptera Argentina enumeravit speciesque novas. Hemiptera Argentina enumeravit speciesque novas. Bonariae: Pauli E. Coni pp.	Animalia	species	(Berg, 1879)	ICZN	valid			2016-11-08T15:20:00
1210249	1210249	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487442	1210249	1210475	Neortholomus gibbifer	Berg, C. 1892. Nova Hemiptera faunarum Argentinae et Uruguayensis. Lygaeidae. An. Soc. cient. argent.	Animalia	species	(Berg, 1892)	ICZN	valid			2016-11-08T15:20:00
1210250	1210250	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487329	1210250	1220388	Nysius haeckeli	Leon *. 1890.	Animalia	species	(Leon *, 1890)	ICZN	valid			2016-11-08T15:21:00
1210251	1210251	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487328	1210251	1220388	Nysius caledoniae	Distant, W.L. 1920. Rhynchota from New Caledonia. Ann. Mag. Nat. Hist.	Animalia	species	Distant, 1920	ICZN	valid			2016-11-08T15:21:00
1210252	1210252	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487300	1210252	1210287	Nysius thymi latus	Wagner, E. 1958. Der Nysius-Komplex (Hem. Het. Lygaeidae) in der Palaearktis. Societas Scietiarum Fennica Commentationes Biologicae (Comment. biol., Helsingf.)	Animalia	subspecies	Wagner, 1958	ICZN	valid			2016-11-08T15:21:00
1210253	1210253	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487326	1210253	1220388	Nysius coenosulus	Stal, C. 1859. Hemiptera species novas descriptsit. Konglika Svenska Fregattens Eugenies resa omkring jorden. III. Hemiptera species novas descriptsit. Konglika Svenska Fregattens Eugenies resa omkring jorden. III (Zoologi, Insekter) 219-298	Animalia	species	Stal, 1859	ICZN	valid			2016-11-08T15:21:00
1210254	1210254	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487327	1210253	1220388	Nysius nigriscutellatus	Usinger, R.L. 1942. The genus Nysius and its allies in the Hawaiian Islands (Hemiptera, Lygaeidae, Orsillini). Bull. Bishop Mus.	Animalia	species	Usinger, 1942	ICZN	junior synonym			2016-11-08T15:21:00
1210255	1210255	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487325	1210255	1220388	Nysius salti	Usinger, R.L. 1952. Two new Orsillini from Kilimanjaro (Hemiptera: Lygaeidae). Proc. roy. Ent. Soc. (B):	Animalia	species	Usinger, 1952	ICZN	valid			2016-11-08T15:21:00
1210256	1210256	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487324	1210256	1220388	Nysius abnormis	Usinger, R.L. 1942. The genus Nysius and its allies in the Hawaiian Islands (Hemiptera, Lygaeidae, Orsillini). Bull. Bishop Mus.	Animalia	species	Usinger, 1942	ICZN	valid			2016-11-08T15:21:00
1210257	1210257	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487671	1210257	1209963	Xyonysius naso	Van Duzee, E.P. 1933. Characters of twenty-four new species of Hemiptera from the Galapagos Islands and the coast and islands of Central America and Mexico. Proceedings of the California Academy of Sciences (Proc. Calif. Acad. Sci.) 21:25-40	Animalia	species	(Van Duzee, 1933)	ICZN	valid			2016-11-08T15:20:00
1210258	1210258	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487323	1210258	1220388	Nysius pulchellus	Stal, C. 1859. Hemiptera species novas descriptsit. Konglika Svenska Fregattens Eugenies resa omkring jorden. III. Hemiptera species novas descriptsit. Konglika Svenska Fregattens Eugenies resa omkring jorden. III (Zoologi, Insekter) 219-298	Animalia	species	Stal, 1859	ICZN	valid			2016-11-08T15:21:00
1210259	1210259	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487322	1210259	1220388	Nysius delectulus	Perkins. 1912. Notes on Hawaiian Hemiptera, with descriptions of new species. Trans. R. ent. Soc. Lond.	Animalia	species	Perkins, 1912	ICZN	valid			2016-11-08T15:21:00
1210260	1210260	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487321	1210260	1220388	Nysius inconspicuus	Distant, W.L. 1904. Fauna of British India, including Ceylon & Burma Rhynchota. Vol. II. (Heteroptera). Fauna of British India, including Ceylon & Burma Rhynchota. Vol. II. (Heteroptera). London: Taylor & Francis pp.	Animalia	species	Distant, 1904	ICZN	valid			2016-11-08T15:21:00
1210261	1210261	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487320	1210261	1220388	Nysius puberulus	Berg, C. 1895. Hemipteros de la Tierra del Fuego. An. Mus. nac. B. Aires	Animalia	species	Berg, 1895	ICZN	valid			2016-11-08T15:21:00
1210262	1210262	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487666	1210262	1209963	Xyonysius basalis	Dallas, W.S. 1852. List of the specimens of Hemipterous insects in the collection of the British Museum. List of the specimens of Hemipterous insects in the collection of the British Museum. Part. II., Taylor & Francis Inc., London 2:369-592	Animalia	species	(Dallas, 1852)	ICZN	valid			2016-11-18T08:48:00
1210263	1210263	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487670	1210262	1209963	Nysius callifer	Stal, C. 1874. Enumeratio Hemipterorum pt. 4. Enumeratio Hemipterorum pt. 12(1):1-186	Animalia	species	Stal, 1874	ICZN	junior synonym			2016-11-08T15:20:00
1210264	1210264	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487669	1210262	1209963	Nysius inaequalis	Uhler, P.R. 1894. On the Hemiptera-Heteroptera of the island of Grenada, West Indies. Proceedings of the Zoological Society of London (Proc. zool. Soc. Lond.) 167-224	Animalia	species	Uhler, 1894	ICZN	junior synonym			2016-11-08T15:20:00
1210265	1210265	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487319	1210265	1220388	Nysius frigatensis	Usinger, R.L. 1942. The genus Nysius and its allies in the Hawaiian Islands (Hemiptera, Lygaeidae, Orsillini). Bull. Bishop Mus.	Animalia	species	Usinger, 1942	ICZN	valid			2016-11-08T15:21:00
1210266	1210266	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487169	1210266	1220565	Nysius ericae groenlandicus	Zetterstedt, J.W. 1840. Insecta Lapponica Descripta. Insecta Lapponica Descripta. Lipsiae: Sumtibus Leopoldi Voss pp. iii-vi,	Animalia	subspecies	(Zetterstedt, 1840)	ICZN	valid			2016-11-18T08:54:00
1210267	1210267	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487172	1210266	1220565	Nysius ericae obscuratus	Horvath, G. 1890. Synopsis des Nysius Palearctiques. Revue de d’Entomologie, Caen. (Rev. Ent., Caen.)	Animalia	subspecies	Horvath, 1890	ICZN	junior synonym			2016-11-08T15:21:00
1210268	1210268	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487318	1210268	1220388	Nysius usingeri	Izzard. 1958. A new species of Nysius (Hemiptera, Heteroptera, Lygaeidae) from Cocos Keeling & Canton Islands. Entomologist’s Monthly Magazine (Ent. mon. Mag.)	Animalia	species	Izzard, 1958	ICZN	valid			2016-11-08T15:21:00
1210269	1210269	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487317	1210269	1220388	Nysius vinitor	Bergroth, E. 1891. On the new Australian vine pest. Entomologist’s Monthly Magazine (Ent. mon. Mag.)	Animalia	species	Bergroth, 1891	ICZN	valid			2016-11-08T15:21:00
1210270	1210270	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487316	1210270	1220388	Nysius dohertyi	Distant, W.L. 1904. Fauna of British India, including Ceylon & Burma Rhynchota. Vol. II. (Heteroptera). Fauna of British India, including Ceylon & Burma Rhynchota. Vol. II. (Heteroptera). London: Taylor & Francis pp.	Animalia	species	Distant, 1904	ICZN	valid			2016-11-08T15:21:00
1210271	1210271	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487315	1210271	1220388	Nysius rubescens	White, F.B. 1881. Descriptions of new species of Heteropterous Hemiptera collected in the Hawaiian Islands by the Rev. T. Blackburn no. 3. Ann. Mag. Nat. Hist.	Animalia	species	White, 1881	ICZN	valid			2016-11-08T15:21:00
1210272	1210272	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487314	1210272	1220388	Nysius punctipes	Stal, C. 1856. Hemiptera samlade of Victorini Caplandet. Öfversigt Vetenskaps-Akademiens Förhandlingar (Ofvers. VetenskAkad. Forh., Stockh.)	Animalia	species	Stal, 1856	ICZN	valid			2016-11-08T15:21:00
1210273	1210273	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487313	1210273	1220388	Nysius fucatus	Usinger, R.L. 1942. The genus Nysius and its allies in the Hawaiian Islands (Hemiptera, Lygaeidae, Orsillini). Bull. Bishop Mus.	Animalia	species	Usinger, 1942	ICZN	valid			2016-11-08T15:21:00
1210274	1210274	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:487239	1210204	1210426	Nysius pallidus	Evans, J.W. 1929. New species of Nysius (Hem., Lygaeid) from South Africa. Bulletin of Entomological Research (Bull. ent. Res.)	Animalia	species	Evans, 1929	ICZN	junior synonym			2016-11-08T15:21:00
