id	typeStatus	typeDesignatedBy	scientificName	institutionCode	catalogNumber	locality	sex	recordedBy	verbatimEventDate	verbatimLongitude	verbatimLatitude
1208708	typeGenus	Barber, H.G. & S.C. Bruner. 1933. A new subfamily of Lygaeidae including a new genus & two new species of Pamphantus Stal (Hemiptera-Heteroptera: Lygaeidae). Journal of the New York Entomological Society (J. New York Entomol. Soc.)	Pamphantinae Barber & Bruner, 1933								
1209925	typeGenus	Drake, C.J. & N.T. Davis. 1959. A new subfamily, genus, & species of Lygaeidae (Hemiptera-Heteroptera) from Australia. J. Wash. Acad. Sci.	Slaterellinae Drake & Davis, 1959								
1216653	typeGenus	Stal, C. 1865. Hemiptera Africana II. Hemiptera Africana II. Stockholm: Norstedtiana. pp.	Colobathristidae Stal, 1865								
1207956	typeSpecies	Zou. 1985. 83-86	Equatobursa nigra Zou, 1985								
1207958	typeSpecies	Scudder, G.G.E. 1968. A new genus of Heterogastrinae (Hem. Lyg.) for Rhyparochromus strictus Walker, 1872. Entomol. Monthly Mag.	Rhyparochromus strictus Walker, 1872								
1207961	typeSpecies	Slater, J.A. 1981. Two new genera of Lygaeidae from Northern Australia including the first member of the Pamphantini from the Eastern Hemisphere (Hemiptera: Heteroptera). J. Aust. Entomol. Soc. 115-118	Woodwardothignus gracilis Slater, 1981								
1207963	typeSpecies	Scudder, G.G.E. 1957. New genera and species of Heterogastrinae (Hemiptera, Lygaeidae) with a revision of the genus Dinomachus. Opusc. Ent.	Eranchiellus slateri (Scudder, 1957)								
1207966	typeSpecies	Distant, W.L. 1904. Fauna of British India, including Ceylon & Burma Rhynchota. Vol. II. (Heteroptera). Fauna of British India, including Ceylon & Burma Rhynchota. Vol. II. (Heteroptera). London: Taylor & Francis pp.	Boccharis significatus (Distant, 1904)								
1207968	typeSpecies	Scudder, G.G.E. 1957. New genera and species of Heterogastrinae (Hemiptera, Lygaeidae) with a revision of the genus Dinomachus. Opusc. Ent.	Thyrothanus niger (Scudder, 1957)								
1207970	typeSpecies	Distant, W.L. 1906. On some Ethiopian Rhynchota & synonymical notes. Ann. Mag. Nat. Hist.	Masoas transvaaliensis (Distant, 1906)								
1207972	typeSpecies	Scudder, G.G.E. 1962. New Heterogastrinae (Hemiptera) with a key to the genera of the world. Opusc. Ent.	Heteropynellus tropicus (Scudder, 1962)								
1207974	typeSpecies	Distant, W.L. 1903. On some underscribed Rhynchota. Ann. Mag. Nat. Hist.	Artemidorus pressus (Distant, 1903)								
1207980	typeSpecies	Distant, W.L. 1882. Insecta. Rhynchota. Hemiptera-Heteroptera. Vol. I. Biol. cent.-amer. London (v)-xx,	Cholula bicolor (Distant, 1882)								
1207985	typeSpecies	Scudder, G.G.E. 1962. New Heterogastrinae (Hemiptera) with a key to the genera of the world. Opusc. Ent.	Trinithignus brevirostris (Scudder, 1962)								
1207987	typeSpecies	Stal, C. 1859. Hemiptera species novas descriptsit. Konglika Svenska Fregattens Eugenies resa omkring jorden. III. Hemiptera species novas descriptsit. Konglika Svenska Fregattens Eugenies resa omkring jorden. III (Zoologi, Insekter) 219-298	Phygadicus kinbergi Stal, 1859								
1208005	typeSpecies	Fieber. 1860.	Heterogaster salviae Schilling, 1829								
