uid	|	parent_uid	|	name	|	rank	|	sourceinfo	|	
R0001	|		|	Araneae	|	order	|		|	
F0001	|	R0001	|	Actinopodidae	|	family	|		|	
G0001	|	F0001	|	Actinopus	|	genus	|		|	
S00001	|	G0001	|	Actinopus caraiba	|	species	|		|	
S00002	|	G0001	|	Actinopus cochabamba	|	species	|		|	
S00003	|	G0001	|	Actinopus crassipes	|	species	|		|	
S00004	|	G0001	|	Actinopus cucutaensis	|	species	|		|	
S00005	|	G0001	|	Actinopus dubiomaculatus	|	species	|		|	
S00006	|	G0001	|	Actinopus echinus	|	species	|		|	
S00007	|	G0001	|	Actinopus fractus	|	species	|		|	
S00008	|	G0001	|	Actinopus goloboffi	|	species	|		|	
S00009	|	G0001	|	Actinopus harti	|	species	|		|	
S00010	|	G0001	|	Actinopus insignis	|	species	|		|	
S00011	|	G0001	|	Actinopus liodon	|	species	|		|	
S00012	|	G0001	|	Actinopus longipalpis	|	species	|		|	
S00013	|	G0001	|	Actinopus nattereri	|	species	|		|	
S00014	|	G0001	|	Actinopus nigripes	|	species	|		|	
S00015	|	G0001	|	Actinopus paranensis	|	species	|		|	
S00016	|	G0001	|	Actinopus pertyi	|	species	|		|	
S00017	|	G0001	|	Actinopus piceus	|	species	|		|	
S00018	|	G0001	|	Actinopus princeps	|	species	|		|	
S00019	|	G0001	|	Actinopus pusillus	|	species	|		|	
S00020	|	G0001	|	Actinopus robustus	|	species	|		|	
S00021	|	G0001	|	Actinopus rojasi	|	species	|		|	
S00022	|	G0001	|	Actinopus rufibarbis	|	species	|		|	
S00023	|	G0001	|	Actinopus rufipes	|	species	|		|	
S00024	|	G0001	|	Actinopus scalops	|	species	|		|	
S00025	|	G0001	|	Actinopus tarsalis	|	species	|		|	
S00026	|	G0001	|	Actinopus trinotatus	|	species	|		|	
S00027	|	G0001	|	Actinopus valencianus	|	species	|		|	
S00028	|	G0001	|	Actinopus wallacei	|	species	|		|	
S00029	|	G0001	|	Actinopus xenus	|	species	|		|	
G0002	|	F0001	|	Missulena	|	genus	|		|	
S00030	|	G0002	|	Missulena bradleyi	|	species	|		|	
S00031	|	G0002	|	Missulena dipsaca	|	species	|		|	
S00032	|	G0002	|	Missulena faulderi	|	species	|		|	
S00033	|	G0002	|	Missulena granulosa	|	species	|		|	
S00034	|	G0002	|	Missulena hoggi	|	species	|		|	
S00035	|	G0002	|	Missulena insignis	|	species	|		|	
S00036	|	G0002	|	Missulena langlandsi	|	species	|		|	
S00037	|	G0002	|	Missulena leniae	|	species	|		|	
S00038	|	G0002	|	Missulena mainae	|	species	|		|	
S00039	|	G0002	|	Missulena melissae	|	species	|		|	
S00040	|	G0002	|	Missulena occatoria	|	species	|		|	
S00041	|	G0002	|	Missulena pinguipes	|	species	|		|	
S00042	|	G0002	|	Missulena pruinosa	|	species	|		|	
S00043	|	G0002	|	Missulena reflexa	|	species	|		|	
S00044	|	G0002	|	Missulena rutraspina	|	species	|		|	
S00045	|	G0002	|	Missulena torbayensis	|	species	|		|	
S00046	|	G0002	|	Missulena tussulena	|	species	|		|	
G0003	|	F0001	|	Plesiolena	|	genus	|		|	
S00047	|	G0003	|	Plesiolena bonneti	|	species	|		|	
S00048	|	G0003	|	Plesiolena jorgelina	|	species	|		|	
F0002	|	R0001	|	Agelenidae	|	family	|		|	
G0004	|	F0002	|	Acutipetala	|	genus	|		|	
S00049	|	G0004	|	Acutipetala donglini	|	species	|		|	
S00050	|	G0004	|	Acutipetala octoginta	|	species	|		|	
G0005	|	F0002	|	Agelena	|	genus	|		|	
S00051	|	G0005	|	Agelena agelenoides	|	species	|		|	
S00052	|	G0005	|	Agelena annulipedella	|	species	|		|	
S00053	|	G0005	|	Agelena atlantea	|	species	|		|	
S00054	|	G0005	|	Agelena australis	|	species	|		|	
S00055	|	G0005	|	Agelena babai	|	species	|		|	
S00056	|	G0005	|	Agelena barunae	|	species	|		|	
S00057	|	G0005	|	Agelena bifida	|	species	|		|	
S00058	|	G0005	|	Agelena borbonica	|	species	|		|	
S00059	|	G0005	|	Agelena canariensis	|	species	|		|	
S00060	|	G0005	|	Agelena chayu	|	species	|		|	
S00061	|	G0005	|	Agelena choi	|	species	|		|	
S00062	|	G0005	|	Agelena consociata	|	species	|		|	
S00063	|	G0005	|	Agelena cuspidata	|	species	|		|	
S00064	|	G0005	|	Agelena doris	|	species	|		|	
S00065	|	G0005	|	Agelena dubiosa	|	species	|		|	
S00066	|	G0005	|	Agelena fagei	|	species	|		|	
S00067	|	G0005	|	Agelena funerea	|	species	|		|	
S00068	|	G0005	|	Agelena gaerdesi	|	species	|		|	
S00069	|	G0005	|	Agelena gautami	|	species	|		|	
S00070	|	G0005	|	Agelena gomerensis	|	species	|		|	
S00071	|	G0005	|	Agelena gonzalezi	|	species	|		|	
S00072	|	G0005	|	Agelena hirsutissima	|	species	|		|	
S00073	|	G0005	|	Agelena howelli	|	species	|		|	
S00074	|	G0005	|	Agelena incertissima	|	species	|		|	
S00075	|	G0005	|	Agelena inda	|	species	|		|	
S00076	|	G0005	|	Agelena injuria	|	species	|		|	
S00077	|	G0005	|	Agelena jaundea	|	species	|		|	
S00078	|	G0005	|	Agelena jirisanensis	|	species	|		|	
S00079	|	G0005	|	Agelena jumbo	|	species	|		|	
S00080	|	G0005	|	Agelena keniana	|	species	|		|	
S00081	|	G0005	|	Agelena kiboschensis	|	species	|		|	
S00082	|	G0005	|	Agelena labyrinthica	|	species	|		|	
S00083	|	G0005	|	Agelena lawrencei	|	species	|		|	
S00084	|	G0005	|	Agelena limbata	|	species	|		|	
S00085	|	G0005	|	Agelena lingua	|	species	|		|	
S00086	|	G0005	|	Agelena littoricola	|	species	|		|	
S00087	|	G0005	|	Agelena longimamillata	|	species	|		|	
S00088	|	G0005	|	Agelena longipes	|	species	|		|	
S00089	|	G0005	|	Agelena lukla	|	species	|		|	
S00090	|	G0005	|	Agelena maracandensis	|	species	|		|	
S00091	|	G0005	|	Agelena moschiensis	|	species	|		|	
S00092	|	G0005	|	Agelena mossambica	|	species	|		|	
S00093	|	G0005	|	Agelena nairobii	|	species	|		|	
S00094	|	G0005	|	Agelena nigra	|	species	|		|	
S00095	|	G0005	|	Agelena nyassana	|	species	|		|	
S00096	|	G0005	|	Agelena oaklandensis	|	species	|		|	
S00097	|	G0005	|	Agelena orientalis	|	species	|		|	
S00098	|	G0005	|	Agelena poliosata	|	species	|		|	
S00099	|	G0005	|	Agelena republicana	|	species	|		|	
S00100	|	G0005	|	Agelena satmila	|	species	|		|	
S00101	|	G0005	|	Agelena scopulata	|	species	|		|	
S00102	|	G0005	|	Agelena secsuensis	|	species	|		|	
S00103	|	G0005	|	Agelena sherpa	|	species	|		|	
S00104	|	G0005	|	Agelena shillongensis	|	species	|		|	
S00105	|	G0005	|	Agelena silvatica	|	species	|		|	
S00106	|	G0005	|	Agelena suboculata	|	species	|		|	
S00107	|	G0005	|	Agelena tadzhika	|	species	|		|	
S00108	|	G0005	|	Agelena tenerifensis	|	species	|		|	
S00109	|	G0005	|	Agelena tenuella	|	species	|		|	
S00110	|	G0005	|	Agelena tenuis	|	species	|		|	
S00111	|	G0005	|	Agelena teteana	|	species	|		|	
S00112	|	G0005	|	Agelena tungchis	|	species	|		|	
S00113	|	G0005	|	Agelena zorica	|	species	|		|	
S00114	|	G0005	|	Agelena zuluana	|	species	|		|	
G0006	|	F0002	|	Agelenella	|	genus	|		|	
S00115	|	G0006	|	Agelenella pusilla	|	species	|		|	
G0007	|	F0002	|	Agelenopsis	|	genus	|		|	
S00116	|	G0007	|	Agelenopsis actuosa	|	species	|		|	
S00117	|	G0007	|	Agelenopsis aleenae	|	species	|		|	
S00118	|	G0007	|	Agelenopsis aperta	|	species	|		|	
S00119	|	G0007	|	Agelenopsis emertoni	|	species	|		|	
S00120	|	G0007	|	Agelenopsis kastoni	|	species	|		|	
S00121	|	G0007	|	Agelenopsis longistyla	|	species	|		|	
S00122	|	G0007	|	Agelenopsis naevia	|	species	|		|	
S00123	|	G0007	|	Agelenopsis oklahoma	|	species	|		|	
S00124	|	G0007	|	Agelenopsis oregonensis	|	species	|		|	
S00125	|	G0007	|	Agelenopsis pennsylvanica	|	species	|		|	
S00126	|	G0007	|	Agelenopsis potteri	|	species	|		|	
S00127	|	G0007	|	Agelenopsis spatula	|	species	|		|	
S00128	|	G0007	|	Agelenopsis utahana	|	species	|		|	
G0008	|	F0002	|	Ageleradix	|	genus	|		|	
S00129	|	G0008	|	Ageleradix cymbiforma	|	species	|		|	
S00130	|	G0008	|	Ageleradix otiforma	|	species	|		|	
S00131	|	G0008	|	Ageleradix schwendingeri	|	species	|		|	
S00132	|	G0008	|	Ageleradix sichuanensis	|	species	|		|	
S00133	|	G0008	|	Ageleradix sternseptum	|	species	|		|	
S00134	|	G0008	|	Ageleradix zhishengi	|	species	|		|	
G0009	|	F0002	|	Agelescape	|	genus	|		|	
S00135	|	G0009	|	Agelescape affinis	|	species	|		|	
S00136	|	G0009	|	Agelescape caucasica	|	species	|		|	
S00137	|	G0009	|	Agelescape dunini	|	species	|		|	
S00138	|	G0009	|	Agelescape gideoni	|	species	|		|	
S00139	|	G0009	|	Agelescape levyi	|	species	|		|	
S00140	|	G0009	|	Agelescape livida	|	species	|		|	
S00141	|	G0009	|	Agelescape talyshica	|	species	|		|	
G0010	|	F0002	|	Ahua	|	genus	|		|	
S00142	|	G0010	|	Ahua dentata	|	species	|		|	
S00143	|	G0010	|	Ahua insula	|	species	|		|	
S00144	|	G0010	|	Ahua kaituna	|	species	|		|	
S00145	|	G0010	|	Ahua vulgaris	|	species	|		|	
G0011	|	F0002	|	Allagelena	|	genus	|		|	
S00146	|	G0011	|	Allagelena bistriata	|	species	|		|	
S00147	|	G0011	|	Allagelena difficilis	|	species	|		|	
S00148	|	G0011	|	Allagelena donggukensis	|	species	|		|	
S00149	|	G0011	|	Allagelena gracilens	|	species	|		|	
S00150	|	G0011	|	Allagelena koreana	|	species	|		|	
S00151	|	G0011	|	Allagelena monticola	|	species	|		|	
S00152	|	G0011	|	Allagelena opulenta	|	species	|		|	
G0012	|	F0002	|	Alloclubionoides	|	genus	|		|	
S00153	|	G0012	|	Alloclubionoides amurensis	|	species	|		|	
S00154	|	G0012	|	Alloclubionoides bifidus	|	species	|		|	
S00155	|	G0012	|	Alloclubionoides circinalis	|	species	|		|	
S00156	|	G0012	|	Alloclubionoides cochlea	|	species	|		|	
S00157	|	G0012	|	Alloclubionoides coreanus	|	species	|		|	
S00158	|	G0012	|	Alloclubionoides dimidiatus	|	species	|		|	
S00159	|	G0012	|	Alloclubionoides euini	|	species	|		|	
S00160	|	G0012	|	Alloclubionoides gajiensis	|	species	|		|	
S00161	|	G0012	|	Alloclubionoides geumensis	|	species	|		|	
S00162	|	G0012	|	Alloclubionoides grandivulvus	|	species	|		|	
S00163	|	G0012	|	Alloclubionoides jaegeri	|	species	|		|	
S00164	|	G0012	|	Alloclubionoides jirisanensis	|	species	|		|	
S00165	|	G0012	|	Alloclubionoides kimi	|	species	|		|	
S00166	|	G0012	|	Alloclubionoides lunatus	|	species	|		|	
S00167	|	G0012	|	Alloclubionoides mandzhuricus	|	species	|		|	
S00168	|	G0012	|	Alloclubionoides meniscatus	|	species	|		|	
S00169	|	G0012	|	Alloclubionoides naejangensis	|	species	|		|	
S00170	|	G0012	|	Alloclubionoides namhaensis	|	species	|		|	
S00171	|	G0012	|	Alloclubionoides napolovi	|	species	|		|	
S00172	|	G0012	|	Alloclubionoides nariceus	|	species	|		|	
S00173	|	G0012	|	Alloclubionoides ovatus	|	species	|		|	
S00174	|	G0012	|	Alloclubionoides paiki	|	species	|		|	
S00175	|	G0012	|	Alloclubionoides paikwunensis	|	species	|		|	
S00176	|	G0012	|	Alloclubionoides pseudonariceus	|	species	|		|	
S00177	|	G0012	|	Alloclubionoides quadrativulvus	|	species	|		|	
S00178	|	G0012	|	Alloclubionoides rostratus	|	species	|		|	
S00179	|	G0012	|	Alloclubionoides solea	|	species	|		|	
S00180	|	G0012	|	Alloclubionoides terdecimus	|	species	|		|	
S00181	|	G0012	|	Alloclubionoides triangulatus	|	species	|		|	
S00182	|	G0012	|	Alloclubionoides trisaccatus	|	species	|		|	
S00183	|	G0012	|	Alloclubionoides wolchulsanensis	|	species	|		|	
S00184	|	G0012	|	Alloclubionoides yangyangensis	|	species	|		|	
G0013	|	F0002	|	Aterigena	|	genus	|		|	
S00185	|	G0013	|	Aterigena aculeata	|	species	|		|	
S00186	|	G0013	|	Aterigena aliquoi	|	species	|		|	
S00187	|	G0013	|	Aterigena aspromontensis	|	species	|		|	
S00188	|	G0013	|	Aterigena ligurica	|	species	|		|	
S00189	|	G0013	|	Aterigena soriculata	|	species	|		|	
G0014	|	F0002	|	Azerithonica	|	genus	|		|	
S00190	|	G0014	|	Azerithonica hyrcanica	|	species	|		|	
G0015	|	F0002	|	Barronopsis	|	genus	|		|	
S00191	|	G0015	|	Barronopsis arturoi	|	species	|		|	
S00192	|	G0015	|	Barronopsis barrowsi	|	species	|		|	
S00193	|	G0015	|	Barronopsis floridensis	|	species	|		|	
S00194	|	G0015	|	Barronopsis jeffersi	|	species	|		|	
S00195	|	G0015	|	Barronopsis pelempito	|	species	|		|	
S00196	|	G0015	|	Barronopsis stephaniae	|	species	|		|	
S00197	|	G0015	|	Barronopsis texana	|	species	|		|	
G0016	|	F0002	|	Benoitia	|	genus	|		|	
S00198	|	G0016	|	Benoitia agraulosa	|	species	|		|	
S00199	|	G0016	|	Benoitia bornemiszai	|	species	|		|	
S00200	|	G0016	|	Benoitia deserticola	|	species	|		|	
S00201	|	G0016	|	Benoitia lepida	|	species	|		|	
S00202	|	G0016	|	Benoitia ocellata	|	species	|		|	
S00203	|	G0016	|	Benoitia raymondeae	|	species	|		|	
S00204	|	G0016	|	Benoitia rhodesiae	|	species	|		|	
S00205	|	G0016	|	Benoitia timida	|	species	|		|	
S00206	|	G0016	|	Benoitia upembana	|	species	|		|	
G0017	|	F0002	|	Bifidocoelotes	|	genus	|		|	
S00207	|	G0017	|	Bifidocoelotes bifidus	|	species	|		|	
S00208	|	G0017	|	Bifidocoelotes obscurus	|	species	|		|	
S00209	|	G0017	|	Bifidocoelotes primus	|	species	|		|	
G0018	|	F0002	|	Calilena	|	genus	|		|	
S00210	|	G0018	|	Calilena absoluta	|	species	|		|	
