id	description	type
1109898	This species has a Host/Parasite ecological relationship with species dichroplusae.	associations
1116257	This species has a Host/Parasite ecological relationship with species welbourni.	associations
1128950	This species has a Inquiline/Host ecological relationship with genus Messor. Found in nests of Messor sp. (Hymenoptera: Formicidae).	associations
1128954	This species has a Inquiline/Host ecological relationship with species Paratrechina longicornis (crazy ant).	associations
1128964	This species has a Inquiline/Host ecological relationship with species Lasius flavus (yellow meadow ant).	associations
1128964	This species has a Inquiline/Host ecological relationship with species Lasius alienus (cornfield ant).	associations
1128964	This species has a Inquiline/Host ecological relationship with species Lasius niger (black garden ant).	associations
1128964	This species has a Inquiline/Host ecological relationship with species Tetramorium caespitum (pavement ant). As Tetramorium caespitosum, the ant cricket only rarely found with this host	associations
1128964	This species has a Inquiline/Host ecological relationship with genus Formica.	associations
1128975	This species has a Inquiline/Host ecological relationship with species Podapolipus acetosella scutellaris.	associations
1128975	This species has a Inquiline/Host ecological relationship with species Angraecum acetosella scutellaris.	associations
1128975	This species has a Inquiline/Host ecological relationship with species Camponotus acetosella scutellaris.	associations
1128975	This species has a Inquiline/Host ecological relationship with species Liebermannia acetosella scutellaris.	associations
1128975	This species has a Inquiline/Host ecological relationship with species Messor acetosella scutellaris.	associations
1128975	This species has a Inquiline/Host ecological relationship with species Crematogaster acetosella scutellaris.	associations
1128975	This species has a Inquiline/Host ecological relationship with species Elephas maximus acetosella scutellaris.	associations
1128975	This species has a Inquiline/Host ecological relationship with species Loxodonta africana acetosella scutellaris.	associations
1128975	This species has a Inquiline/Host ecological relationship with species Phacochoerus aethiopicus acetosella scutellaris.	associations
1128975	This species has a Inquiline/Host ecological relationship with species Potamochoerus porcus acetosella scutellaris.	associations
1128990	This species has a Inquiline/Host ecological relationship with species Anoplolepis gracilipes (long-legged ant, yellow crazy ant).	associations
1128991	This species has a Inquiline/Host ecological relationship with species Anoplolepis gracilipes (long-legged ant, yellow crazy ant).	associations
1128991	This species has a Inquiline/Host ecological relationship with species Paratrechina longicornis (crazy ant).	associations
1131387	This species has a Pollinator/Plant ecological relationship with genus Angraecum (orchid).	associations
1220684	This species has a Inquiline/Host ecological relationship with species Lasius niger (black garden ant).	associations
1220684	This species has a Inquiline/Host ecological relationship with species Podapolipus acetosella pallidula.	associations
1220684	This species has a Inquiline/Host ecological relationship with species Angraecum acetosella pallidula.	associations
1220684	This species has a Inquiline/Host ecological relationship with species Camponotus acetosella pallidula.	associations
1220684	This species has a Inquiline/Host ecological relationship with species Liebermannia acetosella pallidula.	associations
1220684	This species has a Inquiline/Host ecological relationship with species Messor acetosella pallidula.	associations
1220684	This species has a Inquiline/Host ecological relationship with species Pheidole acetosella pallidula.	associations
1220684	This species has a Inquiline/Host ecological relationship with species Elephas maximus acetosella pallidula.	associations
1220684	This species has a Inquiline/Host ecological relationship with species Loxodonta africana acetosella pallidula.	associations
1220684	This species has a Inquiline/Host ecological relationship with species Phacochoerus aethiopicus acetosella pallidula.	associations
1220684	This species has a Inquiline/Host ecological relationship with species Potamochoerus porcus acetosella pallidula.	associations
1220684	This species has a Inquiline/Host ecological relationship with species Podapolipus acetosella nodus.	associations
1220684	This species has a Inquiline/Host ecological relationship with species Angraecum acetosella nodus.	associations
1220684	This species has a Inquiline/Host ecological relationship with species Camponotus acetosella nodus.	associations
1220684	This species has a Inquiline/Host ecological relationship with species Liebermannia acetosella nodus.	associations
1220684	This species has a Inquiline/Host ecological relationship with species Messor acetosella nodus.	associations
1220684	This species has a Inquiline/Host ecological relationship with species Elephas maximus acetosella nodus.	associations
1220684	This species has a Inquiline/Host ecological relationship with species Loxodonta africana acetosella nodus.	associations
1220684	This species has a Inquiline/Host ecological relationship with species Phacochoerus aethiopicus acetosella nodus.	associations
1220684	This species has a Inquiline/Host ecological relationship with species Potamochoerus porcus acetosella nodus.	associations
1220684	This species has a Inquiline/Host ecological relationship with species Cataglyphis acetosella nodus.	associations
1220685	This species has a Inquiline/Host ecological relationship with species Lasius lasioides.	associations
1100055	Omnivorous	ecology
1100056	Omnivorous	ecology
1100164	Omnivorous; entirely subterranean.	ecology
1100190	Omnivorous	ecology
1100191	Omnivorous.	ecology
1100228	Omnivorous	ecology
1100424	Herbivorous, feeding mostly on algae and bryophytes; terrestrial, riparian and semi-aquatic species.	ecology
1100428	Herbivorous, feeding mostly on algae and bryophytes.  Terrestrial, riparian and semi-aquatic species.	ecology
1100584	Herbivorous, feeding mostly on algae and bryophytes; terrestrial, riparian and semi-aquatic species.	ecology
1100844	Herbivorous, feed mostly on algae and bryophytes; terrestrial, riparian and semi-aquatic species	ecology
1100851	Herbivorous, feedinng mostly on algae and bryophytes; terrestrial, riparian and semi-aquatic species.	ecology
1100864	Herbivorous, feeding mostly on algae and bryophytes; terrestrial, riparian and semi-aquatic species.	ecology
1101047	On large rocks, mostly on seeping rocks and cliff borders in lowland dry forest.	ecology
1101424	Undergrowth of rainforest habitats.	ecology
1101425	Mossy trunks and canopy of rainforest habitats.	ecology
1101426	Mossy trunks and canopy of submountain rainforest and submountain moist Pandanus thicket; also found in lowland and mountain rainforest.	ecology
1101436	Herbivorous, feeding mostly on algae and bryophytes; terrestrial, riparian and semi-aquatic species.	ecology
1101818	Herbivorous, feed mostly on algae and bryophytes; terrestrial, riparian and semi-aquatic species.	ecology
1102782	Herbivorous, feeding mostly on algae and bryophytes; terrestrial, riparian and semi-aquatic species.	ecology
1102792	Herbivorous, feeding mostly on algae and bryophytes; terrestrial, riparian and semi-aquatic species.	ecology
1102837	Collected swimming	ecology
