uid	|	name	|	type	|	rank	|	
1220575	|	Tanzaniophasmatidae	|	synonym	|		|	
1220584	|	Austrophasmatidae	|	synonym	|		|	
1223802	|	Lobophasma	|	synonym	|		|	
