id	bibliographicCitation	title	creator	date	source	type
1220572	Klass, Zompro, Kristensen & Adis. 2002. Mantophasmatodea: A New Insect Order with Extant Members in the Afrotropics. Science 296:1456	Mantophasmatodea: A New Insect Order with Extant Members in the Afrotropics	Klass, Zompro, Kristensen & Adis	2002	Science	publication
1220572	Zompro, Adis & Weitschat. 2002. A Review of the Order Mantophasmatodea (Insecta). Zoologischer Anzeiger (Zool. Anz.) 241:269-279	A Review of the Order Mantophasmatodea (Insecta)	Zompro, Adis & Weitschat	2002	Zoologischer Anzeiger (Zool. Anz.)	publication
1220572	Klass, Picker, Damgaard, van Noort & Tojo. 2003. The Taxonomy, Genitalic Morphology, and Phylogenetic Relationships of Southern African Mantophasmatodea (Insecta). Entomologische Abhandlungen 61(1):3-67	The Taxonomy, Genitalic Morphology, and Phylogenetic Relationships of Southern African Mantophasmatodea (Insecta)	Klass, Picker, Damgaard, van Noort & Tojo	2003	Entomologische Abhandlungen	publication
1220572	Hamilton. 2003. Cnemidolestodea: An ancient insect order resurrected. Biodiversity 4(2):22-24	Cnemidolestodea: An ancient insect order resurrected	Hamilton	2003	Biodiversity	publication
1220572	Engel & Grimaldi. 2004. A New Rock Crawler in Baltic Amber, with Comments on the Order (Mantophasmatodea: Mantophasmatidae). American Museum Novitates 3431:11 pp., 4 figs., 1 tbl.	A New Rock Crawler in Baltic Amber, with Comments on the Order (Mantophasmatodea: Mantophasmatidae)	Engel & Grimaldi	2004	American Museum Novitates	publication
1220572	Terry & Whiting. 2005. Mantophasmatodea and phylogeny of the lower neopterous insects. Cladistics 21:240-257	Mantophasmatodea and phylogeny of the lower neopterous insects	Terry & Whiting	2005	Cladistics	publication
1220572	Grimaldi & Engel. 2005. Evolution of the Insects, Cambridge University Press, New York 146, 147, 224-227	Evolution of the Insects	Grimaldi & Engel	2005	Evolution of the Insects, Cambridge University Press, New York	publication
1220572	Zompro. 2005. Inter- and intra-ordinal relationships of the Mantophasmatodea, with comments on the phylogeny of polyneopteran orders (Insecta: Polyneoptera). Mitteilungen aus dem Geologisch-Palaeontologischen Institut der Universitaet Hamburg 89:98	Inter- and intra-ordinal relationships of the Mantophasmatodea, with comments on the phylogeny of polyneopteran orders (Insecta: Polyneoptera)	Zompro	2005	Mitteilungen aus dem Geologisch-Palaeontologischen Institut der Universitaet Hamburg	publication
1220572	Arillo & Engel. 2006. Rock Crawlers in Baltic Amber (Notoptera: Mantophasmatodea). American Museum Novitates 3539:10 pp. 5 figs., 2 tbls.	Rock Crawlers in Baltic Amber (Notoptera: Mantophasmatodea)	Arillo & Engel	2006	American Museum Novitates	publication
1220572	Beutel & Gorb. 2006. A revised interpretation of the evolution of attachment structures in Hexapoda with special emphasis on Mantophasmatodea. Arthropod Systematics & Phylogeny 64(1):3-25	A revised interpretation of the evolution of attachment structures in Hexapoda with special emphasis on Mantophasmatodea	Beutel & Gorb	2006	Arthropod Systematics & Phylogeny	publication
1220572	Zompro & Adis. 2006. Notes on Namibian Mantophasma Zompro, Klass, Kristensen & Adis, 2002, with descriptions of three new species (Insecta: Mantophasmatodea: Mantophasmatidae: Mantophasmatini). Russian Entomological Journal (Russ.Entomol.J.) 15(1):21-24	Notes on Namibian Mantophasma Zompro, Klass, Kristensen & Adis, 2002, with descriptions of three new species (Insecta: Mantophasmatodea: Mantophasmatidae: Mantophasmatini)	Zompro & Adis	2006	Russian Entomological Journal (Russ.Entomol.J.)	publication
1220572	Klass & Eulitz. 2007. The tentorium and anterior head sulci in Dictyoptera and Mantophasmatodea (Insecta). Zoologischer Anzeiger (Zool. Anz.) 246(3):205-234	The tentorium and anterior head sulci in Dictyoptera and Mantophasmatodea (Insecta)	Klass & Eulitz	2007	Zoologischer Anzeiger (Zool. Anz.)	publication
1220572	Klug & Klass. 2007. The potential value of the mid-abdominal musculature and nervous system in the reconstruction of interordinal relationships in lower Neoptera. Arthropod Systematics & Phylogeny 65(1):73-100	The potential value of the mid-abdominal musculature and nervous system in the reconstruction of interordinal relationships in lower Neoptera	Klug & Klass	2007	Arthropod Systematics & Phylogeny	publication
1220572	Zompro. 2008. Mantophasmatodea - Gladiatoren im Insektenreich [Mantophasmatodea - gladiators in the insect kingdom]. Arthropoda 16(1):4-25	Mantophasmatodea - Gladiatoren im Insektenreich [Mantophasmatodea - gladiators in the insect kingdom]	Zompro	2008	Arthropoda	publication
1220572	Beutel & Gorb. 2008. Evolutionary scenarios for unusual attachment devices of Phasmatodea and Mantophasmatodea (Insecta). Systematic Entomology 33(3):501-510	Evolutionary scenarios for unusual attachment devices of Phasmatodea and Mantophasmatodea (Insecta)	Beutel & Gorb	2008	Systematic Entomology	publication
1220572	Huang, Nel, Zompro & Waller. 2008. Mantophasmatodea now in the Jurassic. Naturwissenschaften 95(10):947-952	Mantophasmatodea now in the Jurassic	Huang, Nel, Zompro & Waller	2008	Naturwissenschaften	publication
1220572	Damgaard, Klass, Picker & Buder. 2008. Phylogeny of the Heelwalkers (Insecta: Mantophasmatodea) based on mtDNA sequences, with evidence for additional taxa in South Africa. Molecular Phylogenetics and Evolution (MPE) 47(2):Appendix A	Phylogeny of the Heelwalkers (Insecta: Mantophasmatodea) based on mtDNA sequences, with evidence for additional taxa in South Africa	Damgaard, Klass, Picker & Buder	2008	Molecular Phylogenetics and Evolution (MPE)	publication
1220572	Predel, Neupert, Huetteroth, Kahnt, Waidelich & Roth. 2012. Peptidomics-Based Phylogeny and Biogeography of Mantophasmatodea (Hexapoda). Systematic Biology 61(4):609-629	Peptidomics-Based Phylogeny and Biogeography of Mantophasmatodea (Hexapoda)	Predel, Neupert, Huetteroth, Kahnt, Waidelich & Roth	2012	Systematic Biology	publication
1220572	Eberhard, M. J. B. & S. H. Eberhard. 2013. Evolution and Diversity of Vibrational Signals in Mantophasmatodea (Insecta). Journal of Insect Behavior 26(3):352-370	Evolution and Diversity of Vibrational Signals in Mantophasmatodea (Insecta)	Eberhard, M. J. B. & S. H. Eberhard	2013	Journal of Insect Behavior	publication
1220572	Roth, Molina & Predel. 2014. Biodiversity, ecology, and behavior of the recently discovered insect order Mantophasmatodea. Frontiers in Zoology 11:70	Biodiversity, ecology, and behavior of the recently discovered insect order Mantophasmatodea	Roth, Molina & Predel	2014	Frontiers in Zoology	publication
1220572	Wipfler, Klug, Ge, Bai, Goebbels, Yang & Hoernschemeyer. 2015. The thorax of Mantophasmatodea, the morphology of flightlessness, and the evolution of the neopteran insects. Cladistics 31(1):50-70	The thorax of Mantophasmatodea, the morphology of flightlessness, and the evolution of the neopteran insects	Wipfler, Klug, Ge, Bai, Goebbels, Yang & Hoernschemeyer	2015	Cladistics	publication
1220573	Zompro, Klass, Kristensen & Adis. 2002. In Klass, Zompro, Kristensen & Adis. Mantophasmatodea: A New Insect Order with Extant Members in the Afrotropics. Science 296:1456	Mantophasmatodea: A New Insect Order with Extant Members in the Afrotropics	Zompro, Klass, Kristensen & Adis	2002	Science	publication
1220573	Zompro, Adis & Weitschat. 2002. A Review of the Order Mantophasmatodea (Insecta). Zoologischer Anzeiger (Zool. Anz.) 241:271	A Review of the Order Mantophasmatodea (Insecta)	Zompro, Adis & Weitschat	2002	Zoologischer Anzeiger (Zool. Anz.)	publication
1220573	Klass, Picker, Damgaard, van Noort & Tojo. 2003. The Taxonomy, Genitalic Morphology, and Phylogenetic Relationships of Southern African Mantophasmatodea (Insecta). Entomologische Abhandlungen 61(1):48	The Taxonomy, Genitalic Morphology, and Phylogenetic Relationships of Southern African Mantophasmatodea (Insecta)	Klass, Picker, Damgaard, van Noort & Tojo	2003	Entomologische Abhandlungen	publication
