uid	|	name	|	type	|	rank	|	
1172577	|	Thaumatoblatta leonhardi	|	synonym	|		|	
1172577	|	Acanthogyna deplanata	|	synonym	|		|	
1172576	|	Acanthogyna	|	synonym	|		|	
1172576	|	Thaumatoblatta	|	synonym	|		|	
1172587	|	Periplaneta insolita	|	synonym	|		|	
1172587	|	Epilampra quadrata	|	synonym	|		|	
1172586	|	Compsolampra	|	synonym	|		|	
1172591	|	Cyrtonota	|	synonym	|		|	
1172598	|	Paraplecta aethiopica	|	synonym	|		|	
1172612	|	Eustegasta obsoleta	|	synonym	|		|	
1172612	|	Eustegasta rhodesiana	|	synonym	|		|	
1172602	|	Compsoblatta	|	synonym	|		|	
1172626	|	Glyptopeltis biguttata	|	synonym	|		|	
1172629	|	Polyphaga erythrospila	|	synonym	|		|	
1172629	|	Gynopeltis picta	|	synonym	|		|	
1172635	|	Hedaia venusta	|	synonym	|		|	
1172651	|	Pseudogynopeltis lata	|	synonym	|		|	
1172651	|	Pseudogynopeltis schulthessi	|	synonym	|		|	
1172647	|	Cirphis	|	synonym	|		|	
1172672	|	Stenoblatta paralella	|	synonym	|		|	
1172675	|	Apsidopis wallacei	|	synonym	|		|	
1172675	|	Polyzosteria antica	|	synonym	|		|	
1172678	|	Morphna mjöbergi	|	synonym	|		|	
1172681	|	Thliptoblatta taurina	|	synonym	|		|	
1172683	|	Thoracopyga	|	synonym	|		|	
1172690	|	Capucina cucullata	|	synonym	|		|	
1172693	|	Zetobora cicatricosa	|	synonym	|		|	
1172693	|	Zetobora perspicua	|	synonym	|		|	
1172700	|	Lanxoblatta martinezii	|	synonym	|		|	
1172692	|	Lauxoblatta	|	synonym	|		|	
1172692	|	Zetobora	|	synonym	|		|	
1172708	|	Hormetica chilensis	|	synonym	|		|	
1172708	|	Polyzosteria geissei	|	synonym	|		|	
1172708	|	Polyzosteria valdiviana	|	synonym	|		|	
1172705	|	Perasphaeria	|	synonym	|		|	
1172717	|	Zetobora castanea	|	synonym	|		|	
1172720	|	Zetobora sublobata	|	synonym	|		|	
1172743	|	Nauphoeta guttulata	|	synonym	|		|	
1172748	|	Zetobora conspersa	|	synonym	|		|	
1172737	|	Philobora	|	synonym	|		|	
1172753	|	Tribonoidea seydi	|	synonym	|		|	
1172759	|	Perisphaeria lignaria	|	synonym	|		|	
1172759	|	Zetobora impressa	|	synonym	|		|	
1172755	|	Tribonidium	|	synonym	|		|	
1172771	|	Paranauphoeta atra	|	synonym	|		|	
1172775	|	Paranauphoeta saussurei	|	synonym	|		|	
1172777	|	Paranauphoeta shelfordi	|	synonym	|		|	
1172779	|	Nauphoeta basalis	|	synonym	|		|	
1172783	|	Blatta ornata	|	synonym	|		|	
1172787	|	Paranauphoeta rufipes novaeguineae	|	synonym	|		|	
1172791	|	Paranauphoeta vicina sinica	|	synonym	|		|	
1172798	|	Diploptera pulchra	|	synonym	|		|	
1172795	|	Eleutheroda	|	synonym	|		|	
1172801	|	Diploptera silphoides	|	synonym	|		|	
1172805	|	Blatta dytiscoides	|	synonym	|		|	
1172805	|	Prosoplecta (Diploptera) silpha	|	synonym	|		|	
1172811	|	Plana dilatata major	|	synonym	|		|	
1172809	|	Plana	|	synonym	|		|	
1172821	|	Macropanesthia ferruginipes	|	synonym	|		|	
1172829	|	Panesthia godeffroyi	|	synonym	|		|	
1172820	|	Hemipanesthia	|	synonym	|		|	
1172839	|	Macropanesthia muelleri	|	synonym	|		|	
1172858	|	Pycnoscelus obscurus	|	synonym	|		|	
1172858	|	Pycnoscelus surinamensis major	|	synonym	|		|	
1172858	|	Blatta melanocephala	|	synonym	|		|	
1172858	|	Pycnoscelus surinamensis minor	|	synonym	|		|	
1172858	|	Panchlora occipitalis	|	synonym	|		|	
1172858	|	Epilampra tatei	|	synonym	|		|	
1172858	|	Panchlora celebesa	|	synonym	|		|	
1172858	|	Blatta corticum	|	synonym	|		|	
1172858	|	Polyzosteria crassipes	|	synonym	|		|	
1172858	|	Epilampra dimorpha	|	synonym	|		|	
1172858	|	Perispherus laevis	|	synonym	|		|	
1172858	|	Polyzosteria latipes	|	synonym	|		|	
1172872	|	Pycnoscelus rufus	|	synonym	|		|	
1172872	|	Panchlora submarginata	|	synonym	|		|	
1172847	|	Epilampria	|	synonym	|		|	
1172847	|	Pycnoscelis	|	synonym	|		|	
1172847	|	Zencophaea	|	synonym	|		|	
1172847	|	Panchlora (Leucophaea)	|	synonym	|		|	
1172883	|	Parahormetica bengalensis	|	synonym	|		|	
1172895	|	Gyna henrardi	|	synonym	|		|	
1172897	|	Epilampra conspicua	|	synonym	|		|	
1172897	|	Panchlora scripta	|	synonym	|		|	
1172897	|	Gyna stridulans	|	synonym	|		|	
1172904	|	Gyna hanitschi	|	synonym	|		|	
1172910	|	Panchlora africana	|	synonym	|		|	
1172912	|	Gyna simplicissima	|	synonym	|		|	
1172912	|	Gyna trifoliata	|	synonym	|		|	
1172919	|	Gyna aurivillii	|	synonym	|		|	
1172919	|	Gyna buchholzi	|	synonym	|		|	
1172924	|	Panchlora fervida	|	synonym	|		|	
1172924	|	Trichomera insignata	|	synonym	|		|	
1172924	|	Panchlora lata	|	synonym	|		|	
1172924	|	Gyna vetula	|	synonym	|		|	
1172937	|	Gyna peringueyi	|	synonym	|		|	
1172892	|	Trichomera	|	synonym	|		|	
1172948	|	Calolampra aptera	|	synonym	|		|	
1172948	|	Calolampra arborifera	|	synonym	|		|	
1172955	|	Acroporoblatta	|	synonym	|		|	
1172955	|	Nauclidas	|	synonym	|		|	
1172955	|	Poroblatta	|	synonym	|		|	
1172968	|	Perasphaeria rufipes	|	synonym	|		|	
1172978	|	Epilampra crocea	|	synonym	|		|	
1172986	|	Epilampra arctata	|	synonym	|		|	
1172986	|	Epilampra lucifuga	|	synonym	|		|	
1173000	|	Epilampra stigmatiphora	|	synonym	|		|	
1173013	|	Epilampra microspila	|	synonym	|		|	
1173018	|	Epilampra cinnamomea	|	synonym	|		|	
1173029	|	Epilampra superba	|	synonym	|		|	
1173031	|	Epilampra maya brachyptera	|	synonym	|		|	
1172977	|	Hedaia	|	synonym	|		|	
1172977	|	Planes	|	synonym	|		|	
1173037	|	Epilampra abortivipenna	|	synonym	|		|	
1173037	|	Epilampra brevis	|	synonym	|		|	
1173037	|	Blatta livida	|	synonym	|		|	
1173037	|	Blatta abdomen-nigrum	|	synonym	|		|	
1173053	|	Epilampra caraibea	|	synonym	|		|	
1173057	|	Epilampra compestris	|	synonym	|		|	
