id	typeStatus	typeDesignatedBy	scientificName	institutionCode	catalogNumber	locality	sex	recordedBy	verbatimEventDate	verbatimLongitude	verbatimLatitude
1179460	typeGenus	Srivastava. 2003. On the higher classification of Chelisochidae (Insecta. Dermaptera) with a check list of species. Records of the Zoological Survey of India (Rec. zool. Surv. India) 101(3-4):159-166	Kinellinae Srivastava, 2003								
1179461	typeGenus	Engel. 2003. The earwigs of Kansas, with a key to genera north of Mexico (Insecta: Dermaptera). Transactions of the Kansas Academy of Science 106:115-123	†Turanoviinae Engel, 2003								
1179463	typeGenus	Engel. 2003. The earwigs of Kansas, with a key to genera north of Mexico (Insecta: Dermaptera). Transactions of the Kansas Academy of Science 106:115-123	Turanodermidae Engel, 2003								
1179489	typeGenus	Steinmann. 1973. A study for the higher taxa of the Pygidicranidae (Dermaptera). Folia entomologica Hungarica 26:385-400	Challinae Steinmann, 1973								
1179590	typeGenus	Latreille. 1810. Consideration générales sur l'ordre naturel des Animaux composant les classes des Crustaces, des Arachnides, et des Insectesl; avec un Tableau methodique de leurs genres, disposes en families 444 pp	Forficulariae Latreille, 1810								
1179594	typeGenus	Maccagno. 1929. Dermatteri. Il genera Cylindrogaster Stal. Bollettino dei Musei di Zoologia ed Anatomia Comparata della Universita di Torino (Bol. . Mus. Zool. Anat. comp. R. Univ. Torino) 41(12):1-15	Cylindrogastrinae Maccagno, 1929								
1179754	typeGenus	Brindle. 1971. A revision of the Labiidae (Dermaptera) of the neotropical and nearctic regions. II. Geracinae and Labiinae. Journal of Natural History (J. Nat. Hist. ) 5:155-182	Geracinae Brindle, 1971								
1180044	typeGenus	Vishnyakova. 1980. Earwigs (Insecta, Forficulida) from the Upper Jurassic of the Karatau Range. PALEONTOLOGICHESKII ZHURNAL 1980(1):78-94	†Dermapterinae Vishnyakova, 1980								
1180050	typeGenus	Vishnyakova. 1980. Earwigs (Insecta, Forficulida) from the Upper Jurassic of the Karatau Range. PALEONTOLOGICHESKII ZHURNAL 1980(1):78-94	Semenoviolinae Vishnyakova, 1980								
1180057	typeGenus	Brindle. 1978. Dermaptera from Kashmir and Ladakh. (Insecta). Senckenbergiana biologica 58(3-4):203-209	Isolaboidinae Brindle, 1978								
1180121	typeGenus	Srivastava. 1985. Studies on Bormans''s (=Dubrony) some material of Dermaptera (Insecta). Annali del Museo Civico di Storia Naturale Giacomo Doria Genova 85:201-233	Homataginae Srivastava, 1985								
1180122	typeGenus	Srivastava. 1985. Studies on Bormans''s (=Dubrony) some material of Dermaptera (Insecta). Annali del Museo Civico di Storia Naturale Giacomo Doria Genova 85:201-233	Irdexinaea Srivastava, 1985								
1180156	typeGenus	Srivastava. 1995. On the classification of Spongiphoridae (=Labiidae) with a list of species. Records of the Zoological Survey of India (Rec. zool. Surv. India) 95(1-2):71-105	Rudraxinae Srivastava, 1995								
1180189	typeGenus	Zhang, JF. 1994. Discovery of primitive fossil earwigs (Insecta) from Late Jurassic of Laiyang, Shandong and its significance. ACTA PALAEONTOLOGICA SINICA 33((2) Mar):229-245	Longicerciatidae Zhang, 1994								
1180276	typeGenus	Hincks. 1951. The Dermaptera of the Belgian Congo. Annales du Musee du Congo Belge Tervuren (Belgique) Sciences Zoologiques Series 8; Volume 8:1-50	Isopyginae Hincks, 1951								
1180277	typeGenus	Sharp. 1895. The Cambridge Natural History. Chapter VIII Orthoptera 202-219	Hemimeridae Sharp, 1895								
1180558	typeGenus	Bey-Bienko. 1959. Results of the Chinese-Soviet zoological-botanical expeditions 1955-1957 to south-western China. Dermaptera of Szechuan and Yunnan. Revue d‘Entomologie de l‘URSS 38(3):590-627; 943	Protolabinae Bey-Bienko, 1959								
