id	bibliographicCitation	title	creator	date	source	type
1180104	Steinmann. 1985. A revision of the genus Irdex Burr, 1911 (Dermaptera: Labiidae). Acta Zoologica Academiae Scientiarum Hungaricae (Acta Zool. Hung. ) 31(1-3):245-265	A revision of the genus Irdex Burr, 1911 (Dermaptera: Labiidae)	Steinmann	1985	Acta Zoologica Academiae Scientiarum Hungaricae (Acta Zool. Hung. )	original
1180105	Steinmann. 1985. A revision of the genus Irdex Burr, 1911 (Dermaptera: Labiidae). Acta Zoologica Academiae Scientiarum Hungaricae (Acta Zool. Hung. ) 31(1-3):245-265	A revision of the genus Irdex Burr, 1911 (Dermaptera: Labiidae)	Steinmann	1985	Acta Zoologica Academiae Scientiarum Hungaricae (Acta Zool. Hung. )	original
1180106	Steinmann. 1985. A revision of the genus Irdex Burr, 1911 (Dermaptera: Labiidae). Acta Zoologica Academiae Scientiarum Hungaricae (Acta Zool. Hung. ) 31(1-3):245-265	A revision of the genus Irdex Burr, 1911 (Dermaptera: Labiidae)	Steinmann	1985	Acta Zoologica Academiae Scientiarum Hungaricae (Acta Zool. Hung. )	original
1180107	Steinmann. 1981. A study of the circumtropical Dermaptera material in the ''Instituut voor Taxonomische Zoologie'', Amsterdam. Acta Zoologica Academiae Scientiarum Hungaricae (Acta Zool. Hung. ) 27(1-2):187-210	A study of the circumtropical Dermaptera material in the ''Instituut voor Taxonomische Zoologie'', Amsterdam	Steinmann	1981	Acta Zoologica Academiae Scientiarum Hungaricae (Acta Zool. Hung. )	original
1180108	Steinmann. 1981. A study of the circumtropical Dermaptera material in the ''Instituut voor Taxonomische Zoologie'', Amsterdam. Acta Zoologica Academiae Scientiarum Hungaricae (Acta Zool. Hung. ) 27(1-2):187-210	A study of the circumtropical Dermaptera material in the ''Instituut voor Taxonomische Zoologie'', Amsterdam	Steinmann	1981	Acta Zoologica Academiae Scientiarum Hungaricae (Acta Zool. Hung. )	original
1180109	Steinmann. 1981. A study of the circumtropical Dermaptera material in the ''Instituut voor Taxonomische Zoologie'', Amsterdam. Acta Zoologica Academiae Scientiarum Hungaricae (Acta Zool. Hung. ) 27(1-2):187-210	A study of the circumtropical Dermaptera material in the ''Instituut voor Taxonomische Zoologie'', Amsterdam	Steinmann	1981	Acta Zoologica Academiae Scientiarum Hungaricae (Acta Zool. Hung. )	original
1180110	Steinmann. 1981. A study of the circumtropical Dermaptera material in the ''Instituut voor Taxonomische Zoologie'', Amsterdam. Acta Zoologica Academiae Scientiarum Hungaricae (Acta Zool. Hung. ) 27(1-2):187-210	A study of the circumtropical Dermaptera material in the ''Instituut voor Taxonomische Zoologie'', Amsterdam	Steinmann	1981	Acta Zoologica Academiae Scientiarum Hungaricae (Acta Zool. Hung. )	original
1180111	Steinmann. 1981. A study of the circumtropical Dermaptera material in the ''Instituut voor Taxonomische Zoologie'', Amsterdam. Acta Zoologica Academiae Scientiarum Hungaricae (Acta Zool. Hung. ) 27(1-2):187-210	A study of the circumtropical Dermaptera material in the ''Instituut voor Taxonomische Zoologie'', Amsterdam	Steinmann	1981	Acta Zoologica Academiae Scientiarum Hungaricae (Acta Zool. Hung. )	original
1180112	Steinmann. 1981. A study of the circumtropical Dermaptera material in the ''Instituut voor Taxonomische Zoologie'', Amsterdam. Acta Zoologica Academiae Scientiarum Hungaricae (Acta Zool. Hung. ) 27(1-2):187-210	A study of the circumtropical Dermaptera material in the ''Instituut voor Taxonomische Zoologie'', Amsterdam	Steinmann	1981	Acta Zoologica Academiae Scientiarum Hungaricae (Acta Zool. Hung. )	original
1180114	Capra. 1929. Risultatit zoologici della Missione inviata dalla R. Societa geographica italiana per l’esplorazone dell’oasi di Giarabub. (Ortotteri e Dermatteri). Societa Veneziana di Scienze Naturali 53:157	Risultatit zoologici della Missione inviata dalla R. Societa geographica italiana per l’esplorazone dell’oasi di Giarabub. (Ortotteri e Dermatteri)	Capra	1929	Societa Veneziana di Scienze Naturali	original
1180114	Steinmann. 1989. World Catalogue of Dermaptera. SERIES ENTOMOLOGICA  43:380	World Catalogue of Dermaptera	Steinmann	1989	SERIES ENTOMOLOGICA	publication
