id	description	type
1182241	Nomen correctum	ecology
1179314	Terrestrial.	habitat
1179315	Terrestrial.	habitat
1179316	Terrestrial.	habitat
1179317	Terrestrial.	habitat
1179318	Terrestrial.	habitat
1179319	Terrestrial.	habitat
1179320	Terrestrial.	habitat
1179321	Terrestrial.	habitat
1179322	Terrestrial.	habitat
1179323	Terrestrial.	habitat
1179324	Terrestrial.	habitat
1179325	Terrestrial.	habitat
1179327	Terrestrial.	habitat
1179328	Terrestrial.	habitat
1179329	Terrestrial.	habitat
1179330	Terrestrial.	habitat
1179331	Terrestrial.	habitat
1179332	Terrestrial.	habitat
1179333	Terrestrial.	habitat
1179334	Terrestrial.	habitat
1179335	Terrestrial.	habitat
1179336	Terrestrial.	habitat
1179337	Terrestrial.	habitat
1179339	Terrestrial.	habitat
1179340	Terrestrial.	habitat
1179341	Terrestrial.	habitat
1179342	Terrestrial.	habitat
1179343	Terrestrial.	habitat
1179344	Terrestrial.	habitat
1179345	Terrestrial.	habitat
1179346	Terrestrial.	habitat
1179347	Terrestrial.	habitat
1179348	Terrestrial.	habitat
1179349	Terrestrial.	habitat
1179350	Terrestrial.	habitat
1179351	Terrestrial.	habitat
1179352	Terrestrial.	habitat
1179353	Terrestrial.	habitat
1179354	Terrestrial.	habitat
1179355	Terrestrial.	habitat
1179357	Terrestrial.	habitat
1179358	Terrestrial.	habitat
1179359	Terrestrial.	habitat
1179360	Terrestrial.	habitat
1179361	Terrestrial.	habitat
1179362	Terrestrial.	habitat
1179363	Terrestrial.	habitat
1179364	Terrestrial.	habitat
1179365	Terrestrial.	habitat
1179366	Terrestrial.	habitat
1179367	Terrestrial.	habitat
1179368	Terrestrial.	habitat
1179369	Terrestrial.	habitat
1179370	Terrestrial.	habitat
1179371	Terrestrial.	habitat
1179372	Terrestrial.	habitat
1179373	Terrestrial.	habitat
1179374	Terrestrial.	habitat
1179375	Terrestrial.	habitat
1179376	Terrestrial.	habitat
1179377	Terrestrial.	habitat
1179378	Terrestrial.	habitat
1179379	Terrestrial.	habitat
1179380	Terrestrial.	habitat
1179381	Terrestrial.	habitat
1179382	Terrestrial.	habitat
1179383	Terrestrial.	habitat
1179384	Terrestrial.	habitat
1179385	Terrestrial.	habitat
1179386	Terrestrial.	habitat
1179387	Terrestrial.	habitat
1179388	Terrestrial.	habitat
1179389	Terrestrial.	habitat
1179390	Terrestrial.	habitat
1179391	Terrestrial.	habitat
1179392	Terrestrial.	habitat
1179393	Terrestrial.	habitat
1179394	Terrestrial.	habitat
1179395	Terrestrial.	habitat
1179396	Terrestrial.	habitat
1179397	Terrestrial.	habitat
1179398	Terrestrial.	habitat
1179399	Terrestrial.	habitat
1179400	Terrestrial.	habitat
1179401	Terrestrial.	habitat
1179402	Terrestrial.	habitat
1179403	Terrestrial.	habitat
1179404	Terrestrial.	habitat
1179405	Terrestrial.	habitat
1179406	Terrestrial.	habitat
1179407	Terrestrial.	habitat
1179408	Terrestrial.	habitat
1179409	Terrestrial.	habitat
1179410	Terrestrial.	habitat
1179411	Terrestrial.	habitat
1179412	Terrestrial.	habitat
