index	taxonID	acceptedNameUsageID	parentNameUsageID	scientificName	taxonRank	taxonomicStatus
Cololejeunea_serrulata	Cololejeunea_serrulata	Cololejeunea_serrulata	Cololejeunea	Cololejeunea serrulata Steph.	species	not verified
Cololejeunea_setosa	Cololejeunea_setosa	Cololejeunea_setosa	Cololejeunea	Cololejeunea setosa Mizut.	species	not verified
Cololejeunea_shikokiana	Cololejeunea_shikokiana	Cololejeunea_shikokiana	Cololejeunea	Cololejeunea shikokiana (Horik.) S. Hatt.	species	not verified
Cololejeunea_sophiana	Cololejeunea_sophiana	Cololejeunea_sophiana	Cololejeunea	Cololejeunea sophiana Tixier	species	not verified
Cololejeunea_spathulata	Cololejeunea_spathulata	Cololejeunea_spathulata	Cololejeunea	Cololejeunea spathulata Jovet-Ast.	species	not verified
Cololejeunea_spinosa	Cololejeunea_spinosa	Cololejeunea_spinosa	Cololejeunea	Cololejeunea spinosa (Horik.) Pandé et R.N. Misra.	species	not verified
Cololejeunea_spruceana	Cololejeunea_spruceana	Cololejeunea_spruceana	Cololejeunea	Cololejeunea spruceana Tixier	species	not verified
Cololejeunea_stenophylla	Cololejeunea_stenophylla	Cololejeunea_stenophylla	Cololejeunea	Cololejeunea stenophylla Herzog	species	not verified
Cololejeunea_stoniana	Cololejeunea_stoniana	Cololejeunea_stoniana	Cololejeunea	Cololejeunea stoniana Tixier	species	not verified
Cololejeunea_subcristata	Cololejeunea_subcristata	Cololejeunea_subcristata	Cololejeunea	Cololejeunea subcristata A. Evans	species	not verified
Cololejeunea_subfloccosa	Cololejeunea_subfloccosa	Cololejeunea_subfloccosa	Cololejeunea	Cololejeunea subfloccosa Mizut.	species	not verified
Cololejeunea_subinflata	Cololejeunea_subinflata	Cololejeunea_subinflata	Cololejeunea	Cololejeunea subinflata Tixier	species	not verified
Cololejeunea_subkodamae	Cololejeunea_subkodamae	Cololejeunea_subkodamae	Cololejeunea	Cololejeunea subkodamae Mizut.	species	not verified
Cololejeunea_sublatistyla	Cololejeunea_sublatistyla	Cololejeunea_sublatistyla	Cololejeunea	Cololejeunea sublatistyla Jian Wang bis et R.L. Zhu.	species	not verified
Cololejeunea_subminutilobula	Cololejeunea_subminutilobula	Cololejeunea_subminutilobula	Cololejeunea	Cololejeunea subminutilobula Mizut.	species	not verified
Cololejeunea_subocelloides	Cololejeunea_subocelloides	Cololejeunea_subocelloides	Cololejeunea	Cololejeunea subocelloides Mizut.	species	not verified
Cololejeunea_subscariosa	Cololejeunea_subscariosa	Cololejeunea_subscariosa	Cololejeunea	Cololejeunea subscariosa (Spruce) Pócs.	species	not verified
Cololejeunea_subtriapiculata	Cololejeunea_subtriapiculata	Cololejeunea_subtriapiculata	Cololejeunea	Cololejeunea subtriapiculata Tixier	species	not verified
Cololejeunea_tahitensis	Cololejeunea_tahitensis	Cololejeunea_tahitensis	Cololejeunea	Cololejeunea tahitensis Tixier	species	not verified
Cololejeunea_tamasii	Cololejeunea_tamasii	Cololejeunea_tamasii	Cololejeunea	Cololejeunea tamasii Schäf.-Verw.	species	not verified
Cololejeunea_tamatavensis	Cololejeunea_tamatavensis	Cololejeunea_tamatavensis	Cololejeunea	Cololejeunea tamatavensis Tixier	species	not verified
Cololejeunea_tanneri	Cololejeunea_tanneri	Cololejeunea_tanneri	Cololejeunea	Cololejeunea tanneri Pócs	species	not verified
Cololejeunea_taurifolia	Cololejeunea_taurifolia	Cololejeunea_taurifolia	Cololejeunea	Cololejeunea taurifolia Inoue et H.A. Mill.	species	not verified
Cololejeunea_tenuiparietata	Cololejeunea_tenuiparietata	Cololejeunea_tenuiparietata	Cololejeunea	Cololejeunea tenuiparietata Tixier	species	not verified
Cololejeunea_teurnoumensis	Cololejeunea_teurnoumensis	Cololejeunea_teurnoumensis	Cololejeunea	Cololejeunea teurnoumensis Tixier	species	not verified
Cololejeunea_thiersiae	Cololejeunea_thiersiae	Cololejeunea_thiersiae	Cololejeunea	Cololejeunea thiersiae (Pócs) Pócs	species	not verified
Cololejeunea_thiersiana	Cololejeunea_thiersiana	Cololejeunea_thiersiana	Cololejeunea	Cololejeunea thiersiana Tixier	species	not verified
Cololejeunea_tixieri	Cololejeunea_tixieri	Cololejeunea_tixieri	Cololejeunea	Cololejeunea tixieri Onr.	species	not verified
Cololejeunea_touwii	Cololejeunea_touwii	Cololejeunea_touwii	Cololejeunea	Cololejeunea touwii Pócs.	species	not verified
Cololejeunea_triapiculata	Cololejeunea_triapiculata	Cololejeunea_triapiculata	Cololejeunea	Cololejeunea triapiculata (Herzog) Tixier	species	not verified
Cololejeunea_tuiwawana	Cololejeunea_tuiwawana	Cololejeunea_tuiwawana	Cololejeunea	Cololejeunea tuiwawana Pócs	species	not verified
Cololejeunea_veillonii	Cololejeunea_veillonii	Cololejeunea_veillonii	Cololejeunea	Cololejeunea veillonii Tixier	species	not verified
Cololejeunea_verdoornii	Cololejeunea_verdoornii	Cololejeunea_verdoornii	Cololejeunea	Cololejeunea verdoornii (S. Hatt.) S. Hatt.	species	not verified
Cololejeunea_vietnamensis	Cololejeunea_vietnamensis	Cololejeunea_vietnamensis	Cololejeunea	Cololejeunea vietnamensis Tixier	species	not verified
Cololejeunea_virotana	Cololejeunea_virotana	Cololejeunea_virotana	Cololejeunea	Cololejeunea virotana Tixier	species	not verified
Cololejeunea_vitaliana	Cololejeunea_vitaliana	Cololejeunea_vitaliana	Cololejeunea	Cololejeunea vitaliana Tixier	species	not verified
Cololejeunea_vulcania	Cololejeunea_vulcania	Cololejeunea_vulcania	Cololejeunea	Cololejeunea vulcania Tixier	species	not verified
Cololejeunea_yipii	Cololejeunea_yipii	Cololejeunea_yipii	Cololejeunea	Cololejeunea yipii R.L. Zhu	species	not verified
Cololejeunea_zantenorum	Cololejeunea_zantenorum	Cololejeunea_zantenorum	Cololejeunea	Cololejeunea zantenorum Pócs	species	not verified
Colura_amboinensis	Colura_amboinensis	Colura_amboinensis	Colura	Colura amboinensis Steph.	species	not verified
Colura_cylindrica	Colura_cylindrica	Colura_cylindrica	Colura	Colura cylindrica Herzog	species	not verified
Colura_denticulata	Colura_denticulata	Colura_denticulata	Colura	Colura denticulata Jovet-Ast.	species	not verified
Colura_imperfecta	Colura_imperfecta	Colura_imperfecta	Colura	Colura imperfecta Steph.	species	not verified
Colura_junghuhniana	Colura_junghuhniana	Colura_junghuhniana	Colura	Colura junghuhniana (Prantl) Steph.	species	not verified
Colura_koponenii	Colura_koponenii	Colura_koponenii	Colura	Colura koponenii Pócs	species	not verified
Colura_mauritiana	Colura_mauritiana	Colura_mauritiana	Colura	Colura mauritiana Pócs.	species	not verified
Colura_medusa	Colura_medusa	Colura_medusa	Colura	Colura medusa J. Eggers et Pócs	species	not verified
Colura_mizutanii	Colura_mizutanii	Colura_mizutanii	Colura	Colura mizutanii Pócs.	species	not verified
Colura_norrisii	Colura_norrisii	Colura_norrisii	Colura	Colura norrisii Pócs.	species	not verified
Colura_streimannii	Colura_streimannii	Colura_streimannii	Colura	Colura streimannii Pócs.	species	not verified
Conoscyphus_koponenii	Conoscyphus_koponenii	Conoscyphus_koponenii	Conoscyphus	Conoscyphus koponenii Piippo, Mamontov et Potemkin	species	not verified
Cryptolophocolea_chiloscyphoidea	Cryptolophocolea_chiloscyphoidea	Cryptolophocolea_chiloscyphoidea	Cryptolophocolea	Cryptolophocolea chiloscyphoidea (Lindenb.) L. Söderstr. et Crand.-Stotl.	species	not verified
Cryptolophocolea_compacta	Cryptolophocolea_compacta	Cryptolophocolea_compacta	Cryptolophocolea	Cryptolophocolea compacta (Mitt.) L. Söderstr.	species	not verified
Cryptolophocolea_explanata	Cryptolophocolea_explanata	Cryptolophocolea_explanata	Cryptolophocolea	Cryptolophocolea explanata (Mitt.) Váňa et Crand.-Stotl.	species	not verified
Cryptolophocolea_fleischeri	Cryptolophocolea_fleischeri	Cryptolophocolea_fleischeri	Cryptolophocolea	Cryptolophocolea fleischeri (Steph.) L. Söderstr.	species	not verified
Cryptolophocolea_pallidovirens	Cryptolophocolea_pallidovirens	Cryptolophocolea_pallidovirens	Cryptolophocolea	Cryptolophocolea pallidovirens (Hook.f. et Taylor) L. Söderstr.	species	not verified
Cryptolophocolea_tricorata	Cryptolophocolea_tricorata	Cryptolophocolea_tricorata	Cryptolophocolea	Cryptolophocolea tricorata (Hässel) Crand.-Stotl. et Stotler	species	not verified
Cyathodium_denticulatum	Cyathodium_denticulatum	Cyathodium_denticulatum	Cyathodium	Cyathodium denticulatum Udar et S.C. Srivast.	species	not verified
Cylindrocolea_obtusifolia	Cylindrocolea_obtusifolia	Cylindrocolea_obtusifolia	Cylindrocolea	Cylindrocolea obtusifolia Fulford.	species	not verified
Cylindrocolea_reticulata	Cylindrocolea_reticulata	Cylindrocolea_reticulata	Cylindrocolea	Cylindrocolea reticulata Udar et Ad.Kumar.	species	not verified
Delavayella_serrata	Delavayella_serrata	Delavayella_serrata	Delavayella	Delavayella serrata Steph.	species	not verified
Dendroceros_allionii	Dendroceros_allionii	Dendroceros_allionii	Dendroceros	Dendroceros allionii Steph.	species	not verified
Dendroceros_australis	Dendroceros_australis	Dendroceros_australis	Dendroceros	Dendroceros australis Steph.	species	not verified
Dendroceros_breutelii	Dendroceros_breutelii	Dendroceros_breutelii	Dendroceros	Dendroceros breutelii Nees	species	not verified
Dendroceros_crassinervis	Dendroceros_crassinervis	Dendroceros_crassinervis	Dendroceros	Dendroceros crassinervis (Nees) Gottsche	species	not verified
Dendroceros_cucullatus	Dendroceros_cucullatus	Dendroceros_cucullatus	Dendroceros	Dendroceros cucullatus Steph.	species	not verified
Dendroceros_herasii	Dendroceros_herasii	Dendroceros_herasii	Dendroceros	Dendroceros herasii M. Infante.	species	not verified
Dendroceros_humboldtensis	Dendroceros_humboldtensis	Dendroceros_humboldtensis	Dendroceros	Dendroceros humboldtensis Hürl.	species	not verified
Dendroceros_paivae	Dendroceros_paivae	Dendroceros_paivae	Dendroceros	Dendroceros paivae C.A. Garcia, Sérgio et J.C. Villarreal	species	not verified
Dendroceros_rigidus	Dendroceros_rigidus	Dendroceros_rigidus	Dendroceros	Dendroceros rigidus Steph.	species	not verified
Dendroceros_subdifficilis	Dendroceros_subdifficilis	Dendroceros_subdifficilis	Dendroceros	Dendroceros subdifficilis S. Hatt.	species	not verified
Dendroceros_subtropicus	Dendroceros_subtropicus	Dendroceros_subtropicus	Dendroceros	Dendroceros subtropicus C.J. Wild.	species	not verified
Dendroceros_tahitensis	Dendroceros_tahitensis	Dendroceros_tahitensis	Dendroceros	Dendroceros tahitensis Ångstr.	species	not verified
Dendroceros_vesconianus	Dendroceros_vesconianus	Dendroceros_vesconianus	Dendroceros	Dendroceros vesconianus Gottsche	species	not verified
Dendroceros_wattsianus	Dendroceros_wattsianus	Dendroceros_wattsianus	Dendroceros	Dendroceros wattsianus Steph.	species	not verified
Diplasiolejeunea_auriculata	Diplasiolejeunea_auriculata	Diplasiolejeunea_auriculata	Diplasiolejeunea	Diplasiolejeunea auriculata Tixier	species	not verified
Diplasiolejeunea_caribea	Diplasiolejeunea_caribea	Diplasiolejeunea_caribea	Diplasiolejeunea	Diplasiolejeunea caribea Tixier	species	not verified
Diplasiolejeunea_cogoensis	Diplasiolejeunea_cogoensis	Diplasiolejeunea_cogoensis	Diplasiolejeunea	Diplasiolejeunea cogoensis M. Infante, Heras et Pócs	species	not verified
Diplasiolejeunea_columbica	Diplasiolejeunea_columbica	Diplasiolejeunea_columbica	Diplasiolejeunea	Diplasiolejeunea columbica Tixier	species	not verified
Diplasiolejeunea_cubensis	Diplasiolejeunea_cubensis	Diplasiolejeunea_cubensis	Diplasiolejeunea	Diplasiolejeunea cubensis Tixier	species	not verified
Diplasiolejeunea_cyanguguensis	Diplasiolejeunea_cyanguguensis	Diplasiolejeunea_cyanguguensis	Diplasiolejeunea	Diplasiolejeunea cyanguguensis Tixier	species	not verified
Diplasiolejeunea_ensifera	Diplasiolejeunea_ensifera	Diplasiolejeunea_ensifera	Diplasiolejeunea	Diplasiolejeunea ensifera Tixier	species	not verified
Diplasiolejeunea_gradsteinii	Diplasiolejeunea_gradsteinii	Diplasiolejeunea_gradsteinii	Diplasiolejeunea	Diplasiolejeunea gradsteinii Tixier	species	not verified
Diplasiolejeunea_hamata	Diplasiolejeunea_hamata	Diplasiolejeunea_hamata	Diplasiolejeunea	Diplasiolejeunea hamata Tixier	species	not verified
Diplasiolejeunea_insignis	Diplasiolejeunea_insignis	Diplasiolejeunea_insignis	Diplasiolejeunea	Diplasiolejeunea insignis Tixier	species	not verified
Diplasiolejeunea_involuta	Diplasiolejeunea_involuta	Diplasiolejeunea_involuta	Diplasiolejeunea	Diplasiolejeunea involuta S. Winkl.	species	not verified
Diplasiolejeunea_jonesii	Diplasiolejeunea_jonesii	Diplasiolejeunea_jonesii	Diplasiolejeunea	Diplasiolejeunea jonesii Tixier	species	not verified
Diplasiolejeunea_lemuriana	Diplasiolejeunea_lemuriana	Diplasiolejeunea_lemuriana	Diplasiolejeunea	Diplasiolejeunea lemuriana Tixier	species	not verified
Diplasiolejeunea_longilobula	Diplasiolejeunea_longilobula	Diplasiolejeunea_longilobula	Diplasiolejeunea	Diplasiolejeunea longilobula Herzog	species	not verified
Diplasiolejeunea_magnistipula	Diplasiolejeunea_magnistipula	Diplasiolejeunea_magnistipula	Diplasiolejeunea	Diplasiolejeunea magnistipula Tixier	species	not verified
Diplasiolejeunea_palustrium	Diplasiolejeunea_palustrium	Diplasiolejeunea_palustrium	Diplasiolejeunea	Diplasiolejeunea palustrium Tixier	species	not verified
Diplasiolejeunea_phyllarthronii	Diplasiolejeunea_phyllarthronii	Diplasiolejeunea_phyllarthronii	Diplasiolejeunea	Diplasiolejeunea phyllarthronii Tixier	species	not verified
Diplasiolejeunea_ramicola	Diplasiolejeunea_ramicola	Diplasiolejeunea_ramicola	Diplasiolejeunea	Diplasiolejeunea ramicola Tixier	species	not verified
Diplasiolejeunea_riclefgrollei	Diplasiolejeunea_riclefgrollei	Diplasiolejeunea_riclefgrollei	Diplasiolejeunea	Diplasiolejeunea riclefgrollei Schäf.-Verw.	species	not verified
Diplasiolejeunea_rudolphiana	Diplasiolejeunea_rudolphiana	Diplasiolejeunea_rudolphiana	Diplasiolejeunea	Diplasiolejeunea rudolphiana Steph.	species	not verified
Diplasiolejeunea_subcornuta	Diplasiolejeunea_subcornuta	Diplasiolejeunea_subcornuta	Diplasiolejeunea	Diplasiolejeunea subcornuta Tixier	species	not verified
Diplophyllum_dioicum	Diplophyllum_dioicum	Diplophyllum_dioicum	Diplophyllum	Diplophyllum dioicum R.M. Schust.	species	not verified
Diplophyllum_exiguum	Diplophyllum_exiguum	Diplophyllum_exiguum	Diplophyllum	Diplophyllum exiguum Steph.	species	not verified
Diplophyllum_recurvifolium	Diplophyllum_recurvifolium	Diplophyllum_recurvifolium	Diplophyllum	Diplophyllum recurvifolium C. Massal.	species	not verified
Drepanolejeunea_actinogyna	Drepanolejeunea_actinogyna	Drepanolejeunea_actinogyna	Drepanolejeunea	Drepanolejeunea actinogyna Inuthai, R.L. Zhu et Chantanaorr.	species	not verified
Drepanolejeunea_anderssonii	Drepanolejeunea_anderssonii	Drepanolejeunea_anderssonii	Drepanolejeunea	Drepanolejeunea anderssonii (Ångstr.) A. Evans	species	not verified
Drepanolejeunea_aucklandica	Drepanolejeunea_aucklandica	Drepanolejeunea_aucklandica	Drepanolejeunea	Drepanolejeunea aucklandica Steph.	species	not verified
Drepanolejeunea_bakeri	Drepanolejeunea_bakeri	Drepanolejeunea_bakeri	Drepanolejeunea	Drepanolejeunea bakeri Herzog	species	not verified
Drepanolejeunea_bidoupensis	Drepanolejeunea_bidoupensis	Drepanolejeunea_bidoupensis	Drepanolejeunea	Drepanolejeunea bidoupensis Pócs	species	not verified
Drepanolejeunea_blumei	Drepanolejeunea_blumei	Drepanolejeunea_blumei	Drepanolejeunea	Drepanolejeunea blumei Steph.	species	not verified
Drepanolejeunea_brunnea	Drepanolejeunea_brunnea	Drepanolejeunea_brunnea	Drepanolejeunea	Drepanolejeunea brunnea Mizut.	species	not verified
Drepanolejeunea_caledonica	Drepanolejeunea_caledonica	Drepanolejeunea_caledonica	Drepanolejeunea	Drepanolejeunea caledonica Steph.	species	not verified
Drepanolejeunea_canceroides	Drepanolejeunea_canceroides	Drepanolejeunea_canceroides	Drepanolejeunea	Drepanolejeunea canceroides H.A. Mill. et Bonner	species	not verified
Drepanolejeunea_capulata	Drepanolejeunea_capulata	Drepanolejeunea_capulata	Drepanolejeunea	Drepanolejeunea capulata (Taylor) J.B. Jack et Steph.	species	not verified
Drepanolejeunea_ciliata	Drepanolejeunea_ciliata	Drepanolejeunea_ciliata	Drepanolejeunea	Drepanolejeunea ciliata Mizut.	species	not verified
Drepanolejeunea_cutervoensis	Drepanolejeunea_cutervoensis	Drepanolejeunea_cutervoensis	Drepanolejeunea	Drepanolejeunea cutervoensis (Loitl.) Grolle	species	not verified
Drepanolejeunea_decurviloba	Drepanolejeunea_decurviloba	Drepanolejeunea_decurviloba	Drepanolejeunea	Drepanolejeunea decurviloba Steph.	species	not verified
Drepanolejeunea_dentistipula	Drepanolejeunea_dentistipula	Drepanolejeunea_dentistipula	Drepanolejeunea	Drepanolejeunea dentistipula Steph.	species	not verified
Drepanolejeunea_elegans	Drepanolejeunea_elegans	Drepanolejeunea_elegans	Drepanolejeunea	Drepanolejeunea elegans Herzog	species	not verified
Drepanolejeunea_erecta	Drepanolejeunea_erecta	Drepanolejeunea_erecta	Drepanolejeunea	Drepanolejeunea erecta (Steph.) Mizut.	species	not verified
Drepanolejeunea_evansii	Drepanolejeunea_evansii	Drepanolejeunea_evansii	Drepanolejeunea	Drepanolejeunea evansii Bischl. ex L. Söderstr., A. Hagborg et von Konrat	species	not verified
Drepanolejeunea_foliicola	Drepanolejeunea_foliicola	Drepanolejeunea_foliicola	Drepanolejeunea	Drepanolejeunea foliicola Horik.	species	not verified
Drepanolejeunea_fulfordiae	Drepanolejeunea_fulfordiae	Drepanolejeunea_fulfordiae	Drepanolejeunea	Drepanolejeunea fulfordiae L. Söderstr.	species	not verified
Drepanolejeunea_grandis	Drepanolejeunea_grandis	Drepanolejeunea_grandis	Drepanolejeunea	Drepanolejeunea grandis Herzog	species	not verified
Drepanolejeunea_grossidens	Drepanolejeunea_grossidens	Drepanolejeunea_grossidens	Drepanolejeunea	Drepanolejeunea grossidens Steph.	species	not verified
Drepanolejeunea_hamulata	Drepanolejeunea_hamulata	Drepanolejeunea_hamulata	Drepanolejeunea	Drepanolejeunea hamulata Steph.	species	not verified
Drepanolejeunea_herzogii	Drepanolejeunea_herzogii	Drepanolejeunea_herzogii	Drepanolejeunea	Drepanolejeunea herzogii R.L. Zhu et M.L. So	species	not verified
Drepanolejeunea_laciniata	Drepanolejeunea_laciniata	Drepanolejeunea_laciniata	Drepanolejeunea	Drepanolejeunea laciniata Qiong He et R.L. Zhu.	species	not verified
Drepanolejeunea_laevis	Drepanolejeunea_laevis	Drepanolejeunea_laevis	Drepanolejeunea	Drepanolejeunea laevis (Mitt.) Steph.	species	not verified
Drepanolejeunea_longicruris	Drepanolejeunea_longicruris	Drepanolejeunea_longicruris	Drepanolejeunea	Drepanolejeunea longicruris (Steph.) Grolle et R.L. Zhu	species	not verified
Drepanolejeunea_longii	Drepanolejeunea_longii	Drepanolejeunea_longii	Drepanolejeunea	Drepanolejeunea longii Grolle et R.L. Zhu.	species	not verified
Drepanolejeunea_macrodonta	Drepanolejeunea_macrodonta	Drepanolejeunea_macrodonta	Drepanolejeunea	Drepanolejeunea macrodonta (Mitt.) Steph.	species	not verified
Drepanolejeunea_mawtmiana	Drepanolejeunea_mawtmiana	Drepanolejeunea_mawtmiana	Drepanolejeunea	Drepanolejeunea mawtmiana Ajit P. Singh et V. Nath.	species	not verified
Drepanolejeunea_microcarpa	Drepanolejeunea_microcarpa	Drepanolejeunea_microcarpa	Drepanolejeunea	Drepanolejeunea microcarpa Pearson	species	not verified
Drepanolejeunea_moluccensis	Drepanolejeunea_moluccensis	Drepanolejeunea_moluccensis	Drepanolejeunea	Drepanolejeunea moluccensis Herzog	species	not verified
Drepanolejeunea_obtriangulata	Drepanolejeunea_obtriangulata	Drepanolejeunea_obtriangulata	Drepanolejeunea	Drepanolejeunea obtriangulata T. Kodama	species	not verified
Drepanolejeunea_obtusifolia	Drepanolejeunea_obtusifolia	Drepanolejeunea_obtusifolia	Drepanolejeunea	Drepanolejeunea obtusifolia T. Yamag.	species	not verified
Drepanolejeunea_perissodonta	Drepanolejeunea_perissodonta	Drepanolejeunea_perissodonta	Drepanolejeunea	Drepanolejeunea perissodonta (Spruce) Bischl.	species	not verified
Drepanolejeunea_pinnatiloba	Drepanolejeunea_pinnatiloba	Drepanolejeunea_pinnatiloba	Drepanolejeunea	Drepanolejeunea pinnatiloba Schiffn.	species	not verified
Drepanolejeunea_pleiodictya	Drepanolejeunea_pleiodictya	Drepanolejeunea_pleiodictya	Drepanolejeunea	Drepanolejeunea pleiodictya Herzog	species	not verified
Drepanolejeunea_propagulifera	Drepanolejeunea_propagulifera	Drepanolejeunea_propagulifera	Drepanolejeunea	Drepanolejeunea propagulifera Herzog	species	not verified
Drepanolejeunea_pseudoneura	Drepanolejeunea_pseudoneura	Drepanolejeunea_pseudoneura	Drepanolejeunea	Drepanolejeunea pseudoneura (A. Evans) Grolle	species	not verified
Drepanolejeunea_pterocalyx	Drepanolejeunea_pterocalyx	Drepanolejeunea_pterocalyx	Drepanolejeunea	Drepanolejeunea pterocalyx (Herzog) Bischl.	species	not verified
Drepanolejeunea_pulla	Drepanolejeunea_pulla	Drepanolejeunea_pulla	Drepanolejeunea	Drepanolejeunea pulla (Mitt.) Grolle	species	not verified
Drepanolejeunea_pungens	Drepanolejeunea_pungens	Drepanolejeunea_pungens	Drepanolejeunea	Drepanolejeunea pungens Bischl.	species	not verified
Drepanolejeunea_ramentiflora	Drepanolejeunea_ramentiflora	Drepanolejeunea_ramentiflora	Drepanolejeunea	Drepanolejeunea ramentiflora Steph.	species	not verified
Drepanolejeunea_sikkimensis	Drepanolejeunea_sikkimensis	Drepanolejeunea_sikkimensis	Drepanolejeunea	Drepanolejeunea sikkimensis (Udar et U.S. Awasthi) Grolle	species	not verified
Drepanolejeunea_spinistipula	Drepanolejeunea_spinistipula	Drepanolejeunea_spinistipula	Drepanolejeunea	Drepanolejeunea spinistipula Herzog	species	not verified
Drepanolejeunea_spinosa	Drepanolejeunea_spinosa	Drepanolejeunea_spinosa	Drepanolejeunea	Drepanolejeunea spinosa Herzog	species	not verified
Drepanolejeunea_spinosocornuta	Drepanolejeunea_spinosocornuta	Drepanolejeunea_spinosocornuta	Drepanolejeunea	Drepanolejeunea spinosocornuta Steph.	species	not verified
Drepanolejeunea_submuricata	Drepanolejeunea_submuricata	Drepanolejeunea_submuricata	Drepanolejeunea	Drepanolejeunea submuricata R.M. Schust.	species	not verified
Drepanolejeunea_subquadrata	Drepanolejeunea_subquadrata	Drepanolejeunea_subquadrata	Drepanolejeunea	Drepanolejeunea subquadrata (Mitt.) Steph.	species	not verified
Drepanolejeunea_subvittata	Drepanolejeunea_subvittata	Drepanolejeunea_subvittata	Drepanolejeunea	Drepanolejeunea subvittata (Herzog) Grolle	species	not verified
Drepanolejeunea_symoensii	Drepanolejeunea_symoensii	Drepanolejeunea_symoensii	Drepanolejeunea	Drepanolejeunea symoensii Vanden Berghen et Grolle	species	not verified
Drepanolejeunea_tenera	Drepanolejeunea_tenera	Drepanolejeunea_tenera	Drepanolejeunea	Drepanolejeunea tenera K.I. Goebel	species	not verified
Drepanolejeunea_teysmannii	Drepanolejeunea_teysmannii	Drepanolejeunea_teysmannii	Drepanolejeunea	Drepanolejeunea teysmannii (Gottsche) Steph.	species	not verified
Drepanolejeunea_tridactyla	Drepanolejeunea_tridactyla	Drepanolejeunea_tridactyla	Drepanolejeunea	Drepanolejeunea tridactyla (Gottsche) Steph.	species	not verified
Drepanolejeunea_tristaniana	Drepanolejeunea_tristaniana	Drepanolejeunea_tristaniana	Drepanolejeunea	Drepanolejeunea tristaniana S.W. Arnell.	species	not verified
Drepanolejeunea_tuyamae	Drepanolejeunea_tuyamae	Drepanolejeunea_tuyamae	Drepanolejeunea	Drepanolejeunea tuyamae S. Hatt.	species	not verified
Drepanolejeunea_ualanensis	Drepanolejeunea_ualanensis	Drepanolejeunea_ualanensis	Drepanolejeunea	Drepanolejeunea ualanensis Inoue et H.A. Mill.	species	not verified
Drepanolejeunea_ungulata	Drepanolejeunea_ungulata	Drepanolejeunea_ungulata	Drepanolejeunea	Drepanolejeunea ungulata (Steph.) Grolle	species	not verified
Drepanolejeunea_urceolata	Drepanolejeunea_urceolata	Drepanolejeunea_urceolata	Drepanolejeunea	Drepanolejeunea urceolata R.M. Schust.	species	not verified
Drepanolejeunea_valiae	Drepanolejeunea_valiae	Drepanolejeunea_valiae	Drepanolejeunea	Drepanolejeunea valiae Jovet-Ast	species	not verified
Drepanolejeunea_vandenberghenii	Drepanolejeunea_vandenberghenii	Drepanolejeunea_vandenberghenii	Drepanolejeunea	Drepanolejeunea vandenberghenii Buchb. et Eb.Fisch.	species	not verified
Drepanolejeunea_yulensis	Drepanolejeunea_yulensis	Drepanolejeunea_yulensis	Drepanolejeunea	Drepanolejeunea yulensis Steph.	species	not verified
Enigmella_thallina	Enigmella_thallina	Enigmella_thallina	Enigmella	Enigmella thallina G.A.M. Scott et K.G. Beckm.	species	not verified
Eocalypogeia_quelpaertensis	Eocalypogeia_quelpaertensis	Eocalypogeia_quelpaertensis	Eocalypogeia	Eocalypogeia quelpaertensis (S. Hatt. et Inoue) R.M. Schust.	species	not verified
Eocalypogeia_schusterana	Eocalypogeia_schusterana	Eocalypogeia_schusterana	Eocalypogeia	Eocalypogeia schusterana (S. Hatt. et Mizut.) R.M. Schust.	species	not verified
Folioceros_apiahynus	Folioceros_apiahynus	Folioceros_apiahynus	Folioceros	Folioceros apiahynus (Steph.) Hässel	species	not verified
Folioceros_argillaceus	Folioceros_argillaceus	Folioceros_argillaceus	Folioceros	Folioceros argillaceus (Steph.) J.C. Villarreal et Cargill	species	not verified
Folioceros_dilatatus	Folioceros_dilatatus	Folioceros_dilatatus	Folioceros	Folioceros dilatatus (Steph.) J.C. Villarreal et Cargill.	species	not verified
Fossombronia_areolata	Fossombronia_areolata	Fossombronia_areolata	Fossombronia	Fossombronia areolata G.A.M. Scott et D.C. Pike	species	not verified
Fossombronia_auricolor	Fossombronia_auricolor	Fossombronia_auricolor	Fossombronia	Fossombronia auricolor G.A.M. Scott et D.C. Pike	species	not verified
Fossombronia_fuhreri	Fossombronia_fuhreri	Fossombronia_fuhreri	Fossombronia	Fossombronia fuhreri G.A.M. Scott et D.C. Pike	species	not verified
Fossombronia_grandis	Fossombronia_grandis	Fossombronia_grandis	Fossombronia	Fossombronia grandis Steph.	species	not verified
Fossombronia_hewsoniae	Fossombronia_hewsoniae	Fossombronia_hewsoniae	Fossombronia	Fossombronia hewsoniae G.A.M. Scott et D.C. Pike	species	not verified
Fossombronia_laciniata	Fossombronia_laciniata	Fossombronia_laciniata	Fossombronia	Fossombronia laciniata G.A.M. Scott et D.C. Pike	species	not verified
Fossombronia_lophoscypha	Fossombronia_lophoscypha	Fossombronia_lophoscypha	Fossombronia	Fossombronia lophoscypha Hässel	species	not verified
Fossombronia_magnaspora	Fossombronia_magnaspora	Fossombronia_magnaspora	Fossombronia	Fossombronia magnaspora G.A.M. Scott et D.C. Pike	species	not verified
Fossombronia_maritima	Fossombronia_maritima	Fossombronia_maritima	Fossombronia	Fossombronia maritima (Paton) Paton.	species	not verified
