index	taxonID	acceptedNameUsageID	parentNameUsageID	scientificName	taxonRank	taxonomicStatus
Jubula_hutchinsiae_japonica	Jubula_hutchinsiae_japonica	Jubula_hutchinsiae_japonica	Jubula_hutchinsiae	Jubula hutchinsiae japonica	subspecies	accepted
Jubula_hutchinsiae_javanica	Jubula_hutchinsiae_javanica	Jubula_hutchinsiae_javanica	Jubula_hutchinsiae	Jubula hutchinsiae javanica	subspecies	accepted
Jubula_hutchinsiae_pennsylvanica	Jubula_hutchinsiae_pennsylvanica	Jubula_hutchinsiae_pennsylvanica	Jubula_hutchinsiae	Jubula hutchinsiae pennsylvanica	subspecies	accepted
Kurzia_capillaris_capillaris	Kurzia_capillaris_capillaris	Kurzia_capillaris_capillaris	Kurzia_capillaris	Kurzia capillaris capillaris verrucosa	subspecies	accepted
Kurzia_capillaris_paramicola	Kurzia_capillaris_paramicola	Kurzia_capillaris_paramicola	Kurzia_capillaris	Kurzia capillaris paramicola	subspecies	accepted
Kurzia_capillaris_stephanii	Kurzia_capillaris_stephanii	Kurzia_capillaris_stephanii	Kurzia_capillaris	Kurzia capillaris stephanii	subspecies	accepted
Leptoscyphus_porphyrius_azoricus	Leptoscyphus_porphyrius_azoricus	Leptoscyphus_porphyrius_azoricus	Leptoscyphus_porphyrius	Leptoscyphus porphyrius azoricus	subspecies	accepted
Mannia_controversa_asiatica	Mannia_controversa_asiatica	Mannia_controversa_asiatica	Mannia_controversa	Mannia controversa asiatica	subspecies	accepted
Marchantia_emarginata_lecordiana	Marchantia_emarginata_lecordiana	Marchantia_emarginata_lecordiana	Marchantia_emarginata	Marchantia emarginata lecordiana	subspecies	accepted
Marchantia_emarginata_tosana	Marchantia_emarginata_tosana	Marchantia_emarginata_tosana	Marchantia_emarginata	Marchantia emarginata tosana	subspecies	accepted
Marchantia_paleacea_diptera	Marchantia_paleacea_diptera	Marchantia_paleacea_diptera	Marchantia_paleacea	Marchantia paleacea diptera	subspecies	accepted
Marchantia_papillata_grossibarba	Marchantia_papillata_grossibarba	Marchantia_papillata_grossibarba	Marchantia_papillata	Marchantia papillata grossibarba	subspecies	accepted
Marchantia_polymorpha_montivagans	Marchantia_polymorpha_montivagans	Marchantia_polymorpha_montivagans	Marchantia_polymorpha	Marchantia polymorpha montivagans	subspecies	accepted
Marchantia_polymorpha_ruderalis	Marchantia_polymorpha_ruderalis	Marchantia_polymorpha_ruderalis	Marchantia_polymorpha	Marchantia polymorpha ruderalis	subspecies	accepted
Monoclea_gottschei_elongata	Monoclea_gottschei_elongata	Monoclea_gottschei_elongata	Monoclea_gottschei	Monoclea gottschei elongata	subspecies	accepted
Mylia_verrucosa_nuda	Mylia_verrucosa_nuda	Mylia_verrucosa_nuda	Mylia_verrucosa	Mylia verrucosa nuda	subspecies	accepted
Myriocoleopsis_minutissima_myriocarpa	Myriocoleopsis_minutissima_myriocarpa	Myriocoleopsis_minutissima_myriocarpa	Myriocoleopsis_minutissima	Myriocoleopsis minutissima myriocarpa	subspecies	accepted
Pachyglossa_austrigena_okaritana	Pachyglossa_austrigena_okaritana	Pachyglossa_austrigena_okaritana	Pachyglossa_austrigena	Pachyglossa austrigena okaritana	subspecies	accepted
Radula_campanigera_obiensis	Radula_campanigera_obiensis	Radula_campanigera_obiensis	Radula_campanigera	Radula campanigera obiensis	subspecies	accepted
Riccardia_multifida_ decrescens	Riccardia_multifida_ decrescens	Riccardia_multifida_ decrescens	Riccardia_multifida	Riccardia multifida decrescens	subspecies	accepted
Scapania_ciliata_hawaiica	Scapania_ciliata_hawaiica	Scapania_ciliata_hawaiica	Scapania_ciliata	Scapania ciliata hawaiica	subspecies	accepted
Acanthocoleus_aberrans_laevis	Acanthocoleus_aberrans_laevis	Acanthocoleus_aberrans_laevis	Acanthocoleus_aberrans	Acanthocoleus aberrans laevis	variety	accepted
Acrobolbus_perpusillus_denticulatus	Acrobolbus_perpusillus_denticulatus	Acrobolbus_perpusillus_denticulatus	Acrobolbus_perpusillus	Acrobolbus perpusillus denticulatus	variety	accepted
Acrobolbus_tenellus_diversifolius	Acrobolbus_tenellus_diversifolius	Acrobolbus_tenellus_diversifolius	Acrobolbus_tenellus	Acrobolbus tenellus diversifolius	variety	accepted
Acrolejeunea_emergens_confertissima	Acrolejeunea_emergens_confertissima	Acrolejeunea_emergens_confertissima	Acrolejeunea_emergens	Acrolejeunea emergens confertissima	variety	accepted
Acromastigum_filum_papillosum	Acromastigum_filum_papillosum	Acromastigum_filum_papillosum	Acromastigum_filum	Acromastigum filum papillosum	variety	accepted
Anthoceros_fusiformis_taiwanensis	Anthoceros_fusiformis_taiwanensis	Anthoceros_fusiformis_taiwanensis	Anthoceros_fusiformis	Anthoceros fusiformis taiwanensis	variety	accepted
Bazzania_tridens_assamica	Bazzania_tridens_assamica	Bazzania_tridens_assamica	Bazzania_tridens	Bazzania tridens assamica	variety	accepted
Clasmatocolea_humilis_polymorpha	Clasmatocolea_humilis_polymorpha	Clasmatocolea_humilis_polymorpha	Clasmatocolea_humilis	Clasmatocolea humilis polymorpha	variety	accepted
Clasmatocolea_humilis_suspecta	Clasmatocolea_humilis_suspecta	Clasmatocolea_humilis_suspecta	Clasmatocolea_humilis	Clasmatocolea humilis suspecta	variety	accepted
Clasmatocolea_navistipula_parceramosa	Clasmatocolea_navistipula_parceramosa	Clasmatocolea_navistipula_parceramosa	Clasmatocolea_navistipula	Clasmatocolea navistipula parceramosa	variety	accepted
Clasmatocolea_obvoluta_cookiana	Clasmatocolea_obvoluta_cookiana	Clasmatocolea_obvoluta_cookiana	Clasmatocolea_obvoluta	Clasmatocolea obvoluta cookiana	variety	accepted
Cololejeunea_microscopica_africana	Cololejeunea_microscopica_africana	Cololejeunea_microscopica_africana	Cololejeunea_microscopica	Cololejeunea microscopica africana	variety	accepted
Cololejeunea_microscopica_exigua	Cololejeunea_microscopica_exigua	Cololejeunea_microscopica_exigua	Cololejeunea_microscopica	Cololejeunea microscopica exigua	variety	accepted
Cololejeunea_shimizui_phangngana	Cololejeunea_shimizui_phangngana	Cololejeunea_shimizui_phangngana	Cololejeunea_shimizui	Cololejeunea shimizui phangngana	variety	accepted
Cryptolophocolea_mitteniana_obtusa	Cryptolophocolea_mitteniana_obtusa	Cryptolophocolea_mitteniana_obtusa	Cryptolophocolea_mitteniana	Cryptolophocolea mitteniana obtusa	variety	accepted
Cryptolophocolea_mitteniana_symmetrica	Cryptolophocolea_mitteniana_symmetrica	Cryptolophocolea_mitteniana_symmetrica	Cryptolophocolea_mitteniana	Cryptolophocolea mitteniana symmetrica	variety	accepted
Drepanolejeunea_dactylophora_submuricata	Drepanolejeunea_dactylophora_submuricata	Drepanolejeunea_dactylophora_submuricata	Drepanolejeunea_dactylophora	Drepanolejeunea dactylophora submuricata	variety	accepted
Frullania_monocera_subhampeana	Frullania_monocera_subhampeana	Frullania_monocera_subhampeana	Frullania_monocera	Frullania monocera subhampeana	variety	accepted
Frullania_monocera_undulata	Frullania_monocera_undulata	Frullania_monocera_undulata	Frullania_monocera	Frullania monocera undulata	variety	accepted
Frullania_obscura_spiniloba	Frullania_obscura_spiniloba	Frullania_obscura_spiniloba	Frullania_obscura	Frullania obscura spiniloba	variety	accepted
Frullania_winteri_vanderhammenii	Frullania_winteri_vanderhammenii	Frullania_winteri_vanderhammenii	Frullania_winteri	Frullania winteri vanderhammenii	variety	accepted
Haplomitrium_hookeri_minutum	Haplomitrium_hookeri_minutum	Haplomitrium_hookeri_minutum	Haplomitrium_hookeri	Haplomitrium hookeri minutum	variety	accepted
Hepatostolonophora_rotata_perssonii	Hepatostolonophora_rotata_perssonii	Hepatostolonophora_rotata_perssonii	Hepatostolonophora_rotata	Hepatostolonophora rotata perssonii	variety	accepted
Lepidolejeunea_bidentula_novae	Lepidolejeunea_bidentula_novae	Lepidolejeunea_bidentula_novae	Lepidolejeunea_bidentula	Lepidolejeunea bidentula novae-caledoniae	variety	accepted
Lepidozia_obtusiloba_parvula	Lepidozia_obtusiloba_parvula	Lepidozia_obtusiloba_parvula	Lepidozia_obtusiloba	Lepidozia obtusiloba parvula	variety	accepted
Lophocolea_canaliculata_concava	Lophocolea_canaliculata_concava	Lophocolea_canaliculata_concava	Lophocolea_canaliculata	Lophocolea canaliculata concava	variety	accepted
Lophocolea_novae-zeelandiae_meridionalis	Lophocolea_novae-zeelandiae_meridionalis	Lophocolea_novae-zeelandiae_meridionalis	Lophocolea_novae-zeelandiae	Lophocolea novae-zeelandiae meridionalis	variety	accepted
Lophocolea_semiteres_retusa	Lophocolea_semiteres_retusa	Lophocolea_semiteres_retusa	Lophocolea_semiteres	Lophocolea semiteres retusa	variety	accepted
Metzgeria_albinea_aberrans	Metzgeria_albinea_aberrans	Metzgeria_albinea_aberrans	Metzgeria_albinea	Metzgeria albinea aberrans	variety	accepted
Metzgeria_albinea_angusta	Metzgeria_albinea_angusta	Metzgeria_albinea_angusta	Metzgeria_albinea	Metzgeria albinea angusta	variety	accepted
Neolepidozia_patentissima_ampliata	Neolepidozia_patentissima_ampliata	Neolepidozia_patentissima_ampliata	Neolepidozia_patentissima	Neolepidozia patentissima ampliata	variety	accepted
Neolepidozia_patentissima_zebrina	Neolepidozia_patentissima_zebrina	Neolepidozia_patentissima_zebrina	Neolepidozia_patentissima	Neolepidozia patentissima zebrina	variety	accepted
Neolepidozia_praenitens_dentifolia	Neolepidozia_praenitens_dentifolia	Neolepidozia_praenitens_dentifolia	Neolepidozia_praenitens	Neolepidozia praenitens dentifolia	variety	accepted
Neolepidozia_tetrapila_cancellata	Neolepidozia_tetrapila_cancellata	Neolepidozia_tetrapila_cancellata	Neolepidozia_tetrapila	Neolepidozia tetrapila cancellata	variety	accepted
Neolepidozia_tetrapila_roseana	Neolepidozia_tetrapila_roseana	Neolepidozia_tetrapila_roseana	Neolepidozia_tetrapila	Neolepidozia tetrapila roseana	variety	accepted
Plagiochasma_microcephalum_tunesicum	Plagiochasma_microcephalum_tunesicum	Plagiochasma_microcephalum_tunesicum	Plagiochasma_microcephalum	Plagiochasma microcephalum tunesicum	variety	accepted
Plagiochasma_rupestre_volkii	Plagiochasma_rupestre_volkii	Plagiochasma_rupestre_volkii	Plagiochasma_rupestre	Plagiochasma rupestre volkii	variety	accepted
Plagiochila_cucullifolia_anomala	Plagiochila_cucullifolia_anomala	Plagiochila_cucullifolia_anomala	Plagiochila_cucullifolia	Plagiochila cucullifolia anomala	variety	accepted
Plagiochila_rutilans_moritziana	Plagiochila_rutilans_moritziana	Plagiochila_rutilans_moritziana	Plagiochila_rutilans	Plagiochila rutilans moritziana	variety	accepted
Plagiochila_rutilans_standleyi	Plagiochila_rutilans_standleyi	Plagiochila_rutilans_standleyi	Plagiochila_rutilans	Plagiochila rutilans standleyi	variety	accepted
Plagiochila_superba_macrotricha	Plagiochila_superba_macrotricha	Plagiochila_superba_macrotricha	Plagiochila_superba	Plagiochila superba macrotricha	variety	accepted
Riccardia_marginata_pacifica	Riccardia_marginata_pacifica	Riccardia_marginata_pacifica	Riccardia_marginata	Riccardia marginata pacifica	variety	accepted
Riccia_violacea_laevis	Riccia_violacea_laevis	Riccia_violacea_laevis	Riccia_violacea	Riccia violacea laevis	variety	accepted
Scapania_carinthiaca_massalongi	Scapania_carinthiaca_massalongi	Scapania_carinthiaca_massalongi	Scapania_carinthiaca	Scapania carinthiaca massalongi	variety	accepted
Scapania_glaucocephala_saxicola	Scapania_glaucocephala_saxicola	Scapania_glaucocephala_saxicola	Scapania_glaucocephala	Scapania glaucocephala saxicola	variety	accepted
Schiffneriolejeunea_tumida_haskarliana	Schiffneriolejeunea_tumida_haskarliana	Schiffneriolejeunea_tumida_haskarliana	Schiffneriolejeunea_tumida	Schiffneriolejeunea tumida haskarliana	variety	accepted
Schiffneriolejeunea_pappeana_bidentata	Schiffneriolejeunea_pappeana_bidentata	Schiffneriolejeunea_pappeana_bidentata	Schiffneriolejeunea_pappeana	Schiffneriolejeunea pappeana bidentata	variety	accepted
Schiffneriolejeunea_pappeana_integra	Schiffneriolejeunea_pappeana_integra	Schiffneriolejeunea_pappeana_integra	Schiffneriolejeunea_pappeana	Schiffneriolejeunea pappeana integra	variety	accepted
Solenostoma_appressifolium_minor	Solenostoma_appressifolium_minor	Solenostoma_appressifolium_minor	Solenostoma_appressifolium	Solenostoma appressifolium minor	variety	accepted
Solenostoma_appressifolium_nigricans	Solenostoma_appressifolium_nigricans	Solenostoma_appressifolium_nigricans	Solenostoma_appressifolium	Solenostoma appressifolium nigricans	variety	accepted
Solenostoma_comatum_novae	Solenostoma_comatum_novae	Solenostoma_comatum_novae	Solenostoma_comatum	Solenostoma comatum novae-guineae	variety	accepted
Solenostoma_infuscum_ovicalyx	Solenostoma_infuscum_ovicalyx	Solenostoma_infuscum_ovicalyx	Solenostoma_infuscum	Solenostoma infuscum ovicalyx	variety	accepted
Solenostoma_pyriflorum_gracillimum	Solenostoma_pyriflorum_gracillimum	Solenostoma_pyriflorum_gracillimum	Solenostoma_pyriflorum	Solenostoma pyriflorum gracillimum	variety	accepted
Solenostoma_pyriflorum_minutissimum	Solenostoma_pyriflorum_minutissimum	Solenostoma_pyriflorum_minutissimum	Solenostoma_pyriflorum	Solenostoma pyriflorum minutissimum	variety	accepted
Stictolejeunea_balfourii_bekkeri	Stictolejeunea_balfourii_bekkeri	Stictolejeunea_balfourii_bekkeri	Stictolejeunea_balfourii	Stictolejeunea balfourii bekkeri	variety	accepted
Symbiezidium_transversale_hookerianum	Symbiezidium_transversale_hookerianum	Symbiezidium_transversale_hookerianum	Symbiezidium_transversale	Symbiezidium transversale hookerianum	variety	accepted
Tricholepidozia_lindenbergii_complanata	Tricholepidozia_lindenbergii_complanata	Tricholepidozia_lindenbergii_complanata	Tricholepidozia_lindenbergii	Tricholepidozia lindenbergii complanata	variety	accepted
Tricholepidozia_lindenbergii_mellea	Tricholepidozia_lindenbergii_mellea	Tricholepidozia_lindenbergii_mellea	Tricholepidozia_lindenbergii	Tricholepidozia lindenbergii mellea	variety	accepted
Tricholepidozia_lindenbergii_papillata	Tricholepidozia_lindenbergii_papillata	Tricholepidozia_lindenbergii_papillata	Tricholepidozia_lindenbergii	Tricholepidozia lindenbergii papillata	variety	accepted
Tricholepidozia_pulcherrima_mooreana	Tricholepidozia_pulcherrima_mooreana	Tricholepidozia_pulcherrima_mooreana	Tricholepidozia_pulcherrima	Tricholepidozia pulcherrima mooreana	variety	accepted
Acanthocoleus_elgonensis	Acanthocoleus_elgonensis	Acanthocoleus_elgonensis	Acanthocoleus	Acanthocoleus elgonensis	species	not verified
Acanthocoleus_madagascariensis	Acanthocoleus_madagascariensis	Acanthocoleus_madagascariensis	Acanthocoleus	Acanthocoleus madagascariensis	species	not verified
Acanthocoleus_yoshinaganus	Acanthocoleus_yoshinaganus	Acanthocoleus_yoshinaganus	Acanthocoleus	Acanthocoleus yoshinaganus	species	not verified
Acrobolbus_africanus	Acrobolbus_africanus	Acrobolbus_africanus	Acrobolbus	Acrobolbus africanus	species	not verified
Acrobolbus_antillanus	Acrobolbus_antillanus	Acrobolbus_antillanus	Acrobolbus	Acrobolbus antillanus	species	not verified
Acrobolbus_azoricus	Acrobolbus_azoricus	Acrobolbus_azoricus	Acrobolbus	Acrobolbus azoricus	species	not verified
Acrobolbus_cuneifolius	Acrobolbus_cuneifolius	Acrobolbus_cuneifolius	Acrobolbus	Acrobolbus cuneifolius	species	not verified
Acrobolbus_integrifolius	Acrobolbus_integrifolius	Acrobolbus_integrifolius	Acrobolbus	Acrobolbus integrifolius	species	not verified
Acrobolbus_kunkelii	Acrobolbus_kunkelii	Acrobolbus_kunkelii	Acrobolbus	Acrobolbus kunkelii	species	not verified
Acrobolbus_madeirensis	Acrobolbus_madeirensis	Acrobolbus_madeirensis	Acrobolbus	Acrobolbus madeirensis	species	not verified
Acrobolbus_mittenii	Acrobolbus_mittenii	Acrobolbus_mittenii	Acrobolbus	Acrobolbus mittenii	species	not verified
Acrobolbus_ruwenzorensis	Acrobolbus_ruwenzorensis	Acrobolbus_ruwenzorensis	Acrobolbus	Acrobolbus ruwenzorensis	species	not verified
Acrochila_caledonica	Acrochila_caledonica	Acrochila_caledonica	Acrochila	Acrochila caledonica	species	not verified
Acrolejeunea_meghalayensis	Acrolejeunea_meghalayensis	Acrolejeunea_meghalayensis	Acrolejeunea	Acrolejeunea meghalayensis	species	not verified
Acrolejeunea_sinensis	Acrolejeunea_sinensis	Acrolejeunea_sinensis	Acrolejeunea	Acrolejeunea sinensis	species	not verified
Acromastigum_aurescens	Acromastigum_aurescens	Acromastigum_aurescens	Acromastigum	Acromastigum aurescens	species	not verified
Acromastigum_bancanum	Acromastigum_bancanum	Acromastigum_bancanum	Acromastigum	Acromastigum bancanum	species	not verified
Acromastigum_brotheri	Acromastigum_brotheri	Acromastigum_brotheri	Acromastigum	Acromastigum brotheri	species	not verified
Acromastigum_capillare	Acromastigum_capillare	Acromastigum_capillare	Acromastigum	Acromastigum capillare	species	not verified
Acromastigum_curtilobum	Acromastigum_curtilobum	Acromastigum_curtilobum	Acromastigum	Acromastigum curtilobum	species	not verified
Acromastigum_echinatiforme	Acromastigum_echinatiforme	Acromastigum_echinatiforme	Acromastigum	Acromastigum echinatiforme	species	not verified
Acromastigum_exile	Acromastigum_exile	Acromastigum_exile	Acromastigum	Acromastigum exile	species	not verified
Acromastigum_fimbriatum	Acromastigum_fimbriatum	Acromastigum_fimbriatum	Acromastigum	Acromastigum fimbriatum	species	not verified
Acromastigum_fumosum	Acromastigum_fumosum	Acromastigum_fumosum	Acromastigum	Acromastigum fumosum	species	not verified
Acromastigum_furcatifolium	Acromastigum_furcatifolium	Acromastigum_furcatifolium	Acromastigum	Acromastigum furcatifolium	species	not verified
Acromastigum_herzogii	Acromastigum_herzogii	Acromastigum_herzogii	Acromastigum	Acromastigum herzogii	species	not verified
Acromastigum_integrifolium	Acromastigum_integrifolium	Acromastigum_integrifolium	Acromastigum	Acromastigum integrifolium	species	not verified
Acromastigum_interstisiale	Acromastigum_interstisiale	Acromastigum_interstisiale	Acromastigum	Acromastigum interstisiale	species	not verified
Acromastigum_laetevirens	Acromastigum_laetevirens	Acromastigum_laetevirens	Acromastigum	Acromastigum laetevirens	species	not verified
Acromastigum_laevigatum	Acromastigum_laevigatum	Acromastigum_laevigatum	Acromastigum	Acromastigum laevigatum	species	not verified
Acromastigum_leptophyllum	Acromastigum_leptophyllum	Acromastigum_leptophyllum	Acromastigum	Acromastigum leptophyllum	species	not verified
Acromastigum_linganum	Acromastigum_linganum	Acromastigum_linganum	Acromastigum	Acromastigum linganum	species	not verified
Acromastigum_lobuliferum	Acromastigum_lobuliferum	Acromastigum_lobuliferum	Acromastigum	Acromastigum lobuliferum	species	not verified
Acromastigum_longirete	Acromastigum_longirete	Acromastigum_longirete	Acromastigum	Acromastigum longirete	species	not verified
Acromastigum_microstictum	Acromastigum_microstictum	Acromastigum_microstictum	Acromastigum	Acromastigum microstictum	species	not verified
Acromastigum_obliquatum	Acromastigum_obliquatum	Acromastigum_obliquatum	Acromastigum	Acromastigum obliquatum	species	not verified
Acromastigum_prismaticale	Acromastigum_prismaticale	Acromastigum_prismaticale	Acromastigum	Acromastigum prismaticale	species	not verified
Acromastigum_pusillum	Acromastigum_pusillum	Acromastigum_pusillum	Acromastigum	Acromastigum pusillum	species	not verified
Acromastigum_rigidum	Acromastigum_rigidum	Acromastigum_rigidum	Acromastigum	Acromastigum rigidum	species	not verified
Acromastigum_stenophyllum	Acromastigum_stenophyllum	Acromastigum_stenophyllum	Acromastigum	Acromastigum stenophyllum	species	not verified
Acromastigum_subechinatiforme	Acromastigum_subechinatiforme	Acromastigum_subechinatiforme	Acromastigum	Acromastigum subechinatiforme	species	not verified
Acromastigum_tenax	Acromastigum_tenax	Acromastigum_tenax	Acromastigum	Acromastigum tenax	species	not verified
Adelanthus_lingulatus	Adelanthus_lingulatus	Adelanthus_lingulatus	Adelanthus	Adelanthus lingulatus	species	not verified
Anastrophyllum_esenbeckii	Anastrophyllum_esenbeckii	Anastrophyllum_esenbeckii	Anastrophyllum	Anastrophyllum esenbeckii	species	not verified
Andrewsianthus_sphenoloboides	Andrewsianthus_sphenoloboides	Andrewsianthus_sphenoloboides	Andrewsianthus	Andrewsianthus sphenoloboides	species	not verified
Aneura_brasiliensis	Aneura_brasiliensis	Aneura_brasiliensis	Aneura	Aneura brasiliensis	species	not verified
Aneura_cerebrata	Aneura_cerebrata	Aneura_cerebrata	Aneura	Aneura cerebrata	species	not verified
Aneura_crumii	Aneura_crumii	Aneura_crumii	Aneura	Aneura crumii	species	not verified
Aneura_eachamensis	Aneura_eachamensis	Aneura_eachamensis	Aneura	Aneura eachamensis	species	not verified
Aneura_erronea	Aneura_erronea	Aneura_erronea	Aneura	Aneura erronea	species	not verified
Aneura_eskuchei	Aneura_eskuchei	Aneura_eskuchei	Aneura	Aneura eskuchei	species	not verified
Aneura_gemmifera	Aneura_gemmifera	Aneura_gemmifera	Aneura	Aneura gemmifera	species	not verified
Aneura_gibbsiana	Aneura_gibbsiana	Aneura_gibbsiana	Aneura	Aneura gibbsiana	species	not verified
Aneura_glaucescens	Aneura_glaucescens	Aneura_glaucescens	Aneura	Aneura glaucescens	species	not verified
Aneura_imbricata	Aneura_imbricata	Aneura_imbricata	Aneura	Aneura imbricata	species	not verified
Aneura_kaguaensis	Aneura_kaguaensis	Aneura_kaguaensis	Aneura	Aneura kaguaensis	species	not verified
Aneura_keniae	Aneura_keniae	Aneura_keniae	Aneura	Aneura keniae	species	not verified
Aneura_latissima	Aneura_latissima	Aneura_latissima	Aneura	Aneura latissima	species	not verified
Aneura_macrostachya	Aneura_macrostachya	Aneura_macrostachya	Aneura	Aneura macrostachya	species	not verified
Aneura_novaecaledoniae	Aneura_novaecaledoniae	Aneura_novaecaledoniae	Aneura	Aneura novaecaledoniae	species	not verified
Aneura_pellucida	Aneura_pellucida	Aneura_pellucida	Aneura	Aneura pellucida	species	not verified
Aneura_polyantha	Aneura_polyantha	Aneura_polyantha	Aneura	Aneura polyantha	species	not verified
Aneura_punctata	Aneura_punctata	Aneura_punctata	Aneura	Aneura punctata	species	not verified
Aneura_rodwayi	Aneura_rodwayi	Aneura_rodwayi	Aneura	Aneura rodwayi	species	not verified
Aneura_rotangicola	Aneura_rotangicola	Aneura_rotangicola	Aneura	Aneura rotangicola	species	not verified
Aneura_sharpii	Aneura_sharpii	Aneura_sharpii	Aneura	Aneura sharpii	species	not verified
Aneura_subcanaliculata	Aneura_subcanaliculata	Aneura_subcanaliculata	Aneura	Aneura subcanaliculata	species	not verified
Anthelia_juratzkana	Anthelia_juratzkana	Anthelia_juratzkana	Anthelia	Anthelia juratzkana	species	not verified
Anthoceros_buettneri	Anthoceros_buettneri	Anthoceros_buettneri	Anthoceros	Anthoceros buettneri	species	not verified
Anthoceros_cavernosus	Anthoceros_cavernosus	Anthoceros_cavernosus	Anthoceros	Anthoceros cavernosus	species	not verified
Anthoceros_chungii	Anthoceros_chungii	Anthoceros_chungii	Anthoceros	Anthoceros chungii	species	not verified
Anthoceros_crispatus	Anthoceros_crispatus	Anthoceros_crispatus	Anthoceros	Anthoceros crispatus	species	not verified
Anthoceros_dimorphus	Anthoceros_dimorphus	Anthoceros_dimorphus	Anthoceros	Anthoceros dimorphus	species	not verified
Anthoceros_expansus	Anthoceros_expansus	Anthoceros_expansus	Anthoceros	Anthoceros expansus	species	not verified
Anthoceros_gasongorii	Anthoceros_gasongorii	Anthoceros_gasongorii	Anthoceros	Anthoceros gasongorii	species	not verified
Anthoceros_granulatus	Anthoceros_granulatus	Anthoceros_granulatus	Anthoceros	Anthoceros granulatus	species	not verified
Anthoceros_harrisanus	Anthoceros_harrisanus	Anthoceros_harrisanus	Anthoceros	Anthoceros harrisanus	species	not verified
Anthoceros_jamesonii	Anthoceros_jamesonii	Anthoceros_jamesonii	Anthoceros	Anthoceros jamesonii	species	not verified
Anthoceros_jungermannioides	Anthoceros_jungermannioides	Anthoceros_jungermannioides	Anthoceros	Anthoceros jungermannioides	species	not verified
Anthoceros_maritimus	Anthoceros_maritimus	Anthoceros_maritimus	Anthoceros	Anthoceros maritimus	species	not verified
Anthoceros_muscoides	Anthoceros_muscoides	Anthoceros_muscoides	Anthoceros	Anthoceros muscoides	species	not verified
Anthoceros_natalensis	Anthoceros_natalensis	Anthoceros_natalensis	Anthoceros	Anthoceros natalensis	species	not verified
Anthoceros_niger	Anthoceros_niger	Anthoceros_niger	Anthoceros	Anthoceros niger	species	not verified
Anthoceros_orizabensis	Anthoceros_orizabensis	Anthoceros_orizabensis	Anthoceros	Anthoceros orizabensis	species	not verified
Anthoceros_peruvianus	Anthoceros_peruvianus	Anthoceros_peruvianus	Anthoceros	Anthoceros peruvianus	species	not verified
Anthoceros_pinnatus	Anthoceros_pinnatus	Anthoceros_pinnatus	Anthoceros	Anthoceros pinnatus	species	not verified
Anthoceros_schroederi	Anthoceros_schroederi	Anthoceros_schroederi	Anthoceros	Anthoceros schroederi	species	not verified
Anthoceros_serratus	Anthoceros_serratus	Anthoceros_serratus	Anthoceros	Anthoceros serratus	species	not verified
Anthoceros_simulans	Anthoceros_simulans	Anthoceros_simulans	Anthoceros	Anthoceros simulans	species	not verified
Anthoceros_spongiosus	Anthoceros_spongiosus	Anthoceros_spongiosus	Anthoceros	Anthoceros spongiosus	species	not verified
Anthoceros_venosus	Anthoceros_venosus	Anthoceros_venosus	Anthoceros	Anthoceros venosus	species	not verified
Apotreubia_pusilla	Apotreubia_pusilla	Apotreubia_pusilla	Apotreubia	Apotreubia pusilla	species	not verified
Archeophylla_paradoxa	Archeophylla_paradoxa	Archeophylla_paradoxa	Archeophylla	Archeophylla paradoxa	species	not verified
Archeophylla_pungens	Archeophylla_pungens	Archeophylla_pungens	Archeophylla	Archeophylla pungens	species	not verified
Archilejeunea_africana	Archilejeunea_africana	Archilejeunea_africana	Archilejeunea	Archilejeunea africana	species	not verified
Archilejeunea_alata	Archilejeunea_alata	Archilejeunea_alata	Archilejeunea	Archilejeunea alata	species	not verified
Archilejeunea_amakawana	Archilejeunea_amakawana	Archilejeunea_amakawana	Archilejeunea	Archilejeunea amakawana	species	not verified
Archilejeunea_bongardii	Archilejeunea_bongardii	Archilejeunea_bongardii	Archilejeunea	Archilejeunea bongardii	species	not verified
Archilejeunea_brachyantha	Archilejeunea_brachyantha	Archilejeunea_brachyantha	Archilejeunea	Archilejeunea brachyantha	species	not verified
Archilejeunea_brevilobula	Archilejeunea_brevilobula	Archilejeunea_brevilobula	Archilejeunea	Archilejeunea brevilobula	species	not verified
Archilejeunea_elobulata	Archilejeunea_elobulata	Archilejeunea_elobulata	Archilejeunea	Archilejeunea elobulata	species	not verified
Archilejeunea_gradsteinii	Archilejeunea_gradsteinii	Archilejeunea_gradsteinii	Archilejeunea	Archilejeunea gradsteinii ×	species	not verified
Archilejeunea_incrassata	Archilejeunea_incrassata	Archilejeunea_incrassata	Archilejeunea	Archilejeunea incrassata	species	not verified
Archilejeunea_jonesii	Archilejeunea_jonesii	Archilejeunea_jonesii	Archilejeunea	Archilejeunea jonesii	species	not verified
Archilejeunea_nebeliana	Archilejeunea_nebeliana	Archilejeunea_nebeliana	Archilejeunea	Archilejeunea nebeliana	species	not verified
Archilejeunea_planifolia	Archilejeunea_planifolia	Archilejeunea_planifolia	Archilejeunea	Archilejeunea planifolia	species	not verified
Arctoscyphus_fuegiensis	Arctoscyphus_fuegiensis	Arctoscyphus_fuegiensis	Arctoscyphus	Arctoscyphus fuegiensis	species	not verified
Arctoscyphus_ronsmithii	Arctoscyphus_ronsmithii	Arctoscyphus_ronsmithii	Arctoscyphus	Arctoscyphus ronsmithii	species	not verified
