index	taxonID	acceptedNameUsageID	parentNameUsageID	scientificName	taxonRank	taxonomicStatus
Anastrophyllum_alpinum	Anastrophyllum_alpinum	Anastrophyllum_alpinum	Anastrophyllum	Anastrophyllum alpinum	species	accepted
Anastrophyllum_assimile	Anastrophyllum_assimile	Anastrophyllum_assimile	Anastrophyllum	Anastrophyllum assimile	species	accepted
Anastrophyllum_auritum	Anastrophyllum_auritum	Anastrophyllum_auritum	Anastrophyllum	Anastrophyllum auritum	species	accepted
Anastrophyllum_ciliatum	Anastrophyllum_ciliatum	Anastrophyllum_ciliatum	Anastrophyllum	Anastrophyllum ciliatum	species	accepted
Anastrophyllum_donnianum	Anastrophyllum_donnianum	Anastrophyllum_donnianum	Anastrophyllum	Anastrophyllum donnianum	species	accepted
Anastrophyllum_ellipticum	Anastrophyllum_ellipticum	Anastrophyllum_ellipticum	Anastrophyllum	Anastrophyllum ellipticum	species	accepted
Anastrophyllum_fissum	Anastrophyllum_fissum	Anastrophyllum_fissum	Anastrophyllum	Anastrophyllum fissum	species	accepted
Anastrophyllum_joergensenii	Anastrophyllum_joergensenii	Anastrophyllum_joergensenii	Anastrophyllum	Anastrophyllum joergensenii	species	accepted
Anastrophyllum_michauxii	Anastrophyllum_michauxii	Anastrophyllum_michauxii	Anastrophyllum	Anastrophyllum michauxii	species	accepted
Anastrophyllum_nigrescens	Anastrophyllum_nigrescens	Anastrophyllum_nigrescens	Anastrophyllum	Anastrophyllum nigrescens	species	accepted
Anastrophyllum_obtusum	Anastrophyllum_obtusum	Anastrophyllum_obtusum	Anastrophyllum	Anastrophyllum obtusum	species	accepted
Anastrophyllum_piligerum	Anastrophyllum_piligerum	Anastrophyllum_piligerum	Anastrophyllum	Anastrophyllum piligerum	species	accepted
Anastrophyllum_squarrosum	Anastrophyllum_squarrosum	Anastrophyllum_squarrosum	Anastrophyllum	Anastrophyllum squarrosum	species	accepted
Anastrophyllum_stellatum	Anastrophyllum_stellatum	Anastrophyllum_stellatum	Anastrophyllum	Anastrophyllum stellatum	species	accepted
Anastrophyllum_tubulosum	Anastrophyllum_tubulosum	Anastrophyllum_tubulosum	Anastrophyllum	Anastrophyllum tubulosum	species	accepted
Andrewsianthus_aberrans	Andrewsianthus_aberrans	Andrewsianthus_aberrans	Andrewsianthus	Andrewsianthus aberrans	species	accepted
Andrewsianthus_bidens	Andrewsianthus_bidens	Andrewsianthus_bidens	Andrewsianthus	Andrewsianthus bidens	species	accepted
Andrewsianthus_bilobus	Andrewsianthus_bilobus	Andrewsianthus_bilobus	Andrewsianthus	Andrewsianthus bilobus	species	accepted
Andrewsianthus_carinatus	Andrewsianthus_carinatus	Andrewsianthus_carinatus	Andrewsianthus	Andrewsianthus carinatus	species	accepted
Andrewsianthus_cavifolius	Andrewsianthus_cavifolius	Andrewsianthus_cavifolius	Andrewsianthus	Andrewsianthus cavifolius	species	accepted
Andrewsianthus_chimbuensis	Andrewsianthus_chimbuensis	Andrewsianthus_chimbuensis	Andrewsianthus	Andrewsianthus chimbuensis	species	accepted
Andrewsianthus_hodgsoniae	Andrewsianthus_hodgsoniae	Andrewsianthus_hodgsoniae	Andrewsianthus	Andrewsianthus hodgsoniae	species	accepted
Andrewsianthus_kinabaluensis	Andrewsianthus_kinabaluensis	Andrewsianthus_kinabaluensis	Andrewsianthus	Andrewsianthus kinabaluensis	species	accepted
Andrewsianthus_koponenii	Andrewsianthus_koponenii	Andrewsianthus_koponenii	Andrewsianthus	Andrewsianthus koponenii	species	accepted
Andrewsianthus_marionensis	Andrewsianthus_marionensis	Andrewsianthus_marionensis	Andrewsianthus	Andrewsianthus marionensis	species	accepted
Andrewsianthus_mizutanii	Andrewsianthus_mizutanii	Andrewsianthus_mizutanii	Andrewsianthus	Andrewsianthus mizutanii	species	accepted
Andrewsianthus_papillosus	Andrewsianthus_papillosus	Andrewsianthus_papillosus	Andrewsianthus	Andrewsianthus papillosus	species	accepted
Andrewsianthus_perigonialis	Andrewsianthus_perigonialis	Andrewsianthus_perigonialis	Andrewsianthus	Andrewsianthus perigonialis	species	accepted
Andrewsianthus_puniceus	Andrewsianthus_puniceus	Andrewsianthus_puniceus	Andrewsianthus	Andrewsianthus puniceus	species	accepted
Andrewsianthus_recurvifolius	Andrewsianthus_recurvifolius	Andrewsianthus_recurvifolius	Andrewsianthus	Andrewsianthus recurvifolius	species	accepted
Andrewsianthus_scabrellus	Andrewsianthus_scabrellus	Andrewsianthus_scabrellus	Andrewsianthus	Andrewsianthus scabrellus	species	accepted
Andrewsianthus_sundaicus	Andrewsianthus_sundaicus	Andrewsianthus_sundaicus	Andrewsianthus	Andrewsianthus sundaicus	species	accepted
Andrewsianthus_zantenii	Andrewsianthus_zantenii	Andrewsianthus_zantenii	Andrewsianthus	Andrewsianthus zantenii	species	accepted
Aneura_blasioides	Aneura_blasioides	Aneura_blasioides	Aneura	Aneura blasioides	species	accepted
Aneura_crateriformis	Aneura_crateriformis	Aneura_crateriformis	Aneura	Aneura crateriformis	species	accepted
Aneura_hirsuta	Aneura_hirsuta	Aneura_hirsuta	Aneura	Aneura hirsuta	species	accepted
Aneura_marianensis	Aneura_marianensis	Aneura_marianensis	Aneura	Aneura marianensis	species	accepted
Aneura_maxima	Aneura_maxima	Aneura_maxima	Aneura	Aneura maxima	species	accepted
Aneura_mirabilis	Aneura_mirabilis	Aneura_mirabilis	Aneura	Aneura mirabilis net	species	accepted
Aneura_novaguineensis	Aneura_novaguineensis	Aneura_novaguineensis	Aneura	Aneura novaguineensis	species	accepted
Aneura_pinguis	Aneura_pinguis	Aneura_pinguis	Aneura	Aneura pinguis	species	accepted
Anoplolejeunea_conferta	Anoplolejeunea_conferta	Anoplolejeunea_conferta	Anoplolejeunea	Anoplolejeunea conferta	species	accepted
Anthelia_julacea	Anthelia_julacea	Anthelia_julacea	Anthelia	Anthelia julacea	species	accepted
Anthoceros_adscendens	Anthoceros_adscendens	Anthoceros_adscendens	Anthoceros	Anthoceros adscendens	species	accepted
Anthoceros_agrestis	Anthoceros_agrestis	Anthoceros_agrestis	Anthoceros	Anthoceros agrestis	species	accepted
Anthoceros_alpinus	Anthoceros_alpinus	Anthoceros_alpinus	Anthoceros	Anthoceros alpinus	species	accepted
Anthoceros_angustus	Anthoceros_angustus	Anthoceros_angustus	Anthoceros	Anthoceros angustus	species	accepted
Anthoceros_bharadwajii	Anthoceros_bharadwajii	Anthoceros_bharadwajii	Anthoceros	Anthoceros bharadwajii	species	accepted
Anthoceros_capricornii	Anthoceros_capricornii	Anthoceros_capricornii	Anthoceros	Anthoceros capricornii	species	accepted
Anthoceros_caucasicus	Anthoceros_caucasicus	Anthoceros_caucasicus	Anthoceros	Anthoceros caucasicus	species	accepted
Anthoceros_erectus	Anthoceros_erectus	Anthoceros_erectus	Anthoceros	Anthoceros erectus	species	accepted
Anthoceros_fragilis	Anthoceros_fragilis	Anthoceros_fragilis	Anthoceros	Anthoceros fragilis	species	accepted
Anthoceros_fusiformis	Anthoceros_fusiformis	Anthoceros_fusiformis	Anthoceros	Anthoceros fusiformis	species	accepted
Anthoceros_lamellatus	Anthoceros_lamellatus	Anthoceros_lamellatus	Anthoceros	Anthoceros lamellatus	species	accepted
Anthoceros_laminifer	Anthoceros_laminifer	Anthoceros_laminifer	Anthoceros	Anthoceros laminifer	species	accepted
Anthoceros_macounii	Anthoceros_macounii	Anthoceros_macounii	Anthoceros	Anthoceros macounii	species	accepted
Anthoceros_macrosporus	Anthoceros_macrosporus	Anthoceros_macrosporus	Anthoceros	Anthoceros macrosporus	species	accepted
Anthoceros_myriandroecius	Anthoceros_myriandroecius	Anthoceros_myriandroecius	Anthoceros	Anthoceros myriandroecius	species	accepted
Anthoceros_neesii	Anthoceros_neesii	Anthoceros_neesii	Anthoceros	Anthoceros neesii	species	accepted
Anthoceros_pandei	Anthoceros_pandei	Anthoceros_pandei	Anthoceros	Anthoceros pandei	species	accepted
Anthoceros_patagonicus	Anthoceros_patagonicus	Anthoceros_patagonicus	Anthoceros	Anthoceros patagonicus	species	accepted
Anthoceros_punctatus	Anthoceros_punctatus	Anthoceros_punctatus	Anthoceros	Anthoceros punctatus	species	accepted
Anthoceros_rosulans	Anthoceros_rosulans	Anthoceros_rosulans	Anthoceros	Anthoceros rosulans	species	accepted
Anthoceros_sambesianus	Anthoceros_sambesianus	Anthoceros_sambesianus	Anthoceros	Anthoceros sambesianus	species	accepted
Anthoceros_scariosus	Anthoceros_scariosus	Anthoceros_scariosus	Anthoceros	Anthoceros scariosus	species	accepted
Anthoceros_subtilis	Anthoceros_subtilis	Anthoceros_subtilis	Anthoceros	Anthoceros subtilis	species	accepted
Anthoceros_telaganus	Anthoceros_telaganus	Anthoceros_telaganus	Anthoceros	Anthoceros telaganus	species	accepted
Anthoceros_tristanianus	Anthoceros_tristanianus	Anthoceros_tristanianus	Anthoceros	Anthoceros tristanianus	species	accepted
Anthoceros_tuberculatus	Anthoceros_tuberculatus	Anthoceros_tuberculatus	Anthoceros	Anthoceros tuberculatus	species	accepted
Aphanotropis_saxicola	Aphanotropis_saxicola	Aphanotropis_saxicola	Aphanotropis	Aphanotropis saxicola	species	accepted
Aponardia_huerlimannii	Aponardia_huerlimannii	Aponardia_huerlimannii	Aponardia	Aponardia huerlimannii	species	accepted
Apotreubia_hortoniae	Apotreubia_hortoniae	Apotreubia_hortoniae	Apotreubia	Apotreubia hortoniae	species	accepted
Apotreubia_nana	Apotreubia_nana	Apotreubia_nana	Apotreubia	Apotreubia nana	species	accepted
Apotreubia_yunnanensis	Apotreubia_yunnanensis	Apotreubia_yunnanensis	Apotreubia	Apotreubia yunnanensis	species	accepted
Archeophylla_schusteri	Archeophylla_schusteri	Archeophylla_schusteri	Archeophylla	Archeophylla schusteri	species	accepted
Archilejeunea_abbreviata	Archilejeunea_abbreviata	Archilejeunea_abbreviata	Archilejeunea	Archilejeunea abbreviata	species	accepted
Archilejeunea_auberiana	Archilejeunea_auberiana	Archilejeunea_auberiana	Archilejeunea	Archilejeunea auberiana	species	accepted
Archilejeunea_autoica	Archilejeunea_autoica	Archilejeunea_autoica	Archilejeunea	Archilejeunea autoica	species	accepted
Archilejeunea_badia	Archilejeunea_badia	Archilejeunea_badia	Archilejeunea	Archilejeunea badia	species	accepted
Archilejeunea_bischleriana	Archilejeunea_bischleriana	Archilejeunea_bischleriana	Archilejeunea	Archilejeunea bischleriana	species	accepted
Archilejeunea_crispistipula	Archilejeunea_crispistipula	Archilejeunea_crispistipula	Archilejeunea	Archilejeunea crispistipula	species	accepted
Archilejeunea_juliformis	Archilejeunea_juliformis	Archilejeunea_juliformis	Archilejeunea	Archilejeunea juliformis	species	accepted
Archilejeunea_kiushiana	Archilejeunea_kiushiana	Archilejeunea_kiushiana	Archilejeunea	Archilejeunea kiushiana	species	accepted
Archilejeunea_ludoviciana	Archilejeunea_ludoviciana	Archilejeunea_ludoviciana	Archilejeunea	Archilejeunea ludoviciana	species	accepted
Archilejeunea_olivacea	Archilejeunea_olivacea	Archilejeunea_olivacea	Archilejeunea	Archilejeunea olivacea	species	accepted
Archilejeunea_parviflora	Archilejeunea_parviflora	Archilejeunea_parviflora	Archilejeunea	Archilejeunea parviflora	species	accepted
Archilejeunea_planiuscula	Archilejeunea_planiuscula	Archilejeunea_planiuscula	Archilejeunea	Archilejeunea planiuscula	species	accepted
Arnellia_fennica	Arnellia_fennica	Arnellia_fennica	Arnellia	Arnellia fennica	species	accepted
Ascidiota_blepharophylla	Ascidiota_blepharophylla	Ascidiota_blepharophylla	Ascidiota	Ascidiota blepharophylla	species	accepted
Asterella_abyssinica	Asterella_abyssinica	Asterella_abyssinica	Asterella	Asterella abyssinica	species	accepted
Asterella_africana	Asterella_africana	Asterella_africana	Asterella	Asterella africana	species	accepted
Asterella_alpina	Asterella_alpina	Asterella_alpina	Asterella	Asterella alpina	species	accepted
Asterella_australis	Asterella_australis	Asterella_australis	Asterella	Asterella australis	species	accepted
Asterella_bachmannii	Asterella_bachmannii	Asterella_bachmannii	Asterella	Asterella bachmannii	species	accepted
Asterella_blumeana	Asterella_blumeana	Asterella_blumeana	Asterella	Asterella blumeana	species	accepted
Asterella_bolanderi	Asterella_bolanderi	Asterella_bolanderi	Asterella	Asterella bolanderi	species	accepted
Asterella_californica	Asterella_californica	Asterella_californica	Asterella	Asterella californica	species	accepted
Asterella_chilensis	Asterella_chilensis	Asterella_chilensis	Asterella	Asterella chilensis	species	accepted
Asterella_conocephala	Asterella_conocephala	Asterella_conocephala	Asterella	Asterella conocephala	species	accepted
Asterella_cruciata	Asterella_cruciata	Asterella_cruciata	Asterella	Asterella cruciata	species	accepted
Asterella_dissoluta	Asterella_dissoluta	Asterella_dissoluta	Asterella	Asterella dissoluta	species	accepted
Asterella_dominicensis	Asterella_dominicensis	Asterella_dominicensis	Asterella	Asterella dominicensis	species	accepted
Asterella_drummondii	Asterella_drummondii	Asterella_drummondii	Asterella	Asterella drummondii	species	accepted
Asterella_echinella	Asterella_echinella	Asterella_echinella	Asterella	Asterella echinella	species	accepted
Asterella_elegans	Asterella_elegans	Asterella_elegans	Asterella	Asterella elegans	species	accepted
Asterella_grollei	Asterella_grollei	Asterella_grollei	Asterella	Asterella grollei	species	accepted
Asterella_heteroflora	Asterella_heteroflora	Asterella_heteroflora	Asterella	Asterella heteroflora	species	accepted
Asterella_innovans	Asterella_innovans	Asterella_innovans	Asterella	Asterella innovans	species	accepted
Asterella_khasyana	Asterella_khasyana	Asterella_khasyana	Asterella	Asterella khasyana	species	accepted
Asterella_lateralis	Asterella_lateralis	Asterella_lateralis	Asterella	Asterella lateralis	species	accepted
Asterella_leptophylla	Asterella_leptophylla	Asterella_leptophylla	Asterella	Asterella leptophylla	species	accepted
Asterella_limbata	Asterella_limbata	Asterella_limbata	Asterella	Asterella limbata	species	accepted
Asterella_lindenbergiana	Asterella_lindenbergiana	Asterella_lindenbergiana	Asterella	Asterella lindenbergiana	species	accepted
Asterella_linearis	Asterella_linearis	Asterella_linearis	Asterella	Asterella linearis	species	accepted
Asterella_longebarbata	Asterella_longebarbata	Asterella_longebarbata	Asterella	Asterella longebarbata	species	accepted
Asterella_macropoda	Asterella_macropoda	Asterella_macropoda	Asterella	Asterella macropoda	species	accepted
Asterella_marginata	Asterella_marginata	Asterella_marginata	Asterella	Asterella marginata	species	accepted
Asterella_multiflora	Asterella_multiflora	Asterella_multiflora	Asterella	Asterella multiflora	species	accepted
Asterella_muscicola	Asterella_muscicola	Asterella_muscicola	Asterella	Asterella muscicola	species	accepted
Asterella_mussuriensis	Asterella_mussuriensis	Asterella_mussuriensis	Asterella	Asterella mussuriensis	species	accepted
Asterella_palmeri	Asterella_palmeri	Asterella_palmeri	Asterella	Asterella palmeri	species	accepted
Asterella_pappii	Asterella_pappii	Asterella_pappii	Asterella	Asterella pappii	species	accepted
Asterella_persica	Asterella_persica	Asterella_persica	Asterella	Asterella persica	species	accepted
Asterella_pringlei	Asterella_pringlei	Asterella_pringlei	Asterella	Asterella pringlei	species	accepted
Asterella_rugosa	Asterella_rugosa	Asterella_rugosa	Asterella	Asterella rugosa	species	accepted
Asterella_saccata	Asterella_saccata	Asterella_saccata	Asterella	Asterella saccata	species	accepted
Asterella_syngenesica	Asterella_syngenesica	Asterella_syngenesica	Asterella	Asterella syngenesica	species	accepted
Asterella_tenella	Asterella_tenella	Asterella_tenella	Asterella	Asterella tenella	species	accepted
Asterella_tenera	Asterella_tenera	Asterella_tenera	Asterella	Asterella tenera	species	accepted
Asterella_venosa	Asterella_venosa	Asterella_venosa	Asterella	Asterella venosa	species	accepted
Asterella_versicolor	Asterella_versicolor	Asterella_versicolor	Asterella	Asterella versicolor	species	accepted
Asterella_vulcanica	Asterella_vulcanica	Asterella_vulcanica	Asterella	Asterella vulcanica	species	accepted
Asterella_wallichiana	Asterella_wallichiana	Asterella_wallichiana	Asterella	Asterella wallichiana	species	accepted
Asterella_whiteleggeana	Asterella_whiteleggeana	Asterella_whiteleggeana	Asterella	Asterella whiteleggeana	species	accepted
Asterella_wilmsii	Asterella_wilmsii	Asterella_wilmsii	Asterella	Asterella wilmsii	species	accepted
Athalamia_pinguis	Athalamia_pinguis	Athalamia_pinguis	Athalamia	Athalamia pinguis	species	accepted
Aureolejeunea_aurifera	Aureolejeunea_aurifera	Aureolejeunea_aurifera	Aureolejeunea	Aureolejeunea aurifera	species	accepted
Aureolejeunea_lumae	Aureolejeunea_lumae	Aureolejeunea_lumae	Aureolejeunea	Aureolejeunea lumae	species	accepted
Aureolejeunea_paramicola	Aureolejeunea_paramicola	Aureolejeunea_paramicola	Aureolejeunea	Aureolejeunea paramicola	species	accepted
Aureolejeunea_quinquecarinata	Aureolejeunea_quinquecarinata	Aureolejeunea_quinquecarinata	Aureolejeunea	Aureolejeunea quinquecarinata	species	accepted
Aureolejeunea_tonduzana	Aureolejeunea_tonduzana	Aureolejeunea_tonduzana	Aureolejeunea	Aureolejeunea tonduzana	species	accepted
Austrolophozia_camensis	Austrolophozia_camensis	Austrolophozia_camensis	Austrolophozia	Austrolophozia camensis	species	accepted
Austrolophozia_paradoxa	Austrolophozia_paradoxa	Austrolophozia_paradoxa	Austrolophozia	Austrolophozia paradoxa	species	accepted
Austroriella_salta	Austroriella_salta	Austroriella_salta	Austroriella	Austroriella salta	species	accepted
Balantiopsis_asymmetrica	Balantiopsis_asymmetrica	Balantiopsis_asymmetrica	Balantiopsis	Balantiopsis asymmetrica	species	accepted
Balantiopsis_bisbifida	Balantiopsis_bisbifida	Balantiopsis_bisbifida	Balantiopsis	Balantiopsis bisbifida	species	accepted
Balantiopsis_brasiliensis	Balantiopsis_brasiliensis	Balantiopsis_brasiliensis	Balantiopsis	Balantiopsis brasiliensis	species	accepted
Balantiopsis_cancellata	Balantiopsis_cancellata	Balantiopsis_cancellata	Balantiopsis	Balantiopsis cancellata	species	accepted
Balantiopsis_ciliaris	Balantiopsis_ciliaris	Balantiopsis_ciliaris	Balantiopsis	Balantiopsis ciliaris	species	accepted
Balantiopsis_convexiuscula	Balantiopsis_convexiuscula	Balantiopsis_convexiuscula	Balantiopsis	Balantiopsis convexiuscula	species	accepted
Balantiopsis_crocea	Balantiopsis_crocea	Balantiopsis_crocea	Balantiopsis	Balantiopsis crocea	species	accepted
Balantiopsis_diplophylla	Balantiopsis_diplophylla	Balantiopsis_diplophylla	Balantiopsis	Balantiopsis diplophylla	species	accepted
Balantiopsis_erinacea	Balantiopsis_erinacea	Balantiopsis_erinacea	Balantiopsis	Balantiopsis erinacea	species	accepted
Balantiopsis_lingulata	Balantiopsis_lingulata	Balantiopsis_lingulata	Balantiopsis	Balantiopsis lingulata	species	accepted
Balantiopsis_montana	Balantiopsis_montana	Balantiopsis_montana	Balantiopsis	Balantiopsis montana	species	accepted
Balantiopsis_purpurata	Balantiopsis_purpurata	Balantiopsis_purpurata	Balantiopsis	Balantiopsis purpurata	species	accepted
Balantiopsis_rosea	Balantiopsis_rosea	Balantiopsis_rosea	Balantiopsis	Balantiopsis rosea	species	accepted
Balantiopsis_splendens	Balantiopsis_splendens	Balantiopsis_splendens	Balantiopsis	Balantiopsis splendens	species	accepted
Balantiopsis_tumida	Balantiopsis_tumida	Balantiopsis_tumida	Balantiopsis	Balantiopsis tumida	species	accepted
Balantiopsis_verrucosa	Balantiopsis_verrucosa	Balantiopsis_verrucosa	Balantiopsis	Balantiopsis verrucosa	species	accepted
Barbilophozia_barbata	Barbilophozia_barbata	Barbilophozia_barbata	Barbilophozia	Barbilophozia barbata	species	accepted
Barbilophozia_hatcheri	Barbilophozia_hatcheri	Barbilophozia_hatcheri	Barbilophozia	Barbilophozia hatcheri	species	accepted
Barbilophozia_lycopodioides	Barbilophozia_lycopodioides	Barbilophozia_lycopodioides	Barbilophozia	Barbilophozia lycopodioides	species	accepted
Barbilophozia_rubescens	Barbilophozia_rubescens	Barbilophozia_rubescens	Barbilophozia	Barbilophozia rubescens	species	accepted
Barbilophozia_sudetica	Barbilophozia_sudetica	Barbilophozia_sudetica	Barbilophozia	Barbilophozia sudetica	species	accepted
Bazzania_acanthostipa	Bazzania_acanthostipa	Bazzania_acanthostipa	Bazzania	Bazzania acanthostipa	species	accepted
Bazzania_accreta	Bazzania_accreta	Bazzania_accreta	Bazzania	Bazzania accreta	species	accepted
Bazzania_adnexa	Bazzania_adnexa	Bazzania_adnexa	Bazzania	Bazzania adnexa	species	accepted
Bazzania_affinis	Bazzania_affinis	Bazzania_affinis	Bazzania	Bazzania affinis	species	accepted
Bazzania_amblyphylla	Bazzania_amblyphylla	Bazzania_amblyphylla	Bazzania	Bazzania amblyphylla	species	accepted
Bazzania_appendiculata	Bazzania_appendiculata	Bazzania_appendiculata	Bazzania	Bazzania appendiculata	species	accepted
Bazzania_aurescens	Bazzania_aurescens	Bazzania_aurescens	Bazzania	Bazzania aurescens	species	accepted
Bazzania_bescherellei	Bazzania_bescherellei	Bazzania_bescherellei	Bazzania	Bazzania bescherellei	species	accepted
Bazzania_bidens	Bazzania_bidens	Bazzania_bidens	Bazzania	Bazzania bidens	species	accepted
Bazzania_bilobata	Bazzania_bilobata	Bazzania_bilobata	Bazzania	Bazzania bilobata	species	accepted
Bazzania_calcarata	Bazzania_calcarata	Bazzania_calcarata	Bazzania	Bazzania calcarata	species	accepted
Bazzania_canelensis	Bazzania_canelensis	Bazzania_canelensis	Bazzania	Bazzania canelensis	species	accepted
Bazzania_caudistipula	Bazzania_caudistipula	Bazzania_caudistipula	Bazzania	Bazzania caudistipula	species	accepted
Bazzania_chimantensis	Bazzania_chimantensis	Bazzania_chimantensis	Bazzania	Bazzania chimantensis	species	accepted
Bazzania_citharodes	Bazzania_citharodes	Bazzania_citharodes	Bazzania	Bazzania citharodes	species	accepted
Bazzania_cuneistipula	Bazzania_cuneistipula	Bazzania_cuneistipula	Bazzania	Bazzania cuneistipula	species	accepted
Bazzania_decrescens	Bazzania_decrescens	Bazzania_decrescens	Bazzania	Bazzania decrescens	species	accepted
Bazzania_denticulata	Bazzania_denticulata	Bazzania_denticulata	Bazzania	Bazzania denticulata	species	accepted
Bazzania_deplanchei	Bazzania_deplanchei	Bazzania_deplanchei	Bazzania	Bazzania deplanchei	species	accepted
Bazzania_diversicuspis	Bazzania_diversicuspis	Bazzania_diversicuspis	Bazzania	Bazzania diversicuspis	species	accepted
Bazzania_erosa	Bazzania_erosa	Bazzania_erosa	Bazzania	Bazzania erosa	species	accepted
Bazzania_exempta	Bazzania_exempta	Bazzania_exempta	Bazzania	Bazzania exempta	species	accepted
Bazzania_falcata	Bazzania_falcata	Bazzania_falcata	Bazzania	Bazzania falcata	species	accepted
Bazzania_fasciculata	Bazzania_fasciculata	Bazzania_fasciculata	Bazzania	Bazzania fasciculata	species	accepted
Bazzania_flaccida	Bazzania_flaccida	Bazzania_flaccida	Bazzania	Bazzania flaccida	species	accepted
Bazzania_fuhreri	Bazzania_fuhreri	Bazzania_fuhreri	Bazzania	Bazzania fuhreri	species	accepted
Bazzania_gamscottii	Bazzania_gamscottii	Bazzania_gamscottii	Bazzania	Bazzania gamscottii	species	accepted
Bazzania_gedeana	Bazzania_gedeana	Bazzania_gedeana	Bazzania	Bazzania gedeana	species	accepted
Bazzania_gracilis	Bazzania_gracilis	Bazzania_gracilis	Bazzania	Bazzania gracilis	species	accepted
Bazzania_himalayana	Bazzania_himalayana	Bazzania_himalayana	Bazzania	Bazzania himalayana	species	accepted
Bazzania_hochstetteri	Bazzania_hochstetteri	Bazzania_hochstetteri	Bazzania	Bazzania hochstetteri	species	accepted
Bazzania_hookeri	Bazzania_hookeri	Bazzania_hookeri	Bazzania	Bazzania hookeri	species	accepted
Bazzania_jamaicensis	Bazzania_jamaicensis	Bazzania_jamaicensis	Bazzania	Bazzania jamaicensis	species	accepted
Bazzania_longa	Bazzania_longa	Bazzania_longa	Bazzania	Bazzania longa	species	accepted
Bazzania_longicaulis	Bazzania_longicaulis	Bazzania_longicaulis	Bazzania	Bazzania longicaulis	species	accepted
Bazzania_longistipula	Bazzania_longistipula	Bazzania_longistipula	Bazzania	Bazzania longistipula	species	accepted
Bazzania_loricata	Bazzania_loricata	Bazzania_loricata	Bazzania	Bazzania loricata	species	accepted
Bazzania_monilinervis	Bazzania_monilinervis	Bazzania_monilinervis	Bazzania	Bazzania monilinervis	species	accepted
Bazzania_nitida	Bazzania_nitida	Bazzania_nitida	Bazzania	Bazzania nitida	species	accepted
Bazzania_novae	Bazzania_novae	Bazzania_novae	Bazzania	Bazzania novae-zelandiae	species	accepted
Bazzania_parisii	Bazzania_parisii	Bazzania_parisii	Bazzania	Bazzania parisii	species	accepted
Bazzania_pectinata	Bazzania_pectinata	Bazzania_pectinata	Bazzania	Bazzania pectinata	species	accepted
Bazzania_phyllobola	Bazzania_phyllobola	Bazzania_phyllobola	Bazzania	Bazzania phyllobola	species	accepted
Bazzania_placophylla	Bazzania_placophylla	Bazzania_placophylla	Bazzania	Bazzania placophylla	species	accepted
Bazzania_praerupta	Bazzania_praerupta	Bazzania_praerupta	Bazzania	Bazzania praerupta	species	accepted
Bazzania_rimosa	Bazzania_rimosa	Bazzania_rimosa	Bazzania	Bazzania rimosa	species	accepted
Bazzania_roraimensis	Bazzania_roraimensis	Bazzania_roraimensis	Bazzania	Bazzania roraimensis	species	accepted
Bazzania_scalaris	Bazzania_scalaris	Bazzania_scalaris	Bazzania	Bazzania scalaris	species	accepted
Bazzania_schlimiana	Bazzania_schlimiana	Bazzania_schlimiana	Bazzania	Bazzania schlimiana	species	accepted
Bazzania_schwaneckiana	Bazzania_schwaneckiana	Bazzania_schwaneckiana	Bazzania	Bazzania schwaneckiana	species	accepted
Bazzania_stolonifera	Bazzania_stolonifera	Bazzania_stolonifera	Bazzania	Bazzania stolonifera	species	accepted
Bazzania_subtilis	Bazzania_subtilis	Bazzania_subtilis	Bazzania	Bazzania subtilis	species	accepted
Bazzania_taleana	Bazzania_taleana	Bazzania_taleana	Bazzania	Bazzania taleana	species	accepted
Bazzania_tayloriana	Bazzania_tayloriana	Bazzania_tayloriana	Bazzania	Bazzania tayloriana	species	accepted
Bazzania_tessellata	Bazzania_tessellata	Bazzania_tessellata	Bazzania	Bazzania tessellata	species	accepted
Bazzania_tricrenata	Bazzania_tricrenata	Bazzania_tricrenata	Bazzania	Bazzania tricrenata	species	accepted
Bazzania_tridens	Bazzania_tridens	Bazzania_tridens	Bazzania	Bazzania tridens	species	accepted
Bazzania_trilobata	Bazzania_trilobata	Bazzania_trilobata	Bazzania	Bazzania trilobata	species	accepted
Bazzania_uncigera	Bazzania_uncigera	Bazzania_uncigera	Bazzania	Bazzania uncigera	species	accepted
Bazzania_vittata	Bazzania_vittata	Bazzania_vittata	Bazzania	Bazzania vittata	species	accepted
Bazzania_zonulata	Bazzania_zonulata	Bazzania_zonulata	Bazzania	Bazzania zonulata	species	accepted
Biantheridion_undulifolium	Biantheridion_undulifolium	Biantheridion_undulifolium	Biantheridion	Biantheridion undulifolium	species	accepted
Blasia_pusilla	Blasia_pusilla	Blasia_pusilla	Blasia	Blasia pusilla	species	accepted
Blepharidophyllum_densifolium	Blepharidophyllum_densifolium	Blepharidophyllum_densifolium	Blepharidophyllum	Blepharidophyllum densifolium	species	accepted
Blepharidophyllum_vertebrale	Blepharidophyllum_vertebrale	Blepharidophyllum_vertebrale	Blepharidophyllum	Blepharidophyllum vertebrale	species	accepted
Blepharolejeunea_chimantaensis	Blepharolejeunea_chimantaensis	Blepharolejeunea_chimantaensis	Blepharolejeunea	Blepharolejeunea chimantaensis	species	accepted
Blepharolejeunea_fuegiana	Blepharolejeunea_fuegiana	Blepharolejeunea_fuegiana	Blepharolejeunea	Blepharolejeunea fuegiana	species	accepted
