uid	|	parent_uid	|	name	|	rank	|	sourceinfo	|	
Pteridophyte-Phylogeny-Group1-1	|	0	|	Lycopodiopsida	|	class	|		|	
Pteridophyte-Phylogeny-Group1-2	|	Pteridophyte-Phylogeny-Group1-1	|	Lycopodiales	|	order	|		|	
Pteridophyte-Phylogeny-Group1-3	|	Pteridophyte-Phylogeny-Group1-2	|	Lycopodiaceae	|	family	|		|	
Pteridophyte-Phylogeny-Group1-4	|	Pteridophyte-Phylogeny-Group1-3	|	Lycopodielloideae	|	subfamily	|		|	
Pteridophyte-Phylogeny-Group1-5	|	Pteridophyte-Phylogeny-Group1-4	|	Lateristachys	|	genus	|		|	
Pteridophyte-Phylogeny-Group1-6	|	Pteridophyte-Phylogeny-Group1-4	|	Lycopodiella	|	genus	|		|	
Pteridophyte-Phylogeny-Group1-7	|	Pteridophyte-Phylogeny-Group1-4	|	Palhinhaea	|	genus	|		|	
Pteridophyte-Phylogeny-Group1-8	|	Pteridophyte-Phylogeny-Group1-4	|	Pseudolycopodiella	|	genus	|		|	
Pteridophyte-Phylogeny-Group1-9	|	Pteridophyte-Phylogeny-Group1-2	|	Lycopodioideae	|	subfamily	|		|	
Pteridophyte-Phylogeny-Group1-10	|	Pteridophyte-Phylogeny-Group1-9	|	Austrolycopodium	|	genus	|		|	
Pteridophyte-Phylogeny-Group1-11	|	Pteridophyte-Phylogeny-Group1-9	|	Dendrolycopodium	|	genus	|		|	
Pteridophyte-Phylogeny-Group1-12	|	Pteridophyte-Phylogeny-Group1-9	|	Diphasiastrum	|	genus	|		|	
Pteridophyte-Phylogeny-Group1-13	|	Pteridophyte-Phylogeny-Group1-9	|	Diphasium	|	genus	|		|	
Pteridophyte-Phylogeny-Group1-14	|	Pteridophyte-Phylogeny-Group1-9	|	Lycopodiastrum	|	genus	|		|	
Pteridophyte-Phylogeny-Group1-15	|	Pteridophyte-Phylogeny-Group1-9	|	Lycopodium	|	genus	|		|	
Pteridophyte-Phylogeny-Group1-16	|	Pteridophyte-Phylogeny-Group1-9	|	Pseudodiphasium	|	genus	|		|	
Pteridophyte-Phylogeny-Group1-17	|	Pteridophyte-Phylogeny-Group1-9	|	Pseudolycopodium	|	genus	|		|	
Pteridophyte-Phylogeny-Group1-18	|	Pteridophyte-Phylogeny-Group1-9	|	Spinulum	|	genus	|		|	
Pteridophyte-Phylogeny-Group1-19	|	Pteridophyte-Phylogeny-Group1-2	|	Huperzioideae	|	subfamily	|		|	
Pteridophyte-Phylogeny-Group1-20	|	Pteridophyte-Phylogeny-Group1-19	|	Huperzia	|	genus	|		|	
Pteridophyte-Phylogeny-Group1-21	|	Pteridophyte-Phylogeny-Group1-19	|	Phlegmariurus	|	genus	|		|	
Pteridophyte-Phylogeny-Group1-22	|	Pteridophyte-Phylogeny-Group1-19	|	Phylloglossum	|	genus	|		|	
Pteridophyte-Phylogeny-Group1-23	|	Pteridophyte-Phylogeny-Group1-1	|	Isoёtales Prantl	|	order	|		|	
Pteridophyte-Phylogeny-Group1-24	|	Pteridophyte-Phylogeny-Group1-23	|	Isoёtaceae Dumort. 	|	family	|		|	
Pteridophyte-Phylogeny-Group1-25	|	Pteridophyte-Phylogeny-Group1-24	|	Isoёtes L.	|	genus	|		|	
Pteridophyte-Phylogeny-Group1-26	|	Pteridophyte-Phylogeny-Group1-1	|	Selaginellales	|	order	|		|	
Pteridophyte-Phylogeny-Group1-27	|	Pteridophyte-Phylogeny-Group1-26	|	Selaginellaceae	|	family	|		|	
Pteridophyte-Phylogeny-Group1-28	|	Pteridophyte-Phylogeny-Group1-27	|	Selaginella	|	genus	|		|	
Pteridophyte-Phylogeny-Group1-29	|	0	|	Polypodiopsida	|	class	|		|	
Pteridophyte-Phylogeny-Group1-30	|	Pteridophyte-Phylogeny-Group1-29	|	Equisetidae	|	subclass	|		|	
Pteridophyte-Phylogeny-Group1-31	|	Pteridophyte-Phylogeny-Group1-30	|	Equisetales	|	order	|		|	
