id	locationID	locality
1186236	TDWG:BAL	Baleares
1186236	TDWG:COR	Corse
1186236	TDWG:FRA	France
1186236	TDWG:POR	Portugal
1186236	TDWG:SAR	Sardegna
1186236	TDWG:SPA	Spain
1186236	TDWG:ALB	Albania
1186236	TDWG:BUL	Bulgaria
1186236	TDWG:GRC	Greece
1186236	TDWG:ITA	Italy
1186236	TDWG:KRI	Kriti
1186236	TDWG:ROM	Romania
1186236	TDWG:SIC	Sicilia
1186236	TDWG:TUE	Turkey-in-Europe
1186236	TDWG:YUG	Yugoslavia
1186236	TDWG:JAP	Japan
1186236	TDWG:KOR	Korea
1186236	TDWG:NNS	Nansei-shoto
1186236	TDWG:TAI	Taiwan
1186236	TDWG:BIS	Bismarck Archipelago
1186236	TDWG:NWG	New Guinea
1186236	TDWG:SOL	Solomon Is.
1186236	TDWG:ABT	Alberta
1186236	TDWG:BRC	British Columbia
1186236	TDWG:MAN	Manitoba
1186236	TDWG:SAS	Saskatchewan
1186236	TDWG:ILL	Illinois
1186236	TDWG:IOW	Iowa
1186236	TDWG:KAN	Kansas
1186236	TDWG:MIN	Minnesota
1186236	TDWG:MSO	Missouri
1186236	TDWG:NEB	Nebraska
1186236	TDWG:NDA	North Dakota
1186236	TDWG:OKL	Oklahoma
1186236	TDWG:SDA	South Dakota
1186236	TDWG:WIS	Wisconsin
1186236	TDWG:NWM	New Mexico
1186236	TDWG:TEX	Texas
1186236	TDWG:FRG	French Guiana
1186236	TDWG:GUY	Guyana
1186236	TDWG:SUR	Surinam
1186236	TDWG:VEN	Venezuela
1186236	TDWG:40	Indian Subcontinent
1186236	TDWG:42	Malesia
1186236	TDWG:2	Africa
1186236	TDWG:DEN	Denmark
1186236	TDWG:FIN	Finland
1186236	TDWG:GRB	Great Britain
1186236	TDWG:IRE	Ireland
1186236	TDWG:NOR	Norway
1186236	TDWG:SWE	Sweden
1186236	TDWG:AFG	Afghanistan
1186236	TDWG:CYP	Cyprus
1186236	TDWG:IRN	Iran
1186236	TDWG:IRQ	Iraq
1186236	TDWG:LBS	Lebanon-Syria
1186236	TDWG:PAL	Palestine
1186236	TDWG:SIN	Sinai
1186236	TDWG:TUR	Turkey
1186236	TDWG:MON	Mongolia
1186236	TDWG:73	Northwestern U.S.A.
1186236	TDWG:75	Northeastern U.S.A.
1186236	TDWG:AUT	Austria
1186236	TDWG:BGM	Belgium
1186236	TDWG:CZE	Czechoslovakia
1186236	TDWG:GER	Germany
1186236	TDWG:HUN	Hungary
1186236	TDWG:NET	Netherlands
1186236	TDWG:POL	Poland
1186236	TDWG:SWI	Switzerland
1186236	TDWG:BLT	Baltic States
1186236	TDWG:BLR	Belorussiya
1186236	TDWG:KRY	Krym
1186236	TDWG:RUW	Northwest European Russia
1186236	TDWG:RUC	Russia Central
1186236	TDWG:RUE	Russia East
1186236	TDWG:RUN	Russia North
1186236	TDWG:RUS	Russia South
1186236	TDWG:UKR	Ukraine
1186236	TDWG:KUW	Kuwait
1186236	TDWG:OMA	Oman
1186236	TDWG:SAU	Saudi Arabia
1186236	TDWG:YEM	Yemen
1186236	TDWG:LAO	Laos
1186236	TDWG:MYA	Myanmar
1186236	TDWG:THA	Thailand
1186236	TDWG:VIE	Vietnam
1186236	TDWG:CRL	Caroline Is.
1186236	TDWG:NBR	New Brunswick
1186236	TDWG:ONT	Ontario
1186236	TDWG:PEI	Prince Edward I.
1186236	TDWG:QUE	Québec
1186236	TDWG:ALA	Alabama
1186236	TDWG:ARK	Arkansas
1186236	TDWG:DEL	Delaware
1186236	TDWG:WDC	District of Columbia
1186236	TDWG:FLA	Florida
1186236	TDWG:GEO	Georgia
